station,station_type,model,condition,horizon,n_eval,skill_h,phi_h,r_h,beta_h,kge_h,rmse,rmse_persistence
Dublin Airport,unknown,xgboost_direct,lag_only,6,145,0.3829688162006034,0.6779447259895246,0.459953091707857,1.1247730417390054,0.3589550915741797,7.340145161454495,11.89590632398387
Dublin Airport,unknown,xgboost_direct,lag_only,7,145,0.268438477837169,0.7130142511383606,0.3937627487377258,1.1640874173835516,0.30948634668725217,8.908652343426576,12.17758462348938
Dublin Airport,unknown,xgboost_direct,lag_only,8,145,0.2800933205698968,0.8350909046595361,0.39967838117737503,1.2588969051990193,0.32575326231901025,9.817661906155593,13.637409106868557
Dublin Airport,unknown,xgboost_direct,lag_only,9,145,0.260302460880942,0.7788602582527712,0.28734162374981453,1.348219004226024,0.17656741531334474,11.720427500060019,15.84489183784287
Dublin Airport,unknown,xgboost_direct,lag_only,10,145,0.2876722184411894,0.6332758457073849,0.2767255483591818,1.287038342498028,0.13976541118019714,11.257367422726167,15.803633824433037
Dublin Airport,unknown,xgboost_direct,lag_only,11,145,0.2609601331462714,0.6008425823879961,0.27816586522751646,1.2856506619703278,0.12709252332133725,12.248600877908078,16.573667304381473
Dublin Airport,unknown,xgboost_direct,lag_only,12,145,0.27482061762638665,0.6241852159392978,0.35670670581058656,1.3384726887114433,0.18169273785990814,11.969313246351096,16.505313771020163
Dublin Airport,unknown,xgboost_direct,lag_only,13,145,0.2651700473801796,0.6198833633618124,0.4086845742431863,1.315955256538594,0.22930530407854866,12.06646761580799,16.420761800452667
Dublin Airport,unknown,xgboost_direct,lag_only,14,145,0.3233862693831081,0.5442810611158242,0.43716444912532315,1.2393151924737895,0.2372842141827094,11.524619526691923,17.032789914246248
Dublin Airport,unknown,xgboost_direct,lag_only,15,145,0.2930522435281061,0.4875819034883166,0.3953153610286085,1.259387168804763,0.16603505974101673,12.336264005940933,17.450036290526633
Dublin Airport,unknown,xgboost_direct,lag_only,16,145,0.2785042323202874,0.41821011760058024,0.35048918130082785,1.2109266657389892,0.10287468590538207,13.694568990957102,18.98080294358208
Dublin Airport,unknown,xgboost_direct,lag_only,17,145,0.2978323112615454,0.5386958133648427,0.32992990300115743,1.2738513817390325,0.14163523675564393,11.588252202157028,16.50353952198654
Dublin Airport,unknown,xgboost_direct,lag_only,18,145,0.3517261266252466,0.5569597886111746,0.3309601152467163,1.23614005389371,0.16354251671046272,10.031311103306239,15.473878425927788
Dublin Airport,unknown,xgboost_direct,lag_only,19,145,0.3563440314495533,0.5520500065179353,0.26376556824138164,1.1907495857178665,0.11734166314532823,9.67407439024884,15.029883762338844
Dublin Airport,unknown,xgboost_direct,lag_only,20,145,0.33692231988720756,0.6942926246898519,0.26711539383686783,1.231885809553413,0.17274678970574497,9.376651446928772,14.141105526781963
Dublin Airport,unknown,xgboost_direct,lag_only,21,145,0.20358269396832773,0.6461215402559058,0.16048547105092598,1.1700701300248821,0.0732106724211169,12.058636205933025,15.141102678968496
Dublin Airport,unknown,xgboost_direct,lag_only,22,145,0.2428932684349312,0.39750449824975104,0.09151995112751855,1.1153803284408743,-0.09619772350600808,12.207325359771355,16.12365185888221
Dublin Airport,unknown,xgboost_direct,lag_only,23,145,0.21248172009831978,0.3553718641378242,0.11495325427542977,1.1047837069399566,-0.09992399778478989,13.5376104870657,17.190217462324608
Dublin Airport,unknown,xgboost_direct,lag_only,24,145,0.20082515681469293,0.3860837350405594,0.007437986214234511,1.0761429808437095,-0.16955986812303436,13.753896575604944,17.210122031351013
Dublin Airport,unknown,xgboost_direct,lag_plus_met,1,145,-0.06991511883388646,0.6776111187597934,0.8783847518317869,0.9482499432985421,0.6515707708831933,6.378712378106562,5.961886383154207
Dublin Airport,unknown,xgboost_direct,lag_plus_met,2,145,0.09271624186816263,0.6685526094884692,0.8693624428540804,0.9949913133354431,0.6437014861719736,6.330388252073844,6.977297009161245
Dublin Airport,unknown,xgboost_direct,lag_plus_met,3,145,0.29267971794177794,0.6798646144227569,0.7860529935560507,0.9920028936470174,0.6148715274417662,6.22710474023584,8.803797795979595
Dublin Airport,unknown,xgboost_direct,lag_plus_met,4,145,0.22249102341662208,0.7382843514233731,0.5903550618194984,1.0210233083666742,0.5134344488340017,7.591778104007184,9.764232095901805
Dublin Airport,unknown,xgboost_direct,lag_plus_met,5,145,0.21495443824077054,0.6605378348404609,0.5369240534143674,1.054115442421453,0.4232831067244073,8.015018776607038,10.209622430889194
Dublin Airport,unknown,xgboost_direct,lag_plus_met,6,145,0.34740252077058764,0.8048072371002988,0.43522986352973614,1.1131832208651191,0.39182571311961756,7.763238480181099,11.89590632398387
Dublin Airport,unknown,xgboost_direct,lag_plus_met,7,145,0.248514962387811,0.8458338503729502,0.4202507681210302,1.1626132273716159,0.37845399585284245,9.151272638808532,12.17758462348938
Dublin Airport,unknown,xgboost_direct,lag_plus_met,8,145,0.28079190761894024,0.8971862189969945,0.42775866289580206,1.2527677201881326,0.36602654485850883,9.808134988771027,13.637409106868557
Dublin Airport,unknown,xgboost_direct,lag_plus_met,9,145,0.2955749062628592,0.7764990542097625,0.3379017841280675,1.3176532946581072,0.23238659740916645,11.16153941812732,15.84489183784287
Dublin Airport,unknown,xgboost_direct,lag_plus_met,10,145,0.26289946108334616,0.7689572972650346,0.29357147978604026,1.2884174001074464,0.20275061533827354,11.64886700883105,15.803633824433037
Dublin Airport,unknown,xgboost_direct,lag_plus_met,11,145,0.2615987660958511,0.7012466493195737,0.32893945002834435,1.2814655529298509,0.21336241905363473,12.238016387872129,16.573667304381473
Dublin Airport,unknown,xgboost_direct,lag_plus_met,12,145,0.24492392598740365,0.7776085198725293,0.349046752583513,1.3311583360499095,0.23654473327463243,12.462767522567946,16.505313771020163
Dublin Airport,unknown,xgboost_direct,lag_plus_met,13,145,0.21123357113840713,0.8077217338044017,0.3576497099056161,1.3000303666836603,0.2654232186028094,12.95214564452991,16.420761800452667
Dublin Airport,unknown,xgboost_direct,lag_plus_met,14,145,0.25277889974964385,0.7078611040614895,0.31923216046557673,1.2234122391202658,0.22624098425073658,12.727260020056251,17.032789914246248
Dublin Airport,unknown,xgboost_direct,lag_plus_met,15,145,0.25419916170557555,0.6020082786749209,0.325054432586415,1.2532210737972815,0.17655003708203731,13.014251693742892,17.450036290526633
Dublin Airport,unknown,xgboost_direct,lag_plus_met,16,145,0.2465400403486252,0.5522327046191092,0.29833270114939614,1.2006461533664814,0.14379241538644028,14.30127502002205,18.98080294358208
Dublin Airport,unknown,xgboost_direct,lag_plus_met,17,145,0.3117198252299763,0.58074518386159,0.3602294395894322,1.2509109267920742,0.19499238264041163,11.359059066516888,16.50353952198654
Dublin Airport,unknown,xgboost_direct,lag_plus_met,18,145,0.2399238944621479,0.8380640685373792,0.21311999349292748,1.2422954420684011,0.16088709234909337,11.761325251545383,15.473878425927788
Dublin Airport,unknown,xgboost_direct,lag_plus_met,19,145,0.29693557475784804,0.7680451283289195,0.21355904759023342,1.1654743883385648,0.1635346944940571,10.566976588825112,15.029883762338844
Dublin Airport,unknown,xgboost_direct,lag_plus_met,20,145,0.2816937182192438,0.9261882073542955,0.24963488884792323,1.1888330296125733,0.22272662863024573,10.157644931212053,14.141105526781963
Dublin Airport,unknown,xgboost_direct,lag_plus_met,21,145,0.17105412942120857,0.8191370539887816,0.209419627233175,1.1532888764305151,0.17463571031857772,12.551154541740411,15.141102678968496
Dublin Airport,unknown,xgboost_direct,lag_plus_met,22,145,0.26134314999933195,0.5299964311146729,0.22177988577326405,1.0760804891341997,0.08768528358963901,11.909845892589349,16.12365185888221
Dublin Airport,unknown,xgboost_direct,lag_plus_met,23,145,0.2177591030340278,0.48338764089605646,0.20550396639597174,1.0883407085290846,0.04820361538042395,13.44689112676892,17.190217462324608
Dublin Airport,unknown,xgboost_direct,lag_plus_met,24,145,0.2490076351404944,0.40033383272597034,0.1837218019785705,1.0510597098455994,-0.014158125100693253,12.924670243844975,17.210122031351013
Dundalk Co Louth,unknown,xgboost_direct,lag_only,1,151,0.18167341381482116,1.3007358710612167,0.6667762136094909,1.2101963181733408,0.5043563294734767,7.681984408075333,9.387431054741485
Dundalk Co Louth,unknown,xgboost_direct,lag_only,2,150,0.2430475075562607,1.39733530914159,0.5259378472723945,1.2702471463042813,0.32498607968058746,8.482811448691896,11.206530836969776
Dundalk Co Louth,unknown,xgboost_direct,lag_only,3,151,0.3722986027599652,1.1528923857366191,0.4949482476919373,1.2994960185673685,0.39324533849060106,7.605863210772783,12.117008571615907
Dundalk Co Louth,unknown,xgboost_direct,lag_only,4,151,0.44096562629929403,0.9443197248229569,0.4672561781855765,1.291835785562142,0.39001278828167063,7.209303553771064,12.895993328722856
Dundalk Co Louth,unknown,xgboost_direct,lag_only,5,151,0.3814833805931124,1.068873452325377,0.37613697037926386,1.3763940491943132,0.2681385975256855,8.358974645952314,13.514551401978432
Dundalk Co Louth,unknown,xgboost_direct,lag_only,6,152,0.42134539719072595,0.916560070634794,0.31200067214756927,1.373245640607055,0.21284207101113573,8.231293363393934,14.22488186118687
Dundalk Co Louth,unknown,xgboost_direct,lag_only,7,152,0.4631514027045177,0.7909456706347668,0.2937128847660236,1.3589556047767082,0.18061344411047842,7.8943150172597125,14.704918774174741
Dundalk Co Louth,unknown,xgboost_direct,lag_only,8,152,0.44094164270229896,0.7611818207683103,0.2114296664470084,1.293385385551788,0.1253844969663599,8.181148523115182,14.633800597597872
Dundalk Co Louth,unknown,xgboost_direct,lag_only,9,152,0.42141557771105054,0.7129863561522795,0.1987939713855813,1.1930427749746,0.12731824528484104,8.166052941474774,14.113848605133349
Dundalk Co Louth,unknown,xgboost_direct,lag_only,10,153,0.4472135899119589,0.6653887530148466,0.21789009997139777,1.1262272959492654,0.1400035392082285,7.945353679185705,14.373279686670056
Dundalk Co Louth,unknown,xgboost_direct,lag_only,11,153,0.32108165874343797,0.5058309288303517,0.09564381068897837,1.061836809381006,-0.03241802533675675,10.777984588801631,15.875229661424996
Dundalk Co Louth,unknown,xgboost_direct,lag_only,12,153,0.3418261614268103,0.5178562010201926,0.09787111086464136,1.1141053966807297,-0.02923234357405602,10.469799772127638,15.90734720605791
Dundalk Co Louth,unknown,xgboost_direct,lag_only,13,153,0.37562339160537306,0.6690739492455399,0.08037513248852263,1.1371320487329275,0.013071863404869877,9.295631204034006,14.88785947304236
Dundalk Co Louth,unknown,xgboost_direct,lag_only,14,152,0.43717710272381094,0.7734060849613095,0.11503247447579147,1.2257173500518201,0.05901081532282315,8.226562950959371,14.616610288551254
Dundalk Co Louth,unknown,xgboost_direct,lag_only,15,152,0.34457567091660934,0.6352747290293395,0.06206196264703414,1.1420005386078464,-0.016324966810849384,10.165280600643136,15.509464860511445
Dundalk Co Louth,unknown,xgboost_direct,lag_only,16,151,0.30509567132470905,0.762803592140463,0.04880300507173277,1.168146991922113,0.005358722978736852,10.368253287437463,14.920403945680778
Dundalk Co Louth,unknown,xgboost_direct,lag_only,17,151,0.25759162784982315,0.8195908849133648,0.20096799240363908,1.1233433231382262,0.171620151541218,10.649798108516356,14.344932665120968
Dundalk Co Louth,unknown,xgboost_direct,lag_only,18,151,0.21700434861842133,0.8220776521266276,0.33627901568999613,1.0249493922449147,0.31239227821409377,11.500891617491,14.688321189521204
Dundalk Co Louth,unknown,xgboost_direct,lag_only,19,150,0.08430067267073371,0.5376700875745231,0.2127610868137995,0.8840025404701594,0.0797014261798965,18.571408013609844,20.281120078765717
Dundalk Co Louth,unknown,xgboost_direct,lag_only,20,151,0.11443685112005486,0.6984195706623549,0.24606982033075153,0.8903861716183518,0.180624223845942,16.11242431281168,18.194551493239725
Dundalk Co Louth,unknown,xgboost_direct,lag_only,21,151,0.13429204566742703,0.631102616308199,0.23243222135421798,0.8520438429164614,0.13562936252507696,15.670166098267961,18.10098430982888
Dundalk Co Louth,unknown,xgboost_direct,lag_only,22,151,0.1930648486460369,0.5051318743277705,0.2562177423723982,0.8574768567704486,0.09533467242079563,13.602410232091964,16.85688150933612
Dundalk Co Louth,unknown,xgboost_direct,lag_only,23,151,0.1897998495716261,0.616600117756546,0.234708377945754,0.974154223297913,0.14365033971861263,13.148480661874318,16.228682079264455
