horizon,n,dm_stat,p_value,mean_loss_diff,favours
1,354,1.1690171716711575,0.24318551342344769,1.0989615683091,lags_meteo
6,356,-0.04839586806789505,0.9614279675871851,-0.1377302981316337,lags_only
12,346,2.5158855136761615,0.012326817609046532,21.445798084898154,lags_meteo
24,354,0.8468743743798238,0.3976389144310406,46.544226130825706,lags_meteo
