station,station_key,horizon,p,rho1,rho_h,ar1_reference_skill,ar1_status,yw_linear_reference_skill,yw_mse,yw_rmse,gamma0,persistence_mse,persistence_rmse,valid_pair_count_rho_h,min_valid_pair_count_required_lags,covariance_min_eigenvalue,covariance_max_eigenvalue,covariance_condition_number,covariance_psd_status,regularization_applied,numerical_status,rho1_control_value,rho1_diff_from_control,notes
Zarra EMEP,zarra_emep,1,14,0.6281012011179696,0.6281012011179696,0.08390758905564721,DIAGNOSTIC_ONLY,0.1072555079062697,56.7564507065853,7.533687722927285,98.70366258920923,71.21326042378674,8.438794962776779,2738,2708,15.14396738797871,426.53633913416184,28.16542905875158,PSD,0.0,OK,0.643,0.014898798882030384,
Zarra EMEP,zarra_emep,2,14,0.6281012011179696,0.31738337909050035,0.21119948491173157,DIAGNOSTIC_ONLY,0.20598894285477942,84.44620781049207,9.18946178024002,98.70366258920923,133.9451679232351,11.573468275466741,2734,2707,15.14396738797871,426.53633913416184,28.16542905875158,PSD,0.0,OK,0.643,0.014898798882030384,
Zarra EMEP,zarra_emep,3,14,0.6281012011179696,0.21299059228326545,0.2518065332796309,DIAGNOSTIC_ONLY,0.2664234533104073,89.05868081534034,9.43709069657277,98.70366258920923,165.49519230769232,12.864493472643698,2732,2704,15.14396738797871,426.53633913416184,28.16542905875158,PSD,0.0,OK,0.643,0.014898798882030384,
Zarra EMEP,zarra_emep,4,14,0.6281012011179696,0.18377250561947026,0.26415126773687736,DIAGNOSTIC_ONLY,0.2882849554828174,90.09876144338281,9.492036738413038,98.70366258920923,177.87156593406593,13.336849925453384,2731,2704,15.14396738797871,426.53633913416184,28.16542905875158,PSD,0.0,OK,0.643,0.014898798882030384,
Zarra EMEP,zarra_emep,5,14,0.6281012011179696,0.17151040751288027,0.28582640419566374,DIAGNOSTIC_ONLY,0.312934565823079,90.4797976638856,9.512086924743992,98.70366258920923,191.67056396148556,13.844513857896404,2728,2702,15.14396738797871,426.53633913416184,28.16542905875158,PSD,0.0,OK,0.643,0.014898798882030384,
Zarra EMEP,zarra_emep,6,14,0.6281012011179696,0.15962164187279462,0.2937735751728525,DIAGNOSTIC_ONLY,0.3217198217128876,90.70331395835721,9.52382874469912,98.70366258920923,197.1536871123363,14.041142656932744,2725,2699,15.14396738797871,426.53633913416184,28.16542905875158,PSD,0.0,OK,0.643,0.014898798882030384,
Zarra EMEP,zarra_emep,7,14,0.6281012011179696,0.13632836197516524,0.3131939677259613,DIAGNOSTIC_ONLY,0.3395586384460555,91.13541246314243,9.546486917350405,98.70366258920923,208.9385783298827,14.454707825822101,2724,2699,15.14396738797871,426.53633913416184,28.16542905875158,PSD,0.0,OK,0.643,0.014898798882030384,
