artifact_type,station,path,sha256,size_bytes,rows,columns,date_start,date_end,resolution,producer_script,producer_commit,status,notes
raw_csv,Elche,data/raw/pm10_daily.csv,5ab9cd34f6d6764d6b96fea0cdd7980878155de3f359b7db56206dfefa401726,82827,2350,6,2017-01-01,2024-12-31,daily,external,e7e40fd798792a35748c5f538b4109dc96ee6711,VERIFIED,
predictions_csv,Elche,outputs/metrics/predictions.csv,915a821ca74c7d51507d8b6cd3420c8d141ec26f1478a580d9792398641b58ee,2027461,26001,8,2020-01-23,2024-12-31,daily,scripts/01_generate_e1_rr_lags_only_predictions.py,e7e40fd798792a35748c5f538b4109dc96ee6711,VERIFIED,
raw_csv,Valencia Vivers,data/raw/pm10_valencia_vivers.csv,3eabf0e518c07abc608ba434e349731e840e0c951ace4c773cc52d36594533cf,42738,2679,2,2017-01-01,2024-12-31,daily,external,975336cdc18856777ccd4c20a8bfdd193bc9349b,VERIFIED,
predictions_csv,Valencia Vivers,outputs/metrics/predictions_valencia_vivers.csv,bfb21ff09652c390daf15b72cad2086fe13eacdd85d9e5e736a87e2d9b51890a,4606894,52028,8,2018-02-15,2024-12-31,daily,scripts/01_generate_e1_rr_lags_only_predictions.py,e2120f827050050a041f73953c674920bb321a88,VERIFIED,
raw_csv,Zarra EMEP,data/raw/pm10_zarra_emep.csv,f4630d0df551da201011f91d24c8811f87311c1426f256f610f140f2160259ec,43550,2804,2,2017-01-01,2024-12-30,daily,external,975336cdc18856777ccd4c20a8bfdd193bc9349b,VERIFIED,
predictions_csv,Zarra EMEP,outputs/metrics/predictions_zarra_emep.csv,601440c364f266696c8ed8e8aa4a368a8150a4da4e27a5b9a315bcca52fce1a7,4326018,52136,8,2018-01-13,2024-12-30,daily,scripts/01_generate_e1_rr_lags_only_predictions.py,e2120f827050050a041f73953c674920bb321a88,VERIFIED,
multi_station_skill_table,ALL,evidence/paper_a/aggregates/master_diagnostic_table.csv,6dfb12c5a8a1c2263ecfad71e441cd2af6f451c9b73ba9049b1986eaeee62af6,415591,595,51,,,aggregate,scripts/09_build_comprehensive_unified_table.py,45cfed9aa6ce20c50b7a584068556cb27c7afd60,VERIFIED,Source of empirical skill values for sarima and all models across 3 stations
