dataset,station,model,horizon,n_pairs,dm_stat,dm_pval_raw,dm_pval_bh,dm_significant
e1_rr_08263007_10_M,08263007_10_M,ridge_direct,5,1422,7.58947377279686,5.773159728050814e-14,1.962874307537277e-13,True
e1_rr_08263007_10_M,08263007_10_M,ridge_direct,6,1420,7.9145739673151425,4.884981308350689e-15,1.8454373831547047e-14,True
e1_rr_08263007_10_M,08263007_10_M,ridge_direct,7,1420,7.412507153745672,2.120525977034049e-13,6.554353019923426e-13,True
e1_rr_08263007_10_M,08263007_10_M,sarima,1,101,1.0966534728610913,0.2754267863212787,0.3020809914491444,False
e1_rr_08263007_10_M,08263007_10_M,sarima,2,99,2.879863247958494,0.0048862738996404,0.0061530856513991,True
e1_rr_08263007_10_M,08263007_10_M,sarima,3,97,3.3026790376063335,0.0013461855367615,0.0018308123299957,True
e1_rr_08263007_10_M,08263007_10_M,sarima,4,99,2.5201365573150847,0.0133462907793495,0.0156473753964788,True
e1_rr_08263007_10_M,08263007_10_M,sarima,5,96,2.6214994513995697,0.0101953678717738,0.0123800895585825,True
e1_rr_08263007_10_M,08263007_10_M,sarima,6,97,3.065117011169869,0.0028253100934498,0.0036946362760498,True
e1_rr_08263007_10_M,08263007_10_M,sarima,7,95,3.746890115364096,0.0003088211500952,0.0004565182218799,True
e1_rr_08263007_10_M,08263007_10_M,seasonal_naive,1,1453,-8.857797280577225,0.0,0.0,True
e1_rr_08263007_10_M,08263007_10_M,seasonal_naive,2,1439,-3.85680122979932,0.0001199566510243,0.0001853875515831,True
e1_rr_08263007_10_M,08263007_10_M,seasonal_naive,3,1429,-1.818259994182447,0.0692338257267966,0.0784650024903694,False
e1_rr_08263007_10_M,08263007_10_M,seasonal_naive,4,1425,-1.0183785341660672,0.3086710854634655,0.3279630283049322,False
e1_rr_08263007_10_M,08263007_10_M,seasonal_naive,5,1422,-0.381053950734424,0.7032201776278202,0.7032201776278202,False
e1_rr_08263007_10_M,08263007_10_M,seasonal_naive,6,1420,-0.4962271214280164,0.6198110312225591,0.6385931836838488,False
e1_rr_08263007_10_M,08263007_10_M,seasonal_naive,7,1420,,,,False
e1_rr_08263007_10_M,08263007_10_M,stl_ridge_direct,1,1453,-32.333142421914715,0.0,0.0,True
e1_rr_08263007_10_M,08263007_10_M,stl_ridge_direct,2,1439,-22.26405977231844,0.0,0.0,True
e1_rr_08263007_10_M,08263007_10_M,stl_ridge_direct,3,1429,-19.077130359041263,0.0,0.0,True
e1_rr_08263007_10_M,08263007_10_M,stl_ridge_direct,4,1425,-17.896911709247362,0.0,0.0,True
e1_rr_08263007_10_M,08263007_10_M,stl_ridge_direct,5,1422,-17.212894715334848,0.0,0.0,True
e1_rr_08263007_10_M,08263007_10_M,stl_ridge_direct,6,1420,-17.588466110614522,0.0,0.0,True
e1_rr_08263007_10_M,08263007_10_M,stl_ridge_direct,7,1420,-19.141170259388858,0.0,0.0,True
e1_rr_22125001_10_M,22125001_10_M,hgb_direct,1,1499,3.508443698538439,0.0004640649914173,0.0006860091177474,True
e1_rr_22125001_10_M,22125001_10_M,hgb_direct,2,1488,5.663615121507479,1.7763783777269282e-08,3.019843242135778e-08,True
e1_rr_22125001_10_M,22125001_10_M,hgb_direct,3,1480,6.296585971499216,4.0023651060039356e-10,7.560022978007434e-10,True
e1_rr_22125001_10_M,22125001_10_M,hgb_direct,4,1475,7.162623074295337,1.2454481890245006e-12,2.823015895122202e-12,True
e1_rr_22125001_10_M,22125001_10_M,hgb_direct,5,1476,7.432129107720043,1.8030021919912545e-13,4.715544194438665e-13,True
e1_rr_22125001_10_M,22125001_10_M,hgb_direct,6,1474,7.420221614222331,1.967315199635778e-13,4.777765484829745e-13,True
e1_rr_22125001_10_M,22125001_10_M,hgb_direct,7,1473,6.9311068501085416,6.226352766702803e-12,1.3230999629243456e-11,True
e1_rr_22125001_10_M,22125001_10_M,ridge_direct,1,1499,5.158302519747206,2.825064164824198e-07,4.573913409715368e-07,True
e1_rr_22125001_10_M,22125001_10_M,ridge_direct,2,1488,5.969288433164043,2.9746751728509935e-09,5.323102940891251e-09,True
e1_rr_22125001_10_M,22125001_10_M,ridge_direct,3,1480,6.647696529392161,4.175459977773244e-11,8.350919955546486e-11,True
e1_rr_22125001_10_M,22125001_10_M,ridge_direct,4,1475,7.686012418370376,2.753353101070388e-14,8.5103641305812e-14,True
e1_rr_22125001_10_M,22125001_10_M,ridge_direct,5,1476,7.978907590097735,2.886579864025407e-15,9.814371537686384e-15,True
e1_rr_22125001_10_M,22125001_10_M,ridge_direct,6,1474,7.981532377328958,2.886579864025407e-15,9.814371537686384e-15,True
e1_rr_22125001_10_M,22125001_10_M,ridge_direct,7,1473,7.529481958146544,8.837375276016247e-14,2.50392299487127e-13,True
e1_rr_22125001_10_M,22125001_10_M,sarima,1,109,1.7642028649814872,0.0805252458741123,0.0883180116038651,False
e1_rr_22125001_10_M,22125001_10_M,sarima,2,107,1.5525401173744515,0.1235137267192363,0.1312333346391886,False
e1_rr_22125001_10_M,22125001_10_M,sarima,3,108,2.324002569894771,0.0220145667221751,0.0258101816742743,True
e1_rr_22125001_10_M,22125001_10_M,sarima,4,105,2.486538957959404,0.0144903871059556,0.0182471541334256,True
e1_rr_22125001_10_M,22125001_10_M,sarima,5,107,2.8811162292552788,0.0047968708934018,0.0067955670989859,True
e1_rr_22125001_10_M,22125001_10_M,sarima,6,108,2.3412867320429904,0.0210697704239635,0.0255847212290985,True
e1_rr_22125001_10_M,22125001_10_M,sarima,7,105,2.8189504263596104,0.0057691808130635,0.0078460859057664,True
e1_rr_22125001_10_M,22125001_10_M,seasonal_naive,1,1499,-12.177213830447892,0.0,0.0,True
e1_rr_22125001_10_M,22125001_10_M,seasonal_naive,2,1488,-4.64389761943037,3.7205089640224287e-06,5.749877489852844e-06,True
e1_rr_22125001_10_M,22125001_10_M,seasonal_naive,3,1480,-2.630375941984924,0.008617588390869,0.0112691540495979,True
e1_rr_22125001_10_M,22125001_10_M,seasonal_naive,4,1475,-1.8083377055574037,0.070757679481211,0.0801920367453725,False
e1_rr_22125001_10_M,22125001_10_M,seasonal_naive,5,1476,-0.997831689118608,0.3185246451647694,0.3281769071394594,False
e1_rr_22125001_10_M,22125001_10_M,seasonal_naive,6,1474,-0.5298323246080314,0.5963080395610341,0.5963080395610341,False
e1_rr_22125001_10_M,22125001_10_M,seasonal_naive,7,1473,,,,False
e1_rr_22125001_10_M,22125001_10_M,stl_ridge_direct,1,1499,-23.58000544579844,0.0,0.0,True
e1_rr_22125001_10_M,22125001_10_M,stl_ridge_direct,2,1488,-14.25436320930277,0.0,0.0,True
e1_rr_22125001_10_M,22125001_10_M,stl_ridge_direct,3,1480,-12.038309053637953,0.0,0.0,True
e1_rr_22125001_10_M,22125001_10_M,stl_ridge_direct,4,1475,-11.490413494300462,0.0,0.0,True
e1_rr_22125001_10_M,22125001_10_M,stl_ridge_direct,5,1476,-11.474946710832358,0.0,0.0,True
e1_rr_22125001_10_M,22125001_10_M,stl_ridge_direct,6,1474,-11.870278304410803,0.0,0.0,True
e1_rr_22125001_10_M,22125001_10_M,stl_ridge_direct,7,1473,-14.359669415296386,0.0,0.0,True
e1_rr_43004005_10_M,43004005_10_M,hgb_direct,1,1513,1.9694244552097229,0.0490866951622845,0.0596052726970598,False
e1_rr_43004005_10_M,43004005_10_M,hgb_direct,2,1506,3.317634259402784,0.0009294904429111,0.0015048892885227,True
e1_rr_43004005_10_M,43004005_10_M,hgb_direct,3,1499,3.67081763086778,0.0002502617958786,0.000447836897888,True
e1_rr_43004005_10_M,43004005_10_M,hgb_direct,4,1491,4.095449913073891,4.439879779316591e-05,0.0001003242899618,True
e1_rr_43004005_10_M,43004005_10_M,hgb_direct,5,1482,4.081110382863827,4.721143057029309e-05,0.0001003242899618,True
e1_rr_43004005_10_M,43004005_10_M,hgb_direct,6,1474,3.8513023609758914,0.0001225300211897,0.0002314455955806,True
e1_rr_43004005_10_M,43004005_10_M,hgb_direct,7,1469,3.909207307592266,9.68195128239202e-05,0.0001936390256478,True
e1_rr_43004005_10_M,43004005_10_M,ridge_direct,1,1513,3.427619184588929,0.000625237189427,0.001062903222026,True
e1_rr_43004005_10_M,43004005_10_M,ridge_direct,2,1506,4.348509580495947,1.4627564399516402e-05,3.552408497025412e-05,True
e1_rr_43004005_10_M,43004005_10_M,ridge_direct,3,1499,4.386656048088743,1.2314907726240776e-05,3.472930218708989e-05,True
e1_rr_43004005_10_M,43004005_10_M,ridge_direct,4,1491,4.624092843265823,4.087970903787763e-06,1.544344563653155e-05,True
e1_rr_43004005_10_M,43004005_10_M,ridge_direct,5,1482,4.5924242478823984,4.752475855740457e-06,1.6158417909517552e-05,True
e1_rr_43004005_10_M,43004005_10_M,ridge_direct,6,1474,4.383876906227567,1.2485271810858125e-05,3.472930218708989e-05,True
e1_rr_43004005_10_M,43004005_10_M,ridge_direct,7,1469,4.370315638734739,1.3278850836240252e-05,3.472930218708989e-05,True
e1_rr_43004005_10_M,43004005_10_M,sarima,1,113,0.2588538854650662,0.7962231161280939,0.7962231161280939,False
e1_rr_43004005_10_M,43004005_10_M,sarima,2,113,0.8515824473004509,0.3962630376223919,0.434611073521333,False
e1_rr_43004005_10_M,43004005_10_M,sarima,3,110,0.3396338065754138,0.7347858629382631,0.7570521012091196,False
e1_rr_43004005_10_M,43004005_10_M,sarima,4,110,2.2731522668369752,0.0249772023079313,0.0339689951387866,True
e1_rr_43004005_10_M,43004005_10_M,sarima,5,106,1.6500067529844735,0.101929967824639,0.1195041002081974,False
e1_rr_43004005_10_M,43004005_10_M,sarima,6,110,3.0566484408057053,0.0028153487751256,0.0041618199284466,True
e1_rr_43004005_10_M,43004005_10_M,sarima,7,106,3.1435554776403443,0.0021702560549266,0.0033540320848865,True
e1_rr_43004005_10_M,43004005_10_M,seasonal_naive,1,1513,-6.599933821917902,5.675393488502323e-11,2.4120422326134866e-10,True
e1_rr_43004005_10_M,43004005_10_M,seasonal_naive,2,1506,-2.622799862531149,0.0088091000707344,0.0124795584335404,True
e1_rr_43004005_10_M,43004005_10_M,seasonal_naive,3,1499,-2.021341656293311,0.0434219499509147,0.0546794925307815,False
e1_rr_43004005_10_M,43004005_10_M,seasonal_naive,4,1491,-1.3852099866928835,0.1661956062759571,0.1883550204460847,False
e1_rr_43004005_10_M,43004005_10_M,seasonal_naive,5,1482,-0.5414486349731599,0.5882798310011164,0.6250473204386862,False
e1_rr_43004005_10_M,43004005_10_M,seasonal_naive,6,1474,-2.053432806138986,0.0402068599336455,0.0525782014516903,False
e1_rr_43004005_10_M,43004005_10_M,seasonal_naive,7,1469,,,,False
e1_rr_43004005_10_M,43004005_10_M,stl_ridge_direct,1,1513,-24.665715872889397,0.0,0.0,True
e1_rr_43004005_10_M,43004005_10_M,stl_ridge_direct,2,1506,-15.616031657531238,0.0,0.0,True
e1_rr_43004005_10_M,43004005_10_M,stl_ridge_direct,3,1499,-14.163635527791484,0.0,0.0,True
e1_rr_43004005_10_M,43004005_10_M,stl_ridge_direct,4,1491,-13.44504662956409,0.0,0.0,True
e1_rr_43004005_10_M,43004005_10_M,stl_ridge_direct,5,1482,-13.016953882251032,0.0,0.0,True
e1_rr_43004005_10_M,43004005_10_M,stl_ridge_direct,6,1474,-14.561516522359392,0.0,0.0,True
e1_rr_43004005_10_M,43004005_10_M,stl_ridge_direct,7,1469,-16.07743767022414,0.0,0.0,True
e1_rr_43004006_10_M,43004006_10_M,hgb_direct,1,1591,4.574291958122709,5.1487651195891715e-06,7.294083919417993e-06,True
e1_rr_43004006_10_M,43004006_10_M,hgb_direct,2,1576,6.740935263845026,2.2013946221477457e-11,4.677963572063959e-11,True
e1_rr_43004006_10_M,43004006_10_M,hgb_direct,3,1564,7.353333891325627,3.106404022901188e-13,8.8014780648867e-13,True
e1_rr_43004006_10_M,43004006_10_M,hgb_direct,4,1555,7.39092050911764,2.3714363805993344e-13,7.329894267307033e-13,True
e1_rr_43004006_10_M,43004006_10_M,hgb_direct,5,1545,6.578184261940285,6.501621463428364e-11,1.2280840542031354e-10,True
e1_rr_43004006_10_M,43004006_10_M,hgb_direct,6,1536,6.41865614106182,1.8276469226918832e-10,3.106999768576202e-10,True
e1_rr_43004006_10_M,43004006_10_M,hgb_direct,7,1531,6.287830272561846,4.190823243988006e-10,6.476726831617829e-10,True
e1_rr_43004006_10_M,43004006_10_M,ridge_direct,1,1591,6.552765337976316,7.608713659124078e-11,1.3615592863695714e-10,True
e1_rr_43004006_10_M,43004006_10_M,ridge_direct,2,1576,7.510646872118654,9.814371537686385e-14,3.336886322813371e-13,True
e1_rr_43004006_10_M,43004006_10_M,ridge_direct,3,1564,8.020239849360195,1.9984014443252818e-15,7.549516567451064e-15,True
e1_rr_43004006_10_M,43004006_10_M,ridge_direct,4,1555,8.232760023673393,4.440892098500626e-16,1.887379141862766e-15,True
e1_rr_43004006_10_M,43004006_10_M,ridge_direct,5,1545,7.01576191349295,3.410827176253406e-12,8.283437428043987e-12,True
e1_rr_43004006_10_M,43004006_10_M,ridge_direct,6,1536,6.886606147706981,8.305578447220796e-12,1.8825977813700472e-11,True
e1_rr_43004006_10_M,43004006_10_M,ridge_direct,7,1531,6.685325243824406,3.2191804777426114e-11,6.438360955485223e-11,True
e1_rr_43004006_10_M,43004006_10_M,sarima,1,111,2.346687733649838,0.0207310604271628,0.026105779797168,True
e1_rr_43004006_10_M,43004006_10_M,sarima,2,111,0.9117713791589712,0.3638829331479924,0.386625616469742,False
e1_rr_43004006_10_M,43004006_10_M,sarima,3,110,1.0541704453604286,0.2941360247176054,0.3333541613466195,False
e1_rr_43004006_10_M,43004006_10_M,sarima,4,110,5.900786466126117,4.1442163922766895e-08,6.126232927713368e-08,True
e1_rr_43004006_10_M,43004006_10_M,sarima,5,110,3.871472826074821,0.0001847746414593,0.0002512935123847,True
e1_rr_43004006_10_M,43004006_10_M,sarima,6,108,3.538841096396475,0.0005960055433211,0.000779391864343,True
e1_rr_43004006_10_M,43004006_10_M,sarima,7,109,6.9478765062928,2.924376296675746e-10,4.73470448033216e-10,True
e1_rr_43004006_10_M,43004006_10_M,seasonal_naive,1,1591,-7.335912727228142,3.4949820815199933e-13,9.14072236705229e-13,True
e1_rr_43004006_10_M,43004006_10_M,seasonal_naive,2,1576,-2.1061045811238546,0.0353531561284385,0.0429288324416754,True
e1_rr_43004006_10_M,43004006_10_M,seasonal_naive,3,1564,-1.1683687471154196,0.242836231540402,0.2847045473232299,False
e1_rr_43004006_10_M,43004006_10_M,seasonal_naive,4,1555,-0.652948984379942,0.5138857514187136,0.5294580469162504,False
e1_rr_43004006_10_M,43004006_10_M,seasonal_naive,5,1545,-0.0764417885828044,0.939077527887008,0.939077527887008,False
e1_rr_43004006_10_M,43004006_10_M,seasonal_naive,6,1536,-0.9806906587268645,0.3268998501138038,0.3585353194796558,False
e1_rr_43004006_10_M,43004006_10_M,seasonal_naive,7,1531,,,,False
e1_rr_43004006_10_M,43004006_10_M,stl_ridge_direct,1,1591,-28.60943352309805,0.0,0.0,True
e1_rr_43004006_10_M,43004006_10_M,stl_ridge_direct,2,1576,-18.854104068155618,0.0,0.0,True
e1_rr_43004006_10_M,43004006_10_M,stl_ridge_direct,3,1564,-16.81721693585075,0.0,0.0,True
e1_rr_43004006_10_M,43004006_10_M,stl_ridge_direct,4,1555,-16.91446792686019,0.0,0.0,True
e1_rr_43004006_10_M,43004006_10_M,stl_ridge_direct,5,1545,-17.122459637455847,0.0,0.0,True
e1_rr_43004006_10_M,43004006_10_M,stl_ridge_direct,6,1536,-17.968543211682082,0.0,0.0,True
e1_rr_43004006_10_M,43004006_10_M,stl_ridge_direct,7,1531,-19.990046471823383,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,hgb_direct,1,1603,5.590092236227863,2.6631943761401544e-08,4.3118385137507265e-08,True
e1_rr_44013007_10_M,44013007_10_M,hgb_direct,2,1594,7.968448509449914,3.1086244689504387e-15,7.549516567451064e-15,True
e1_rr_44013007_10_M,44013007_10_M,hgb_direct,3,1586,9.04476246822438,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,hgb_direct,4,1578,8.628944163741638,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,hgb_direct,5,1570,8.739303896836446,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,hgb_direct,6,1561,7.262646223568073,5.968558980384843e-13,1.1937117960769685e-12,True
e1_rr_44013007_10_M,44013007_10_M,hgb_direct,7,1557,5.89731428113071,4.523541985435031e-09,7.690021375239553e-09,True
e1_rr_44013007_10_M,44013007_10_M,ridge_direct,1,1603,5.896396432422069,4.522237029291887e-09,7.690021375239553e-09,True
e1_rr_44013007_10_M,44013007_10_M,ridge_direct,2,1594,7.87437376175688,6.217248937900877e-15,1.4092430925908654e-14,True
e1_rr_44013007_10_M,44013007_10_M,ridge_direct,3,1586,8.67621316274103,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,ridge_direct,4,1578,8.832721223958087,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,ridge_direct,5,1570,8.871313645189403,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,ridge_direct,6,1561,7.851351865736593,7.549516567451064e-15,1.6042722705833512e-14,True
e1_rr_44013007_10_M,44013007_10_M,ridge_direct,7,1557,6.277878231637023,4.441607082128485e-10,8.389702266242692e-10,True
e1_rr_44013007_10_M,44013007_10_M,sarima,1,112,1.5464887594651615,0.1248329792992934,0.1369135901992251,False
e1_rr_44013007_10_M,44013007_10_M,sarima,2,112,1.699764809008216,0.0919758169301649,0.1042392591875203,False
e1_rr_44013007_10_M,44013007_10_M,sarima,3,112,1.475605101531155,0.1428809973224789,0.1515018500268891,False
e1_rr_44013007_10_M,44013007_10_M,sarima,4,111,1.925859106822668,0.0567032255688975,0.0688539167622327,False
e1_rr_44013007_10_M,44013007_10_M,sarima,5,111,2.0352603936250295,0.044228626755348,0.0556953077659937,False
e1_rr_44013007_10_M,44013007_10_M,sarima,6,112,1.460250376210417,0.1470459132613923,0.1515018500268891,False
e1_rr_44013007_10_M,44013007_10_M,sarima,7,110,1.3901874232360854,0.1673043048454512,0.1673043048454512,False
e1_rr_44013007_10_M,44013007_10_M,seasonal_naive,1,1603,-2.1696162082731933,0.0301825285902359,0.0394694604641547,True
e1_rr_44013007_10_M,44013007_10_M,seasonal_naive,2,1594,1.854427446883845,0.0638627240271827,0.074873538514628,False
e1_rr_44013007_10_M,44013007_10_M,seasonal_naive,3,1586,2.837045299379064,0.0046112410385263,0.0062712878123958,True
e1_rr_44013007_10_M,44013007_10_M,seasonal_naive,4,1578,5.050997421864349,4.90609112890894e-07,7.582140835586544e-07,True
e1_rr_44013007_10_M,44013007_10_M,seasonal_naive,5,1570,4.991951449123431,6.643416248230949e-07,9.820702279993576e-07,True
e1_rr_44013007_10_M,44013007_10_M,seasonal_naive,6,1561,3.2904317996629393,0.0010226581292489,0.0014487656831026,True
e1_rr_44013007_10_M,44013007_10_M,seasonal_naive,7,1557,,,,False
e1_rr_44013007_10_M,44013007_10_M,stl_ridge_direct,1,1603,-15.879703749208634,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,stl_ridge_direct,2,1594,-10.192975582032952,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,stl_ridge_direct,3,1586,-9.603742049879306,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,stl_ridge_direct,4,1578,-10.536261797825595,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,stl_ridge_direct,5,1570,-10.97582901393494,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,stl_ridge_direct,6,1561,-14.059059896393643,0.0,0.0,True
e1_rr_44013007_10_M,44013007_10_M,stl_ridge_direct,7,1557,-17.450544681287283,0.0,0.0,True
e1_rr_44216001_10_M,44216001_10_M,hgb_direct,1,1715,2.1005682166373063,0.0358246486927353,0.0514005829069681,False
e1_rr_44216001_10_M,44216001_10_M,hgb_direct,2,1711,3.008169069234714,0.0026666405805684,0.004190435198036,True
e1_rr_44216001_10_M,44216001_10_M,hgb_direct,3,1709,3.521962497101611,0.0004396235137589,0.0008059764418913,True
e1_rr_44216001_10_M,44216001_10_M,hgb_direct,4,1707,3.8345700022174545,0.0001303557141747,0.0002688586604854,True
e1_rr_44216001_10_M,44216001_10_M,hgb_direct,5,1705,4.0283261871455345,5.864548821632454e-05,0.0001290200740759,True
e1_rr_44216001_10_M,44216001_10_M,hgb_direct,6,1703,4.162848345297034,3.300135589179298e-05,8.377267264839758e-05,True
e1_rr_44216001_10_M,44216001_10_M,hgb_direct,7,1701,4.2060873932731555,2.733661441278734e-05,7.517568963516519e-05,True
e1_rr_44216001_10_M,44216001_10_M,ridge_direct,1,1715,3.089715240411692,0.0020356841542081,0.0033588788544435,True
e1_rr_44216001_10_M,44216001_10_M,ridge_direct,2,1711,3.3208432331272824,0.0009163548751514,0.0015915637305261,True
e1_rr_44216001_10_M,44216001_10_M,ridge_direct,3,1709,3.750910281904075,0.0001820733000679,0.0003534364060141,True
e1_rr_44216001_10_M,44216001_10_M,ridge_direct,4,1707,4.071094361649489,4.893340228595555e-05,0.000115343019674,True
e1_rr_44216001_10_M,44216001_10_M,ridge_direct,5,1705,4.239275525866271,2.3625842806351827e-05,7.087752841905548e-05,True
e1_rr_44216001_10_M,44216001_10_M,ridge_direct,6,1703,4.449498858067492,9.165037456071444e-06,3.024462360503577e-05,True
e1_rr_44216001_10_M,44216001_10_M,ridge_direct,7,1701,4.463604408089812,8.588838021239553e-06,3.024462360503577e-05,True
e1_rr_44216001_10_M,44216001_10_M,sarima,1,122,0.2320768708258412,0.8168703597748883,0.8168703597748883,False
e1_rr_44216001_10_M,44216001_10_M,sarima,2,120,1.8510163528733148,0.0666467716816532,0.0879737386197822,False
e1_rr_44216001_10_M,44216001_10_M,sarima,3,121,1.4833807498137244,0.1405950046409632,0.1599874190741995,False
e1_rr_44216001_10_M,44216001_10_M,sarima,4,121,1.8025514562203169,0.0739686128469576,0.093883239382677,False
e1_rr_44216001_10_M,44216001_10_M,sarima,5,121,1.2450282406282345,0.2155472194738192,0.2371019414212012,False
e1_rr_44216001_10_M,44216001_10_M,sarima,6,121,1.7143372175860383,0.0890484574524772,0.1088370035530277,False
e1_rr_44216001_10_M,44216001_10_M,sarima,7,119,1.9245091431693624,0.0566984800977918,0.0779604101344638,False
e1_rr_44216001_10_M,44216001_10_M,seasonal_naive,1,1715,-5.830641801158343,6.58453469526421e-09,2.7161205617964868e-08,True
e1_rr_44216001_10_M,44216001_10_M,seasonal_naive,2,1711,-1.5837963308005654,0.113424985361267,0.1336794470329218,False
e1_rr_44216001_10_M,44216001_10_M,seasonal_naive,3,1709,-0.8502316889988965,0.3953154542308987,0.4076690621756143,False
e1_rr_44216001_10_M,44216001_10_M,seasonal_naive,4,1707,-1.0663467438836507,0.2864178093130995,0.3048963776558802,False
e1_rr_44216001_10_M,44216001_10_M,seasonal_naive,5,1705,-2.823160938701665,0.0048105348508924,0.0072158022763386,True
e1_rr_44216001_10_M,44216001_10_M,seasonal_naive,6,1703,,,,False
e1_rr_44216001_10_M,44216001_10_M,seasonal_naive,7,1701,,,,False
e1_rr_44216001_10_M,44216001_10_M,stl_ridge_direct,1,1715,-12.430557060094308,0.0,0.0,True
e1_rr_44216001_10_M,44216001_10_M,stl_ridge_direct,2,1711,-7.173462017129326,1.084687895058778e-12,5.965783422823279e-12,True
e1_rr_44216001_10_M,44216001_10_M,stl_ridge_direct,3,1709,-6.225870385679165,6.013709530350296e-10,2.835034492879426e-09,True
e1_rr_44216001_10_M,44216001_10_M,stl_ridge_direct,4,1707,-7.905644475579713,4.6629367034256575e-15,3.0775382242609344e-14,True
e1_rr_44216001_10_M,44216001_10_M,stl_ridge_direct,5,1705,-9.163753087576922,0.0,0.0,True
e1_rr_44216001_10_M,44216001_10_M,stl_ridge_direct,6,1703,-9.676286457491877,0.0,0.0,True
e1_rr_44216001_10_M,44216001_10_M,stl_ridge_direct,7,1701,-11.444778733959776,0.0,0.0,True
e1_rr_45153999_10_M,45153999_10_M,hgb_direct,1,1551,1.7463000657488668,0.0809569205910683,0.1251152409134691,False
e1_rr_45153999_10_M,45153999_10_M,hgb_direct,2,1546,2.827668058253649,0.0047493075701006,0.008073822869171,True
e1_rr_45153999_10_M,45153999_10_M,hgb_direct,3,1539,2.98028728969165,0.0029249765930916,0.0055249557869509,True
e1_rr_45153999_10_M,45153999_10_M,hgb_direct,4,1536,3.2835986247956432,0.0010479720363127,0.002375403282309,True
e1_rr_45153999_10_M,45153999_10_M,hgb_direct,5,1533,3.3043230444721794,0.0009740377883153,0.0023655203430516,True
e1_rr_45153999_10_M,45153999_10_M,hgb_direct,6,1529,3.4026990084715965,0.0006844731677719,0.0019863050193345,True
e1_rr_45153999_10_M,45153999_10_M,hgb_direct,7,1526,3.3435397122450583,0.0008472159629626,0.0022157955954408,True
e1_rr_45153999_10_M,45153999_10_M,ridge_direct,1,1551,2.156902164439108,0.0311666215184138,0.0504602443631462,False
e1_rr_45153999_10_M,45153999_10_M,ridge_direct,2,1546,2.9220304621461226,0.0035281172179886,0.0063134729164006,True
e1_rr_45153999_10_M,45153999_10_M,ridge_direct,3,1539,3.1065520598149083,0.0019274364732342,0.0040958025056227,True
e1_rr_45153999_10_M,45153999_10_M,ridge_direct,4,1536,3.39607363578738,0.0007010488303533,0.0019863050193345,True
e1_rr_45153999_10_M,45153999_10_M,ridge_direct,5,1533,3.4356813662033723,0.0006068554937128,0.0019863050193345,True
e1_rr_45153999_10_M,45153999_10_M,ridge_direct,6,1529,3.584386531037308,0.0003484900142955,0.0014810825607562,True
e1_rr_45153999_10_M,45153999_10_M,ridge_direct,7,1526,3.4916689219843904,0.0004937035889596,0.0018651024471807,True
e1_rr_45153999_10_M,45153999_10_M,sarima,1,113,1.1992908744854138,0.2329459391286465,0.2640053976791328,False
e1_rr_45153999_10_M,45153999_10_M,sarima,2,113,1.2821390752265054,0.2024414196071684,0.2373451126428871,False
e1_rr_45153999_10_M,45153999_10_M,sarima,3,111,1.6362165530586377,0.1046524033022562,0.1547035527076831,False
e1_rr_45153999_10_M,45153999_10_M,sarima,4,113,1.484416668594879,0.1405074077924444,0.1837404563439658,False
e1_rr_45153999_10_M,45153999_10_M,sarima,5,112,1.3098834683828555,0.192939725087645,0.2349484407541551,False
e1_rr_45153999_10_M,45153999_10_M,sarima,6,112,1.4975250685701282,0.1370950082146831,0.1837404563439658,False
e1_rr_45153999_10_M,45153999_10_M,sarima,7,111,1.493418145378844,0.1381906419994212,0.1837404563439658,False
e1_rr_45153999_10_M,45153999_10_M,seasonal_naive,1,1551,-3.7686530395552023,0.0001702828304901,0.0008270880338092,True
e1_rr_45153999_10_M,45153999_10_M,seasonal_naive,2,1546,-1.3008991769709377,0.1934869512093042,0.2349484407541551,False
e1_rr_45153999_10_M,45153999_10_M,seasonal_naive,3,1539,-0.5100724907559181,0.6100738659136216,0.6100738659136216,False
e1_rr_45153999_10_M,45153999_10_M,seasonal_naive,4,1536,-0.6072513124113067,0.5437739577494374,0.5777598301087772,False
e1_rr_45153999_10_M,45153999_10_M,seasonal_naive,5,1533,-1.1679350992712303,0.2430146721052439,0.2665322210186546,False
e1_rr_45153999_10_M,45153999_10_M,seasonal_naive,6,1529,-0.5315970878876213,0.5950823535553611,0.6100738659136216,False
e1_rr_45153999_10_M,45153999_10_M,seasonal_naive,7,1526,,,,False
e1_rr_45153999_10_M,45153999_10_M,stl_ridge_direct,1,1551,-7.455473979766338,1.4832579608992094e-13,2.5215385335286555e-12,True
