dataset,model,horizon,n,skill,mae_skill,alpha,alpha_ci_low,alpha_ci_high,skill_vp,collapse_flag,inflation_flag,near_ideal_flag,low_sample_flag
e1_rr_08263007_10_M,hgb_direct,1,1453,0.0884719477668266,0.0606146013052373,0.38378052398242346,0.3436735912785469,0.4258847101803614,0.03395381047169831,True,False,False,False
e1_rr_08263007_10_M,hgb_direct,2,1439,0.145078733969171,0.1225340312478184,0.269557821979543,0.24024488425141138,0.3030833680008176,0.039107107544279276,True,False,False,False
e1_rr_08263007_10_M,hgb_direct,3,1429,0.169206569233,0.136415764018048,0.21306806946825668,0.18766913024074924,0.2389915811518518,0.03605251704782223,True,False,False,False
e1_rr_08263007_10_M,hgb_direct,4,1425,0.1836993830176825,0.15001801449412,0.1860794064516731,0.16499889401940412,0.20869467911261938,0.03418267215746891,True,False,False,False
e1_rr_08263007_10_M,hgb_direct,5,1422,0.1886994658645023,0.1538389932612804,0.17315548364696678,0.15321997888358377,0.19526804370382495,0.0326743472756922,True,False,False,False
e1_rr_08263007_10_M,hgb_direct,6,1420,0.1921135452081522,0.1677975365628258,0.17520201803318164,0.1539705703027389,0.1979293022765475,0.033658680811977135,True,False,False,False
e1_rr_08263007_10_M,hgb_direct,7,1420,0.1946795146150034,0.170443232998949,0.17148384777114165,0.15219050169526274,0.1944067456374329,0.03338439224839899,True,False,False,False
e1_rr_08263007_10_M,ridge_direct,1,1453,0.1041602467073767,0.0719384409281209,0.3327788550361783,0.29721021418876886,0.36997350120851275,0.03466232763956668,True,False,False,False
e1_rr_08263007_10_M,ridge_direct,2,1439,0.1610480624057648,0.1399198823822338,0.19474102327543277,0.1737212378579166,0.22083381714678804,0.031362664469424394,True,False,False,False
e1_rr_08263007_10_M,ridge_direct,3,1429,0.1862218871144705,0.1447513370991293,0.14060194492373015,0.12433840532353653,0.15698229366128583,0.026183159515661875,True,False,False,False
e1_rr_08263007_10_M,ridge_direct,4,1425,0.2005978354559584,0.1644072586067104,0.10779070449299245,0.09617318909912503,0.12047765632862206,0.021622582003567137,True,False,False,False
e1_rr_08263007_10_M,ridge_direct,5,1422,0.2067350474146534,0.1741543797654586,0.0997394380175426,0.08882643793216684,0.11213793786518766,0.020619637447667555,True,False,False,False
e1_rr_08263007_10_M,ridge_direct,6,1420,0.2077827187819166,0.1797758288860885,0.1020453424746294,0.0911688272914343,0.11386889316025689,0.02120325869841029,True,False,False,False
e1_rr_08263007_10_M,ridge_direct,7,1420,0.2103560636531474,0.176069127135571,0.09717708159636637,0.08547433231509931,0.10888600807829811,0.020441788361912343,True,False,False,False
e1_rr_08263007_10_M,sarima,1,169,0.0993725370844336,0.0535185191657012,0.3248148910055473,0.24017453526845858,0.45302060368311364,0.032277679802025006,True,False,False,False
