dataset,model,horizon,n,skill,mae_skill,alpha,alpha_ci_low,alpha_ci_high,skill_vp,collapse_flag,inflation_flag,near_ideal_flag,low_sample_flag
e1_rr_45153999_10_M,hgb_direct,1,1551,0.1150643208678378,0.0489059290447814,0.37034575236774303,0.25640835805519746,0.5467941417133827,0.04261358248248279,True,False,False,False
e1_rr_45153999_10_M,hgb_direct,2,1546,0.2092429186473708,0.1319772330175439,0.1959595717602163,0.14021559839268188,0.287026129654984,0.04100315273199656,True,False,False,False
e1_rr_45153999_10_M,hgb_direct,3,1539,0.242048725240239,0.1742958668522156,0.1440520786916048,0.10165615275426729,0.20798529426647935,0.03486762201550954,True,False,False,False
e1_rr_45153999_10_M,hgb_direct,4,1536,0.2573729018469566,0.2066565164052896,0.11704979348234498,0.08098326281055326,0.1713802362271153,0.030125445009138115,True,False,False,False
e1_rr_45153999_10_M,hgb_direct,5,1533,0.2624578096915761,0.2206347298881108,0.10036038949247446,0.07122086469610853,0.15136158105561054,0.026340368005988317,True,False,False,False
e1_rr_45153999_10_M,hgb_direct,6,1529,0.2654950040980207,0.2258581721663677,0.08598209257543034,0.059516968351780435,0.1296568363254319,0.022827816020670272,True,False,False,False
e1_rr_45153999_10_M,hgb_direct,7,1526,0.2660563699960706,0.2260473105061421,0.07709805706683359,0.05423149455821256,0.11685429710028634,0.02051242919695164,True,False,False,False
e1_rr_45153999_10_M,ridge_direct,1,1551,0.0990226175122347,0.0322171578921048,0.3867358522080297,0.22776264911789157,0.6404800924345228,0.038295596371463854,True,False,False,False
e1_rr_45153999_10_M,ridge_direct,2,1546,0.1863445512844097,0.1065429202804422,0.1596756955081631,0.09670647923284212,0.2764717779087018,0.029754695830494685,True,False,False,False
e1_rr_45153999_10_M,ridge_direct,3,1539,0.228613020293565,0.1701960626946838,0.09542842194509661,0.057346155403474486,0.16031089264161713,0.021816179762717255,True,False,False,False
e1_rr_45153999_10_M,ridge_direct,4,1536,0.2459764884341624,0.2034850474855543,0.06667273105570731,0.039898377935720396,0.1150746855649481,0.01639992425939821,True,False,False,False
e1_rr_45153999_10_M,ridge_direct,5,1533,0.2550826002632598,0.2238415966965238,0.051712784428495376,0.032547381985563964,0.08790304504507086,0.013191031518874012,True,False,False,False
e1_rr_45153999_10_M,ridge_direct,6,1529,0.2690557962497393,0.241651484804885,0.03742896942697609,0.023539948569612727,0.061245174631582064,0.0100704811719822,True,False,False,False
e1_rr_45153999_10_M,ridge_direct,7,1526,0.2750357126630899,0.2519388322875983,0.03118378952338813,0.02022448171459857,0.05040846989831552,0.00857665577510085,True,False,False,False
e1_rr_45153999_10_M,sarima,1,172,0.2396727309555365,0.0431514087635689,0.6381633285041324,0.26791585912195676,1.3798958108609107,0.15295034773826058,False,False,False,False
e1_rr_45153999_10_M,sarima,2,172,0.1774258367720855,0.0454209240163411,0.22027004419050045,0.10916875702373308,0.4185396466816393,0.0390815969063238,True,False,False,False
e1_rr_45153999_10_M,sarima,3,171,0.2318158404109052,0.1320196019348836,0.18217448110979523,0.07131312443438503,0.44417288190293247,0.04223093043988775,True,False,False,False
e1_rr_45153999_10_M,sarima,4,171,0.3251345432077729,0.2115412040454185,0.2686605297420877,0.11875197751281141,0.6983684669857266,0.08735081861565197,True,False,False,False
e1_rr_45153999_10_M,sarima,5,172,0.1374056385704037,0.1758060687003384,0.08099766123143012,0.02624653646255348,0.4770957834427998,0.011129535364213888,True,False,False,False
e1_rr_45153999_10_M,sarima,6,171,0.2806629406708948,0.1959323332181189,0.177110849378435,0.09929936828410775,0.3284638181903594,0.04970845181127149,True,False,False,False
e1_rr_45153999_10_M,sarima,7,170,0.2456842246219249,0.1897031324283381,0.1213166146310791,0.06659532039876996,0.2826535433454756,0.02980557839939354,True,False,False,False
e1_rr_45153999_10_M,seasonal_naive,1,1551,-0.4159662044150629,-0.7413342053629823,1.01192033985413,0.6038161860872191,1.691513215171739,-0.42092466293952296,False,False,False,False
e1_rr_45153999_10_M,seasonal_naive,2,1546,-0.1331498688846224,-0.2928635364960534,1.0068733262496827,0.6147273414658357,1.7178074886551358,-0.1340650513735689,False,False,False,False
e1_rr_45153999_10_M,seasonal_naive,3,1539,-0.0516130270429018,-0.1361999423797175,1.0095068819897202,0.6181093296165623,1.6455970881306103,-0.0521037060001309,False,False,False,False
e1_rr_45153999_10_M,seasonal_naive,4,1536,-0.0261561623455426,-0.0692738192738191,1.0128685990277055,0.6173071504677783,1.6713514821744657,-0.02649275551087096,False,False,False,False
e1_rr_45153999_10_M,seasonal_naive,5,1533,-0.0162438485117353,-0.0322729672650474,1.01792738975774,0.6255007991819513,1.6825401877805095,-0.016535058315170867,False,False,False,False
e1_rr_45153999_10_M,seasonal_naive,6,1529,-0.0024146556211568,-0.0116331968544873,1.0271759122099229,0.6141591457265405,1.7231755801816477,-0.002480276090334554,False,False,False,False
e1_rr_45153999_10_M,seasonal_naive,7,1526,0.0,0.0,1.0284455264144607,0.6118628376462397,1.7372540250057384,0.0,False,False,False,False
e1_rr_45153999_10_M,stl_ridge_direct,1,1551,-0.7259622309266258,-1.8339337526952904,1.5409984423296128,1.010010484719932,2.4089163261160276,-1.118706667048061,False,True,False,False
e1_rr_45153999_10_M,stl_ridge_direct,2,1546,-0.4165294653919269,-1.142165298495735,1.402304675458886,0.921667051315948,2.2745977858953004,-0.5841012167854893,False,False,False,False
e1_rr_45153999_10_M,stl_ridge_direct,3,1539,-0.3217620031065469,-0.8916104870022619,1.3707836643106879,0.8721502606531827,2.1785179436466167,-0.4410660976543393,False,False,False,False
e1_rr_45153999_10_M,stl_ridge_direct,4,1536,-0.2791293572497817,-0.7789763059554498,1.3098333657987526,0.8402991743820097,2.085085120127921,-0.36561294549972406,False,False,False,False
e1_rr_45153999_10_M,stl_ridge_direct,5,1533,-0.2687080506875132,-0.7205418065356413,1.309974518850065,0.8372393238383221,2.122909258569203,-0.352000699410514,False,False,False,False
e1_rr_45153999_10_M,stl_ridge_direct,6,1529,-0.2474924925103676,-0.6767574874618192,1.2989346257706367,0.7856497672609737,2.1635751047787797,-0.3214765681399964,False,False,False,False
e1_rr_45153999_10_M,stl_ridge_direct,7,1526,-0.2440201136139301,-0.6545325486049549,1.300128726471384,0.7798100716035182,2.195257751889333,-0.31725755954628143,False,False,False,False
