dataset,model,horizon,n,skill,mae_skill,alpha,alpha_ci_low,alpha_ci_high,skill_vp,collapse_flag,inflation_flag,near_ideal_flag,low_sample_flag
e1_rr_08019052_10_M,hgb_direct,1,1731,0.0999574863552733,0.0695787107503802,0.44462838544955813,0.37011395575672873,0.5314273794419566,0.044443935771741404,True,False,False,False
e1_rr_08019052_10_M,hgb_direct,2,1725,0.1586166165421074,0.1095101389399342,0.22792738155957634,0.19155858023957475,0.2756373661523828,0.03615307008028192,True,False,False,False
e1_rr_08019052_10_M,hgb_direct,3,1720,0.1853038395262949,0.1465637525317722,0.17939510219301466,0.14922365826930703,0.22095163222420228,0.03324260122857766,True,False,False,False
e1_rr_08019052_10_M,hgb_direct,4,1716,0.2006604230219609,0.1632684673787914,0.1438399136095002,0.1197597457368905,0.17396981902206213,0.02886297791232462,True,False,False,False
e1_rr_08019052_10_M,hgb_direct,5,1713,0.1932196696590293,0.1603998683503646,0.1420174190422324,0.11748393008774004,0.1685187273539862,0.027440558793168077,True,False,False,False
e1_rr_08019052_10_M,hgb_direct,6,1711,0.1928103370552878,0.1500136656109074,0.13853397335969758,0.11456998058293173,0.16985052697505218,0.026710782097091552,True,False,False,False
e1_rr_08019052_10_M,hgb_direct,7,1709,0.2009361696148172,0.1687057247744124,0.1410527721448125,0.11610004339323045,0.16895686616367298,0.028342603748330204,True,False,False,False
e1_rr_08019052_10_M,ridge_direct,1,1731,0.100794494639045,0.0635389429597499,0.4496741335183056,0.36455442063529353,0.5466906812341557,0.04532467704022806,True,False,False,False
e1_rr_08019052_10_M,ridge_direct,2,1725,0.1671060445667238,0.1083018061489989,0.1886691901511851,0.15089399986670562,0.23282371116346057,0.031527762097771625,True,False,False,False
e1_rr_08019052_10_M,ridge_direct,3,1720,0.1964613215895463,0.146577753066419,0.1136939722155105,0.09345066329603673,0.14078005286984455,0.02233646803822435,True,False,False,False
