station,condition,model,horizon,n_eval,mae,rmse,mae_persistence,rmse_persistence,skill_mae_vs_persistence,skill_rmse_vs_persistence
Dundalk Co Louth,lags_meteo,xgboost_direct,20,151,9.6843566213715,14.684267886448076,12.270070758410597,18.194551493239725,0.21073343324175242,0.19293048295781912
Dundalk Co Louth,lags_meteo,xgboost_direct,21,151,9.061836601558777,14.680568079362999,11.591488831059602,18.10098430982888,0.2182335907293096,0.18896299626140156
Dundalk Co Louth,lags_meteo,xgboost_direct,22,151,8.835690272442342,13.589263061964742,11.033119254900663,16.85688150933612,0.1991666120605261,0.1938447776097625
Dundalk Co Louth,lags_meteo,xgboost_direct,23,151,8.114800343255181,12.675220851765214,10.43790615311258,16.228682079264455,0.222564351104522,0.21896178692412327
Dundalk Co Louth,lags_meteo,xgboost_direct,24,152,7.960714393321708,11.249756061923282,9.887605670986842,15.086298462041905,0.19487946240809362,0.2543064098706259
Dundalk Co Louth,lags_only,xgboost_direct,1,151,4.996384253702024,7.681984408075333,5.584263686490065,9.387431054741485,0.10527429680842082,0.18167341381482116
Dundalk Co Louth,lags_only,xgboost_direct,2,150,5.356830864317214,8.482811448691896,6.6240178834000005,11.206530836969776,0.19130187167193458,0.2430475075562607
Dundalk Co Louth,lags_only,xgboost_direct,3,151,5.28083409291901,7.605863210772783,7.082185827880795,12.117008571615907,0.2543496850746719,0.3722986027599652
Dundalk Co Louth,lags_only,xgboost_direct,4,151,5.278612630509724,7.209303553771064,7.543250468145695,12.895993328722856,0.30022042184589837,0.44096562629929403
Dundalk Co Louth,lags_only,xgboost_direct,5,151,6.313190464035869,8.358974645952314,8.378960518543048,13.514551401978432,0.24654252158552714,0.3814833805931124
Dundalk Co Louth,lags_only,xgboost_direct,6,152,6.267812303425877,8.231293363393934,9.039837473289474,14.22488186118687,0.3066454654803539,0.42134539719072595
Dundalk Co Louth,lags_only,xgboost_direct,7,152,6.0716091988711876,7.8943150172597125,9.33416740006579,14.704918774174741,0.3495285718972221,0.4631514027045177
Dundalk Co Louth,lags_only,xgboost_direct,8,152,6.245828109773017,8.181148523115182,9.326347622302631,14.633800597597872,0.3303028835385666,0.44094164270229896
Dundalk Co Louth,lags_only,xgboost_direct,9,152,6.2642982152954385,8.166052941474774,9.027395780131577,14.113848605133349,0.3060791431032024,0.42141557771105054
