station_id,province,municipality,station_code,first_date,last_date,usable_days,usable_years,coverage_total,support_days,source_years_present,usable_days_2020,usable_days_2021,usable_days_2022,usable_days_2023
38038025_10_46,38,38,25,2020-01-01,2023-12-31,1398,4,0.956878850103,1461,4,336,363,346,353
38038026_10_46,38,38,26,2020-01-01,2023-12-31,1327,3,0.908281998631,1461,4,337,360,296,334
38038027_10_49,38,38,27,2020-04-03,2023-12-31,1307,3,0.955409356725,1368,4,254,360,345,348
38048001_10_49,38,48,1,2020-01-01,2023-12-31,1309,4,0.895961670089,1461,4,323,305,319,362
39008001_10_49,39,8,1,2020-01-01,2023-12-31,1446,4,0.989733059548,1461,4,361,361,361,363
39016003_10_49,39,16,3,2020-01-01,2023-12-31,1428,4,0.977412731006,1461,4,360,351,357,360
39020001_10_49,39,20,1,2020-01-01,2023-12-31,1413,4,0.967145790554,1461,4,354,350,354,355
39025001_10_49,39,25,1,2020-01-01,2023-12-31,1406,4,0.962354551677,1461,4,347,351,357,351
39059001_10_49,39,59,1,2020-01-01,2023-12-31,1427,4,0.976728268309,1461,4,359,363,365,340
39075005_10_49,39,75,5,2020-01-01,2023-12-31,1439,4,0.984941820671,1461,4,362,354,361,362
39075006_10_49,39,75,6,2020-01-01,2023-12-31,1430,4,0.978781656400,1461,4,362,362,359,347
39086001_10_49,39,86,1,2020-01-01,2023-12-31,1429,4,0.978097193703,1461,4,354,356,360,359
39087003_10_49,39,87,3,2020-01-01,2023-12-31,1412,4,0.966461327858,1461,4,349,356,357,350
39087004_10_49,39,87,4,2020-01-01,2023-12-31,1419,4,0.971252566735,1461,4,349,355,361,354
39087005_10_49,39,87,5,2020-01-01,2023-12-31,1440,4,0.985626283368,1461,4,361,360,356,363
40194002_10_49,40,194,2,2020-01-01,2023-12-31,1449,4,0.991786447639,1461,4,364,365,359,361
41004006_10_49,41,4,6,2020-01-01,2023-12-31,1402,4,0.959616700890,1461,4,345,347,356,354
41049001_10_49,41,49,1,2020-01-01,2023-12-31,1371,4,0.938398357290,1461,4,346,361,328,336
41059001_10_49,41,59,1,2020-01-01,2023-12-31,1325,3,0.906913073238,1461,4,329,276,355,365
41088001_10_49,41,88,1,2020-01-01,2023-12-31,1306,4,0.893908281999,1461,4,343,322,332,309
41091009_10_49,41,91,9,2020-01-01,2023-12-31,1391,4,0.952087611225,1461,4,327,357,365,342
41091015_10_49,41,91,15,2020-01-01,2023-12-31,1307,3,0.894592744695,1461,4,359,254,342,352
41091016_10_49,41,91,16,2020-01-01,2023-12-31,1451,4,0.993155373032,1461,4,363,363,361,364
41091018_10_49,41,91,18,2021-01-01,2023-12-31,1065,3,0.972602739726,1095,3,0,339,363,363
42173001_10_49,42,173,1,2020-01-01,2023-12-31,1445,4,0.989048596851,1461,4,366,355,365,359
43123005_10_47,43,123,5,2020-01-01,2023-12-31,1396,4,0.955509924709,1461,4,343,343,349,361
45081004_10_49,45,81,4,2020-01-01,2023-12-31,1370,4,0.937713894593,1461,4,350,344,330,346
45168002_10_49,45,168,2,2020-01-01,2023-12-31,1368,4,0.936344969199,1461,4,345,347,344,332
46010001_10_46,46,10,1,2020-01-01,2023-12-31,1266,4,0.866529774127,1461,4,303,312,318,333
46028001_10_46,46,28,1,2020-01-01,2023-12-31,1269,3,0.868583162218,1461,4,319,349,282,319
46095001_10_46,46,95,1,2020-01-01,2023-12-31,1392,4,0.952772073922,1461,4,340,330,357,365
46102002_10_46,46,102,2,2020-01-01,2023-12-31,1416,4,0.969199178645,1461,4,347,357,358,354
46220003_10_46,46,220,3,2020-01-01,2023-12-31,1375,4,0.941136208077,1461,4,341,358,327,349
46220010_10_46,46,220,10,2020-01-01,2023-12-31,1425,4,0.975359342916,1461,4,356,353,356,360
46250030_10_46,46,250,30,2020-01-01,2023-12-31,1431,4,0.979466119097,1461,4,353,355,358,365
46250046_10_46,46,250,46,2020-01-01,2023-12-31,1362,4,0.932238193018,1461,4,347,332,335,348
46250047_10_46,46,250,47,2020-01-01,2023-12-31,1379,4,0.943874058864,1461,4,347,326,346,360
46250048_10_46,46,250,48,2020-01-01,2023-12-31,1393,4,0.953456536619,1461,4,354,365,336,338
46250054_10_46,46,250,54,2021-01-01,2023-12-31,1016,3,0.927853881279,1095,3,0,322,350,344
46258001_10_46,46,258,1,2020-01-01,2023-12-31,1403,4,0.960301163587,1461,4,333,357,362,351
47085003_10_49,47,85,3,2020-01-01,2023-12-31,1289,3,0.882272416153,1461,4,360,365,346,218
47186027_10_49,47,186,27,2020-01-01,2023-12-31,1345,4,0.920602327173,1461,4,318,358,358,311
47186029_10_49,47,186,29,2020-01-01,2023-12-31,1363,4,0.932922655715,1461,4,311,363,326,363
47186030_10_49,47,186,30,2020-01-01,2023-12-31,1409,4,0.964407939767,1461,4,348,353,346,362
47186031_10_49,47,186,31,2020-01-01,2023-12-31,1408,4,0.963723477070,1461,4,346,358,348,356
48002001_10_47,48,2,1,2020-01-01,2023-12-31,1405,4,0.961670088980,1461,4,350,353,361,341
48002002_10_49,48,2,2,2021-01-01,2023-12-31,1082,3,0.988127853881,1095,3,0,360,363,359
48003001_10_49,48,3,1,2021-01-01,2023-12-31,1078,3,0.984474885845,1095,3,0,356,365,357
48013006_10_47,48,13,6,2020-01-01,2023-12-31,1264,3,0.865160848734,1461,4,354,352,354,204
48015002_10_49,48,15,2,2020-01-01,2023-12-31,1426,4,0.976043805613,1461,4,357,354,359,356
48020003_10_47,48,20,3,2020-01-01,2023-12-31,1430,4,0.978781656400,1461,4,352,357,360,361
48020006_10_47,48,20,6,2020-01-01,2023-12-30,1302,4,0.891780821918,1460,4,302,335,346,319
48020062_10_49,48,20,62,2020-01-01,2023-12-31,1443,4,0.987679671458,1461,4,358,361,363,361
48027001_10_47,48,27,1,2020-01-01,2023-12-31,1337,3,0.915126625599,1461,4,359,334,297,347
48044006_10_49,48,44,6,2021-01-01,2023-12-31,1050,3,0.958904109589,1095,3,0,355,344,351
48068001_10_47,48,68,1,2020-01-01,2023-12-31,1417,4,0.969883641342,1461,4,362,350,353,352
48071002_10_47,48,71,2,2020-01-01,2023-12-31,1410,4,0.965092402464,1461,4,363,341,362,344
48071004_10_49,48,71,4,2021-01-01,2023-12-31,1075,3,0.981735159817,1095,3,0,356,363,356
48082004_10_49,48,82,4,2021-01-01,2023-12-31,1074,3,0.980821917808,1095,3,0,359,358,357
48096001_10_49,48,96,1,2020-01-01,2023-12-31,1426,4,0.976043805613,1461,4,363,358,355,350
48902006_10_49,48,902,6,2020-01-01,2023-12-31,1384,4,0.947296372348,1461,4,357,359,354,314
48904002_10_47,48,904,2,2020-01-01,2023-12-31,1429,4,0.978097193703,1461,4,355,359,360,355
49275002_10_49,49,275,2,2020-01-01,2023-12-31,1434,4,0.981519507187,1461,4,366,365,362,341
50297029_10_49,50,297,29,2020-01-01,2023-12-31,1406,4,0.962354551677,1461,4,365,354,344,343
50297032_10_49,50,297,32,2020-01-30,2023-12-31,1354,4,0.945530726257,1432,4,307,357,354,336
50297036_10_49,50,297,36,2020-01-01,2023-12-31,1316,3,0.900752908966,1461,4,349,351,272,344
50297039_10_49,50,297,39,2020-01-01,2023-12-31,1204,3,0.824093086927,1461,4,366,133,356,349
50297040_10_49,50,297,40,2020-01-01,2023-12-31,1426,4,0.976043805613,1461,4,365,361,349,351
51001001_10_49,51,1,1,2020-01-01,2023-12-31,1411,4,0.965776865161,1461,4,365,345,355,346
