dataset,model,horizon,n,rmse_model,var_true,var_pred,alpha,n_pers,rmse_pers,skill,collapse_flag,near_ideal_flag
e1_rr_08019028_10_M,seasonal_naive,1,1437,12.150297469661087,93.62910624808411,94.57984879191892,1.0101543481715576,1437,8.28329808348551,-0.4668429588312475,False,False
e1_rr_08019028_10_M,seasonal_naive,2,1426,12.104096185177482,92.0626845460679,95.16258672342333,1.0336716465812406,1426,10.608322237812267,-0.14100004824831625,False,False
e1_rr_08019028_10_M,seasonal_naive,3,1418,12.033923312710273,91.4254974029255,95.25148094417735,1.0418481020058352,1418,11.661563025005599,-0.031930564273951356,False,False
e1_rr_08019028_10_M,seasonal_naive,4,1410,11.951348776964569,93.08621912881645,93.94564511342489,1.0092325802106017,1410,12.31563441580781,0.029579120859227648,False,True
e1_rr_08019028_10_M,seasonal_naive,5,1402,11.945619470599949,92.91210811536811,94.7159973880802,1.0194150074656816,1402,12.468926284242883,0.04196887540383032,False,True
e1_rr_08019028_10_M,seasonal_naive,6,1400,11.990796172779472,93.72456685714286,95.29165938265305,1.0167201895731222,1400,12.286768434841951,0.024088698638055406,False,True
e1_rr_08019028_10_M,seasonal_naive,7,1396,12.090364156803801,94.63599104276649,97.00132371655407,1.024994007541155,1396,12.090364156803801,0.0,False,False
e1_rr_08019028_10_M,stl_ridge_direct,1,1437,28.734809735015233,93.62910624808411,165.35587098088322,1.7660733676421996,1437,8.28329808348551,-2.4690058772971235,False,False
e1_rr_08019028_10_M,stl_ridge_direct,2,1426,29.32612831070545,92.0626845460679,148.6660164672389,1.61483468791144,1426,10.608322237812267,-1.764445465860332,False,False
e1_rr_08019028_10_M,stl_ridge_direct,3,1418,29.45007598248869,91.4254974029255,140.26490317095804,1.5341989615084088,1418,11.661563025005599,-1.525396974602772,False,False
e1_rr_08019028_10_M,stl_ridge_direct,4,1410,29.44791509046258,93.08621912881645,135.103172612999,1.4513767330697769,1410,12.31563441580781,-1.391100133068624,False,False
e1_rr_08019028_10_M,stl_ridge_direct,5,1402,29.49541744590334,92.91210811536811,132.106234838047,1.421840893697212,1402,12.468926284242883,-1.3655138199972372,False,False
e1_rr_08019028_10_M,stl_ridge_direct,6,1400,29.60970104251714,93.72456685714286,127.81792611744189,1.363761182404448,1400,12.286768434841951,-1.4098851703391788,False,False
e1_rr_08019028_10_M,stl_ridge_direct,7,1396,29.739804026562165,94.63599104276649,124.99096475106894,1.3207550676421287,1396,12.090364156803801,-1.459793902057633,False,False
e1_rr_08019043_10_M,hgb_direct,1,1155,7.5078861284423475,78.07960161166395,33.38266703923879,0.427546585153835,1155,8.362291158523089,0.10217355673031148,True,False
e1_rr_08019043_10_M,hgb_direct,2,1148,8.548491129139157,78.21008686520415,14.632103373130848,0.18708716432382208,1148,10.216166647799445,0.16323887189325603,True,False
e1_rr_08019043_10_M,hgb_direct,3,1139,8.94411853062272,78.61635607532753,11.010434988847294,0.14005272615659606,1139,10.812419695256654,0.17279214248902552,True,False
e1_rr_08019043_10_M,hgb_direct,4,1134,9.20699465053006,80.11304819916079,9.891848390099257,0.12347362399079052,1134,11.651297889265777,0.20978806498352676,True,False
e1_rr_08019043_10_M,hgb_direct,5,1127,9.318683084306135,80.33370256092098,9.203142975280224,0.11456141920386441,1127,11.970154767019782,0.22150688393929474,True,False
e1_rr_08019043_10_M,hgb_direct,6,1123,9.261488828012554,79.27190637912535,9.650555025199541,0.12173991349526594,1123,11.75276591609565,0.21197368397095706,True,False
e1_rr_08019043_10_M,hgb_direct,7,1118,9.109341343598244,78.31507007626064,10.38764726322789,0.1326391874911526,1118,11.381265794771439,0.19961966376507245,True,False
e1_rr_08019043_10_M,ridge_direct,1,1155,7.517567320422324,78.07960161166395,35.33059113437905,0.452494510795521,1155,8.362291158523089,0.10101583669922787,True,False
e1_rr_08019043_10_M,ridge_direct,2,1148,8.463289183782345,78.21008686520415,12.004037939575415,0.15348452380911548,1148,10.216166647799445,0.1715787853161801,True,False
e1_rr_08019043_10_M,ridge_direct,3,1139,8.726307892689025,78.61635607532753,6.843125791042685,0.08704455577266687,1139,10.812419695256654,0.19293662855898885,True,False
e1_rr_08019043_10_M,ridge_direct,4,1134,8.9848295606899,80.11304819916079,4.844268166006214,0.06046790472837057,1134,11.651297889265777,0.22885590548950496,True,False
e1_rr_08019043_10_M,ridge_direct,5,1127,9.050556003131526,80.33370256092098,4.253012332939396,0.05294181890488775,1127,11.970154767019782,0.24390651756085446,True,False
e1_rr_08019043_10_M,ridge_direct,6,1123,8.984537753235431,79.27190637912535,4.095000085193336,0.0516576460973275,1123,11.75276591609565,0.23553844113146793,True,False
e1_rr_08019043_10_M,ridge_direct,7,1118,8.940040457870973,78.31507007626064,4.085677795433945,0.05216975214930468,1118,11.381265794771439,0.21449506416254394,True,False
e1_rr_08019043_10_M,sarima,1,143,8.11472765541939,115.5914734216832,57.83499678709847,0.5003396450888176,1155,8.362291158523089,0.029604745686398926,False,False
e1_rr_08019043_10_M,sarima,2,144,7.125717350453725,66.56097222222223,20.029344860552666,0.3009172521351125,1148,10.216166647799445,0.3025057640393328,True,False
e1_rr_08019043_10_M,sarima,3,141,7.34925803756347,58.95970826417183,8.664018354098555,0.1469481211691042,1139,10.812419695256654,0.32029478648636367,True,False
e1_rr_08019043_10_M,sarima,4,141,7.552701488382737,60.9424998742518,4.453068782182054,0.07307000519129468,1134,11.651297889265777,0.35177166010483996,True,False
e1_rr_08019043_10_M,sarima,5,143,8.077113189309385,70.47153797251698,5.380697282670725,0.07635277216128204,1127,11.970154767019782,0.32522900943908606,True,False
e1_rr_08019043_10_M,sarima,6,143,9.907878364454074,103.07496307887918,7.556860389668032,0.07331421873889071,1123,11.75276591609565,0.1569747551182794,True,False
e1_rr_08019043_10_M,sarima,7,142,7.9645538383471,69.35049047807973,11.494222854066964,0.16574104631170636,1118,11.381265794771439,0.3002049172767741,True,False
e1_rr_08019043_10_M,seasonal_naive,1,1155,11.428586471851572,78.07960161166395,65.50668933490752,0.8389731502564657,1155,8.362291158523089,-0.36668124264044866,False,False
e1_rr_08019043_10_M,seasonal_naive,2,1148,11.410874527891767,78.21008686520415,66.04627963038278,0.8444726540735621,1148,10.216166647799445,-0.1169428731225386,False,False
e1_rr_08019043_10_M,seasonal_naive,3,1139,11.438265031721755,78.61635607532753,66.7014807591953,0.8484427934472593,1139,10.812419695256654,-0.05788207950711133,False,False
e1_rr_08019043_10_M,seasonal_naive,4,1134,11.368508283835979,80.11304819916079,65.88254653347393,0.8223697389430261,1134,11.651297889265777,0.024271081910138936,False,True
e1_rr_08019043_10_M,seasonal_naive,5,1127,11.385185504838814,80.33370256092098,66.8415068863084,0.8320481286869505,1127,11.970154767019782,0.048868980691266994,False,True
e1_rr_08019043_10_M,seasonal_naive,6,1123,11.386186973017166,79.27190637912535,68.435226277407,0.8632973445864804,1123,11.75276591609565,0.03119086568179208,False,True
e1_rr_08019043_10_M,seasonal_naive,7,1118,11.381265794771439,78.31507007626064,69.61090683913582,0.8888571097663708,1118,11.381265794771439,0.0,False,False
e1_rr_08019043_10_M,stl_ridge_direct,1,1155,26.521169466352372,78.07960161166395,114.15113094065974,1.4619840340426025,1155,8.362291158523089,-2.171519499093407,False,False
e1_rr_08019043_10_M,stl_ridge_direct,2,1148,27.1535372616223,78.21008686520415,99.21894921973251,1.268620879947843,1148,10.216166647799445,-1.6578988183861658,False,False
e1_rr_08019043_10_M,stl_ridge_direct,3,1139,27.41688921886766,78.61635607532753,97.33515572301877,1.2381031197853476,1139,10.812419695256654,-1.5356848875275615,False,False
e1_rr_08019043_10_M,stl_ridge_direct,4,1134,27.53103253140348,80.11304819916079,92.91704919874759,1.1598241645699974,1134,11.651297889265777,-1.3629155131951043,False,False
e1_rr_08019043_10_M,stl_ridge_direct,5,1127,27.624191115645793,80.33370256092098,90.2716319922702,1.123708096534114,1127,11.970154767019782,-1.3077555514784214,False,False
e1_rr_08019043_10_M,stl_ridge_direct,6,1123,27.73851932280155,79.27190637912535,86.67139541183467,1.0933431447620365,1123,11.75276591609565,-1.3601694716656518,False,False
e1_rr_08019043_10_M,stl_ridge_direct,7,1118,27.906576636795627,78.31507007626064,86.49918393501085,1.104502413785505,1118,11.381265794771439,-1.4519747750391638,False,False
e1_rr_08019045_10_M,hgb_direct,1,1486,7.108719822546418,79.67082912929831,34.74380042698239,0.43609186457186794,1486,7.882238069558364,0.09813434207212224,True,False
e1_rr_08019045_10_M,hgb_direct,2,1476,8.335764878062449,80.17789192114482,18.151156386547644,0.22638605171110457,1476,9.814922478146862,0.15070497025094076,True,False
e1_rr_08019045_10_M,hgb_direct,3,1467,8.861518774488507,80.35022395449259,11.601446810684914,0.14438599221895818,1467,10.8357492980113,0.1821960317857415,True,False
e1_rr_08019045_10_M,hgb_direct,4,1459,9.0284639695278,80.55752260672219,7.692688450534099,0.09549311102936248,1459,11.526429979574043,0.2167163652989592,True,False
e1_rr_08019045_10_M,hgb_direct,5,1454,9.121903794381367,80.61333244249606,7.180386425591649,0.08907194638943425,1454,11.667377426440105,0.21817016275571022,True,False
e1_rr_08019045_10_M,hgb_direct,6,1451,9.19487002583242,81.38700983803086,6.593479576488019,0.0810139061455848,1451,11.66734975519852,0.21191442626158163,True,False
e1_rr_08019045_10_M,hgb_direct,7,1447,9.200638562336389,80.84774165169793,6.395913482267193,0.07911060162721154,1447,11.602813149343412,0.20703380775747127,True,False
e1_rr_08019045_10_M,ridge_direct,1,1486,7.139844924522372,79.67082912929831,35.3252534147534,0.44339005632066175,1486,7.882238069558364,0.0941855775586321,True,False
e1_rr_08019045_10_M,ridge_direct,2,1476,8.234926343698048,80.17789192114482,14.138935150883139,0.17634456097684412,1476,9.814922478146862,0.16097897237259995,True,False
e1_rr_08019045_10_M,ridge_direct,3,1467,8.630142671505528,80.35022395449259,6.810374832601901,0.08475862912913655,1467,10.8357492980113,0.20354906392219418,True,False
e1_rr_08019045_10_M,ridge_direct,4,1459,8.806013032576214,80.55752260672219,3.8400817833093708,0.04766881675416533,1459,11.526429979574043,0.23601557046012278,True,False
e1_rr_08019045_10_M,ridge_direct,5,1454,8.851726423771066,80.61333244249606,3.487378830877671,0.043260571486302524,1454,11.667377426440105,0.24132681233816378,True,False
e1_rr_08019045_10_M,ridge_direct,6,1451,8.915459632416887,81.38700983803086,2.9969618530201783,0.036823589648820654,1451,11.66734975519852,0.2358624863847505,True,False
e1_rr_08019045_10_M,ridge_direct,7,1447,8.899464154113415,80.84774165169793,2.745193992906164,0.03395511039421236,1447,11.602813149343412,0.23299082390057924,True,False
e1_rr_08019045_10_M,sarima,1,170,8.574057488559609,76.50835328719722,58.195247875606796,0.7606391377573289,1486,7.882238069558364,-0.08776941433335916,False,False
e1_rr_08019045_10_M,sarima,2,166,9.038892970294265,79.00289628393091,23.17236104365116,0.2933102725800243,1476,9.814922478146862,0.07906629008842847,True,False
e1_rr_08019045_10_M,sarima,3,167,8.117277328969717,68.72298970920434,11.727961822410304,0.17065558224454735,1467,10.8357492980113,0.2508799248004482,True,False
e1_rr_08019045_10_M,sarima,4,168,8.550352979375624,73.341875,5.847609852820123,0.0797308475249661,1459,11.526429979574043,0.25819590328248365,True,False
e1_rr_08019045_10_M,sarima,5,169,7.777608701368055,61.58506915023984,4.135893378098374,0.06715740414301812,1454,11.667377426440105,0.333388437084175,True,False
e1_rr_08019045_10_M,sarima,6,170,7.946695479646143,66.03142422145328,3.2333853759108346,0.04896737294453697,1451,11.66734975519852,0.31889455220064844,True,False
e1_rr_08019045_10_M,sarima,7,170,8.390922422937505,72.17716989619377,1.4362847092470814,0.01989943234561242,1447,11.602813149343412,0.27681999917301636,True,False
e1_rr_08019045_10_M,seasonal_naive,1,1486,11.489223987420084,79.67082912929831,77.33814132894,0.970720929782561,1486,7.882238069558364,-0.4576093599344706,False,False
e1_rr_08019045_10_M,seasonal_naive,2,1476,11.53731133520841,80.17789192114482,78.52882394279565,0.9794323854265085,1476,9.814922478146862,-0.17548675100557176,False,False
e1_rr_08019045_10_M,seasonal_naive,3,1467,11.52543288870243,80.35022395449259,78.3979836149899,0.9757033615661311,1467,10.8357492980113,-0.06364890620141117,False,False
e1_rr_08019045_10_M,seasonal_naive,4,1459,11.520513337222374,80.55752260672219,78.52805568330811,0.9748072326737028,1459,11.526429979574043,0.0005133109177910544,False,True
e1_rr_08019045_10_M,seasonal_naive,5,1454,11.55515896740654,80.61333244249606,79.15038828522182,0.9818523299688944,1454,11.667377426440105,0.00961813910118825,False,True
e1_rr_08019045_10_M,seasonal_naive,6,1451,11.600118823507964,81.38700983803086,78.1900044029617,0.9607184802411153,1451,11.66734975519852,0.0057623139017154434,False,True
e1_rr_08019045_10_M,seasonal_naive,7,1447,11.602813149343412,80.84774165169793,78.96564605463058,0.9767204926369416,1447,11.602813149343412,0.0,False,False
e1_rr_08019045_10_M,stl_ridge_direct,1,1486,24.049347840505504,79.67082912929831,134.71324561907716,1.690872896533437,1486,7.882238069558364,-2.0510811305465904,False,False
e1_rr_08019045_10_M,stl_ridge_direct,2,1476,24.403597766680647,80.17789192114482,119.37834879765391,1.4889185277540453,1476,9.814922478146862,-1.486377026514044,False,False
e1_rr_08019045_10_M,stl_ridge_direct,3,1467,24.486728274917493,80.35022395449259,112.35003997725836,1.3982542231729098,1467,10.8357492980113,-1.259809414325558,False,False
e1_rr_08019045_10_M,stl_ridge_direct,4,1459,24.487724549448107,80.55752260672219,108.04328115698922,1.341194188461469,1459,11.526429979574043,-1.1244847357631755,False,False
e1_rr_08019045_10_M,stl_ridge_direct,5,1454,24.531367306618243,80.61333244249606,105.76325912121241,1.3119822232464655,1454,11.667377426440105,-1.1025605335288393,False,False
e1_rr_08019045_10_M,stl_ridge_direct,6,1451,24.465499081655935,81.38700983803086,100.27464678273012,1.2320718869299625,1451,11.66734975519852,-1.0969200028271247,False,False
e1_rr_08019045_10_M,stl_ridge_direct,7,1447,24.528647004970118,80.84774165169793,99.35434639648902,1.2289068855444327,1447,11.602813149343412,-1.1140258564241519,False,False
e1_rr_08019052_10_M,hgb_direct,1,1731,8.117119445347816,102.39692947545373,45.52858142766326,0.44462838544955813,1731,9.018595591087692,0.09995748635527335,True,False
e1_rr_08019052_10_M,hgb_direct,2,1725,9.426367747575036,102.41042940558705,23.3421410188073,0.22792738155957637,1725,11.203415628241704,0.15861661654210746,True,False
e1_rr_08019052_10_M,hgb_direct,3,1720,9.845128310286807,102.89993746619795,18.4597447974034,0.17939510219301466,1720,12.084417219497336,0.18530383952629492,True,False
e1_rr_08019052_10_M,hgb_direct,4,1716,10.100636649323954,103.05553653805401,14.82349947261438,0.1438399136095002,1716,12.636227380996372,0.20066042302196097,True,False
e1_rr_08019052_10_M,hgb_direct,5,1713,10.063721998820949,101.59411921268251,14.428134600454044,0.1420174190422324,1713,12.473930784316103,0.19321966965902937,True,False
e1_rr_08019052_10_M,hgb_direct,6,1711,10.097930029497862,101.40459590213018,14.047981587256603,0.13853397335969758,1711,12.509984323460682,0.19281033705528772,True,False
e1_rr_08019052_10_M,hgb_direct,7,1709,10.259373073389602,101.23975401627223,14.28014795525411,0.14105277214481246,1709,12.839240975835619,0.2009361696148172,True,False
e1_rr_08019052_10_M,ridge_direct,1,1731,8.109570806130089,102.39692947545373,46.04525053680971,0.44967413351830565,1731,9.018595591087692,0.100794494639045,True,False
e1_rr_08019052_10_M,ridge_direct,2,1725,9.331257156969215,102.41042940558705,19.321692778987224,0.1886691901511851,1725,11.203415628241704,0.16710604456672384,True,False
e1_rr_08019052_10_M,ridge_direct,3,1720,9.710296641915418,102.89993746619795,11.699102631259679,0.1136939722155105,1720,12.084417219497336,0.19646132158954632,True,False
e1_rr_08019052_10_M,ridge_direct,4,1716,9.899400275700037,103.05553653805401,8.203473137258927,0.07960244944462284,1716,12.636227380996372,0.21658577538832913,True,False
e1_rr_08019052_10_M,ridge_direct,5,1713,9.868044601062804,101.59411921268251,7.492467217633113,0.07374902480278396,1713,12.473930784316103,0.20890657710958027,True,False
e1_rr_08019052_10_M,ridge_direct,6,1711,9.91161549587175,101.40459590213018,7.095955658497968,0.0699766671852484,1711,12.509984323460682,0.20770360380996344,True,False
e1_rr_08019052_10_M,ridge_direct,7,1709,9.997515695392174,101.23975401627223,6.859509308470153,0.06775509655394486,1709,12.839240975835619,0.221331252041439,True,False
e1_rr_08019052_10_M,sarima,1,180,7.227364093448042,80.348487654321,64.10496726740362,0.7978366381107133,1731,9.018595591087692,0.19861534753923005,False,False
e1_rr_08019052_10_M,sarima,2,180,8.439828151503617,81.14395061728393,32.98688124365552,0.40652298776083007,1725,11.203415628241704,0.24667365457473545,True,False
e1_rr_08019052_10_M,sarima,3,176,8.540075664889192,80.06701962809917,23.750312206684033,0.29663040184336975,1720,12.084417219497336,0.29329850916514233,True,False
e1_rr_08019052_10_M,sarima,4,178,9.841124747277297,98.61093927534402,11.33212323332151,0.11491750627868641,1716,12.636227380996372,0.22119755758135784,True,False
e1_rr_08019052_10_M,sarima,5,180,10.391342415494949,112.31654320987654,9.560660273326375,0.08512245836716295,1713,12.473930784316103,0.1669552609222158,True,False
e1_rr_08019052_10_M,sarima,6,180,10.26467366757977,106.16432098765432,7.074425469295722,0.06663656305133243,1711,12.509984323460682,0.179481492368472,True,False
e1_rr_08019052_10_M,sarima,7,179,9.172399610961923,86.6347492275522,9.158788524589209,0.1057172624870537,1709,12.839240975835619,0.28559642830716836,True,False
e1_rr_08019052_10_M,seasonal_naive,1,1731,12.830450132656523,102.39692947545373,101.05719103939745,0.9869162245106438,1731,9.018595591087692,-0.4226660906422903,False,False
e1_rr_08019052_10_M,seasonal_naive,2,1725,12.850421523566196,102.41042940558705,101.68475530350766,0.9929140605474328,1725,11.203415628241704,-0.14700926485068533,False,False
e1_rr_08019052_10_M,seasonal_naive,3,1720,12.880601062098393,102.89993746619795,102.13134667387777,0.9925306971875211,1720,12.084417219497336,-0.06588516666873034,False,False
e1_rr_08019052_10_M,seasonal_naive,4,1716,12.906174774864445,103.05553653805401,102.38020977662586,0.9934469628307764,1716,12.636227380996372,-0.021362973752280467,False,False
e1_rr_08019052_10_M,seasonal_naive,5,1713,12.85490904343108,101.59411921268251,102.68741525009295,1.01076141065923,1713,12.473930784316103,-0.03054195711860075,False,False
e1_rr_08019052_10_M,seasonal_naive,6,1711,12.840385952020444,101.40459590213018,102.87008837852912,1.0144519334982938,1711,12.509984323460682,-0.02641103457980698,False,False
e1_rr_08019052_10_M,seasonal_naive,7,1709,12.839240975835619,101.23975401627223,102.95449246254555,1.016937402337008,1709,12.839240975835619,0.0,False,False
e1_rr_08019052_10_M,stl_ridge_direct,1,1731,27.03766096489459,102.39692947545373,183.36191890720187,1.7906974344495048,1731,9.018595591087692,-1.9979901739483257,False,False
e1_rr_08019052_10_M,stl_ridge_direct,2,1725,27.659436982322674,102.41042940558705,165.61324036338408,1.6171520940263626,1725,11.203415628241704,-1.4688396735544145,False,False
e1_rr_08019052_10_M,stl_ridge_direct,3,1720,27.834004430403233,102.89993746619795,156.21444050646642,1.5181198779424134,1720,12.084417219497336,-1.3032972070423945,False,False
e1_rr_08019052_10_M,stl_ridge_direct,4,1716,27.986406476869572,103.05553653805401,151.34799504896887,1.4686061528880838,1716,12.636227380996372,-1.2147754731731357,False,False
e1_rr_08019052_10_M,stl_ridge_direct,5,1713,28.004954634043763,101.59411921268251,146.43429833769628,1.4413658927554946,1713,12.473930784316103,-1.2450785657120482,False,False
e1_rr_08019052_10_M,stl_ridge_direct,6,1711,28.015026806688073,101.40459590213018,140.5275134707341,1.3858101027922156,1711,12.509984323460682,-1.239413422297413,False,False
e1_rr_08019052_10_M,stl_ridge_direct,7,1709,28.055928560117906,101.23975401627223,138.75293843713226,1.3705380834373673,1709,12.839240975835619,-1.1851703393464765,False,False
e1_rr_08019054_10_M,hgb_direct,1,1427,6.621123408439809,67.43504969972926,32.264703653652646,0.47845599280076134,1427,7.221680547970162,0.08316030258346929,True,False
e1_rr_08019054_10_M,hgb_direct,2,1416,7.828358553360169,67.95428013980658,18.184843495657717,0.2676040929025354,1416,9.199587776321136,0.1490533332906917,True,False
e1_rr_08019054_10_M,hgb_direct,3,1406,8.18059504816205,68.10835759769652,13.072619243499298,0.19193854769948857,1406,10.107276648621928,0.19062321804781812,True,False
e1_rr_08019054_10_M,hgb_direct,4,1398,8.356139770340494,68.28671955747122,9.542628894093072,0.13974355417764417,1398,10.731355725543464,0.22133419261737153,True,False
e1_rr_08019054_10_M,hgb_direct,5,1387,8.493221695198358,69.8869330465352,8.989316163135497,0.12862656538597614,1387,10.960829188343125,0.22512963670386132,True,False
e1_rr_08019054_10_M,hgb_direct,6,1379,8.433021353842172,69.90914152566125,8.001762891274053,0.11445946433681894,1379,10.92269360908872,0.22793574042715103,True,False
