dataset,model,horizon,n_recomputed,n_canonical,n_match,alpha_recomputed,alpha_canonical,alpha_abs_diff,alpha_within_tol,skill_recomputed,skill_canonical,skill_abs_diff,skill_within_tol,collapse_flag_recomputed,collapse_flag_canonical,collapse_match,near_ideal_flag_recomputed,near_ideal_flag_canonical,near_ideal_match
e1_rr_08019028_10_M,hgb_direct,1,1437,1437,True,0.4868172835872158,0.4868172835872158,0.0,True,0.058315715607448415,0.0583157156074484,1.3877787807814457e-17,True,True,True,True,False,False,True
e1_rr_08019028_10_M,hgb_direct,2,1426,1426,True,0.27143827817015287,0.2714382781701528,5.551115123125783e-17,True,0.14933798898374828,0.1493379889837482,8.326672684688674e-17,True,True,True,True,False,False,True
e1_rr_08019028_10_M,hgb_direct,3,1418,1418,True,0.2109236472030908,0.2109236472030908,0.0,True,0.18729276961371732,0.1872927696137173,2.7755575615628914e-17,True,True,True,True,False,False,True
e1_rr_08019028_10_M,hgb_direct,4,1410,1410,True,0.16521734137952931,0.1652173413795293,2.7755575615628914e-17,True,0.2111964495825539,0.2111964495825539,0.0,True,True,True,True,False,False,True
e1_rr_08019028_10_M,hgb_direct,5,1402,1402,True,0.14551487257927337,0.1455148725792733,5.551115123125783e-17,True,0.22134523871185563,0.2213452387118556,2.7755575615628914e-17,True,True,True,True,False,False,True
e1_rr_08019028_10_M,hgb_direct,6,1400,1400,True,0.1394818002924061,0.1394818002924061,0.0,True,0.21028794010352425,0.2102879401035242,5.551115123125783e-17,True,True,True,True,False,False,True
e1_rr_08019028_10_M,hgb_direct,7,1396,1396,True,0.13926109732758535,0.1392610973275853,5.551115123125783e-17,True,0.19343389292030422,0.1934338929203042,2.7755575615628914e-17,True,True,True,True,False,False,True
e1_rr_08019028_10_M,ridge_direct,1,1437,1437,True,0.4782794231677707,0.4782794231677706,1.1102230246251565e-16,True,0.09572269170935066,0.0957226917093506,5.551115123125783e-17,True,True,True,True,False,False,True
e1_rr_08019028_10_M,ridge_direct,2,1426,1426,True,0.2050816290799439,0.2050816290799438,1.1102230246251565e-16,True,0.173415931794217,0.173415931794217,0.0,True,True,True,True,False,False,True
e1_rr_08019028_10_M,ridge_direct,3,1418,1418,True,0.11711705619807129,0.1171170561980712,9.71445146547012e-17,True,0.21587686263868466,0.2158768626386846,5.551115123125783e-17,True,True,True,True,False,False,True
