model,horizon,n,rmse,rmse_persistence,skill_rmse,variance_observed,variance_predicted,variance_retention_pct,skill_vp
lightgbm,1,4181,5.666783794496143,5.608638739473764,-0.010367052991513415,160.24925174147344,110.44698979206521,68.92200031626162,-0.007145180295597886
lightgbm,6,4161,9.146522853950147,9.865375962136925,0.07286626591279632,160.28621794871793,88.28800780748179,55.08147171812907,0.04013581165081363
lightgbm,24,4071,12.801771431345088,12.376950233271737,-0.03432357649232087,160.3569230917794,96.02005408749964,59.87895766280268,-0.02055259983619651
lightgbm,48,3952,15.228288664257883,14.109919487198454,-0.07926120188524788,147.51428269325552,127.72768213321365,86.58665439116389,-0.06862962294266226
sarima,1,4181,5.432767152981889,5.608638739473764,0.031357267718829185,160.24925174147344,127.88331881045842,79.8027556576487,0.02502396373857201
sarima,6,4161,9.049861365558465,9.865375962136925,0.08266432011394043,160.28621794871793,57.15450866030488,35.65778105675369,0.02947626227828288
sarima,24,4071,11.819380938831,12.376950233271737,0.04504900512097709,160.3569230917794,4.586785551164645,2.8603601657656053,0.0012885637975541362
sarima,48,3952,12.240889502652264,14.109919487198454,0.13246212965580062,147.51428269325552,0.5386053236633,0.36512079632538896,0.00048364678262882845
