dataset,station,model,horizon,threshold_type,threshold_value,recall,precision,f1,flag_rate,base_rate,station_id,station_name,station_type,province
e1_rr_08019043_10_M,08019043_10_M,hgb_direct,7,p90,36.684982110912344,0.0,0.0,,0.0026833631484794,0.0670840787119856,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,1,abs_50,50.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.0095238095238095,0.0095238095238095,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,1,p75,29.735064935064933,0.5119617224880383,0.5194174757281553,0.5156626506024097,0.1783549783549783,0.1809523809523809,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,1,p90,36.69591341991342,0.3636363636363636,0.3684210526315789,0.3660130718954248,0.0658008658008658,0.0666666666666666,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,2,abs_50,50.0,0.0,0.0,,0.009581881533101,0.009581881533101,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,2,p75,29.734647212543553,0.3846153846153846,0.396039603960396,0.3902439024390244,0.1759581881533101,0.181184668989547,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,2,p90,36.69627177700349,0.2337662337662337,0.2465753424657534,0.24,0.063588850174216,0.0670731707317073,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,3,abs_50,50.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0096575943810359,0.0096575943810359,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,3,p75,29.730838454784895,0.3571428571428571,0.3712871287128713,0.3640776699029126,0.1773485513608428,0.1843722563652326,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,3,p90,36.69123792800703,0.1710526315789473,0.1780821917808219,0.1744966442953019,0.064091308165057,0.0667251975417032,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,4,abs_50,50.0,0.0,0.0,,0.009700176366843,0.0105820105820105,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,4,p75,29.729166666666668,0.3253588516746411,0.3333333333333333,0.3292978208232445,0.1798941798941798,0.1843033509700176,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,4,p90,36.68925925925926,0.1025641025641025,0.1111111111111111,0.1066666666666666,0.0634920634920634,0.0687830687830687,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,5,abs_50,50.0,0.0,0.0,,0.0097604259094942,0.0106477373558118,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,5,p75,29.72544365572316,0.2714285714285714,0.2821782178217821,0.2766990291262136,0.1792369121561668,0.186335403726708,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,5,p90,36.68464951197871,0.1038961038961039,0.1081081081081081,0.1059602649006622,0.0656610470275066,0.0683229813664596,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,6,abs_50,50.0,0.0,0.0,,0.0089047195013357,0.0097951914514692,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,6,p75,29.72611308993767,0.2488038277511961,0.2639593908629442,0.2561576354679803,0.1754229741763134,0.1861086375779163,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,6,p90,36.68567230632236,0.0789473684210526,0.0833333333333333,0.081081081081081,0.064113980409617,0.0676758682101513,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,7,abs_50,50.0,0.0,0.0,,0.0071556350626118,0.0089445438282647,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,7,p75,29.725313059033983,0.2731707317073171,0.2857142857142857,0.2793017456359102,0.1753130590339892,0.1833631484794275,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,persistence,7,p90,36.684982110912344,0.1066666666666666,0.1142857142857142,0.1103448275862069,0.0626118067978533,0.0670840787119856,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,1,abs_50,50.0,0.1818181818181818,0.2222222222222222,0.1999999999999999,0.0077922077922077,0.0095238095238095,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,1,p75,29.735064935064933,0.430622009569378,0.5521472392638037,0.4838709677419355,0.1411255411255411,0.1809523809523809,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,1,p90,36.69591341991342,0.1298701298701298,0.2857142857142857,0.1785714285714285,0.0303030303030303,0.0666666666666666,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,2,abs_50,50.0,0.0,0.0,,0.0008710801393728,0.009581881533101,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,2,p75,29.734647212543553,0.1826923076923076,0.4578313253012048,0.2611683848797251,0.0722996515679442,0.181184668989547,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,2,p90,36.69627177700349,0.0,0.0,,0.0078397212543554,0.0670731707317073,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,3,abs_50,50.0,0.0,,,0.0,0.0096575943810359,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,3,p75,29.730838454784895,0.1285714285714285,0.4426229508196721,0.1992619926199261,0.0535557506584723,0.1843722563652326,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,3,p90,36.69123792800703,0.0131578947368421,0.2,0.0246913580246913,0.0043898156277436,0.0667251975417032,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,4,abs_50,50.0,0.0,,,0.0,0.0105820105820105,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,4,p75,29.729166666666668,0.0813397129186602,0.4047619047619047,0.1354581673306772,0.037037037037037,0.1843033509700176,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,4,p90,36.68925925925926,0.0,0.0,,0.0008818342151675,0.0687830687830687,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,5,abs_50,50.0,0.0,,,0.0,0.0106477373558118,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,5,p75,29.72544365572316,0.0666666666666666,0.3333333333333333,0.1111111111111111,0.0372670807453416,0.186335403726708,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,5,p90,36.68464951197871,0.0,,,0.0,0.0683229813664596,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,6,abs_50,50.0,0.0,,,0.0,0.0097951914514692,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,6,p75,29.72611308993767,0.062200956937799,0.3513513513513513,0.1056910569105691,0.0329474621549421,0.1861086375779163,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,6,p90,36.68567230632236,0.0,,,0.0,0.0676758682101513,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,7,abs_50,50.0,0.0,,,0.0,0.0089445438282647,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,7,p75,29.725313059033983,0.0536585365853658,0.3235294117647059,0.0920502092050209,0.0304114490161001,0.1833631484794275,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,ridge_direct,7,p90,36.684982110912344,0.0,,,0.0,0.0670840787119856,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,1,abs_50,50.0,0.3333333333333333,1.0,0.5,0.0139860139860139,0.0419580419580419,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,1,p75,29.913556338028165,0.5882352941176471,0.6060606060606061,0.5970149253731343,0.2323943661971831,0.2394366197183098,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,1,p90,36.767394366197195,0.45,0.9,0.6,0.0704225352112676,0.1408450704225352,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,2,abs_50,50.0,0.0,,,0.0,0.0138888888888888,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,2,p75,29.932342657342662,0.32,0.7272727272727273,0.4444444444444444,0.0769230769230769,0.1748251748251748,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,2,p90,36.796923076923086,0.0833333333333333,0.3333333333333333,0.1333333333333333,0.0209790209790209,0.0839160839160839,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,3,abs_50,50.0,0.0,,,0.0,0.0141843971631205,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,3,p75,29.904821428571424,0.0476190476190476,0.3333333333333333,0.0833333333333333,0.0214285714285714,0.15,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,3,p90,36.76507142857143,0.0,,,0.0,0.0428571428571428,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,4,abs_50,50.0,0.0,,,0.0,0.0070921985815602,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,4,p75,29.936607142857135,0.0,,,0.0,0.1714285714285714,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,4,p90,36.81157142857143,0.0,,,0.0,0.0785714285714285,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,5,abs_50,50.0,0.0,,,0.0,0.0139860139860139,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,5,p75,29.899823943661968,0.0384615384615384,1.0,0.074074074074074,0.0070422535211267,0.1830985915492957,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,5,p90,36.75690140845071,0.0,,,0.0,0.0985915492957746,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,6,abs_50,50.0,0.0,,,0.0,0.0209790209790209,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,6,p75,29.91760563380281,0.0294117647058823,0.3333333333333333,0.054054054054054,0.0211267605633802,0.2394366197183098,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,6,p90,36.78338028169014,0.0,,,0.0,0.0845070422535211,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,7,abs_50,50.0,0.0,,,0.0,0.0070422535211267,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,7,p75,29.944503546099284,0.0277777777777777,0.5,0.0526315789473684,0.0141843971631205,0.2553191489361702,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,sarima,7,p90,36.81900709219859,0.0,,,0.0,0.0709219858156028,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,1,abs_50,50.0,0.0,0.0,,0.0077922077922077,0.0095238095238095,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,1,p75,29.735064935064933,0.2248803827751196,0.2685714285714285,0.2447916666666666,0.1515151515151515,0.1809523809523809,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,1,p90,36.69591341991342,0.0779220779220779,0.1,0.0875912408759124,0.0519480519480519,0.0666666666666666,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,2,abs_50,50.0,0.0,0.0,,0.0078397212543554,0.009581881533101,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,2,p75,29.734647212543553,0.2403846153846154,0.2808988764044944,0.2590673575129534,0.1550522648083623,0.181184668989547,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,2,p90,36.69627177700349,0.0909090909090909,0.1147540983606557,0.1014492753623188,0.0531358885017421,0.0670731707317073,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,3,abs_50,50.0,0.0,0.0,,0.0079016681299385,0.0096575943810359,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,3,p75,29.730838454784895,0.2428571428571428,0.2833333333333333,0.2615384615384615,0.1580333625987708,0.1843722563652326,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,3,p90,36.69123792800703,0.0921052631578947,0.1129032258064516,0.1014492753623188,0.054433713784021,0.0667251975417032,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,4,abs_50,50.0,0.0,0.0,,0.0070546737213403,0.0105820105820105,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,4,p75,29.729166666666668,0.2488038277511961,0.287292817679558,0.2666666666666666,0.1596119929453262,0.1843033509700176,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,4,p90,36.68925925925926,0.1025641025641025,0.1269841269841269,0.1134751773049645,0.0555555555555555,0.0687830687830687,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,5,abs_50,50.0,0.0,0.0,,0.0070984915705412,0.0106477373558118,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,5,p75,29.72544365572316,0.2619047619047619,0.3005464480874317,0.2798982188295165,0.1623779946761313,0.186335403726708,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,5,p90,36.68464951197871,0.1038961038961039,0.125,0.1134751773049645,0.05678793256433,0.0683229813664596,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,6,abs_50,50.0,0.0,0.0,,0.0071237756010685,0.0097951914514692,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,6,p75,29.72611308993767,0.2679425837320574,0.2978723404255319,0.2821158690176322,0.1674087266251113,0.1861086375779163,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,6,p90,36.68567230632236,0.1052631578947368,0.1176470588235294,0.1111111111111111,0.0605520926090828,0.0676758682101513,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,7,abs_50,50.0,0.0,0.0,,0.0071556350626118,0.0089445438282647,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,7,p75,29.725313059033983,0.2731707317073171,0.2857142857142857,0.2793017456359102,0.1753130590339892,0.1833631484794275,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,seasonal_naive,7,p90,36.684982110912344,0.1066666666666666,0.1142857142857142,0.1103448275862069,0.0626118067978533,0.0670840787119856,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,1,abs_50,50.0,0.5454545454545454,0.0143198090692124,0.027906976744186,0.3627705627705627,0.0095238095238095,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,1,p75,29.735064935064933,0.9952153110047848,0.184070796460177,0.3106796116504854,0.9783549783549784,0.1809523809523809,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,1,p90,36.69591341991342,0.935064935064935,0.0713577799801783,0.1325966850828729,0.8735930735930736,0.0666666666666666,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,2,abs_50,50.0,0.4545454545454545,0.011574074074074,0.0225733634311512,0.3763066202090592,0.009581881533101,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,2,p75,29.734647212543553,0.9951923076923076,0.1828621908127208,0.308955223880597,0.9860627177700348,0.181184668989547,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,2,p90,36.69627177700349,0.922077922077922,0.0685328185328185,0.1275831087151842,0.902439024390244,0.0670731707317073,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,3,abs_50,50.0,0.3636363636363636,0.009367681498829,0.0182648401826484,0.3748902546093064,0.0096575943810359,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,3,p75,29.730838454784895,1.0,0.1858407079646017,0.3134328358208955,0.9920983318700616,0.1843722563652326,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,3,p90,36.69123792800703,0.8947368421052632,0.0651965484180249,0.1215370866845397,0.9157155399473222,0.0667251975417032,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,4,abs_50,50.0,0.4166666666666667,0.011574074074074,0.0225225225225225,0.3809523809523809,0.0105820105820105,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,4,p75,29.729166666666668,1.0,0.1851195748449955,0.312406576980568,0.9955908289241624,0.1843033509700176,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,4,p90,36.68925925925926,0.9102564102564102,0.0680728667305848,0.1266726137377341,0.9197530864197532,0.0687830687830687,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,5,abs_50,50.0,0.4166666666666667,0.011574074074074,0.0225225225225225,0.383318544809228,0.0106477373558118,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,5,p75,29.72544365572316,1.0,0.1865008880994671,0.3143712574850299,0.9991126885536824,0.186335403726708,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,5,p90,36.68464951197871,0.922077922077922,0.067426400759734,0.1256637168141593,0.9343389529724934,0.0683229813664596,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,6,abs_50,50.0,0.4545454545454545,0.0115207373271889,0.0224719101123595,0.3864648263579697,0.0097951914514692,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,6,p75,29.72611308993767,1.0,0.1861086375779163,0.3138138138138138,1.0,0.1861086375779163,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,6,p90,36.68567230632236,0.9473684210526316,0.0676056338028169,0.1262050832602979,0.9483526268922527,0.0676758682101513,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,7,abs_50,50.0,0.5,0.0113122171945701,0.0221238938053097,0.3953488372093023,0.0089445438282647,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,7,p75,29.725313059033983,1.0,0.1833631484794275,0.309901738473167,1.0,0.1833631484794275,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019043_10_M,08019043_10_M,stl_ridge_direct,7,p90,36.684982110912344,0.96,0.0678605089538171,0.1267605633802817,0.9490161001788908,0.0670840787119856,08019043_10_M,Barcelona L'Eixample,Urban/Traffic,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,1,abs_50,50.0,0.0,,,0.0,0.0094212651413189,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,1,p75,25.1389468371467,0.5029239766081871,0.6539923954372624,0.5685950413223141,0.1769851951547779,0.2301480484522207,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,1,p90,31.98654104979812,0.362962962962963,0.5975609756097561,0.4516129032258064,0.0551816958277254,0.0908479138627187,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,2,abs_50,50.0,0.0,,,0.0,0.0094850948509485,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,2,p75,25.13753387533875,0.3147058823529411,0.5431472081218274,0.398510242085661,0.1334688346883469,0.2303523035230352,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,2,p90,31.98552845528456,0.1167883211678832,0.3636363636363636,0.1767955801104972,0.029810298102981,0.0928184281842818,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,3,abs_50,50.0,0.0,,,0.0,0.0095432856169052,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,3,p75,25.136656441717797,0.1887905604719764,0.4444444444444444,0.2650103519668737,0.0981595092024539,0.2310838445807771,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,3,p90,31.984669393319702,0.0857142857142857,0.4615384615384615,0.144578313253012,0.0177232447171097,0.0954328561690524,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,4,abs_50,50.0,0.0,,,0.0,0.0095956134338588,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,4,p75,25.135212474297465,0.1398809523809523,0.3790322580645161,0.2043478260869565,0.0849897189856065,0.2302947224126113,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,4,p90,31.982988348183692,0.0354609929078014,0.5,0.0662251655629139,0.0068540095956134,0.0966415352981494,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,5,abs_50,50.0,0.0,,,0.0,0.0096286107290233,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,5,p75,25.134267537826684,0.1411764705882353,0.384,0.2064516129032257,0.0859697386519945,0.233837689133425,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,5,p90,31.98190508940853,0.0,0.0,,0.0027510316368638,0.0976616231086657,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,6,abs_50,50.0,0.0,,,0.0,0.0103376981392143,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,6,p75,25.13340799448656,0.1166180758017492,0.3174603174603174,0.1705756929637526,0.0868366643694004,0.2363886974500344,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,6,p90,31.980572019297036,0.0,,,0.0,0.0992419021364576,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
e1_rr_08019045_10_M,08019045_10_M,hgb_direct,7,abs_50,50.0,0.0,,,0.0,0.0103662750518313,08019045_10_M,Barcelona Zona Universitaria,Urban/Background,Barcelona
