dataset,model,horizon,mse,bias_sq,cond_bias_sq,irreducible_sq,rho,std_pred_ug,std_true_ug,alpha
e1_rr_08019043_10_M,ridge_direct,4,80.72716223464704,2.39980800270377,0.48278067031580957,77.84457356162748,0.1682733480756361,2.200969823965384,8.950589265470782,0.060467904728370554
e1_rr_08019043_10_M,ridge_direct,5,81.9125639658201,2.6526566428073575,0.5941330841587763,78.66577423885397,0.1440919768491036,2.06228328144787,8.962907037391439,0.05294181890488774
e1_rr_08019043_10_M,ridge_direct,6,80.72191863931276,2.7858094856049123,0.4647863408429891,77.47132281286483,0.15071170734229164,2.02361065553464,8.903477207199744,0.0516576460973275
e1_rr_08019043_10_M,ridge_direct,7,79.92432338836983,2.9421712164788927,0.4636738013409079,76.51847837055003,0.15146142020210415,2.0213059628452954,8.849580220341563,0.052169752149304714
e1_rr_08019043_10_M,sarima,1,65.84880492162829,0.06021253689664607,0.27887476012685575,65.50971762460479,0.6582287892375442,7.604932398588331,10.751347516552666,0.5003396450888176
e1_rr_08019043_10_M,sarima,2,50.77584775855725,0.31214808905442826,0.1929817567882563,50.27071791271457,0.49471388945810746,4.47541560757799,8.158490805426101,0.3009172521351125
e1_rr_08019043_10_M,sarima,3,54.01159370269128,0.07756058495827521,0.38196887274775826,53.55206424498524,0.3028491676165157,2.9434704608843205,7.678522531331912,0.1469481211691042
e1_rr_08019043_10_M,sarima,4,57.04329977261882,0.008302623878697554,0.016709955356057845,57.01828719338407,0.25375589251048897,2.1102295567501783,7.806567739682517,0.07307000519129467
e1_rr_08019043_10_M,sarima,5,65.23975747291561,0.018940595523408356,0.0007849265829998906,65.22003195080919,0.2729826585995269,2.319633006031498,8.394732751703117,0.07635277216128203
e1_rr_08019043_10_M,sarima,6,98.16605368481714,0.0198783956689077,0.2284932245136906,97.91768206463456,0.2236834251114104,2.7489744250661983,10.152584059188044,0.07331421873889074
