timestamp_utc,station_id,model,failure_type,fold,refit_block,origin_start,origin_end,horizon,target_time,exception
2026-08-16T12:47:06Z,38011006_10_A,all,missing_target,2,2,2021-03-29,2021-03-29,7,2021-04-05,
2026-08-16T12:47:06Z,38011006_10_A,all,missing_target,2,2,2021-03-30,2021-03-30,6,2021-04-05,
2026-08-16T12:47:06Z,38011006_10_A,all,missing_target,2,2,2021-03-30,2021-03-30,7,2021-04-06,
2026-08-16T12:47:06Z,38011006_10_A,all,missing_target,2,2,2021-03-31,2021-03-31,5,2021-04-05,
2026-08-16T12:47:06Z,38011006_10_A,all,missing_target,2,2,2021-03-31,2021-03-31,6,2021-04-06,
2026-08-16T12:47:06Z,38011006_10_A,all,missing_target,2,2,2021-03-31,2021-03-31,7,2021-04-07,
2026-08-16T12:47:06Z,38011006_10_A,all,missing_target,2,2,2021-04-01,2021-04-01,4,2021-04-05,
2026-08-16T12:47:06Z,38011006_10_A,all,missing_target,2,2,2021-04-01,2021-04-01,5,2021-04-06,
2026-08-16T12:47:06Z,38011006_10_A,all,missing_target,2,2,2021-04-01,2021-04-01,6,2021-04-07,
2026-08-16T12:47:06Z,38011006_10_A,all,missing_target,2,2,2021-04-01,2021-04-01,7,2021-04-08,
2026-08-16T12:47:07Z,38011006_10_A,all,missing_target,3,3,2021-04-02,2021-04-02,3,2021-04-05,
2026-08-16T12:47:07Z,38011006_10_A,all,missing_target,3,3,2021-04-02,2021-04-02,4,2021-04-06,
2026-08-16T12:47:07Z,38011006_10_A,all,missing_target,3,3,2021-04-02,2021-04-02,5,2021-04-07,
2026-08-16T12:47:07Z,38011006_10_A,all,missing_target,3,3,2021-04-02,2021-04-02,6,2021-04-08,
2026-08-16T12:47:07Z,38011006_10_A,all,missing_target,3,3,2021-04-03,2021-04-03,2,2021-04-05,
2026-08-16T12:47:07Z,38011006_10_A,all,missing_target,3,3,2021-04-03,2021-04-03,3,2021-04-06,
2026-08-16T12:47:07Z,38011006_10_A,all,missing_target,3,3,2021-04-03,2021-04-03,4,2021-04-07,
2026-08-16T12:47:07Z,38011006_10_A,all,missing_target,3,3,2021-04-03,2021-04-03,5,2021-04-08,
2026-08-16T12:47:07Z,38011006_10_A,all,missing_target,3,3,2021-04-04,2021-04-04,1,2021-04-05,
