timestamp_utc,station_id,model,failure_type,fold,refit_block,origin_start,origin_end,horizon,target_time,exception
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-11,2021-06-11,7,2021-06-18,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-12,2021-06-12,6,2021-06-18,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-12,2021-06-12,7,2021-06-19,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-13,2021-06-13,5,2021-06-18,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-13,2021-06-13,6,2021-06-19,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-13,2021-06-13,7,2021-06-20,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-14,2021-06-14,4,2021-06-18,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-14,2021-06-14,5,2021-06-19,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-14,2021-06-14,6,2021-06-20,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-14,2021-06-14,7,2021-06-21,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-15,2021-06-15,3,2021-06-18,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-15,2021-06-15,4,2021-06-19,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-15,2021-06-15,5,2021-06-20,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-15,2021-06-15,6,2021-06-21,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-16,2021-06-16,2,2021-06-18,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-16,2021-06-16,3,2021-06-19,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-16,2021-06-16,4,2021-06-20,
2026-08-16T12:37:39Z,36057022_10_47,all,missing_target,5,5,2021-06-16,2021-06-16,5,2021-06-21,
2026-08-16T12:37:40Z,36057022_10_47,all,missing_target,6,6,2021-06-17,2021-06-17,1,2021-06-18,
2026-08-16T12:37:40Z,36057022_10_47,all,missing_target,6,6,2021-06-17,2021-06-17,2,2021-06-19,
2026-08-16T12:37:40Z,36057022_10_47,all,missing_target,6,6,2021-06-17,2021-06-17,3,2021-06-20,
2026-08-16T12:37:40Z,36057022_10_47,all,missing_target,6,6,2021-06-17,2021-06-17,4,2021-06-21,
2026-08-16T12:37:40Z,36057022_10_47,all,missing_target,6,6,2021-06-18,2021-06-18,1,2021-06-19,
2026-08-16T12:37:40Z,36057022_10_47,all,missing_target,6,6,2021-06-18,2021-06-18,2,2021-06-20,
2026-08-16T12:37:40Z,36057022_10_47,all,missing_target,6,6,2021-06-18,2021-06-18,3,2021-06-21,
