timestamp_utc,station_id,model,failure_type,fold,refit_block,origin_start,origin_end,horizon,target_time,exception
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-09,2021-08-09,7,2021-08-16,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-10,2021-08-10,6,2021-08-16,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-10,2021-08-10,7,2021-08-17,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-11,2021-08-11,5,2021-08-16,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-11,2021-08-11,6,2021-08-17,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-12,2021-08-12,4,2021-08-16,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-12,2021-08-12,5,2021-08-17,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-13,2021-08-13,3,2021-08-16,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-13,2021-08-13,4,2021-08-17,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-14,2021-08-14,2,2021-08-16,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-14,2021-08-14,3,2021-08-17,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-15,2021-08-15,1,2021-08-16,
2026-08-16T12:04:47Z,33011001_10_49,all,missing_target,5,5,2021-08-15,2021-08-15,2,2021-08-17,
2026-08-16T12:04:48Z,33011001_10_49,all,missing_target,6,6,2021-08-16,2021-08-16,1,2021-08-17,
2026-08-16T12:04:49Z,33011001_10_49,all,missing_target,7,7,2021-09-23,2021-09-23,7,2021-09-30,
2026-08-16T12:04:49Z,33011001_10_49,all,missing_target,7,7,2021-09-24,2021-09-24,6,2021-09-30,
2026-08-16T12:04:49Z,33011001_10_49,all,missing_target,7,7,2021-09-25,2021-09-25,5,2021-09-30,
2026-08-16T12:04:49Z,33011001_10_49,all,missing_target,7,7,2021-09-26,2021-09-26,4,2021-09-30,
2026-08-16T12:04:49Z,33011001_10_49,all,missing_target,7,7,2021-09-27,2021-09-27,3,2021-09-30,
2026-08-16T12:04:49Z,33011001_10_49,all,missing_target,7,7,2021-09-28,2021-09-28,2,2021-09-30,
2026-08-16T12:04:49Z,33011001_10_49,all,missing_target,7,7,2021-09-29,2021-09-29,1,2021-09-30,
2026-08-16T12:04:54Z,33011001_10_49,all,missing_target,11,11,2022-01-24,2022-01-24,7,2022-01-31,
2026-08-16T12:04:54Z,33011001_10_49,all,missing_target,11,11,2022-01-25,2022-01-25,6,2022-01-31,
2026-08-16T12:04:54Z,33011001_10_49,all,missing_target,11,11,2022-01-26,2022-01-26,5,2022-01-31,
2026-08-16T12:04:54Z,33011001_10_49,all,missing_target,11,11,2022-01-27,2022-01-27,4,2022-01-31,
2026-08-16T12:04:54Z,33011001_10_49,all,missing_target,11,11,2022-01-28,2022-01-28,3,2022-01-31,
2026-08-16T12:04:54Z,33011001_10_49,all,missing_target,11,11,2022-01-29,2022-01-29,2,2022-01-31,
2026-08-16T12:04:54Z,33011001_10_49,all,missing_target,11,11,2022-01-30,2022-01-30,1,2022-01-31,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-03,2022-05-03,7,2022-05-10,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-04,2022-05-04,6,2022-05-10,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-04,2022-05-04,7,2022-05-11,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-05,2022-05-05,5,2022-05-10,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-05,2022-05-05,6,2022-05-11,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-05,2022-05-05,7,2022-05-12,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-06,2022-05-06,4,2022-05-10,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-06,2022-05-06,5,2022-05-11,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-06,2022-05-06,6,2022-05-12,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-06,2022-05-06,7,2022-05-13,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-07,2022-05-07,3,2022-05-10,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-07,2022-05-07,4,2022-05-11,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-07,2022-05-07,5,2022-05-12,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-07,2022-05-07,6,2022-05-13,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-08,2022-05-08,2,2022-05-10,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-08,2022-05-08,3,2022-05-11,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-08,2022-05-08,4,2022-05-12,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-08,2022-05-08,5,2022-05-13,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-09,2022-05-09,1,2022-05-10,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-09,2022-05-09,2,2022-05-11,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-09,2022-05-09,3,2022-05-12,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-09,2022-05-09,4,2022-05-13,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-10,2022-05-10,1,2022-05-11,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-10,2022-05-10,2,2022-05-12,
2026-08-16T12:04:59Z,33011001_10_49,all,missing_target,15,15,2022-05-10,2022-05-10,3,2022-05-13,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-11,2022-06-11,7,2022-06-18,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-12,2022-06-12,6,2022-06-18,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-12,2022-06-12,7,2022-06-19,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-13,2022-06-13,5,2022-06-18,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-13,2022-06-13,6,2022-06-19,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-13,2022-06-13,7,2022-06-20,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-14,2022-06-14,4,2022-06-18,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-14,2022-06-14,5,2022-06-19,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-14,2022-06-14,6,2022-06-20,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-15,2022-06-15,3,2022-06-18,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-15,2022-06-15,4,2022-06-19,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-15,2022-06-15,5,2022-06-20,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-16,2022-06-16,2,2022-06-18,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-16,2022-06-16,3,2022-06-19,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-16,2022-06-16,4,2022-06-20,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-17,2022-06-17,1,2022-06-18,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-17,2022-06-17,2,2022-06-19,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-17,2022-06-17,3,2022-06-20,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-18,2022-06-18,1,2022-06-19,
2026-08-16T12:05:00Z,33011001_10_49,all,missing_target,16,16,2022-06-18,2022-06-18,2,2022-06-20,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-05,2022-07-05,5,2022-07-10,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-05,2022-07-05,6,2022-07-11,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-06,2022-07-06,4,2022-07-10,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-06,2022-07-06,5,2022-07-11,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-07,2022-07-07,3,2022-07-10,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-07,2022-07-07,4,2022-07-11,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-08,2022-07-08,2,2022-07-10,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-08,2022-07-08,3,2022-07-11,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-08,2022-07-08,7,2022-07-15,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-09,2022-07-09,1,2022-07-10,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-09,2022-07-09,2,2022-07-11,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-09,2022-07-09,6,2022-07-15,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-09,2022-07-09,7,2022-07-16,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-10,2022-07-10,1,2022-07-11,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-10,2022-07-10,5,2022-07-15,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-10,2022-07-10,6,2022-07-16,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-10,2022-07-10,7,2022-07-17,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-15,2022-07-15,1,2022-07-16,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-15,2022-07-15,2,2022-07-17,
2026-08-16T12:05:01Z,33011001_10_49,all,missing_target,17,17,2022-07-15,2022-07-15,3,2022-07-18,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-17,2022-12-17,7,2022-12-24,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-18,2022-12-18,6,2022-12-24,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-18,2022-12-18,7,2022-12-25,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-19,2022-12-19,5,2022-12-24,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-19,2022-12-19,6,2022-12-25,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-19,2022-12-19,7,2022-12-26,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-20,2022-12-20,4,2022-12-24,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-20,2022-12-20,5,2022-12-25,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-20,2022-12-20,6,2022-12-26,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-20,2022-12-20,7,2022-12-27,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-21,2022-12-21,3,2022-12-24,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-21,2022-12-21,4,2022-12-25,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-21,2022-12-21,5,2022-12-26,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-21,2022-12-21,6,2022-12-27,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-22,2022-12-22,2,2022-12-24,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-22,2022-12-22,3,2022-12-25,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-22,2022-12-22,4,2022-12-26,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-22,2022-12-22,5,2022-12-27,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-23,2022-12-23,1,2022-12-24,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-23,2022-12-23,2,2022-12-25,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-23,2022-12-23,3,2022-12-26,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-23,2022-12-23,4,2022-12-27,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-24,2022-12-24,1,2022-12-25,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-24,2022-12-24,2,2022-12-26,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-24,2022-12-24,3,2022-12-27,
2026-08-16T12:05:08Z,33011001_10_49,all,missing_target,23,23,2022-12-24,2022-12-24,7,2022-12-31,
2026-08-16T12:05:14Z,33011001_10_49,all,missing_target,28,28,2023-05-15,2023-05-15,7,2023-05-22,
2026-08-16T12:05:14Z,33011001_10_49,all,missing_target,28,28,2023-05-16,2023-05-16,6,2023-05-22,
2026-08-16T12:05:14Z,33011001_10_49,all,missing_target,28,28,2023-05-16,2023-05-16,7,2023-05-23,
2026-08-16T12:05:14Z,33011001_10_49,all,missing_target,28,28,2023-05-17,2023-05-17,5,2023-05-22,
2026-08-16T12:05:14Z,33011001_10_49,all,missing_target,28,28,2023-05-17,2023-05-17,6,2023-05-23,
2026-08-16T12:05:14Z,33011001_10_49,all,missing_target,28,28,2023-05-18,2023-05-18,4,2023-05-22,
2026-08-16T12:05:14Z,33011001_10_49,all,missing_target,28,28,2023-05-18,2023-05-18,5,2023-05-23,
2026-08-16T12:05:14Z,33011001_10_49,all,missing_target,28,28,2023-05-19,2023-05-19,3,2023-05-22,
