station,period,resolution,support_type,horizon,p,model,n_cases,l_persistence,l_ar1,l_arp,l_model,delta_ar1,delta_mem,delta_res,delta_total,code_commit,config_sha256,input_manifest_sha256,generated_at_utc,decision_id,canon_version
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,2,21,hgb_direct,770,332.2415584415584,196.15779698880064,198.6124144228911,207.52440012114923,136.08376145275778,-2.4546174340904656,-8.911985698258121,124.7171583204092,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,3,7,ridge_direct,763,363.389252948886,200.72595652295254,201.09936664657067,202.65959734727838,162.66329642593345,-0.37341012361812886,-1.5602307007077059,160.72965560160762,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,3,7,hgb_direct,763,363.389252948886,200.72595652295254,201.09936664657067,213.29366915034964,162.66329642593345,-0.37341012361812886,-12.194302503778971,150.09558379853635,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,3,14,ridge_direct,763,363.389252948886,200.72595652295254,202.2449684310302,202.65959734727838,162.66329642593345,-1.5190119080776583,-0.41462891624817644,160.72965560160762,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,3,14,hgb_direct,763,363.389252948886,200.72595652295254,202.2449684310302,213.29366915034964,162.66329642593345,-1.5190119080776583,-11.048700719319442,150.09558379853635,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,3,21,ridge_direct,763,363.389252948886,200.72595652295254,202.53972976967793,202.65959734727838,162.66329642593345,-1.8137732467253898,-0.11986757760044497,160.72965560160762,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,3,21,hgb_direct,763,363.389252948886,200.72595652295254,202.53972976967793,213.29366915034964,162.66329642593345,-1.8137732467253898,-10.75393938067171,150.09558379853635,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,4,7,ridge_direct,757,380.7225891677675,202.41699138666954,202.81456962435323,204.757844112055,178.305597781098,-0.39757823768368894,-1.9432744877017853,175.9647450557125,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,4,7,hgb_direct,757,380.7225891677675,202.41699138666954,202.81456962435323,221.36194362875136,178.305597781098,-0.39757823768368894,-18.547374004398137,159.36064553901616,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,4,14,ridge_direct,757,380.7225891677675,202.41699138666954,203.92525851125998,204.757844112055,178.305597781098,-1.5082671245904464,-0.8325856007950279,175.9647450557125,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,4,14,hgb_direct,757,380.7225891677675,202.41699138666954,203.92525851125998,221.36194362875136,178.305597781098,-1.5082671245904464,-17.43668511749138,159.36064553901616,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,4,21,ridge_direct,757,380.7225891677675,202.41699138666954,203.8208284329084,204.757844112055,178.305597781098,-1.4038370462388627,-0.9370156791466115,175.9647450557125,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,4,21,hgb_direct,757,380.7225891677675,202.41699138666954,203.8208284329084,221.36194362875136,178.305597781098,-1.4038370462388627,-17.541115195842963,159.36064553901616,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,5,7,ridge_direct,753,383.1394422310757,202.15857245490608,202.76454360959357,205.11323512406918,180.9808697761696,-0.6059711546874951,-2.348691514475604,178.0262071070065,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,5,7,hgb_direct,753,383.1394422310757,202.15857245490608,202.76454360959357,218.68284418880893,180.9808697761696,-0.6059711546874951,-15.918300579215355,164.45659804226676,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,5,14,ridge_direct,753,383.1394422310757,202.15857245490608,204.36649353945202,205.11323512406918,180.9808697761696,-2.2079210845459443,-0.7467415846171548,178.0262071070065,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,5,14,hgb_direct,753,383.1394422310757,202.15857245490608,204.36649353945202,218.68284418880893,180.9808697761696,-2.2079210845459443,-14.316350649356906,164.45659804226676,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,5,21,ridge_direct,753,383.1394422310757,202.15857245490608,204.64792666801995,205.11323512406918,180.9808697761696,-2.48935421311387,-0.4653084560492289,178.0262071070065,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,5,21,hgb_direct,753,383.1394422310757,202.15857245490608,204.64792666801995,218.68284418880893,180.9808697761696,-2.48935421311387,-14.03491752078898,164.45659804226676,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,6,7,ridge_direct,750,360.48,181.2709290522641,182.455461591956,185.20081524209272,179.2090709477359,-1.1845325396919009,-2.745353650136707,175.2791847579073,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,6,7,hgb_direct,750,360.48,181.2709290522641,182.455461591956,199.27859539803018,179.2090709477359,-1.1845325396919009,-16.823133806074168,161.20140460196984,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,6,14,ridge_direct,750,360.48,181.2709290522641,184.3782977650977,185.20081524209272,179.2090709477359,-3.1073687128335905,-0.8225174769950172,175.2791847579073,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,6,14,hgb_direct,750,360.48,181.2709290522641,184.3782977650977,199.27859539803018,179.2090709477359,-3.1073687128335905,-14.900297632932478,161.20140460196984,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,6,21,ridge_direct,750,360.48,181.2709290522641,184.21535684307648,185.20081524209272,179.2090709477359,-2.9444277908123695,-0.9854583990162382,175.2791847579073,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,6,21,hgb_direct,750,360.48,181.2709290522641,184.21535684307648,199.27859539803018,179.2090709477359,-2.9444277908123695,-15.0632385549537,161.20140460196984,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,7,7,ridge_direct,749,365.96395193591457,178.0612371976445,179.33366183003727,182.1260273800045,187.90271473827008,-1.2724246323927844,-2.7923655499672293,183.83792455591006,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,7,7,hgb_direct,749,365.96395193591457,178.0612371976445,179.33366183003727,196.73139957073184,187.90271473827008,-1.2724246323927844,-17.397737740694566,169.23255236518273,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,7,14,ridge_direct,749,365.96395193591457,178.0612371976445,180.89708839867075,182.1260273800045,187.90271473827008,-2.8358512010262587,-1.228938981333755,183.83792455591006,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,7,14,hgb_direct,749,365.96395193591457,178.0612371976445,180.89708839867075,196.73139957073184,187.90271473827008,-2.8358512010262587,-15.834311172061092,169.23255236518273,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,7,21,ridge_direct,749,365.96395193591457,178.0612371976445,180.77162232880758,182.1260273800045,187.90271473827008,-2.7103851311630933,-1.3544050511969203,183.83792455591006,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,GLOBAL_COMMON,7,21,hgb_direct,749,365.96395193591457,178.0612371976445,180.77162232880758,196.73139957073184,187.90271473827008,-2.7103851311630933,-15.959777241924257,169.23255236518273,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,ORDER_SPECIFIC_p7,1,7,ridge_direct,1274,149.6993720565149,113.02648684522784,114.81350597115424,119.42459345545738,36.67288521128707,-1.787019125926406,-4.611087484303141,30.27477860105752,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,ORDER_SPECIFIC_p7,1,7,hgb_direct,1274,149.6993720565149,113.02648684522784,114.81350597115424,133.81455486617207,36.67288521128707,-1.787019125926406,-19.00104889501783,15.88481719034283,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,ORDER_SPECIFIC_p7,2,7,ridge_direct,1251,263.7386091127098,154.8971700984631,156.12819778942784,157.83023563219493,108.8414390142467,-1.231027690964737,-1.7020378427670835,105.90837348051488,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,ORDER_SPECIFIC_p7,2,7,hgb_direct,1251,263.7386091127098,154.8971700984631,156.12819778942784,165.6769437130484,108.8414390142467,-1.231027690964737,-9.548745923620544,98.06166539966142,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,ORDER_SPECIFIC_p7,3,7,ridge_direct,1241,300.0112812248187,162.18476360601963,163.50348638046228,165.22669337373964,137.82651761879904,-1.318722774442648,-1.7232069932773584,134.78458785107904,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,ORDER_SPECIFIC_p7,3,7,hgb_direct,1241,300.0112812248187,162.18476360601963,163.50348638046228,175.16623714137535,137.82651761879904,-1.318722774442648,-11.66275076091307,124.84504408344333,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,2017-01-01..2024-12-31,daily,ORDER_SPECIFIC_p7,4,7,ridge_direct,1234,320.0372771474878,166.90758581202692,167.97239644286518,169.84474301678625,153.1296913354609,-1.0648106308382523,-1.872346573921078,150.19253413070157,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
