station,period,support_type,horizon,p,method,n_cases,mse_calendar_aware,mse_compressed_time,difference,relative_difference,primary_estimator,note,code_commit,config_sha256,input_manifest_sha256,generated_at_utc,decision_id,canon_version
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,1,21,ar21,1180,74.7440672001127,74.41485886249443,-0.32920833761826884,-0.004404474494769967,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,2,1,ar1,1171,97.14154938928837,97.116816992645,-0.024732396643372567,-0.00025460162823076984,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,2,7,ar7,1171,96.48713682993511,96.30706123109597,-0.1800755988391387,-0.0018663171564157171,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,2,14,ar14,1171,96.66019370643671,96.30161042581346,-0.3585832806232503,-0.003709730623055557,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,2,21,ar21,1171,96.70036375301362,96.27154144395101,-0.42882230906261043,-0.004434547011197219,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,3,1,ar1,1163,99.080481582416,98.99481695193816,-0.08566463047783657,-0.0008645964281731916,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,3,7,ar7,1163,99.44016656308573,99.07674611439448,-0.3634204486912438,-0.0036546645209075213,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,3,14,ar14,1163,99.32723485373562,98.8096453124357,-0.5175895412999125,-0.005210952887816612,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,3,21,ar21,1163,99.66716700098178,98.88878058430952,-0.7783864166722623,-0.007809857951160533,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,4,1,ar1,1155,98.61213964782365,98.3802848814625,-0.23185476636115254,-0.002351178741169009,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,4,7,ar7,1155,98.80652117629641,98.41350792902641,-0.3930132472700052,-0.003977604338166788,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,4,14,ar14,1155,98.83405045225813,98.41010632355437,-0.4239441287037522,-0.004289454158397958,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,4,21,ar21,1155,98.94295906173737,98.40410631281047,-0.5388527489268995,-0.005446094942346246,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Valencia Vivers,2017-01-01..2024-12-31,GLOBAL_COMMON,5,1,ar1,1147,98.2279535625905,97.7399485978576,-0.48800496473289456,-0.00496808644620637,CALENDAR_ALIGNED_TRAIN_ONLY,compressed-time estimation drops gaps before lagging and is invalid as a primary estimator,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
