station,support_type,horizon,p,model,quantity,block_length,n_replicates,seed,confidence_level,interval_method,n_origins,replicate_mean,ci_lower,ci_upper,excludes_zero,max_identity_residual_in_replicates,code_commit,config_sha256,input_manifest_sha256,generated_at_utc,decision_id,canon_version
Elche,GLOBAL_COMMON,2,7,hgb_direct,delta_ar1,7,2000,20260806,0.95,percentile,804,135.14780758109202,37.22153595790346,290.8677501623288,True,5.684341886080802e-14,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,GLOBAL_COMMON,2,7,hgb_direct,delta_mem,7,2000,20260806,0.95,percentile,804,-0.8496267126721814,-4.1028975247934065,1.321512342289418,False,5.684341886080802e-14,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,GLOBAL_COMMON,2,7,hgb_direct,delta_res,7,2000,20260806,0.95,percentile,804,-11.500363684375024,-20.59163698285086,-1.462213668707721,True,5.684341886080802e-14,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,GLOBAL_COMMON,2,7,hgb_direct,delta_total,7,2000,20260806,0.95,percentile,804,122.79781718404483,23.917632463149594,279.973140695444,True,5.684341886080802e-14,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,GLOBAL_COMMON,2,7,hgb_direct,pi_linear,7,2000,20260806,0.95,percentile,804,1.1574413741351963,1.0075364906406221,1.623657441922307,True,5.684341886080802e-14,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,GLOBAL_COMMON,2,14,ridge_direct,delta_ar1,7,2000,20260806,0.95,percentile,804,135.14780758109202,37.22153595790346,290.8677501623288,True,5.684341886080802e-14,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,GLOBAL_COMMON,2,14,ridge_direct,delta_mem,7,2000,20260806,0.95,percentile,804,-2.0903933165399877,-4.616895830351374,0.2824962773850173,False,5.684341886080802e-14,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,GLOBAL_COMMON,2,14,ridge_direct,delta_res,7,2000,20260806,0.95,percentile,804,-0.45235060296210733,-5.771265645944194,3.341246009577439,False,5.684341886080802e-14,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,GLOBAL_COMMON,2,14,ridge_direct,delta_total,7,2000,20260806,0.95,percentile,804,132.60506366158995,37.18135922137961,283.11913059687254,True,5.684341886080802e-14,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
Elche,GLOBAL_COMMON,2,14,ridge_direct,pi_linear,7,2000,20260806,0.95,percentile,804,0.9957855533179852,0.9396405081813132,1.0235509625902521,True,5.684341886080802e-14,4a49b08b041c578ec5981dc1472125b2af0a4d59,572a6a79dfaf6247292af8c946e3f621c520377d7eb449bd78e9b309f483fc6a,7e61f4823860ac67fc2cf7b88c0b78031ccbd9e2a1f7bf6285099b2c126d9b06,2026-08-06T11:21:41Z,2026-08-06-p2-finite-linear-memory-skill-decomposition,2.0
