source_commit,input_file,input_sha256,execution_timestamp,evidence_label,station_status,model,horizon,N,rmse,rmse_persistence,skill_rmse
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.203806+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,1,4181,5.666783794496143,5.608638739473764,-0.0103670529915134
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.203806+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,6,4161,9.146522853950149,9.865375962136923,0.0728662659127963
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.203806+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,24,4071,12.801771431345088,12.376950233271735,-0.0343235764923208
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.203806+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,48,3952,15.228288664257883,14.109919487198454,-0.0792612018852478
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.203806+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,1,4181,5.432767152981889,5.608638739473764,0.0313572677188291
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.203806+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,6,4161,9.049861365558463,9.865375962136923,0.0826643201139404
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.203806+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,24,4071,11.819380938831,12.376950233271735,0.045049005120977
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.203806+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,48,3952,12.240889502652264,14.109919487198454,0.1324621296558006
