source_commit,input_file,input_sha256,execution_timestamp,evidence_label,station_status,model,horizon,N,rmse_skill,variance_retention,temporal_variability,POD,CSI,ghost_skill_status,rank_reversal_csi,rank_reversal_pod,kendall_taub_prediction_series,folds_with_positive_skill,folds_with_concordant_degradation,dynamic_collapse_all_folds,complete_event_failure_all_folds,stability_pattern
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.208384+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,1,4181,-0.0103670529915134,0.6892200031626162,0.6964978447088316,0.7734187349879904,0.6575901974132062,NEGATIVE_SKILL_NOT_GHOST_SKILL,YES,NO,0.8576668236958745,1,0,False,False,GHOST_PATTERN_REPLICATED_0_OF_5_FOLDS
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.208384+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,6,4161,0.0728662659127963,0.5508147171812907,0.456224632482845,0.5853462157809984,0.4498762376237624,MODERATE_DEGRADATION_EVENTS_RETAINED_NOT_GHOST_SKILL,YES,YES,0.6171998661332656,5,3,False,False,GHOST_PATTERN_REPLICATED_3_OF_5_FOLDS
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.208384+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,24,4071,-0.0343235764923208,0.5987895766280268,0.4947048982360363,0.471900826446281,0.3277841561423651,NEGATIVE_SKILL_NOT_GHOST_SKILL,YES,YES,0.5280599202617328,2,1,False,False,GHOST_PATTERN_REPLICATED_1_OF_5_FOLDS
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.208384+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,48,3952,-0.0792612018852478,0.8658665439116389,0.3856123596515158,0.3226366001734605,0.2144092219020172,NEGATIVE_SKILL_NOT_GHOST_SKILL,YES,YES,0.2356337150680068,3,3,False,False,GHOST_PATTERN_REPLICATED_3_OF_5_FOLDS
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.208384+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,1,4181,0.0313572677188291,0.798027556576487,0.7640090444998043,0.7854283426741393,0.6449704142011834,NOT_GHOST_SKILL,YES,NO,0.8576668236958745,4,0,False,False,GHOST_PATTERN_REPLICATED_0_OF_5_FOLDS
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.208384+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,6,4161,0.0826643201139404,0.3565778105675369,0.5031906681151076,0.533816425120773,0.4247277386290839,NOT_GHOST_SKILL,YES,YES,0.6171998661332656,4,2,False,False,GHOST_PATTERN_REPLICATED_2_OF_5_FOLDS
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.208384+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,24,4071,0.045049005120977,0.028603601657656,0.1530384027276275,0.0991735537190082,0.0954653937947494,STRONG_GHOST_SKILL_CANDIDATE_WITH_FOLD_HETEROGENEITY,YES,YES,0.5280599202617328,3,3,True,False,GHOST_PATTERN_REPLICATED_3_OF_5_FOLDS
95c9cbdc8c582f5657523c404afa58e61f5e1137,predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,2026-08-07T13:47:35.208384+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,48,3952,0.1324621296558006,0.0036512079632538,0.0222800754420222,0.0,0.0,GHOST_SKILL_DIAGNOSTIC_SATISFIED_IN_RECOVERED_SINGLE_SERIES,YES,YES,0.2356337150680068,3,3,True,True,GHOST_PATTERN_REPLICATED_3_OF_5_FOLDS
