station,station_id,station_name,dataset,model,h,n,Skill_h,phi_h,r_h,alpha_h,beta_h,KGE_h,KGE_persistence_h,KGE_skill_h,mae_skill,skill_vp,alpha_source,province,station_type,station_class,lat,lon,altitude_m,dem_code,phi_source_sqrt_alpha,abs_alpha_h_minus_phi_source_sqrt_alpha,abs_alpha_h_minus_phi_h
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,seasonal_naive,3,1241,-0.1141022420372301,1.1384390253157157,0.009219148087716074,1.1384390253157157,1.0152126543458964,-0.0005216065126452119,0.11352857190693244,1.0045944954990962,-0.1150034770514603,-0.1478814593562678,1.296043414361797,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,1.1384390253157157,0.0,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,seasonal_naive,4,1234,-0.0732680967064896,1.1136322829096994,0.013696781285635866,1.1136322829096994,1.0018994503718073,0.007170738305271485,0.06781593961130516,0.8942617569501891,-0.0524516344229486,-0.0908653982243659,1.2401768615386688,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,1.1136322829096994,0.0,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,seasonal_naive,5,1228,-0.0561755911083006,1.104823561021425,0.015615712584645874,1.104823561021425,0.9998376227977592,0.010050288842002542,0.04344205909299914,0.7686507257750546,-0.0280343007915566,-0.0685698983255445,1.220635100988062,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,1.1048235610214248,2.220446049250313e-16,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,seasonal_naive,6,1224,-0.0173186221478531,1.0349276563199918,0.02261854792667006,1.0349276563199918,0.9956824569263981,0.021985130373177397,0.04614786958102124,0.5235938175958832,0.0003273858241937,-0.018549547612755,1.0710752538159911,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,1.0349276563199918,0.0,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,seasonal_naive,7,1215,0.0,0.9822171514685784,0.036149551263493396,0.9822171514685784,0.9906929069290694,0.03594059352502155,0.03594059352502155,0.0,0.0,0.0,0.964750532639048,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.9822171514685782,1.1102230246251565e-16,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,stl_ridge_direct,1,1274,-1.28855624225073,1.2815446263712449,0.1706265443343289,1.2815446263712449,2.0378155561266578,-0.358009143614219,0.550704066474627,1.6500935173877345,-2.5889439562243672,-2.1162688867907744,1.642356629381014,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,1.2815446263712449,0.0,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,stl_ridge_direct,2,1251,-0.747120424710628,1.2136105310246468,0.034321653144975324,1.2136105310246468,2.028079821182223,-0.4265736038744572,0.21369877566102258,2.9961443511080526,-1.683656618741169,-1.1003967067951934,1.472850521013925,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,1.2136105310246468,0.0,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,stl_ridge_direct,3,1241,-0.6248225401105085,1.1704722871318158,0.017831191808498195,1.1704722871318158,2.0152703144322546,-0.4228458032519322,0.11352857190693244,4.724576079390564,-1.4202440410794268,-0.8560102383373,1.3700053749435843,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,1.170472287131816,2.220446049250313e-16,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,stl_ridge_direct,4,1234,-0.5566452254443988,1.1331169458315,0.015048163898505749,1.1331169458315,1.997590591652785,-0.40820354681465165,0.06781593961130516,7.019286161252312,-1.287368576297188,-0.7147068709879425,1.283954012930507,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,1.1331169458315002,2.220446049250313e-16,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,stl_ridge_direct,5,1228,-0.5291724152501194,1.1148577257097945,0.01802979650281763,1.1148577257097945,1.9947521910805002,-0.40249409958508564,0.04344205909299914,10.265078773624456,-1.245294686079045,-0.657712495246423,1.242907748574815,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,1.1148577257097942,2.220446049250313e-16,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,stl_ridge_direct,6,1224,-0.4975317643858783,1.0459598187562544,0.030825412092636117,1.0459598187562544,1.9901500794422275,-0.3862932109063242,0.04614786958102124,9.370770187518927,-1.2088846419873582,-0.5443156426229601,1.0940319424526166,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,1.0459598187562544,0.0,0.0
03014002_10_M,03014002_10_M,Elx-Agroalimentari,e1_rr_daily,stl_ridge_direct,7,1215,-0.4921674853675131,0.9898009607534007,0.044546422568573635,0.9898009607534007,1.983308721604134,-0.37109139046630335,0.03594059352502155,11.325132505336969,-1.258162599357703,-0.482179409828646,0.9797059419083552,Alicante,Suburban/Industrial,industrial,38.24222,-0.68278,44,ES1624A,0.9898009607534007,0.0,0.0
08019004_10_M,08019004_10_M,Barcelona El Poblenou,e1_rr_08019004_10_M,hgb_direct,1,1354,0.0921807124535031,0.7023253498905574,0.5920228136840662,0.7023253498905574,1.0428501618987676,0.4931551339445216,0.5952093550200004,0.17145937007668421,0.0575869000384625,0.0454691409200301,0.4932608970988938,Barcelona,Urban/Background,urban,41.40388,2.20452,3,ES0691A,0.7023253498905574,0.0,0.0
08019004_10_M,08019004_10_M,Barcelona El Poblenou,e1_rr_08019004_10_M,hgb_direct,2,1347,0.1415381101030542,0.47832826247221266,0.3536756001699183,0.47832826247221266,1.0717950242957548,0.1663147134172248,0.3742968997588889,0.5556609912495671,0.0889774888683464,0.0323836261377399,0.228797926679686,Barcelona,Urban/Background,urban,41.40388,2.20452,3,ES0691A,0.47832826247221266,0.0,0.0
08019004_10_M,08019004_10_M,Barcelona El Poblenou,e1_rr_08019004_10_M,hgb_direct,3,1347,0.1396250003658291,0.42549577762344243,0.22046095053833942,0.42549577762344243,1.0885892028402355,0.027588421488128012,0.2744504780773158,0.8994775972649024,0.1017419083086965,0.0252786395184942,0.1810466567753779,Barcelona,Urban/Background,urban,41.40388,2.20452,3,ES0691A,0.4254957776234424,5.551115123125783e-17,0.0
08019004_10_M,08019004_10_M,Barcelona El Poblenou,e1_rr_08019004_10_M,hgb_direct,4,1345,0.1739263808280868,0.40802935807027546,0.2083545310961809,0.40802935807027546,1.096896545110912,0.006762500810068683,0.18981888312376893,0.9643739300390927,0.1381478731892093,0.0289566478206886,0.1664879570472411,Barcelona,Urban/Background,urban,41.40388,2.20452,3,ES0691A,0.4080293580702755,5.551115123125783e-17,0.0
08019004_10_M,08019004_10_M,Barcelona El Poblenou,e1_rr_08019004_10_M,hgb_direct,5,1339,0.1781520023341559,0.4045823207803641,0.18399182347974813,0.4045823207803641,1.093426733397997,-0.014455573886123396,0.17837753949971236,1.0810392044125416,0.1480526782292127,0.0291611408471909,0.1636868542880254,Barcelona,Urban/Background,urban,41.40388,2.20452,3,ES0691A,0.40458232078036405,5.551115123125783e-17,0.0
08019004_10_M,08019004_10_M,Barcelona El Poblenou,e1_rr_08019004_10_M,hgb_direct,6,1334,0.1723830195311023,0.40033776437236057,0.19542110835177742,0.40033776437236057,1.0879571498458043,-0.007312488720763399,0.19710040757906067,1.0371003226760462,0.1452409562682671,0.0276278826651717,0.1602703255826596,Barcelona,Urban/Background,urban,41.40388,2.20452,3,ES0691A,0.40033776437236046,1.1102230246251565e-16,0.0
08019004_10_M,08019004_10_M,Barcelona El Poblenou,e1_rr_08019004_10_M,hgb_direct,7,1331,0.1773667396297504,0.3871332886943985,0.1663201656198131,0.3871332886943985,1.088445704838622,-0.03848462424010868,0.17750556383504412,1.2168079884857719,0.1514290810081403,0.0265823404980975,0.1498721832153405,Barcelona,Urban/Background,urban,41.40388,2.20452,3,ES0691A,0.3871332886943985,0.0,0.0
08019004_10_M,08019004_10_M,Barcelona El Poblenou,e1_rr_08019004_10_M,ridge_direct,1,1354,0.0943243775351351,0.6705423876731129,0.5918965880232853,0.6705423876731129,1.0468121814507825,0.4734241806545324,0.5952093550200004,0.2046089721848806,0.0594310394166119,0.0424107957330112,0.4496270936663591,Barcelona,Urban/Background,urban,41.40388,2.20452,3,ES0691A,0.6705423876731128,1.1102230246251565e-16,0.0
