station,horizon,metric_continuous,metric_event,kendall_tau,kendall_pvalue,n_models,n_pairs,n_reversals,evaluation_status,reversal_classification
Zarra,1,skill_vs_persistence,csi,,,5,0,,NOT_EVALUABLE_NO_COMMON_CASES,NOT_EVALUABLE
Zarra,2,skill_vs_persistence,csi,,,5,0,,NOT_EVALUABLE_NO_COMMON_CASES,NOT_EVALUABLE
Zarra,3,skill_vs_persistence,csi,,,5,0,,NOT_EVALUABLE_NO_COMMON_CASES,NOT_EVALUABLE
Zarra,4,skill_vs_persistence,csi,,,5,0,,NOT_EVALUABLE_NO_COMMON_CASES,NOT_EVALUABLE
Zarra,5,skill_vs_persistence,csi,,,5,0,,NOT_EVALUABLE_NO_COMMON_CASES,NOT_EVALUABLE
Zarra,6,skill_vs_persistence,csi,,,5,0,,NOT_EVALUABLE_NO_COMMON_CASES,NOT_EVALUABLE
Zarra,7,skill_vs_persistence,csi,,,5,0,,NOT_EVALUABLE_NO_COMMON_CASES,NOT_EVALUABLE
