input_file,input_sha256,producer_commit,analysis_commit,execution_timestamp,evidence_label,policy_name,horizon,model_1,model_2,skill_diff_m1_minus_m2,csi_diff_m1_minus_m2,pod_diff_m1_minus_m2,rank_reversal_csi,rank_reversal_pod,kendall_taub_prediction_series
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:16.716001+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,PRIMARY_FIXED_THRESHOLD,1,lightgbm,sarima,-0.0417243207103426,0.01261978321202284,-0.012009607686148893,YES,NO,0.8576668236958745
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:16.716001+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,PRIMARY_FIXED_THRESHOLD,6,lightgbm,sarima,-0.009798054201144102,0.02514849899467847,0.05152979066022545,YES,YES,0.6171998661332656
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:16.716001+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,PRIMARY_FIXED_THRESHOLD,24,lightgbm,sarima,-0.07937258161329797,0.23231876234761573,0.37272727272727274,YES,YES,0.5280599202617328
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:16.716001+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,PRIMARY_FIXED_THRESHOLD,48,lightgbm,sarima,-0.2117233315410485,0.21440922190201728,0.3226366001734605,YES,YES,0.2356337150680068
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:16.716001+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,POST_HOC_DIAGNOSTIC,1,lightgbm,sarima,-0.0417243207103426,-0.08122954651706404,-0.09523809523809529,NO,NO,0.8576668236958745
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:16.716001+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,POST_HOC_DIAGNOSTIC,6,lightgbm,sarima,-0.009798054201144102,0.08819849874895748,0.14285714285714288,YES,YES,0.6171998661332656
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:16.716001+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,POST_HOC_DIAGNOSTIC,24,lightgbm,sarima,-0.07937258161329797,0.021739130434782608,0.04819277108433735,YES,YES,0.5280599202617328
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:16.716001+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,POST_HOC_DIAGNOSTIC,48,lightgbm,sarima,-0.2117233315410485,0.0,0.0,TRADE_OFF_ONLY,TRADE_OFF_ONLY,0.2356337150680068
