input_file,input_sha256,producer_commit,analysis_commit,execution_timestamp,evidence_label,station_status,model,horizon,N,n_peaks,mean_peak_true,mean_peak_pred,event_amplitude_retention
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:54.642949+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,1,4181,1249,31.732586068855085,27.266301522512094,0.8592524247266894
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:54.642949+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,6,4161,1242,31.73107890499195,24.53216279453418,0.7731272821824778
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:54.642949+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,24,4071,1210,31.71404958677686,22.828866796302993,0.7198344927171163
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:54.642949+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,lightgbm,48,3952,1153,31.17779705117086,20.767960319342503,0.6661137823579032
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:54.642949+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,1,4181,1249,31.732586068855085,28.493698284779537,0.897931804957603
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:54.642949+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,6,4161,1242,31.73107890499195,22.646131122625043,0.7136892883608298
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:54.642949+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,24,4071,1210,31.71404958677686,17.262783347326625,0.5443260501971443
predictions_rolling_origin.parquet,e7073712ba1ab9f3de29621dfa9c96eec634b86ad7bf66ae37a9c098d15b58c4,4909e048e0b9f516031b9e217be0b806fa9dfb8b,4909e048e0b9f516031b9e217be0b806fa9dfb8b,2026-08-07T13:44:54.642949+00:00,B_HIGH_SOURCE_PROVENANCE_PENDING,MISSING_FROM_SOURCE,sarima,48,3952,1153,31.17779705117086,15.798540104391577,0.5067240664393983
