dataset,model,horizon,n,skill,mae_skill,alpha,alpha_ci_low,alpha_ci_high,skill_vp,collapse_flag,inflation_flag,near_ideal_flag,low_sample_flag,station_id,station_name,province,station_type,station_class,lat,lon,altitude_m,dem_code,dm_pval_bh,dm_significant,dm_stat,n_pairs,bias_sq,cond_bias_sq,irreducible_sq,rho,std_pred_ug,std_true_ug,base_rate_abs_50,base_rate_p75,base_rate_p90,f1_abs_50,f1_p75,f1_p90,flag_rate_abs_50,flag_rate_p75,flag_rate_p90,precision_abs_50,precision_p75,precision_p90,recall_abs_50,recall_p75,recall_p90,obs_mean_ug,obs_std_ug,observed_range_ug,rule_a,rule_b,discordant
e1_rr_44013007_10_M,lightgbm_direct,5,1570,0.3086857711441009,0.3148905733698614,0.1348698976211142,0.0948698976211142,0.1748698976211142,0.113363729487719,True,False,False,False,44013007_10_M,Alcaniz Capuchinos,Teruel,Urban/Industrial,industrial,41.05417,-0.13889,340,ES1966A,0.0,True,8.914089974773175,1570,0.0991717286251382,2.930380756681984,234.1602984540827,0.2847033279088847,6.107302064906995,15.95592840240278,0.0643312101910828,0.275796178343949,0.1165605095541401,,0.3078947368421053,0.0402010050251256,0.0006369426751592,0.20828025477707,0.0101910828025477,0.0,0.3577981651376147,0.25,0.0,0.2678983833718245,0.0218579234972677,24.681274900398407,15.55519692458687,31.11039384917374,True,False,True
e1_rr_44013007_10_M,lightgbm_direct,6,1561,0.2455269289547578,0.2380843962926618,0.1356985724850624,0.0956985724850624,0.1756985724850624,0.0904454598589408,True,False,False,False,44013007_10_M,Alcaniz Capuchinos,Teruel,Urban/Industrial,industrial,41.05417,-0.13889,340,ES1966A,1.169837560155429e-12,True,7.407899148039435,1561,0.1346581941935776,2.9828534326697778,232.5321757705822,0.2888386990053864,6.176674774874082,15.92069770473967,0.0640614990390775,0.2754644458680333,0.1159513132607303,,0.3089430894308943,0.0507614213197969,0.0006406149903907,0.1973094170403587,0.0102498398462524,0.0,0.3701298701298701,0.3125,0.0,0.2622325581395349,0.0276243093922651,24.681274900398407,15.55519692458687,31.11039384917374,True,False,True
e1_rr_44013007_10_M,lightgbm_direct,7,1557,0.1976195214797129,0.1706621753869642,0.1309374318844768,0.0909374318844767,0.1709374318844768,0.071509172544512,True,False,False,False,44013007_10_M,Alcaniz Capuchinos,Teruel,Urban/Industrial,industrial,41.05417,-0.13889,340,ES1966A,7.536220947734761e-09,True,6.015260566753325,1557,0.09509454093118,2.151559487685414,229.5606509563908,0.3027788919109591,6.1288164699985135,15.889516559884768,0.0642260757867694,0.2761721258831085,0.1156069364161849,,0.3381770145310436,0.0317460317460317,0.0,0.210019267822736,0.0057803468208092,,0.3914373088685015,0.3333333333333333,0.0,0.2935813953488371,0.0166666666666666,24.681274900398407,15.55519692458687,31.11039384917374,True,False,True
e1_rr_44216001_10_M,lightgbm_direct,2,1711,0.1949380919727669,0.1421132301470197,0.1444673674933719,0.1044673674933719,0.1844673674933719,0.0740937525276621,True,False,False,False,44216001_10_M,Teruel,Teruel,Urban/Background,urban,40.33639,-1.10667,915,ES1421A,0.0041066264940752,True,3.0683324506194083,1711,0.2554886333200918,1.781867595320734,102.91779414733732,0.2623956752320948,3.9971832590390246,10.50936435123192,0.0116890707188778,0.2513150204558738,0.1081239041496201,,0.4093264248704663,0.1621621621621621,0.0,0.1998831092928112,0.043249561659848,,0.4619883040935672,0.2837837837837837,0.0,0.3642790697674419,0.1135135135135135,13.760303173851256,9.997411161958144,19.994822323916285,True,False,True
e1_rr_44216001_10_M,lightgbm_direct,3,1709,0.2216922319480704,0.1913859025272202,0.0970236711462831,0.0570236711462831,0.1370236711462832,0.0690540774311706,True,False,False,False,44216001_10_M,Teruel,Teruel,Urban/Background,urban,40.33639,-1.10667,915,ES1421A,0.0007898569130534,True,3.592401747043643,1709,0.2999992255462927,2.741749826391124,107.42531706364522,0.1704773954231999,3.371022842726756,10.517031880812617,0.0117027501462843,0.2521942656524283,0.1088355763604447,,0.3050359712230215,0.0779220779220779,0.0,0.1544763019309537,0.0263311878291398,,0.4015151515151515,0.2,0.0,0.2434338747099768,0.0483870967741935,13.760303173851256,9.997411161958144,19.994822323916285,True,False,True
e1_rr_45153999_10_M,lightgbm_direct,2,1546,0.2092226342931486,0.1312142036354308,0.1881453779476136,0.1481453779476136,0.2281453779476136,0.0907518407641322,True,False,False,False,45153999_10_M,San Pablo de los Montes,Toledo,Rural Remote/Background,rural,39.54633,-4.35042,923,ES0001R,0.0079123464117875,True,2.884221419418722,1546,0.4853097540542946,3.127806001400653,192.89953659537267,0.3237342807876615,6.364490352844581,14.670817545094287,0.0245795601552393,0.3027166882276843,0.1267787839586028,,0.5975024015369836,0.273015873015873,0.0,0.370633893919793,0.0769728331177231,,0.5427574171029669,0.361344537815126,0.0,0.6576068376068376,0.2193877551020408,13.63124387855044,13.703866184540573,27.407732369081145,True,False,True
e1_rr_45153999_10_M,lightgbm_direct,3,1539,0.2421456540918387,0.1741728727274896,0.1326208958542793,0.0926208958542793,0.1726208958542794,0.0881825508705176,True,False,False,False,45153999_10_M,San Pablo de los Montes,Toledo,Rural Remote/Background,rural,39.54633,-4.35042,923,ES0001R,0.0054144566712118,True,3.039893035485483,1539,0.6246222498596765,4.9652917331777084,204.0105160180448,0.2287679078536298,5.455890528591415,14.668300794545944,0.0240415854450942,0.3027940220922677,0.129304743339831,,0.5052034058656576,0.1730103806228373,0.0,0.3840155945419103,0.0584795321637426,,0.4517766497461929,0.2777777777777778,0.0,0.5645493562231759,0.1256281407035175,13.63124387855044,13.703866184540573,27.407732369081145,True,False,True
e1_rr_45153999_10_M,lightgbm_direct,4,1536,0.2574310094445728,0.2065613723376975,0.102530940361013,0.062530940361013,0.142530940361013,0.0824305751166929,True,False,False,False,45153999_10_M,San Pablo de los Montes,Toledo,Rural Remote/Background,rural,39.54633,-4.35042,923,ES0001R,0.0023278952166628,True,3.349270597291556,1536,0.8137867304525492,4.1443324147595915,205.35536345132613,0.2040382863099614,4.906870348298978,14.63501532062018,0.0234375,0.3040364583333333,0.1295572916666666,,0.4821092278719397,0.1023622047244094,0.0,0.3873697916666667,0.0358072916666666,,0.4302521008403361,0.2363636363636363,0.0,0.5368736616702355,0.0653266331658291,13.63124387855044,13.703866184540573,27.407732369081145,True,False,True
e1_rr_45153999_10_M,lightgbm_direct,5,1533,0.26256988674206,0.2207309358923632,0.0829280092392754,0.0429280092392754,0.1229280092392754,0.0756128376341122,True,False,False,False,45153999_10_M,San Pablo de los Montes,Toledo,Rural Remote/Background,rural,39.54633,-4.35042,923,ES0001R,0.0023182099361905,True,3.370409505361623,1533,0.9420380562779394,4.015117668950371,206.97197150116733,0.1806839894916627,4.540437787811481,14.624818488881136,0.0234833659491193,0.3039791258969341,0.1291585127201565,,0.4340344168260038,0.059322033898305,0.0,0.3783431180691454,0.0247879973907371,,0.3913793103448276,0.1842105263157894,0.0,0.4763090128755365,0.0353535353535353,13.63124387855044,13.703866184540573,27.407732369081145,True,False,True
e1_rr_45153999_10_M,lightgbm_direct,6,1529,0.2658875421482865,0.2263319715455232,0.0655544364180075,0.0255544364180075,0.1055544364180075,0.0680767843625454,True,False,False,False,45153999_10_M,San Pablo de los Montes,Toledo,Rural Remote/Background,rural,39.54633,-4.35042,923,ES0001R,0.0019465789189478,True,3.4707529886410287,1529,1.1960898195613487,5.488569089419533,208.80987282164452,0.1331933014790747,4.189416546325355,14.57885655041169,0.0228907782864617,0.3041203400915631,0.1294964028776978,,0.3951612903225806,0.0524017467248908,0.0,0.3446697187704381,0.0202746893394375,,0.3719165085388994,0.1935483870967742,0.0,0.4129892473118279,0.0303030303030303,13.63124387855044,13.703866184540573,27.407732369081145,True,False,True
e1_rr_45153999_10_M,lightgbm_direct,7,1526,0.2665757502760811,0.2268240561595857,0.0538023436896612,0.0138023436896612,0.0938023436896612,0.0618331309002663,True,False,False,False,45153999_10_M,San Pablo de los Montes,Toledo,Rural Remote/Background,rural,39.54633,-4.35042,923,ES0001R,0.0021714796835319,True,3.4104105064899595,1526,1.2266520856282754,5.529153327073422,209.46008381605265,0.1168772232634247,3.9651107416873113,14.571609652331375,0.0229357798165137,0.3047182175622542,0.127129750982962,,0.375,0.0465116279069767,0.0,0.3348623853211009,0.0137614678899082,,0.3581213307240704,0.238095238095238,0.0,0.3869247311827957,0.0257731958762886,13.63124387855044,13.703866184540573,27.407732369081145,True,False,True
e1_rr_valencia_vivers,lightgbm_direct,1,1479,0.0753556179587301,0.0599153759387354,0.3958659377676355,0.3558659377676355,0.4358659377676355,0.0474121558072752,True,False,False,False,46250043_10_M,Valencia-Vivers,Valencia,Urban/Residential,urban,39.47806,-0.36833,11,ES1619A,0.0122830428927073,True,2.704065419850892,1479,0.0050765106282574,0.4931517272093323,72.37600168611931,0.565704988597438,6.366105173255823,10.292903667797292,0.0141987829614604,0.246788370520622,0.0912778904665314,,0.5701492537313433,0.3703703703703703,0.0006761325219743,0.2062204192021636,0.0547667342799188,0.0,0.6262295081967213,0.4938271604938271,0.0,0.5225205479452054,0.2962962962962963,22.45068205666317,10.009593093101646,20.019186186203292,True,False,True
e1_rr_valencia_vivers,lightgbm_direct,2,1470,0.1780482785949777,0.1355734021995349,0.2204727404314286,0.1804727404314286,0.2604727404314286,0.0836017232259342,True,False,False,False,46250043_10_M,Valencia-Vivers,Valencia,Urban/Residential,urban,39.47806,-0.36833,11,ES1619A,2.9815090623783737e-05,True,4.389922539374721,1470,0.0430696494256778,1.5467328644250098,92.5136849963979,0.3581002005392988,4.813409081339618,10.294058991281752,0.0142857142857142,0.2448979591836734,0.0897959183673469,,0.3715277777777778,0.0993788819875776,0.0,0.1469387755102041,0.0197278911564625,,0.4953703703703703,0.2758620689655172,0.0,0.2962222222222222,0.0606060606060606,22.45068205666317,10.009593093101646,20.019186186203292,True,False,True
e1_rr_valencia_vivers,lightgbm_direct,3,1461,0.1944362509089267,0.1779812519489327,0.163541500501075,0.123541500501075,0.203541500501075,0.078630534444279,True,False,False,False,46250043_10_M,Valencia-Vivers,Valencia,Urban/Residential,urban,39.47806,-0.36833,11,ES1619A,6.874095446423735e-06,True,4.725942058299689,1461,0.0374975968414452,3.3510511757999724,100.01055286551308,0.2409864338895331,4.214639244302606,10.301056846234212,0.0143737166324435,0.2422997946611909,0.0889801505817932,,0.2774566473988439,0.0397350993377483,0.0,0.1129363449691991,0.0143737166324435,,0.4363636363636363,0.1428571428571428,0.0,0.2025988700564971,0.023076923076923,22.45068205666317,10.009593093101646,20.019186186203292,True,False,True
e1_rr_zarra_emep,lightgbm_direct,2,1459,0.1946365081965676,0.1640547591654238,0.1911790192434718,0.1511790192434718,0.2311790192434718,0.0851029117244487,True,False,False,False,46263999_10_M,Zarra-EMEP,Valencia,Rural Remote EMEP,rural,39.08278,-1.10083,855,ES0012R,0.0020670739050493,True,3.3311779466245492,1459,0.6264242961335256,0.6013913201638268,85.70122098990849,0.3659660768340347,4.307179652898211,9.93995127255619,0.0143934201507882,0.2686771761480466,0.1302261823166552,,0.5401273885350318,0.2596491228070175,0.0,0.2693625771076079,0.0651130911583276,,0.539440203562341,0.3894736842105263,0.0,0.5372448979591837,0.1947368421052631,12.010263929618768,10.535300815517784,21.070601631035565,True,False,True
e1_rr_zarra_emep,lightgbm_direct,3,1456,0.2314450072465149,0.1971039605604508,0.1253993658041338,0.0853993658041338,0.1653993658041338,0.081958780293093,True,False,False,False,46263999_10_M,Zarra-EMEP,Valencia,Rural Remote EMEP,rural,39.08278,-1.10083,855,ES0012R,0.0030566057723735,True,3.1839352141770285,1456,0.7579580727318747,1.0447389867782553,95.98458373974692,0.2668031115386913,3.6454400219495087,10.16180268751023,0.0151098901098901,0.2726648351648351,0.132554945054945,,0.4759493670886076,0.1349206349206349,0.0,0.2699175824175824,0.040521978021978,,0.4783715012722646,0.288135593220339,0.0,0.4691183879093199,0.0880829015544041,12.010263929618768,10.535300815517784,21.070601631035565,True,False,True
e1_rr_zarra_emep,lightgbm_direct,4,1456,0.23514025015247,0.2144453100479614,0.0959443744295656,0.0559443744295656,0.1359443744295656,0.0728344313171018,True,False,False,False,46263999_10_M,Zarra-EMEP,Valencia,Rural Remote EMEP,rural,39.08278,-1.10083,855,ES0012R,0.0009394017393562,True,3.604185962276003,1456,0.94319540885442,0.9613308220109186,102.17609161881576,0.2354364172225061,3.3479336296873603,10.397554297531917,0.0157967032967032,0.2726648351648351,0.1346153846153846,,0.4339869281045751,0.1021276595744681,0.0,0.2527472527472527,0.0267857142857142,,0.4510869565217391,0.3076923076923077,0.0,0.4140050377833753,0.0612244897959183,12.010263929618768,10.535300815517784,21.070601631035565,True,False,True
e1_rr_zarra_emep,lightgbm_direct,5,1454,0.215929546904228,0.2191663782248385,0.0775332627832465,0.0375332627832465,0.1175332627832465,0.0601251404259355,True,False,False,False,46263999_10_M,Zarra-EMEP,Valencia,Rural Remote EMEP,rural,39.08278,-1.10083,855,ES0012R,9.13921461695384e-05,True,4.229795263613124,1454,1.2933661741644569,1.099074312944741,115.4677052407976,0.2102769931807503,3.280614773737612,10.988813386666571,0.0165061898211829,0.2751031636863824,0.1361760660247593,,0.4121715076071922,0.0829875518672199,0.0,0.2221458046767538,0.0295735900962861,,0.4613003095975232,0.2325581395348837,0.0,0.3686999999999999,0.0505050505050505,12.010263929618768,10.535300815517784,21.070601631035565,True,False,True
e1_rr_zarra_emep,lightgbm_direct,6,1451,0.212460258933795,0.232529475609711,0.0613245834611612,0.0213245834611612,0.1013245834611612,0.052613235496692,True,False,False,False,46263999_10_M,Zarra-EMEP,Valencia,Rural Remote EMEP,rural,39.08278,-1.10083,855,ES0012R,1.4532047483079876e-05,True,4.725770880436379,1451,1.3519161499316903,1.171578127094442,119.80511171627988,0.1854695905625271,3.0749104745959146,11.136841692568057,0.0172294968986905,0.2756719503790489,0.1364576154376292,,0.3950617283950617,0.0353982300884955,0.0,0.2267401791867677,0.0192970365265334,,0.4376899696048632,0.1428571428571428,0.0,0.3563999999999999,0.0202020202020202,12.010263929618768,10.535300815517784,21.070601631035565,True,False,True
e1_rr_zarra_emep,lightgbm_direct,7,1449,0.2050849075746146,0.2312016631126192,0.0568227270693727,0.0168227270693727,0.0968227270693727,0.048887152029107,True,False,False,False,46263999_10_M,Zarra-EMEP,Valencia,Rural Remote EMEP,rural,39.08278,-1.10083,855,ES0012R,6.558410939206061e-05,True,4.326243109940824,1449,1.5690349242321453,2.0799824956873216,128.4769542435011,0.154969950057248,3.146957290763626,11.471974398765305,0.017943409247757,0.2753623188405797,0.1387163561076604,,0.3846153846153846,0.0344827586206896,0.0,0.2270531400966183,0.0213940648723257,,0.425531914893617,0.1290322580645161,0.0,0.3469674185463659,0.0199004975124378,12.010263929618768,10.535300815517784,21.070601631035565,True,False,True
e1_rr_50008001_10_M,lightgbm_direct,1,1654,0.0862987714612188,0.0529238103462168,0.4291054709274747,0.3891054709274748,0.4691054709274747,0.0565309962357763,True,False,False,False,50008001_10_M,Alagon,Zaragoza,Suburban/Traffic,urban,41.7628,-1.1433,235,ES1418A,0.0015352738454088,True,3.3213457059335187,1654,0.006655773770487,0.1562699020310531,63.92381703484813,0.6221975369546399,6.564412373380601,10.180987654310671,0.0145102781136638,0.2478839177750907,0.1058041112454655,,0.577720207253886,0.3709090909090909,0.0006045949214026,0.218863361547763,0.060459492140266,0.0,0.6160220994475138,0.51,0.0,0.544,0.2914285714285714,17.6875,9.907403173542994,19.814806347085987,True,False,True
e1_rr_50008001_10_M,lightgbm_direct,2,1648,0.1682952050814156,0.1449900947838061,0.2170557272543103,0.1770557272543103,0.2570557272543103,0.07840745680096,True,False,False,False,50008001_10_M,Alagon,Zaragoza,Suburban/Traffic,urban,41.7628,-1.1433,235,ES1418A,1.6006378578126143e-10,True,6.645693323571196,1648,0.0002428311605267,1.852375583263535,91.82622838682651,0.3431674006860496,4.745489050112753,10.195380693234062,0.0145631067961165,0.2469660194174757,0.1061893203883495,,0.3266563944530046,0.1232227488151658,0.0006067961165048,0.1468446601941747,0.0218446601941747,0.0,0.4380165289256198,0.3611111111111111,0.0,0.2604422604422604,0.0742857142857142,17.6875,9.907403173542994,19.814806347085987,True,False,True
