target,object_exists,object_type,reachable,branches,tags,commit_message,files_of_interest
570959d3c9659f2011b385c4c17054cee551d366,False,NOT_FOUND,n/a,,,,
codex/paper-a-overleaf-artifacts,False,NOT_FOUND,n/a,,,,
paper/paper-a-evidence-package,True,commit,yes,paper/paper-a-evidence-package;   remotes/origin/paper/paper-a-evidence-package,,8f7e345baa9a58dd3af3de5022f69a433ce42fc0|Claude|Mon Jul 27 16:35:28 2026 +0000|docs: add canonical evidence package for Paper A,"paper_package/paper_a/README.md                    | 42 +++++++++++++++++++;  paper_package/paper_a/canonical_claims.csv         | 11 +++++;  paper_package/paper_a/canonical_figures.md         | 21 ++++++++++;  paper_package/paper_a/canonical_numbers.csv        | 28 +++++++++++++;  paper_package/paper_a/canonical_tables.md          | 32 +++++++++++++++;  paper_package/paper_a/evidence_map.csv             | 11 +++++;  paper_package/paper_a/manuscript_change_map.csv    |  3 ++;  paper_package/paper_a/paper_outline.md             | 48 ++++++++++++++++++++++;  .../paper_a/reproducibility_manifest.json          | 25 +++++++++++;  9 files changed, 221 insertions(+)"
8f7e345baa9a58dd3af3de5022f69a433ce42fc0,True,commit,yes,paper/paper-a-evidence-package;   remotes/origin/paper/paper-a-evidence-package,,8f7e345baa9a58dd3af3de5022f69a433ce42fc0|Claude|Mon Jul 27 16:35:28 2026 +0000|docs: add canonical evidence package for Paper A,"paper_package/paper_a/README.md                    | 42 +++++++++++++++++++;  paper_package/paper_a/canonical_claims.csv         | 11 +++++;  paper_package/paper_a/canonical_figures.md         | 21 ++++++++++;  paper_package/paper_a/canonical_numbers.csv        | 28 +++++++++++++;  paper_package/paper_a/canonical_tables.md          | 32 +++++++++++++++;  paper_package/paper_a/evidence_map.csv             | 11 +++++;  paper_package/paper_a/manuscript_change_map.csv    |  3 ++;  paper_package/paper_a/paper_outline.md             | 48 ++++++++++++++++++++++;  .../paper_a/reproducibility_manifest.json          | 25 +++++++++++;  9 files changed, 221 insertions(+)"
0dcac8031dcfd547fbb12e752bca1c3b53f65e20,False,NOT_FOUND,n/a,,,,
2939d26fb4e3447347ed9d6ba8e2d244462cb67b,True,commit,yes,editorial/p3-07-journal-routing; + editorial/p3-08-ems-adaptation; * main;   remotes/origin/HEAD -> origin/main;   remotes/origin/editorial/p3-07-journal-routing;   remotes/origin/editorial/p3-08-ems-adaptation;   remotes/origin/main,,"2939d26fb4e3447347ed9d6ba8e2d244462cb67b|GARCIA CRESPI, FRANCISCO FEDERICO|Mon Jul 27 19:59:57 2026 +0200|Merge pull request #7 from fedeg-umh-es/claude/auditoria-hstar-censura-cota-4sqaa5",audit/paper_a_alpha_var_sd/before_after.csv        |   6 +;  audit/paper_a_alpha_var_sd/impact_map.csv          |   6 +;  audit/paper_a_alpha_var_sd/inventory.csv           |   6 +;  audit/paper_a_alpha_var_sd/manifest.json           |  39 +;  .../paper_a_alpha_var_sd/manuscript_inventory.csv  |   8 +;  audit/paper_a_alpha_var_sd/merge_record.json       |  20 +;  audit/paper_a_alpha_var_sd/merge_record.md         |  19 +;  audit/paper_a_alpha_var_sd/report.md               | 104 +++;  audit/paper_a_alpha_var_sd/test_alpha_var_vs_sd.py | 103 +++;  figure1_reporting_gap_audit.pdf                    | Bin 0 -> 16853 bytes;  figure3_skill_profiles.pdf                         | Bin 62083 -> 19852 bytes;  figure4_alpha_profiles.pdf                         | Bin 62378 -> 20439 bytes;  figure5_scatter_skill_alpha.pdf                    | Bin 56631 -> 22377 bytes;  figure_exceedance_recall.pdf                       | Bin 0 -> 21085 bytes;  figure_murphy_decomposition.pdf                    | Bin 0 -> 19666 bytes;  figure_threshold_sensitivity.pdf                   | Bin 0 -> 16585 bytes;  model_family_diagnostic_summary.tex                |  10 +-;  outputs/p3_05_manuscript_verification/README.md    |  20 +;  .../alpha_definition_audit.csv                     |   5 +;  .../cross_paper_contamination_audit.csv            |  15 +
e8fe4d6,True,commit,yes,+ editorial/p3-08-ems-adaptation;   remotes/origin/editorial/p3-08-ems-adaptation,,e8fe4d603f1a4d6ab0fd6727d881503091de0c5f|Claude|Mon Jul 27 20:14:08 2026 +0200|Set explicit no-grant funding statement for EM&S submission,".../p3_08_ems_adaptation/adaptation_summary.json   |   4 ++--;  outputs/p3_08_ems_adaptation/declaration_audit.csv |   2 +-;  outputs/p3_08_ems_adaptation/final_report.md       |   8 +++-----;  paper_a_ems.tex                                    |   2 +-;  submission_package/ems/funding_statement.txt       |   2 +-;  submission_package/ems/paper_a_ems.pdf             | Bin 8867802 -> 8867524 bytes;  submission_package/ems/paper_a_ems.tex             |   2 +-;  7 files changed, 9 insertions(+), 11 deletions(-)"
