station_id,horizon,expected_keys,xgboost_keys,sarima_keys,persistence_keys,common_keys,removed_keys,duplicate_xgboost_keys,duplicate_sarima_keys,y_true_mismatch_keys,y_persistence_mismatch_keys,reason
20080001_10_49,6,1011,1011,1011,1011,1011,0,0,0,0,0,OK
20080001_10_49,7,1010,1010,1010,1010,1010,0,0,0,0,0,OK
21005002_10_49,all,3332,3332,3332,3332,3332,0,0,0,0,0,OK
21005002_10_49,1,495,495,495,495,495,0,0,0,0,0,OK
21005002_10_49,2,486,486,486,486,486,0,0,0,0,0,OK
21005002_10_49,3,478,478,478,478,478,0,0,0,0,0,OK
21005002_10_49,4,473,473,473,473,473,0,0,0,0,0,OK
21005002_10_49,5,469,469,469,469,469,0,0,0,0,0,OK
21005002_10_49,6,467,467,467,467,467,0,0,0,0,0,OK
21005002_10_49,7,464,464,464,464,464,0,0,0,0,0,OK
21041008_10_49,all,2249,2249,2249,2249,2249,0,0,0,0,0,OK
21041008_10_49,1,343,343,343,343,343,0,0,0,0,0,OK
21041008_10_49,2,331,331,331,331,331,0,0,0,0,0,OK
21041008_10_49,3,324,324,324,324,324,0,0,0,0,0,OK
21041008_10_49,4,320,320,320,320,320,0,0,0,0,0,OK
21041008_10_49,5,311,311,311,311,311,0,0,0,0,0,OK
21041008_10_49,6,310,310,310,310,310,0,0,0,0,0,OK
21041008_10_49,7,310,310,310,310,310,0,0,0,0,0,OK
21041016_10_49,all,2340,2340,2340,2340,2340,0,0,0,0,0,OK
21041016_10_49,1,355,355,355,355,355,0,0,0,0,0,OK
21041016_10_49,2,343,343,343,343,343,0,0,0,0,0,OK
21041016_10_49,3,333,333,333,333,333,0,0,0,0,0,OK
21041016_10_49,4,331,331,331,331,331,0,0,0,0,0,OK
21041016_10_49,5,327,327,327,327,327,0,0,0,0,0,OK
21041016_10_49,6,327,327,327,327,327,0,0,0,0,0,OK
21041016_10_49,7,324,324,324,324,324,0,0,0,0,0,OK
21041017_10_49,all,5051,5051,5051,5051,5051,0,0,0,0,0,OK
21041017_10_49,1,737,737,737,737,737,0,0,0,0,0,OK
21041017_10_49,2,729,729,729,729,729,0,0,0,0,0,OK
21041017_10_49,3,722,722,722,722,722,0,0,0,0,0,OK
21041017_10_49,4,720,720,720,720,720,0,0,0,0,0,OK
21041017_10_49,5,717,717,717,717,717,0,0,0,0,0,OK
21041017_10_49,6,714,714,714,714,714,0,0,0,0,0,OK
21041017_10_49,7,712,712,712,712,712,0,0,0,0,0,OK
21050001_10_49,all,1632,1632,1632,1632,1632,0,0,0,0,0,OK
21050001_10_49,1,247,247,247,247,247,0,0,0,0,0,OK
21050001_10_49,2,240,240,240,240,240,0,0,0,0,0,OK
21050001_10_49,3,236,236,236,236,236,0,0,0,0,0,OK
21050001_10_49,4,231,231,231,231,231,0,0,0,0,0,OK
21050001_10_49,5,229,229,229,229,229,0,0,0,0,0,OK
21050001_10_49,6,227,227,227,227,227,0,0,0,0,0,OK
21050001_10_49,7,222,222,222,222,222,0,0,0,0,0,OK
21055004_10_49,all,4798,4798,4798,4798,4798,0,0,0,0,0,OK
21055004_10_49,1,694,694,694,694,694,0,0,0,0,0,OK
21055004_10_49,2,690,690,690,690,690,0,0,0,0,0,OK
21055004_10_49,3,686,686,686,686,686,0,0,0,0,0,OK
21055004_10_49,4,686,686,686,686,686,0,0,0,0,0,OK
21055004_10_49,5,684,684,684,684,684,0,0,0,0,0,OK
21055004_10_49,6,681,681,681,681,681,0,0,0,0,0,OK
21055004_10_49,7,677,677,677,677,677,0,0,0,0,0,OK
21055007_10_49,all,4250,4250,4250,4250,4250,0,0,0,0,0,OK
21055007_10_49,1,628,628,628,628,628,0,0,0,0,0,OK
21055007_10_49,2,619,619,619,619,619,0,0,0,0,0,OK
21055007_10_49,3,611,611,611,611,611,0,0,0,0,0,OK
21055007_10_49,4,605,605,605,605,605,0,0,0,0,0,OK
21055007_10_49,5,600,600,600,600,600,0,0,0,0,0,OK
21055007_10_49,6,595,595,595,595,595,0,0,0,0,0,OK
21055007_10_49,7,592,592,592,592,592,0,0,0,0,0,OK
21060002_10_49,all,2943,2943,2943,2943,2943,0,0,0,0,0,OK
21060002_10_49,1,441,441,441,441,441,0,0,0,0,0,OK
21060002_10_49,2,430,430,430,430,430,0,0,0,0,0,OK
21060002_10_49,3,421,421,421,421,421,0,0,0,0,0,OK
21060002_10_49,4,417,417,417,417,417,0,0,0,0,0,OK
21060002_10_49,5,415,415,415,415,415,0,0,0,0,0,OK
21060002_10_49,6,411,411,411,411,411,0,0,0,0,0,OK
21060002_10_49,7,408,408,408,408,408,0,0,0,0,0,OK
21064002_10_49,all,4301,4301,4301,4301,4301,0,0,0,0,0,OK
21064002_10_49,1,625,625,625,625,625,0,0,0,0,0,OK
21064002_10_49,2,615,615,615,615,615,0,0,0,0,0,OK
21064002_10_49,3,613,613,613,613,613,0,0,0,0,0,OK
21064002_10_49,4,614,614,614,614,614,0,0,0,0,0,OK
21064002_10_49,5,616,616,616,616,616,0,0,0,0,0,OK
21064002_10_49,6,611,611,611,611,611,0,0,0,0,0,OK
21064002_10_49,7,607,607,607,607,607,0,0,0,0,0,OK
23010002_10_49,all,6896,6896,6896,6896,6896,0,0,0,0,0,OK
23010002_10_49,1,992,992,992,992,992,0,0,0,0,0,OK
23010002_10_49,2,989,989,989,989,989,0,0,0,0,0,OK
23010002_10_49,3,987,987,987,987,987,0,0,0,0,0,OK
23010002_10_49,4,985,985,985,985,985,0,0,0,0,0,OK
23010002_10_49,5,983,983,983,983,983,0,0,0,0,0,OK
23010002_10_49,6,981,981,981,981,981,0,0,0,0,0,OK
23010002_10_49,7,979,979,979,979,979,0,0,0,0,0,OK
23050003_10_49,all,6205,6205,6205,6205,6205,0,0,0,0,0,OK
23050003_10_49,1,893,893,893,893,893,0,0,0,0,0,OK
23050003_10_49,2,891,891,891,891,891,0,0,0,0,0,OK
23050003_10_49,3,889,889,889,889,889,0,0,0,0,0,OK
23050003_10_49,4,886,886,886,886,886,0,0,0,0,0,OK
23050003_10_49,5,884,884,884,884,884,0,0,0,0,0,OK
23050003_10_49,6,882,882,882,882,882,0,0,0,0,0,OK
23050003_10_49,7,880,880,880,880,880,0,0,0,0,0,OK
23097001_10_49,all,6222,6222,6222,6222,6222,0,0,0,0,0,OK
23097001_10_49,1,898,898,898,898,898,0,0,0,0,0,OK
23097001_10_49,2,892,892,892,892,892,0,0,0,0,0,OK
23097001_10_49,3,888,888,888,888,888,0,0,0,0,0,OK
23097001_10_49,4,886,886,886,886,886,0,0,0,0,0,OK
23097001_10_49,5,887,887,887,887,887,0,0,0,0,0,OK
23097001_10_49,6,886,886,886,886,886,0,0,0,0,0,OK
23097001_10_49,7,885,885,885,885,885,0,0,0,0,0,OK
24038001_10_47,all,5864,5864,5864,5864,5864,0,0,0,0,0,OK
24038001_10_47,1,845,845,845,845,845,0,0,0,0,0,OK
24038001_10_47,2,841,841,841,841,841,0,0,0,0,0,OK
24038001_10_47,3,839,839,839,839,839,0,0,0,0,0,OK
24038001_10_47,4,837,837,837,837,837,0,0,0,0,0,OK
24038001_10_47,5,835,835,835,835,835,0,0,0,0,0,OK
24038001_10_47,6,834,834,834,834,834,0,0,0,0,0,OK
24038001_10_47,7,833,833,833,833,833,0,0,0,0,0,OK
24089006_10_49,all,6952,6952,6952,6952,6952,0,0,0,0,0,OK
24089006_10_49,1,1001,1001,1001,1001,1001,0,0,0,0,0,OK
24089006_10_49,2,998,998,998,998,998,0,0,0,0,0,OK
24089006_10_49,3,995,995,995,995,995,0,0,0,0,0,OK
24089006_10_49,4,994,994,994,994,994,0,0,0,0,0,OK
24089006_10_49,5,991,991,991,991,991,0,0,0,0,0,OK
24089006_10_49,6,988,988,988,988,988,0,0,0,0,0,OK
24089006_10_49,7,985,985,985,985,985,0,0,0,0,0,OK
24089010_10_49,all,6643,6643,6643,6643,6643,0,0,0,0,0,OK
24089010_10_49,1,957,957,957,957,957,0,0,0,0,0,OK
24089010_10_49,2,953,953,953,953,953,0,0,0,0,0,OK
24089010_10_49,3,950,950,950,950,950,0,0,0,0,0,OK
24089010_10_49,4,948,948,948,948,948,0,0,0,0,0,OK
24089010_10_49,5,945,945,945,945,945,0,0,0,0,0,OK
24089010_10_49,6,944,944,944,944,944,0,0,0,0,0,OK
24089010_10_49,7,946,946,946,946,946,0,0,0,0,0,OK
24115015_10_49,all,4696,4696,4696,4696,4696,0,0,0,0,0,OK
24115015_10_49,1,677,677,677,677,677,0,0,0,0,0,OK
24115015_10_49,2,674,674,674,674,674,0,0,0,0,0,OK
24115015_10_49,3,671,671,671,671,671,0,0,0,0,0,OK
24115015_10_49,4,670,670,670,670,670,0,0,0,0,0,OK
24115015_10_49,5,669,669,669,669,669,0,0,0,0,0,OK
24115015_10_49,6,668,668,668,668,668,0,0,0,0,0,OK
24115015_10_49,7,667,667,667,667,667,0,0,0,0,0,OK
24134006_10_49,all,7342,7342,7342,7342,7342,0,0,0,0,0,OK
24134006_10_49,1,1054,1054,1054,1054,1054,0,0,0,0,0,OK
24134006_10_49,2,1052,1052,1052,1052,1052,0,0,0,0,0,OK
24134006_10_49,3,1049,1049,1049,1049,1049,0,0,0,0,0,OK
24134006_10_49,4,1048,1048,1048,1048,1048,0,0,0,0,0,OK
24134006_10_49,5,1047,1047,1047,1047,1047,0,0,0,0,0,OK
24134006_10_49,6,1046,1046,1046,1046,1046,0,0,0,0,0,OK
24134006_10_49,7,1046,1046,1046,1046,1046,0,0,0,0,0,OK
24181001_10_49,all,6392,6392,6392,6392,6392,0,0,0,0,0,OK
24181001_10_49,1,915,915,915,915,915,0,0,0,0,0,OK
24181001_10_49,2,915,915,915,915,915,0,0,0,0,0,OK
24181001_10_49,3,914,914,914,914,914,0,0,0,0,0,OK
24181001_10_49,4,914,914,914,914,914,0,0,0,0,0,OK
24181001_10_49,5,913,913,913,913,913,0,0,0,0,0,OK
24181001_10_49,6,911,911,911,911,911,0,0,0,0,0,OK
24181001_10_49,7,910,910,910,910,910,0,0,0,0,0,OK
26011001_10_49,all,5277,5277,5277,5277,5277,0,0,0,0,0,OK
26011001_10_49,1,766,766,766,766,766,0,0,0,0,0,OK
26011001_10_49,2,761,761,761,761,761,0,0,0,0,0,OK
26011001_10_49,3,758,758,758,758,758,0,0,0,0,0,OK
26011001_10_49,4,754,754,754,754,754,0,0,0,0,0,OK
26011001_10_49,5,750,750,750,750,750,0,0,0,0,0,OK
26011001_10_49,6,745,745,745,745,745,0,0,0,0,0,OK
26011001_10_49,7,743,743,743,743,743,0,0,0,0,0,OK
26019001_10_49,all,5429,5429,5429,5429,5429,0,0,0,0,0,OK
26019001_10_49,1,783,783,783,783,783,0,0,0,0,0,OK
26019001_10_49,2,776,776,776,776,776,0,0,0,0,0,OK
26019001_10_49,3,774,774,774,774,774,0,0,0,0,0,OK
26019001_10_49,4,773,773,773,773,773,0,0,0,0,0,OK
26019001_10_49,5,773,773,773,773,773,0,0,0,0,0,OK
26019001_10_49,6,775,775,775,775,775,0,0,0,0,0,OK
26019001_10_49,7,775,775,775,775,775,0,0,0,0,0,OK
26066001_10_49,all,6814,6814,6814,6814,6814,0,0,0,0,0,OK
26066001_10_49,1,980,980,980,980,980,0,0,0,0,0,OK
26066001_10_49,2,977,977,977,977,977,0,0,0,0,0,OK
26066001_10_49,3,974,974,974,974,974,0,0,0,0,0,OK
26066001_10_49,4,972,972,972,972,972,0,0,0,0,0,OK
26066001_10_49,5,971,971,971,971,971,0,0,0,0,0,OK
26066001_10_49,6,970,970,970,970,970,0,0,0,0,0,OK
26066001_10_49,7,970,970,970,970,970,0,0,0,0,0,OK
26089001_10_49,all,6184,6184,6184,6184,6184,0,0,0,0,0,OK
26089001_10_49,1,891,891,891,891,891,0,0,0,0,0,OK
26089001_10_49,2,888,888,888,888,888,0,0,0,0,0,OK
26089001_10_49,3,884,884,884,884,884,0,0,0,0,0,OK
26089001_10_49,4,882,882,882,882,882,0,0,0,0,0,OK
26089001_10_49,5,880,880,880,880,880,0,0,0,0,0,OK
26089001_10_49,6,880,880,880,880,880,0,0,0,0,0,OK
26089001_10_49,7,879,879,879,879,879,0,0,0,0,0,OK
26117001_10_49,all,5778,5778,5778,5778,5778,0,0,0,0,0,OK
26117001_10_49,1,831,831,831,831,831,0,0,0,0,0,OK
26117001_10_49,2,829,829,829,829,829,0,0,0,0,0,OK
26117001_10_49,3,826,826,826,826,826,0,0,0,0,0,OK
26117001_10_49,4,824,824,824,824,824,0,0,0,0,0,OK
26117001_10_49,5,823,823,823,823,823,0,0,0,0,0,OK
26117001_10_49,6,821,821,821,821,821,0,0,0,0,0,OK
26117001_10_49,7,824,824,824,824,824,0,0,0,0,0,OK
27013002_10_47,all,6587,6587,6587,6587,6587,0,0,0,0,0,OK
27013002_10_47,1,944,944,944,944,944,0,0,0,0,0,OK
27013002_10_47,2,943,943,943,943,943,0,0,0,0,0,OK
27013002_10_47,3,942,942,942,942,942,0,0,0,0,0,OK
27013002_10_47,4,941,941,941,941,941,0,0,0,0,0,OK
27013002_10_47,5,940,940,940,940,940,0,0,0,0,0,OK
27013002_10_47,6,939,939,939,939,939,0,0,0,0,0,OK
27013002_10_47,7,938,938,938,938,938,0,0,0,0,0,OK
27025015_10_47,all,7308,7308,7308,7308,7308,0,0,0,0,0,OK
27025015_10_47,1,1049,1049,1049,1049,1049,0,0,0,0,0,OK
27025015_10_47,2,1047,1047,1047,1047,1047,0,0,0,0,0,OK
27025015_10_47,3,1045,1045,1045,1045,1045,0,0,0,0,0,OK
27025015_10_47,4,1043,1043,1043,1043,1043,0,0,0,0,0,OK
27025015_10_47,5,1042,1042,1042,1042,1042,0,0,0,0,0,OK
27025015_10_47,6,1042,1042,1042,1042,1042,0,0,0,0,0,OK
27025015_10_47,7,1040,1040,1040,1040,1040,0,0,0,0,0,OK
27028005_10_49,all,5921,5921,5921,5921,5921,0,0,0,0,0,OK
27028005_10_49,1,851,851,851,851,851,0,0,0,0,0,OK
27028005_10_49,2,849,849,849,849,849,0,0,0,0,0,OK
27028005_10_49,3,845,845,845,845,845,0,0,0,0,0,OK
27028005_10_49,4,842,842,842,842,842,0,0,0,0,0,OK
27028005_10_49,5,845,845,845,845,845,0,0,0,0,0,OK
27028005_10_49,6,846,846,846,846,846,0,0,0,0,0,OK
27028005_10_49,7,843,843,843,843,843,0,0,0,0,0,OK
27033001_10_47,all,6113,6113,6113,6113,6113,0,0,0,0,0,OK
27033001_10_47,1,882,882,882,882,882,0,0,0,0,0,OK
27033001_10_47,2,878,878,878,878,878,0,0,0,0,0,OK
27033001_10_47,3,875,875,875,875,875,0,0,0,0,0,OK
27033001_10_47,4,872,872,872,872,872,0,0,0,0,0,OK
27033001_10_47,5,869,869,869,869,869,0,0,0,0,0,OK
27033001_10_47,6,868,868,868,868,868,0,0,0,0,0,OK
27033001_10_47,7,869,869,869,869,869,0,0,0,0,0,OK
27065004_10_47,all,6796,6796,6796,6796,6796,0,0,0,0,0,OK
27065004_10_47,1,974,974,974,974,974,0,0,0,0,0,OK
27065004_10_47,2,973,973,973,973,973,0,0,0,0,0,OK
27065004_10_47,3,972,972,972,972,972,0,0,0,0,0,OK
27065004_10_47,4,971,971,971,971,971,0,0,0,0,0,OK
27065004_10_47,5,970,970,970,970,970,0,0,0,0,0,OK
27065004_10_47,6,969,969,969,969,969,0,0,0,0,0,OK
27065004_10_47,7,967,967,967,967,967,0,0,0,0,0,OK
28005002_10_49,all,6892,6892,6892,6892,6892,0,0,0,0,0,OK
28005002_10_49,1,985,985,985,985,985,0,0,0,0,0,OK
28005002_10_49,2,985,985,985,985,985,0,0,0,0,0,OK
28005002_10_49,3,985,985,985,985,985,0,0,0,0,0,OK
28005002_10_49,4,985,985,985,985,985,0,0,0,0,0,OK
28005002_10_49,5,985,985,985,985,985,0,0,0,0,0,OK
28005002_10_49,6,984,984,984,984,984,0,0,0,0,0,OK
28005002_10_49,7,983,983,983,983,983,0,0,0,0,0,OK
28006004_10_49,all,7170,7170,7170,7170,7170,0,0,0,0,0,OK
28006004_10_49,1,1027,1027,1027,1027,1027,0,0,0,0,0,OK
28006004_10_49,2,1027,1027,1027,1027,1027,0,0,0,0,0,OK
28006004_10_49,3,1026,1026,1026,1026,1026,0,0,0,0,0,OK
28006004_10_49,4,1025,1025,1025,1025,1025,0,0,0,0,0,OK
28006004_10_49,5,1023,1023,1023,1023,1023,0,0,0,0,0,OK
28006004_10_49,6,1021,1021,1021,1021,1021,0,0,0,0,0,OK
28006004_10_49,7,1021,1021,1021,1021,1021,0,0,0,0,0,OK
28013002_10_49,all,6306,6306,6306,6306,6306,0,0,0,0,0,OK
28013002_10_49,1,903,903,903,903,903,0,0,0,0,0,OK
28013002_10_49,2,903,903,903,903,903,0,0,0,0,0,OK
28013002_10_49,3,902,902,902,902,902,0,0,0,0,0,OK
28013002_10_49,4,899,899,899,899,899,0,0,0,0,0,OK
28013002_10_49,5,900,900,900,900,900,0,0,0,0,0,OK
28013002_10_49,6,900,900,900,900,900,0,0,0,0,0,OK
28013002_10_49,7,899,899,899,899,899,0,0,0,0,0,OK
28014002_10_49,all,7588,7588,7588,7588,7588,0,0,0,0,0,OK
28014002_10_49,1,1087,1087,1087,1087,1087,0,0,0,0,0,OK
28014002_10_49,2,1086,1086,1086,1086,1086,0,0,0,0,0,OK
28014002_10_49,3,1085,1085,1085,1085,1085,0,0,0,0,0,OK
28014002_10_49,4,1084,1084,1084,1084,1084,0,0,0,0,0,OK
28014002_10_49,5,1083,1083,1083,1083,1083,0,0,0,0,0,OK
28014002_10_49,6,1082,1082,1082,1082,1082,0,0,0,0,0,OK
28014002_10_49,7,1081,1081,1081,1081,1081,0,0,0,0,0,OK
28016001_10_49,all,7239,7239,7239,7239,7239,0,0,0,0,0,OK
28016001_10_49,1,1036,1036,1036,1036,1036,0,0,0,0,0,OK
28016001_10_49,2,1036,1036,1036,1036,1036,0,0,0,0,0,OK
28016001_10_49,3,1035,1035,1035,1035,1035,0,0,0,0,0,OK
28016001_10_49,4,1034,1034,1034,1034,1034,0,0,0,0,0,OK
28016001_10_49,5,1033,1033,1033,1033,1033,0,0,0,0,0,OK
28016001_10_49,6,1033,1033,1033,1033,1033,0,0,0,0,0,OK
28016001_10_49,7,1032,1032,1032,1032,1032,0,0,0,0,0,OK
28045002_10_49,all,7369,7369,7369,7369,7369,0,0,0,0,0,OK
28045002_10_49,1,1056,1056,1056,1056,1056,0,0,0,0,0,OK
28045002_10_49,2,1054,1054,1054,1054,1054,0,0,0,0,0,OK
28045002_10_49,3,1054,1054,1054,1054,1054,0,0,0,0,0,OK
28045002_10_49,4,1053,1053,1053,1053,1053,0,0,0,0,0,OK
28045002_10_49,5,1052,1052,1052,1052,1052,0,0,0,0,0,OK
28045002_10_49,6,1051,1051,1051,1051,1051,0,0,0,0,0,OK
28045002_10_49,7,1049,1049,1049,1049,1049,0,0,0,0,0,OK
28049003_10_49,all,7008,7008,7008,7008,7008,0,0,0,0,0,OK
28049003_10_49,1,1004,1004,1004,1004,1004,0,0,0,0,0,OK
28049003_10_49,2,1004,1004,1004,1004,1004,0,0,0,0,0,OK
28049003_10_49,3,1002,1002,1002,1002,1002,0,0,0,0,0,OK
28049003_10_49,4,1000,1000,1000,1000,1000,0,0,0,0,0,OK
28049003_10_49,5,1000,1000,1000,1000,1000,0,0,0,0,0,OK
28049003_10_49,6,1000,1000,1000,1000,1000,0,0,0,0,0,OK
28049003_10_49,7,998,998,998,998,998,0,0,0,0,0,OK
28058004_10_49,all,7469,7469,7469,7469,7469,0,0,0,0,0,OK
28058004_10_49,1,1070,1070,1070,1070,1070,0,0,0,0,0,OK
28058004_10_49,2,1069,1069,1069,1069,1069,0,0,0,0,0,OK
28058004_10_49,3,1068,1068,1068,1068,1068,0,0,0,0,0,OK
28058004_10_49,4,1067,1067,1067,1067,1067,0,0,0,0,0,OK
28058004_10_49,5,1066,1066,1066,1066,1066,0,0,0,0,0,OK
28058004_10_49,6,1065,1065,1065,1065,1065,0,0,0,0,0,OK
28058004_10_49,7,1064,1064,1064,1064,1064,0,0,0,0,0,OK
28065014_10_49,all,7428,7428,7428,7428,7428,0,0,0,0,0,OK
28065014_10_49,1,1065,1065,1065,1065,1065,0,0,0,0,0,OK
28065014_10_49,2,1063,1063,1063,1063,1063,0,0,0,0,0,OK
28065014_10_49,3,1062,1062,1062,1062,1062,0,0,0,0,0,OK
28065014_10_49,4,1061,1061,1061,1061,1061,0,0,0,0,0,OK
28065014_10_49,5,1060,1060,1060,1060,1060,0,0,0,0,0,OK
28065014_10_49,6,1059,1059,1059,1059,1059,0,0,0,0,0,OK
28065014_10_49,7,1058,1058,1058,1058,1058,0,0,0,0,0,OK
28067001_10_49,all,7294,7294,7294,7294,7294,0,0,0,0,0,OK
28067001_10_49,1,1045,1045,1045,1045,1045,0,0,0,0,0,OK
28067001_10_49,2,1044,1044,1044,1044,1044,0,0,0,0,0,OK
28067001_10_49,3,1043,1043,1043,1043,1043,0,0,0,0,0,OK
28067001_10_49,4,1042,1042,1042,1042,1042,0,0,0,0,0,OK
28067001_10_49,5,1041,1041,1041,1041,1041,0,0,0,0,0,OK
28067001_10_49,6,1040,1040,1040,1040,1040,0,0,0,0,0,OK
28067001_10_49,7,1039,1039,1039,1039,1039,0,0,0,0,0,OK
28074007_10_49,all,6940,6940,6940,6940,6940,0,0,0,0,0,OK
28074007_10_49,1,996,996,996,996,996,0,0,0,0,0,OK
28074007_10_49,2,993,993,993,993,993,0,0,0,0,0,OK
28074007_10_49,3,992,992,992,992,992,0,0,0,0,0,OK
28074007_10_49,4,993,993,993,993,993,0,0,0,0,0,OK
28074007_10_49,5,991,991,991,991,991,0,0,0,0,0,OK
28074007_10_49,6,989,989,989,989,989,0,0,0,0,0,OK
28074007_10_49,7,986,986,986,986,986,0,0,0,0,0,OK
28079008_10_47,all,5202,5202,5202,5202,5202,0,0,0,0,0,OK
28079008_10_47,1,751,751,751,751,751,0,0,0,0,0,OK
28079008_10_47,2,747,747,747,747,747,0,0,0,0,0,OK
28079008_10_47,3,747,747,747,747,747,0,0,0,0,0,OK
28079008_10_47,4,747,747,747,747,747,0,0,0,0,0,OK
28079008_10_47,5,741,741,741,741,741,0,0,0,0,0,OK
28079008_10_47,6,737,737,737,737,737,0,0,0,0,0,OK
28079008_10_47,7,732,732,732,732,732,0,0,0,0,0,OK
28079018_10_47,all,6073,6073,6073,6073,6073,0,0,0,0,0,OK
28079018_10_47,1,877,877,877,877,877,0,0,0,0,0,OK
28079018_10_47,2,875,875,875,875,875,0,0,0,0,0,OK
28079018_10_47,3,871,871,871,871,871,0,0,0,0,0,OK
28079018_10_47,4,868,868,868,868,868,0,0,0,0,0,OK
28079018_10_47,5,863,863,863,863,863,0,0,0,0,0,OK
28079018_10_47,6,861,861,861,861,861,0,0,0,0,0,OK
28079018_10_47,7,858,858,858,858,858,0,0,0,0,0,OK
28079024_10_47,all,6033,6033,6033,6033,6033,0,0,0,0,0,OK
28079024_10_47,1,872,872,872,872,872,0,0,0,0,0,OK
28079024_10_47,2,870,870,870,870,870,0,0,0,0,0,OK
28079024_10_47,3,865,865,865,865,865,0,0,0,0,0,OK
28079024_10_47,4,861,861,861,861,861,0,0,0,0,0,OK
28079024_10_47,5,856,856,856,856,856,0,0,0,0,0,OK
28079024_10_47,6,854,854,854,854,854,0,0,0,0,0,OK
28079024_10_47,7,855,855,855,855,855,0,0,0,0,0,OK
28079036_10_47,all,6739,6739,6739,6739,6739,0,0,0,0,0,OK
28079036_10_47,1,968,968,968,968,968,0,0,0,0,0,OK
28079036_10_47,2,966,966,966,966,966,0,0,0,0,0,OK
28079036_10_47,3,964,964,964,964,964,0,0,0,0,0,OK
28079036_10_47,4,962,962,962,962,962,0,0,0,0,0,OK
28079036_10_47,5,961,961,961,961,961,0,0,0,0,0,OK
28079036_10_47,6,960,960,960,960,960,0,0,0,0,0,OK
28079036_10_47,7,958,958,958,958,958,0,0,0,0,0,OK
28079038_10_47,all,6190,6190,6190,6190,6190,0,0,0,0,0,OK
28079038_10_47,1,892,892,892,892,892,0,0,0,0,0,OK
28079038_10_47,2,888,888,888,888,888,0,0,0,0,0,OK
28079038_10_47,3,886,886,886,886,886,0,0,0,0,0,OK
28079038_10_47,4,883,883,883,883,883,0,0,0,0,0,OK
28079038_10_47,5,882,882,882,882,882,0,0,0,0,0,OK
28079038_10_47,6,880,880,880,880,880,0,0,0,0,0,OK
28079038_10_47,7,879,879,879,879,879,0,0,0,0,0,OK
28079040_10_47,all,6464,6464,6464,6464,6464,0,0,0,0,0,OK
28079040_10_47,1,930,930,930,930,930,0,0,0,0,0,OK
28079040_10_47,2,927,927,927,927,927,0,0,0,0,0,OK
28079040_10_47,3,927,927,927,927,927,0,0,0,0,0,OK
28079040_10_47,4,925,925,925,925,925,0,0,0,0,0,OK
28079040_10_47,5,921,921,921,921,921,0,0,0,0,0,OK
28079040_10_47,6,918,918,918,918,918,0,0,0,0,0,OK
28079040_10_47,7,916,916,916,916,916,0,0,0,0,0,OK
28079047_10_47,all,5189,5189,5189,5189,5189,0,0,0,0,0,OK
28079047_10_47,1,752,752,752,752,752,0,0,0,0,0,OK
28079047_10_47,2,746,746,746,746,746,0,0,0,0,0,OK
28079047_10_47,3,745,745,745,745,745,0,0,0,0,0,OK
28079047_10_47,4,739,739,739,739,739,0,0,0,0,0,OK
28079047_10_47,5,738,738,738,738,738,0,0,0,0,0,OK
28079047_10_47,6,734,734,734,734,734,0,0,0,0,0,OK
28079047_10_47,7,735,735,735,735,735,0,0,0,0,0,OK
28079048_10_47,all,6285,6285,6285,6285,6285,0,0,0,0,0,OK
28079048_10_47,1,904,904,904,904,904,0,0,0,0,0,OK
28079048_10_47,2,902,902,902,902,902,0,0,0,0,0,OK
28079048_10_47,3,900,900,900,900,900,0,0,0,0,0,OK
28079048_10_47,4,897,897,897,897,897,0,0,0,0,0,OK
28079048_10_47,5,896,896,896,896,896,0,0,0,0,0,OK
28079048_10_47,6,894,894,894,894,894,0,0,0,0,0,OK
28079048_10_47,7,892,892,892,892,892,0,0,0,0,0,OK
28079050_10_47,all,6384,6384,6384,6384,6384,0,0,0,0,0,OK
28079050_10_47,1,915,915,915,915,915,0,0,0,0,0,OK
28079050_10_47,2,914,914,914,914,914,0,0,0,0,0,OK
28079050_10_47,3,914,914,914,914,914,0,0,0,0,0,OK
28079050_10_47,4,914,914,914,914,914,0,0,0,0,0,OK
28079050_10_47,5,911,911,911,911,911,0,0,0,0,0,OK
28079050_10_47,6,910,910,910,910,910,0,0,0,0,0,OK
28079050_10_47,7,906,906,906,906,906,0,0,0,0,0,OK
28079055_10_47,all,4865,4865,4865,4865,4865,0,0,0,0,0,OK
28079055_10_47,1,702,702,702,702,702,0,0,0,0,0,OK
28079055_10_47,2,698,698,698,698,698,0,0,0,0,0,OK
28079055_10_47,3,698,698,698,698,698,0,0,0,0,0,OK
28079055_10_47,4,696,696,696,696,696,0,0,0,0,0,OK
28079055_10_47,5,689,689,689,689,689,0,0,0,0,0,OK
28079055_10_47,6,691,691,691,691,691,0,0,0,0,0,OK
28079055_10_47,7,691,691,691,691,691,0,0,0,0,0,OK
28079056_10_47,all,6901,6901,6901,6901,6901,0,0,0,0,0,OK
28079056_10_47,1,993,993,993,993,993,0,0,0,0,0,OK
28079056_10_47,2,989,989,989,989,989,0,0,0,0,0,OK
28079056_10_47,3,987,987,987,987,987,0,0,0,0,0,OK
28079056_10_47,4,985,985,985,985,985,0,0,0,0,0,OK
28079056_10_47,5,984,984,984,984,984,0,0,0,0,0,OK
28079056_10_47,6,982,982,982,982,982,0,0,0,0,0,OK
28079056_10_47,7,981,981,981,981,981,0,0,0,0,0,OK
