station_id,horizon,expected_keys,xgboost_keys,sarima_keys,persistence_keys,common_keys,removed_keys,duplicate_xgboost_keys,duplicate_sarima_keys,y_true_mismatch_keys,y_persistence_mismatch_keys,reason
12009007_10_46,3,577,577,577,577,577,0,0,0,0,0,OK
12009007_10_46,4,575,575,575,575,575,0,0,0,0,0,OK
12009007_10_46,5,570,570,570,570,570,0,0,0,0,0,OK
12009007_10_46,6,565,565,565,565,565,0,0,0,0,0,OK
12009007_10_46,7,562,562,562,562,562,0,0,0,0,0,OK
12028001_10_46,all,4609,4609,4609,4609,4609,0,0,0,0,0,OK
12028001_10_46,1,681,681,681,681,681,0,0,0,0,0,OK
12028001_10_46,2,673,673,673,673,673,0,0,0,0,0,OK
12028001_10_46,3,666,666,666,666,666,0,0,0,0,0,OK
12028001_10_46,4,657,657,657,657,657,0,0,0,0,0,OK
12028001_10_46,5,650,650,650,650,650,0,0,0,0,0,OK
12028001_10_46,6,645,645,645,645,645,0,0,0,0,0,OK
12028001_10_46,7,637,637,637,637,637,0,0,0,0,0,OK
12032001_10_46,all,5506,5506,5506,5506,5506,0,0,0,0,0,OK
12032001_10_46,1,807,807,807,807,807,0,0,0,0,0,OK
12032001_10_46,2,799,799,799,799,799,0,0,0,0,0,OK
12032001_10_46,3,792,792,792,792,792,0,0,0,0,0,OK
12032001_10_46,4,784,784,784,784,784,0,0,0,0,0,OK
12032001_10_46,5,778,778,778,778,778,0,0,0,0,0,OK
12032001_10_46,6,774,774,774,774,774,0,0,0,0,0,OK
12032001_10_46,7,772,772,772,772,772,0,0,0,0,0,OK
12040008_10_46,all,6855,6855,6855,6855,6855,0,0,0,0,0,OK
12040008_10_46,1,989,989,989,989,989,0,0,0,0,0,OK
12040008_10_46,2,985,985,985,985,985,0,0,0,0,0,OK
12040008_10_46,3,981,981,981,981,981,0,0,0,0,0,OK
12040008_10_46,4,978,978,978,978,978,0,0,0,0,0,OK
12040008_10_46,5,976,976,976,976,976,0,0,0,0,0,OK
12040008_10_46,6,973,973,973,973,973,0,0,0,0,0,OK
12040008_10_46,7,973,973,973,973,973,0,0,0,0,0,OK
12040010_10_46,all,6149,6149,6149,6149,6149,0,0,0,0,0,OK
12040010_10_46,1,890,890,890,890,890,0,0,0,0,0,OK
12040010_10_46,2,885,885,885,885,885,0,0,0,0,0,OK
12040010_10_46,3,881,881,881,881,881,0,0,0,0,0,OK
12040010_10_46,4,878,878,878,878,878,0,0,0,0,0,OK
12040010_10_46,5,875,875,875,875,875,0,0,0,0,0,OK
12040010_10_46,6,872,872,872,872,872,0,0,0,0,0,OK
12040010_10_46,7,868,868,868,868,868,0,0,0,0,0,OK
12140002_10_46,all,3839,3839,3839,3839,3839,0,0,0,0,0,OK
12140002_10_46,1,560,560,560,560,560,0,0,0,0,0,OK
12140002_10_46,2,554,554,554,554,554,0,0,0,0,0,OK
12140002_10_46,3,550,550,550,550,550,0,0,0,0,0,OK
12140002_10_46,4,546,546,546,546,546,0,0,0,0,0,OK
12140002_10_46,5,545,545,545,545,545,0,0,0,0,0,OK
12140002_10_46,6,542,542,542,542,542,0,0,0,0,0,OK
12140002_10_46,7,542,542,542,542,542,0,0,0,0,0,OK
12141002_10_46,all,5158,5158,5158,5158,5158,0,0,0,0,0,OK
12141002_10_46,1,748,748,748,748,748,0,0,0,0,0,OK
12141002_10_46,2,744,744,744,744,744,0,0,0,0,0,OK
12141002_10_46,3,740,740,740,740,740,0,0,0,0,0,OK
12141002_10_46,4,737,737,737,737,737,0,0,0,0,0,OK
12141002_10_46,5,733,733,733,733,733,0,0,0,0,0,OK
12141002_10_46,6,729,729,729,729,729,0,0,0,0,0,OK
12141002_10_46,7,727,727,727,727,727,0,0,0,0,0,OK
13034002_10_49,all,5324,5324,5324,5324,5324,0,0,0,0,0,OK
13034002_10_49,1,770,770,770,770,770,0,0,0,0,0,OK
13034002_10_49,2,766,766,766,766,766,0,0,0,0,0,OK
13034002_10_49,3,764,764,764,764,764,0,0,0,0,0,OK
13034002_10_49,4,761,761,761,761,761,0,0,0,0,0,OK
13034002_10_49,5,758,758,758,758,758,0,0,0,0,0,OK
13034002_10_49,6,754,754,754,754,754,0,0,0,0,0,OK
13034002_10_49,7,751,751,751,751,751,0,0,0,0,0,OK
13071015_10_49,all,5831,5831,5831,5831,5831,0,0,0,0,0,OK
13071015_10_49,1,840,840,840,840,840,0,0,0,0,0,OK
13071015_10_49,2,837,837,837,837,837,0,0,0,0,0,OK
13071015_10_49,3,834,834,834,834,834,0,0,0,0,0,OK
13071015_10_49,4,832,832,832,832,832,0,0,0,0,0,OK
13071015_10_49,5,831,831,831,831,831,0,0,0,0,0,OK
13071015_10_49,6,829,829,829,829,829,0,0,0,0,0,OK
13071015_10_49,7,828,828,828,828,828,0,0,0,0,0,OK
13071017_10_49,all,5682,5682,5682,5682,5682,0,0,0,0,0,OK
13071017_10_49,1,819,819,819,819,819,0,0,0,0,0,OK
13071017_10_49,2,816,816,816,816,816,0,0,0,0,0,OK
13071017_10_49,3,814,814,814,814,814,0,0,0,0,0,OK
13071017_10_49,4,812,812,812,812,812,0,0,0,0,0,OK
13071017_10_49,5,809,809,809,809,809,0,0,0,0,0,OK
13071017_10_49,6,808,808,808,808,808,0,0,0,0,0,OK
13071017_10_49,7,804,804,804,804,804,0,0,0,0,0,OK
14021006_10_49,all,6644,6644,6644,6644,6644,0,0,0,0,0,OK
14021006_10_49,1,956,956,956,956,956,0,0,0,0,0,OK
14021006_10_49,2,954,954,954,954,954,0,0,0,0,0,OK
14021006_10_49,3,951,951,951,951,951,0,0,0,0,0,OK
14021006_10_49,4,949,949,949,949,949,0,0,0,0,0,OK
14021006_10_49,5,946,946,946,946,946,0,0,0,0,0,OK
14021006_10_49,6,944,944,944,944,944,0,0,0,0,0,OK
14021006_10_49,7,944,944,944,944,944,0,0,0,0,0,OK
14021007_10_49,all,6240,6240,6240,6240,6240,0,0,0,0,0,OK
14021007_10_49,1,899,899,899,899,899,0,0,0,0,0,OK
14021007_10_49,2,895,895,895,895,895,0,0,0,0,0,OK
14021007_10_49,3,892,892,892,892,892,0,0,0,0,0,OK
14021007_10_49,4,890,890,890,890,890,0,0,0,0,0,OK
14021007_10_49,5,889,889,889,889,889,0,0,0,0,0,OK
14021007_10_49,6,888,888,888,888,888,0,0,0,0,0,OK
14021007_10_49,7,887,887,887,887,887,0,0,0,0,0,OK
14021009_10_49,all,5696,5696,5696,5696,5696,0,0,0,0,0,OK
14021009_10_49,1,823,823,823,823,823,0,0,0,0,0,OK
14021009_10_49,2,817,817,817,817,817,0,0,0,0,0,OK
14021009_10_49,3,813,813,813,813,813,0,0,0,0,0,OK
14021009_10_49,4,810,810,810,810,810,0,0,0,0,0,OK
14021009_10_49,5,810,810,810,810,810,0,0,0,0,0,OK
14021009_10_49,6,812,812,812,812,812,0,0,0,0,0,OK
14021009_10_49,7,811,811,811,811,811,0,0,0,0,0,OK
14026002_10_49,all,2957,2957,2957,2957,2957,0,0,0,0,0,OK
14026002_10_49,1,431,431,431,431,431,0,0,0,0,0,OK
14026002_10_49,2,428,428,428,428,428,0,0,0,0,0,OK
14026002_10_49,3,426,426,426,426,426,0,0,0,0,0,OK
14026002_10_49,4,421,421,421,421,421,0,0,0,0,0,OK
14026002_10_49,5,418,418,418,418,418,0,0,0,0,0,OK
14026002_10_49,6,418,418,418,418,418,0,0,0,0,0,OK
14026002_10_49,7,415,415,415,415,415,0,0,0,0,0,OK
14047001_10_49,all,2108,2108,2108,2108,2108,0,0,0,0,0,OK
14047001_10_49,1,310,310,310,310,310,0,0,0,0,0,OK
14047001_10_49,2,306,306,306,306,306,0,0,0,0,0,OK
14047001_10_49,3,304,304,304,304,304,0,0,0,0,0,OK
14047001_10_49,4,300,300,300,300,300,0,0,0,0,0,OK
14047001_10_49,5,298,298,298,298,298,0,0,0,0,0,OK
14047001_10_49,6,295,295,295,295,295,0,0,0,0,0,OK
14047001_10_49,7,295,295,295,295,295,0,0,0,0,0,OK
15005011_10_47,all,7644,7644,7644,7644,7644,0,0,0,0,0,OK
15005011_10_47,1,1095,1095,1095,1095,1095,0,0,0,0,0,OK
15005011_10_47,2,1094,1094,1094,1094,1094,0,0,0,0,0,OK
15005011_10_47,3,1093,1093,1093,1093,1093,0,0,0,0,0,OK
15005011_10_47,4,1092,1092,1092,1092,1092,0,0,0,0,0,OK
15005011_10_47,5,1091,1091,1091,1091,1091,0,0,0,0,0,OK
15005011_10_47,6,1090,1090,1090,1090,1090,0,0,0,0,0,OK
15005011_10_47,7,1089,1089,1089,1089,1089,0,0,0,0,0,OK
15005014_10_49,all,4781,4781,4781,4781,4781,0,0,0,0,0,OK
15005014_10_49,1,686,686,686,686,686,0,0,0,0,0,OK
15005014_10_49,2,685,685,685,685,685,0,0,0,0,0,OK
15005014_10_49,3,685,685,685,685,685,0,0,0,0,0,OK
15005014_10_49,4,684,684,684,684,684,0,0,0,0,0,OK
15005014_10_49,5,683,683,683,683,683,0,0,0,0,0,OK
15005014_10_49,6,680,680,680,680,680,0,0,0,0,0,OK
15005014_10_49,7,678,678,678,678,678,0,0,0,0,0,OK
15023004_10_47,all,7441,7441,7441,7441,7441,0,0,0,0,0,OK
15023004_10_47,1,1066,1066,1066,1066,1066,0,0,0,0,0,OK
15023004_10_47,2,1065,1065,1065,1065,1065,0,0,0,0,0,OK
15023004_10_47,3,1064,1064,1064,1064,1064,0,0,0,0,0,OK
15023004_10_47,4,1063,1063,1063,1063,1063,0,0,0,0,0,OK
15023004_10_47,5,1062,1062,1062,1062,1062,0,0,0,0,0,OK
15023004_10_47,6,1061,1061,1061,1061,1061,0,0,0,0,0,OK
15023004_10_47,7,1060,1060,1060,1060,1060,0,0,0,0,0,OK
15030021_10_47,all,7169,7169,7169,7169,7169,0,0,0,0,0,OK
15030021_10_47,1,1028,1028,1028,1028,1028,0,0,0,0,0,OK
15030021_10_47,2,1026,1026,1026,1026,1026,0,0,0,0,0,OK
15030021_10_47,3,1025,1025,1025,1025,1025,0,0,0,0,0,OK
15030021_10_47,4,1024,1024,1024,1024,1024,0,0,0,0,0,OK
15030021_10_47,5,1023,1023,1023,1023,1023,0,0,0,0,0,OK
15030021_10_47,6,1022,1022,1022,1022,1022,0,0,0,0,0,OK
15030021_10_47,7,1021,1021,1021,1021,1021,0,0,0,0,0,OK
15030027_10_49,all,6862,6862,6862,6862,6862,0,0,0,0,0,OK
15030027_10_49,1,986,986,986,986,986,0,0,0,0,0,OK
15030027_10_49,2,984,984,984,984,984,0,0,0,0,0,OK
15030027_10_49,3,981,981,981,981,981,0,0,0,0,0,OK
15030027_10_49,4,980,980,980,980,980,0,0,0,0,0,OK
15030027_10_49,5,978,978,978,978,978,0,0,0,0,0,OK
15030027_10_49,6,977,977,977,977,977,0,0,0,0,0,OK
15030027_10_49,7,976,976,976,976,976,0,0,0,0,0,OK
15030028_10_49,all,7232,7232,7232,7232,7232,0,0,0,0,0,OK
15030028_10_49,1,1036,1036,1036,1036,1036,0,0,0,0,0,OK
15030028_10_49,2,1034,1034,1034,1034,1034,0,0,0,0,0,OK
15030028_10_49,3,1033,1033,1033,1033,1033,0,0,0,0,0,OK
15030028_10_49,4,1033,1033,1033,1033,1033,0,0,0,0,0,OK
15030028_10_49,5,1032,1032,1032,1032,1032,0,0,0,0,0,OK
15030028_10_49,6,1032,1032,1032,1032,1032,0,0,0,0,0,OK
15030028_10_49,7,1032,1032,1032,1032,1032,0,0,0,0,0,OK
15032001_10_46,all,7031,7031,7031,7031,7031,0,0,0,0,0,OK
15032001_10_46,1,1007,1007,1007,1007,1007,0,0,0,0,0,OK
15032001_10_46,2,1006,1006,1006,1006,1006,0,0,0,0,0,OK
15032001_10_46,3,1005,1005,1005,1005,1005,0,0,0,0,0,OK
15032001_10_46,4,1004,1004,1004,1004,1004,0,0,0,0,0,OK
15032001_10_46,5,1004,1004,1004,1004,1004,0,0,0,0,0,OK
15032001_10_46,6,1003,1003,1003,1003,1003,0,0,0,0,0,OK
15032001_10_46,7,1002,1002,1002,1002,1002,0,0,0,0,0,OK
15034008_10_47,all,7030,7030,7030,7030,7030,0,0,0,0,0,OK
15034008_10_47,1,1006,1006,1006,1006,1006,0,0,0,0,0,OK
15034008_10_47,2,1006,1006,1006,1006,1006,0,0,0,0,0,OK
15034008_10_47,3,1006,1006,1006,1006,1006,0,0,0,0,0,OK
15034008_10_47,4,1006,1006,1006,1006,1006,0,0,0,0,0,OK
15034008_10_47,5,1004,1004,1004,1004,1004,0,0,0,0,0,OK
15034008_10_47,6,1001,1001,1001,1001,1001,0,0,0,0,0,OK
15034008_10_47,7,1001,1001,1001,1001,1001,0,0,0,0,0,OK
15036003_10_49,all,6495,6495,6495,6495,6495,0,0,0,0,0,OK
15036003_10_49,1,934,934,934,934,934,0,0,0,0,0,OK
15036003_10_49,2,930,930,930,930,930,0,0,0,0,0,OK
15036003_10_49,3,927,927,927,927,927,0,0,0,0,0,OK
15036003_10_49,4,926,926,926,926,926,0,0,0,0,0,OK
15036003_10_49,5,926,926,926,926,926,0,0,0,0,0,OK
15036003_10_49,6,926,926,926,926,926,0,0,0,0,0,OK
15036003_10_49,7,926,926,926,926,926,0,0,0,0,0,OK
15036004_10_47,all,7078,7078,7078,7078,7078,0,0,0,0,0,OK
15036004_10_47,1,1015,1015,1015,1015,1015,0,0,0,0,0,OK
15036004_10_47,2,1013,1013,1013,1013,1013,0,0,0,0,0,OK
15036004_10_47,3,1012,1012,1012,1012,1012,0,0,0,0,0,OK
15036004_10_47,4,1011,1011,1011,1011,1011,0,0,0,0,0,OK
15036004_10_47,5,1010,1010,1010,1010,1010,0,0,0,0,0,OK
15036004_10_47,6,1009,1009,1009,1009,1009,0,0,0,0,0,OK
15036004_10_47,7,1008,1008,1008,1008,1008,0,0,0,0,0,OK
15041001_10_47,all,6996,6996,6996,6996,6996,0,0,0,0,0,OK
15041001_10_47,1,1006,1006,1006,1006,1006,0,0,0,0,0,OK
15041001_10_47,2,1002,1002,1002,1002,1002,0,0,0,0,0,OK
15041001_10_47,3,999,999,999,999,999,0,0,0,0,0,OK
15041001_10_47,4,998,998,998,998,998,0,0,0,0,0,OK
15041001_10_47,5,998,998,998,998,998,0,0,0,0,0,OK
15041001_10_47,6,997,997,997,997,997,0,0,0,0,0,OK
15041001_10_47,7,996,996,996,996,996,0,0,0,0,0,OK
15070002_10_47,all,5850,5850,5850,5850,5850,0,0,0,0,0,OK
15070002_10_47,1,846,846,846,846,846,0,0,0,0,0,OK
15070002_10_47,2,839,839,839,839,839,0,0,0,0,0,OK
15070002_10_47,3,836,836,836,836,836,0,0,0,0,0,OK
15070002_10_47,4,834,834,834,834,834,0,0,0,0,0,OK
15070002_10_47,5,834,834,834,834,834,0,0,0,0,0,OK
15070002_10_47,6,832,832,832,832,832,0,0,0,0,0,OK
15070002_10_47,7,829,829,829,829,829,0,0,0,0,0,OK
15070006_10_47,all,5039,5039,5039,5039,5039,0,0,0,0,0,OK
15070006_10_47,1,728,728,728,728,728,0,0,0,0,0,OK
15070006_10_47,2,726,726,726,726,726,0,0,0,0,0,OK
15070006_10_47,3,724,724,724,724,724,0,0,0,0,0,OK
15070006_10_47,4,722,722,722,722,722,0,0,0,0,0,OK
15070006_10_47,5,716,716,716,716,716,0,0,0,0,0,OK
15070006_10_47,6,712,712,712,712,712,0,0,0,0,0,OK
15070006_10_47,7,711,711,711,711,711,0,0,0,0,0,OK
15078005_10_49,all,6270,6270,6270,6270,6270,0,0,0,0,0,OK
15078005_10_49,1,900,900,900,900,900,0,0,0,0,0,OK
15078005_10_49,2,897,897,897,897,897,0,0,0,0,0,OK
15078005_10_49,3,897,897,897,897,897,0,0,0,0,0,OK
15078005_10_49,4,896,896,896,896,896,0,0,0,0,0,OK
15078005_10_49,5,895,895,895,895,895,0,0,0,0,0,OK
15078005_10_49,6,893,893,893,893,893,0,0,0,0,0,OK
15078005_10_49,7,892,892,892,892,892,0,0,0,0,0,OK
15078007_10_49,all,6513,6513,6513,6513,6513,0,0,0,0,0,OK
15078007_10_49,1,937,937,937,937,937,0,0,0,0,0,OK
15078007_10_49,2,934,934,934,934,934,0,0,0,0,0,OK
15078007_10_49,3,932,932,932,932,932,0,0,0,0,0,OK
15078007_10_49,4,930,930,930,930,930,0,0,0,0,0,OK
15078007_10_49,5,928,928,928,928,928,0,0,0,0,0,OK
15078007_10_49,6,927,927,927,927,927,0,0,0,0,0,OK
15078007_10_49,7,925,925,925,925,925,0,0,0,0,0,OK
15078008_10_49,all,4968,4968,4968,4968,4968,0,0,0,0,0,OK
15078008_10_49,1,718,718,718,718,718,0,0,0,0,0,OK
15078008_10_49,2,711,711,711,711,711,0,0,0,0,0,OK
15078008_10_49,3,712,712,712,712,712,0,0,0,0,0,OK
15078008_10_49,4,710,710,710,710,710,0,0,0,0,0,OK
15078008_10_49,5,707,707,707,707,707,0,0,0,0,0,OK
15078008_10_49,6,705,705,705,705,705,0,0,0,0,0,OK
15078008_10_49,7,705,705,705,705,705,0,0,0,0,0,OK
16078001_10_49,all,4880,4880,4880,4880,4880,0,0,0,0,0,OK
16078001_10_49,1,716,716,716,716,716,0,0,0,0,0,OK
16078001_10_49,2,707,707,707,707,707,0,0,0,0,0,OK
16078001_10_49,3,700,700,700,700,700,0,0,0,0,0,OK
16078001_10_49,4,695,695,695,695,695,0,0,0,0,0,OK
16078001_10_49,5,690,690,690,690,690,0,0,0,0,0,OK
16078001_10_49,6,687,687,687,687,687,0,0,0,0,0,OK
16078001_10_49,7,685,685,685,685,685,0,0,0,0,0,OK
18021001_10_49,all,2563,2563,2563,2563,2563,0,0,0,0,0,OK
18021001_10_49,1,388,388,388,388,388,0,0,0,0,0,OK
18021001_10_49,2,375,375,375,375,375,0,0,0,0,0,OK
18021001_10_49,3,365,365,365,365,365,0,0,0,0,0,OK
18021001_10_49,4,364,364,364,364,364,0,0,0,0,0,OK
18021001_10_49,5,363,363,363,363,363,0,0,0,0,0,OK
18021001_10_49,6,354,354,354,354,354,0,0,0,0,0,OK
18021001_10_49,7,354,354,354,354,354,0,0,0,0,0,OK
18087007_10_49,all,7321,7321,7321,7321,7321,0,0,0,0,0,OK
18087007_10_49,1,1051,1051,1051,1051,1051,0,0,0,0,0,OK
18087007_10_49,2,1049,1049,1049,1049,1049,0,0,0,0,0,OK
18087007_10_49,3,1047,1047,1047,1047,1047,0,0,0,0,0,OK
18087007_10_49,4,1045,1045,1045,1045,1045,0,0,0,0,0,OK
18087007_10_49,5,1044,1044,1044,1044,1044,0,0,0,0,0,OK
18087007_10_49,6,1043,1043,1043,1043,1043,0,0,0,0,0,OK
18087007_10_49,7,1042,1042,1042,1042,1042,0,0,0,0,0,OK
18087010_10_49,all,6721,6721,6721,6721,6721,0,0,0,0,0,OK
18087010_10_49,1,965,965,965,965,965,0,0,0,0,0,OK
18087010_10_49,2,962,962,962,962,962,0,0,0,0,0,OK
18087010_10_49,3,961,961,961,961,961,0,0,0,0,0,OK
18087010_10_49,4,959,959,959,959,959,0,0,0,0,0,OK
18087010_10_49,5,957,957,957,957,957,0,0,0,0,0,OK
18087010_10_49,6,958,958,958,958,958,0,0,0,0,0,OK
18087010_10_49,7,959,959,959,959,959,0,0,0,0,0,OK
18140001_10_49,all,4300,4300,4300,4300,4300,0,0,0,0,0,OK
18140001_10_49,1,641,641,641,641,641,0,0,0,0,0,OK
18140001_10_49,2,629,629,629,629,629,0,0,0,0,0,OK
18140001_10_49,3,616,616,616,616,616,0,0,0,0,0,OK
18140001_10_49,4,610,610,610,610,610,0,0,0,0,0,OK
18140001_10_49,5,606,606,606,606,606,0,0,0,0,0,OK
18140001_10_49,6,600,600,600,600,600,0,0,0,0,0,OK
18140001_10_49,7,598,598,598,598,598,0,0,0,0,0,OK
19130001_10_49,all,6423,6423,6423,6423,6423,0,0,0,0,0,OK
19130001_10_49,1,929,929,929,929,929,0,0,0,0,0,OK
19130001_10_49,2,925,925,925,925,925,0,0,0,0,0,OK
19130001_10_49,3,921,921,921,921,921,0,0,0,0,0,OK
19130001_10_49,4,917,917,917,917,917,0,0,0,0,0,OK
19130001_10_49,5,913,913,913,913,913,0,0,0,0,0,OK
19130001_10_49,6,910,910,910,910,910,0,0,0,0,0,OK
19130001_10_49,7,908,908,908,908,908,0,0,0,0,0,OK
20009001_10_49,all,4133,4133,4133,4133,4133,0,0,0,0,0,OK
20009001_10_49,1,593,593,593,593,593,0,0,0,0,0,OK
20009001_10_49,2,592,592,592,592,592,0,0,0,0,0,OK
20009001_10_49,3,590,590,590,590,590,0,0,0,0,0,OK
20009001_10_49,4,589,589,589,589,589,0,0,0,0,0,OK
20009001_10_49,5,589,589,589,589,589,0,0,0,0,0,OK
20009001_10_49,6,590,590,590,590,590,0,0,0,0,0,OK
20009001_10_49,7,590,590,590,590,590,0,0,0,0,0,OK
20016001_10_47,all,4509,4509,4509,4509,4509,0,0,0,0,0,OK
20016001_10_47,1,651,651,651,651,651,0,0,0,0,0,OK
20016001_10_47,2,648,648,648,648,648,0,0,0,0,0,OK
20016001_10_47,3,647,647,647,647,647,0,0,0,0,0,OK
20016001_10_47,4,645,645,645,645,645,0,0,0,0,0,OK
20016001_10_47,5,639,639,639,639,639,0,0,0,0,0,OK
20016001_10_47,6,637,637,637,637,637,0,0,0,0,0,OK
20016001_10_47,7,642,642,642,642,642,0,0,0,0,0,OK
20018001_10_47,all,5961,5961,5961,5961,5961,0,0,0,0,0,OK
20018001_10_47,1,863,863,863,863,863,0,0,0,0,0,OK
20018001_10_47,2,856,856,856,856,856,0,0,0,0,0,OK
20018001_10_47,3,850,850,850,850,850,0,0,0,0,0,OK
20018001_10_47,4,848,848,848,848,848,0,0,0,0,0,OK
20018001_10_47,5,849,849,849,849,849,0,0,0,0,0,OK
20018001_10_47,6,848,848,848,848,848,0,0,0,0,0,OK
20018001_10_47,7,847,847,847,847,847,0,0,0,0,0,OK
20019001_10_49,all,6608,6608,6608,6608,6608,0,0,0,0,0,OK
20019001_10_49,1,951,951,951,951,951,0,0,0,0,0,OK
20019001_10_49,2,947,947,947,947,947,0,0,0,0,0,OK
20019001_10_49,3,943,943,943,943,943,0,0,0,0,0,OK
20019001_10_49,4,943,943,943,943,943,0,0,0,0,0,OK
20019001_10_49,5,944,944,944,944,944,0,0,0,0,0,OK
20019001_10_49,6,941,941,941,941,941,0,0,0,0,0,OK
20019001_10_49,7,939,939,939,939,939,0,0,0,0,0,OK
20040001_10_47,all,6538,6538,6538,6538,6538,0,0,0,0,0,OK
20040001_10_47,1,940,940,940,940,940,0,0,0,0,0,OK
20040001_10_47,2,934,934,934,934,934,0,0,0,0,0,OK
20040001_10_47,3,932,932,932,932,932,0,0,0,0,0,OK
20040001_10_47,4,932,932,932,932,932,0,0,0,0,0,OK
20040001_10_47,5,935,935,935,935,935,0,0,0,0,0,OK
20040001_10_47,6,934,934,934,934,934,0,0,0,0,0,OK
20040001_10_47,7,931,931,931,931,931,0,0,0,0,0,OK
20055001_10_47,all,6750,6750,6750,6750,6750,0,0,0,0,0,OK
20055001_10_47,1,970,970,970,970,970,0,0,0,0,0,OK
20055001_10_47,2,969,969,969,969,969,0,0,0,0,0,OK
20055001_10_47,3,966,966,966,966,966,0,0,0,0,0,OK
20055001_10_47,4,963,963,963,963,963,0,0,0,0,0,OK
20055001_10_47,5,962,962,962,962,962,0,0,0,0,0,OK
20055001_10_47,6,960,960,960,960,960,0,0,0,0,0,OK
20055001_10_47,7,960,960,960,960,960,0,0,0,0,0,OK
20069002_10_49,all,6305,6305,6305,6305,6305,0,0,0,0,0,OK
20069002_10_49,1,907,907,907,907,907,0,0,0,0,0,OK
20069002_10_49,2,904,904,904,904,904,0,0,0,0,0,OK
20069002_10_49,3,899,899,899,899,899,0,0,0,0,0,OK
20069002_10_49,4,899,899,899,899,899,0,0,0,0,0,OK
20069002_10_49,5,900,900,900,900,900,0,0,0,0,0,OK
20069002_10_49,6,898,898,898,898,898,0,0,0,0,0,OK
20069002_10_49,7,898,898,898,898,898,0,0,0,0,0,OK
20069004_10_47,all,5142,5142,5142,5142,5142,0,0,0,0,0,OK
20069004_10_47,1,745,745,745,745,745,0,0,0,0,0,OK
20069004_10_47,2,741,741,741,741,741,0,0,0,0,0,OK
20069004_10_47,3,735,735,735,735,735,0,0,0,0,0,OK
20069004_10_47,4,733,733,733,733,733,0,0,0,0,0,OK
20069004_10_47,5,732,732,732,732,732,0,0,0,0,0,OK
20069004_10_47,6,729,729,729,729,729,0,0,0,0,0,OK
20069004_10_47,7,727,727,727,727,727,0,0,0,0,0,OK
20069005_10_47,all,5500,5500,5500,5500,5500,0,0,0,0,0,OK
20069005_10_47,1,797,797,797,797,797,0,0,0,0,0,OK
20069005_10_47,2,792,792,792,792,792,0,0,0,0,0,OK
20069005_10_47,3,787,787,787,787,787,0,0,0,0,0,OK
20069005_10_47,4,784,784,784,784,784,0,0,0,0,0,OK
20069005_10_47,5,783,783,783,783,783,0,0,0,0,0,OK
20069005_10_47,6,779,779,779,779,779,0,0,0,0,0,OK
20069005_10_47,7,778,778,778,778,778,0,0,0,0,0,OK
20069006_10_46,all,4754,4754,4754,4754,4754,0,0,0,0,0,OK
20069006_10_46,1,681,681,681,681,681,0,0,0,0,0,OK
20069006_10_46,2,680,680,680,680,680,0,0,0,0,0,OK
20069006_10_46,3,679,679,679,679,679,0,0,0,0,0,OK
20069006_10_46,4,679,679,679,679,679,0,0,0,0,0,OK
20069006_10_46,5,680,680,680,680,680,0,0,0,0,0,OK
20069006_10_46,6,678,678,678,678,678,0,0,0,0,0,OK
20069006_10_46,7,677,677,677,677,677,0,0,0,0,0,OK
20069007_10_49,all,4610,4610,4610,4610,4610,0,0,0,0,0,OK
20069007_10_49,1,660,660,660,660,660,0,0,0,0,0,OK
20069007_10_49,2,658,658,658,658,658,0,0,0,0,0,OK
20069007_10_49,3,659,659,659,659,659,0,0,0,0,0,OK
20069007_10_49,4,659,659,659,659,659,0,0,0,0,0,OK
20069007_10_49,5,660,660,660,660,660,0,0,0,0,0,OK
20069007_10_49,6,658,658,658,658,658,0,0,0,0,0,OK
20069007_10_49,7,656,656,656,656,656,0,0,0,0,0,OK
20071001_10_47,all,6520,6520,6520,6520,6520,0,0,0,0,0,OK
20071001_10_47,1,938,938,938,938,938,0,0,0,0,0,OK
20071001_10_47,2,935,935,935,935,935,0,0,0,0,0,OK
20071001_10_47,3,933,933,933,933,933,0,0,0,0,0,OK
20071001_10_47,4,931,931,931,931,931,0,0,0,0,0,OK
20071001_10_47,5,931,931,931,931,931,0,0,0,0,0,OK
20071001_10_47,6,927,927,927,927,927,0,0,0,0,0,OK
20071001_10_47,7,925,925,925,925,925,0,0,0,0,0,OK
20073001_10_49,all,4789,4789,4789,4789,4789,0,0,0,0,0,OK
20073001_10_49,1,687,687,687,687,687,0,0,0,0,0,OK
20073001_10_49,2,686,686,686,686,686,0,0,0,0,0,OK
20073001_10_49,3,685,685,685,685,685,0,0,0,0,0,OK
20073001_10_49,4,684,684,684,684,684,0,0,0,0,0,OK
20073001_10_49,5,684,684,684,684,684,0,0,0,0,0,OK
20073001_10_49,6,682,682,682,682,682,0,0,0,0,0,OK
20073001_10_49,7,681,681,681,681,681,0,0,0,0,0,OK
20080001_10_49,all,7088,7088,7088,7088,7088,0,0,0,0,0,OK
20080001_10_49,1,1016,1016,1016,1016,1016,0,0,0,0,0,OK
20080001_10_49,2,1014,1014,1014,1014,1014,0,0,0,0,0,OK
20080001_10_49,3,1012,1012,1012,1012,1012,0,0,0,0,0,OK
20080001_10_49,4,1012,1012,1012,1012,1012,0,0,0,0,0,OK
20080001_10_49,5,1013,1013,1013,1013,1013,0,0,0,0,0,OK
