station_id,provincia,municipio,estacion,first_timestamp_utc,last_timestamp_utc,expected_hourly_observations,observed_valid_pm10_observations,coverage_fraction,number_of_source_years_present,longest_missing_run_hours,days_with_sufficient_hourly_support_75pct,expected_hours_2020,valid_hours_2020,coverage_2020,source_days_2020,usable_days_75pct_2020,expected_hours_2021,valid_hours_2021,coverage_2021,source_days_2021,usable_days_75pct_2021,expected_hours_2022,valid_hours_2022,coverage_2022,source_days_2022,usable_days_75pct_2022,expected_hours_2023,valid_hours_2023,coverage_2023,source_days_2023,usable_days_75pct_2023
28065014_10_49,28,65,14,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34755,0.9911875427789185,4,43,1454,8784,8669,0.986908014571949,366,364,8760,8713,0.9946347031963471,365,365,8760,8687,0.9916666666666667,365,362,8760,8686,0.9915525114155251,364,363
28067001_10_49,28,67,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34829,0.9932979694273328,4,41,1452,8784,8710,0.9915755919854281,366,364,8760,8688,0.9917808219178083,365,362,8760,8723,0.9957762557077625,365,364,8760,8708,0.9940639269406393,365,362
28074007_10_49,28,74,7,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34467,0.9829739904175222,4,120,1443,8784,8716,0.9922586520947176,366,365,8760,8666,0.9892694063926941,365,362,8760,8442,0.9636986301369863,360,352,8760,8643,0.9866438356164383,365,364
28079008_10_47,28,79,8,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32239,0.9194330367328314,4,1121,1344,8784,8055,0.9170081967213115,345,339,8760,8090,0.9235159817351598,354,334,8760,7503,0.8565068493150685,319,315,8760,8591,0.9807077625570776,365,356
28079018_10_47,28,79,18,2020-01-01T03:00:00Z,2023-12-31T23:00:00Z,35064,32977,0.9404802646589094,4,1128,1380,8784,8539,0.9721083788706739,365,356,8760,8542,0.9751141552511415,365,363,8760,7494,0.8554794520547945,319,314,8760,8402,0.9591324200913242,362,347
28079024_10_47,28,79,24,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34095,0.9723648186173853,4,194,1417,8784,8703,0.9907786885245902,366,363,8760,8330,0.9509132420091324,356,347,8760,8597,0.9813926940639269,364,359,8760,8465,0.966324200913242,363,348
28079036_10_47,28,79,36,2020-01-01T01:00:00Z,2023-12-31T23:00:00Z,35064,33984,0.9691991786447639,4,273,1422,8784,8412,0.9576502732240437,355,351,8760,8458,0.9655251141552511,361,356,8760,8423,0.9615296803652968,355,353,8760,8691,0.9921232876712329,365,362
28079038_10_47,28,79,38,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33231,0.9477241615331964,4,1120,1393,8784,8735,0.9944216757741348,366,366,8760,8596,0.9812785388127854,365,361,8760,7327,0.8364155251141553,316,308,8760,8573,0.9786529680365297,364,358
28079040_10_47,28,79,40,2020-01-01T02:00:00Z,2023-12-31T23:00:00Z,35064,33963,0.9686002737850787,4,301,1415,8784,8433,0.9600409836065574,360,351,8760,8308,0.9484018264840183,354,345,8760,8701,0.9932648401826484,365,365,8760,8521,0.972716894977169,360,354
28079047_10_47,28,79,47,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33579,0.9576488706365504,4,155,1389,8784,8488,0.9663023679417122,359,354,8760,8291,0.9464611872146119,356,344,8760,8278,0.9449771689497717,358,341,8760,8522,0.9728310502283105,365,350
28079048_10_47,28,79,48,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33885,0.9663757700205339,4,472,1409,8784,8551,0.9734744990892532,362,355,8760,8609,0.9827625570776256,365,360,8760,8651,0.9875570776255708,365,361,8760,8074,0.921689497716895,346,333
28079050_10_47,28,79,50,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34149,0.9739048596851472,4,139,1423,8784,8685,0.9887295081967213,366,362,8760,8632,0.9853881278538813,365,360,8760,8222,0.9385844748858447,353,344,8760,8610,0.9828767123287672,364,357
28079055_10_47,28,79,55,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33246,0.9481519507186859,4,283,1374,8784,8394,0.9556010928961749,359,345,8760,8084,0.9228310502283105,350,338,8760,8281,0.9453196347031964,364,342,8760,8487,0.9688356164383561,364,349
28079056_10_47,28,79,56,2020-01-01T01:00:00Z,2023-12-31T23:00:00Z,35064,34390,0.98077800593201,4,73,1442,8784,8685,0.9887295081967213,366,364,8760,8592,0.9808219178082191,365,362,8760,8582,0.9796803652968037,365,361,8760,8531,0.9738584474885845,363,355
28079057_10_47,28,79,57,2020-01-01T01:00:00Z,2023-12-31T23:00:00Z,35064,34240,0.9765001140771161,4,151,1414,8784,8529,0.9709699453551912,361,353,8760,8505,0.9708904109589042,363,349,8760,8616,0.9835616438356164,365,356,8760,8590,0.980593607305936,364,356
28079060_10_47,28,79,60,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34473,0.983145106091718,4,34,1438,8784,8742,0.9952185792349727,366,365,8760,8623,0.9843607305936073,364,361,8760,8504,0.9707762557077626,365,352,8760,8604,0.9821917808219178,365,360
28080003_10_49,28,80,3,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34823,0.9931268537531371,4,48,1458,8784,8644,0.9840619307832422,364,363,8760,8706,0.9938356164383562,365,365,8760,8735,0.9971461187214612,365,365,8760,8738,0.9974885844748859,365,365
28092005_10_49,28,92,5,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34672,0.9888204426192105,4,25,1457,8784,8692,0.9895264116575592,366,366,8760,8667,0.9893835616438356,365,365,8760,8676,0.9904109589041096,365,364,8760,8637,0.9859589041095891,365,362
28102001_10_49,28,102,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34395,0.9809206023271732,4,69,1445,8784,8581,0.9768897996357013,365,360,8760,8666,0.9892694063926941,365,364,8760,8683,0.9912100456621005,365,365,8760,8465,0.966324200913242,360,356
28120001_10_49,28,120,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34533,0.9848562628336756,4,30,1439,8784,8594,0.9783697632058288,363,359,8760,8613,0.9832191780821918,365,357,8760,8684,0.991324200913242,365,362,8760,8642,0.9865296803652968,365,361
28123002_10_49,28,123,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34356,0.9798083504449008,4,44,1435,8784,8639,0.9834927140255009,366,362,8760,8568,0.9780821917808219,365,357,8760,8584,0.9799086757990868,365,359,8760,8565,0.9777397260273972,365,357
28127004_10_49,28,127,4,2023-08-01T01:00:00Z,2024-01-01T00:00:00Z,35064,3630,0.10352498288843258,1,31392,151,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,3630,0.4143835616438356,153,151
28133002_10_49,28,133,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34729,0.9904460415240702,4,21,1455,8784,8678,0.9879326047358834,366,362,8760,8688,0.9917808219178083,365,363,8760,8686,0.9915525114155251,365,365,8760,8677,0.9905251141552511,365,365
28134002_10_49,28,134,2,2023-08-10T09:00:00Z,2024-01-01T00:00:00Z,35064,3438,0.09804928131416837,1,31616,143,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,3438,0.39246575342465756,144,143
28148004_10_49,28,148,4,2020-01-06T01:00:00Z,2024-01-01T00:00:00Z,35064,34412,0.9814054300707278,4,120,1438,8784,8542,0.9724499089253188,361,358,8760,8621,0.9841324200913242,365,361,8760,8560,0.9771689497716894,363,355,8760,8689,0.9918949771689498,365,364
28171001_10_49,28,171,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34469,0.9830310289755875,4,78,1444,8784,8668,0.9867941712204007,366,361,8760,8552,0.9762557077625571,362,356,8760,8662,0.9888127853881279,365,364,8760,8587,0.9802511415525114,363,363
29067005_10_49,29,67,5,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34412,0.9814054300707278,4,195,1433,8784,8461,0.963228597449909,359,352,8760,8611,0.9829908675799087,361,358,8760,8655,0.988013698630137,363,361,8760,8685,0.9914383561643836,365,362
29067006_10_49,29,67,6,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32667,0.9316392881587954,4,1063,1354,8784,7343,0.8359517304189436,316,304,8760,8190,0.934931506849315,350,342,8760,8683,0.9912100456621005,365,361,8760,8451,0.9647260273972603,359,347
29067007_10_49,29,67,7,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,30700,0.8755418663016199,4,1674,1268,8784,8511,0.9689207650273224,361,353,8760,8458,0.9655251141552511,360,351,8760,7026,0.802054794520548,302,290,8760,6705,0.7654109589041096,290,274
29067008_10_49,29,67,8,2020-01-14T06:00:00Z,2024-01-01T00:00:00Z,35064,33167,0.9458989276751084,4,317,1365,8784,8258,0.9401183970856102,349,344,8760,8429,0.9622146118721461,357,348,8760,7962,0.9089041095890411,349,321,8760,8518,0.9723744292237443,362,352
29069002_10_49,29,69,2,2020-01-01T01:00:00Z,2021-01-01T00:00:00Z,35064,7344,0.20944558521560575,1,26280,303,8784,7344,0.8360655737704918,323,303,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0
30005002_10_47,30,5,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34709,0.9898756559434178,4,68,1444,8784,8658,0.985655737704918,364,358,8760,8694,0.9924657534246575,364,362,8760,8684,0.991324200913242,365,361,8760,8673,0.9900684931506849,365,363
30015001_10_47,30,15,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33076,0.9433036732831394,4,1344,1377,8784,8762,0.9974954462659381,366,366,8760,8691,0.9921232876712329,363,362,8760,6984,0.7972602739726027,293,290,8760,8639,0.9861872146118722,365,359
30016001_10_47,30,16,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34038,0.9707392197125256,4,240,1409,8784,8647,0.9844034608378871,363,358,8760,8433,0.9626712328767123,355,349,8760,8250,0.9417808219178082,351,338,8760,8708,0.9940639269406393,365,364
30016018_10_47,30,16,18,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33177,0.9461841204654347,4,510,1368,8784,8479,0.9652777777777778,358,350,8760,7984,0.9114155251141552,342,324,8760,8068,0.9210045662100457,343,332,8760,8646,0.986986301369863,365,362
30016020_10_47,30,16,20,2020-01-01T01:00:00Z,2023-01-01T00:00:00Z,35064,25473,0.7264715947980835,3,8760,1048,8784,8552,0.9735883424408015,359,354,8760,8658,0.9883561643835617,365,358,8760,8263,0.9432648401826484,355,336,8760,0,0.0,0,0
30016020_10_A,30,16,20,2023-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,8372,0.23876340406114532,1,26304,345,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,8372,0.9557077625570777,359,345
30016021_10_47,30,16,21,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33693,0.9609000684462696,4,301,1394,8784,8634,0.9829234972677595,363,359,8760,8662,0.9888127853881279,363,359,8760,7964,0.9091324200913242,350,328,8760,8433,0.9626712328767123,360,348
30024002_10_47,30,24,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34394,0.9808920830481406,4,77,1423,8784,8641,0.9837204007285975,364,358,8760,8546,0.9755707762557078,361,353,8760,8574,0.9787671232876712,363,353,8760,8633,0.9855022831050229,365,359
30030007_10_49,30,30,7,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33442,0.9537417294090805,4,302,1377,8784,8261,0.9404599271402551,361,331,8760,8446,0.9641552511415525,358,351,8760,8439,0.9633561643835616,357,349,8760,8296,0.9470319634703196,352,346
31010001_10_49,31,10,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33785,0.9635238421172713,4,104,1416,8784,8513,0.969148451730419,366,359,8760,8418,0.9609589041095891,362,356,8760,8360,0.954337899543379,361,349,8760,8494,0.969634703196347,364,352
31107001_10_49,31,107,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33337,0.9507472051106548,4,177,1394,8784,8328,0.9480874316939891,362,349,8760,8490,0.9691780821917808,364,357,8760,8196,0.9356164383561644,354,342,8760,8323,0.9501141552511415,360,346
31149002_10_49,31,149,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32254,0.9198608259183207,4,217,1334,8784,8082,0.9200819672131147,364,339,8760,7961,0.9087899543378996,350,328,8760,8357,0.9539954337899543,361,346,8760,7854,0.8965753424657534,348,321
31191001_10_49,31,191,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33333,0.9506331279945243,4,141,1405,8784,8354,0.9510473588342441,360,352,8760,8389,0.957648401826484,360,353,8760,8353,0.9535388127853881,360,354,8760,8237,0.9402968036529681,355,346
31201012_10_49,31,201,12,2020-01-01T01:00:00Z,2023-12-31T23:00:00Z,35064,33427,0.9533139402235912,4,98,1386,8784,8445,0.9614071038251366,364,349,8760,8321,0.9498858447488584,357,346,8760,8327,0.9505707762557077,359,345,8760,8334,0.9513698630136986,359,346
31201013_10_49,31,201,13,2020-01-01T01:00:00Z,2020-09-14T05:00:00Z,35064,6046,0.17242756103125714,1,28891,254,8784,6046,0.6882969034608379,258,254,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0
31201014_10_49,31,201,14,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33644,0.959502623773671,4,244,1398,8784,8644,0.9840619307832422,366,359,8760,8483,0.9683789954337899,361,354,8760,8013,0.9147260273972603,350,329,8760,8504,0.9707762557077626,364,356
31201015_10_49,31,201,15,2020-09-18T15:00:00Z,2024-01-01T00:00:00Z,35064,26604,0.7587268993839835,4,6278,1106,8784,2376,0.27049180327868855,102,100,8760,8164,0.9319634703196347,355,339,8760,7629,0.8708904109589041,340,311,8760,8435,0.9628995433789954,361,356
31216001_10_49,31,216,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33469,0.9545117499429614,4,145,1389,8784,8579,0.9766621129326047,366,360,8760,8564,0.9776255707762557,364,361,8760,8354,0.9536529680365297,359,346,8760,7972,0.9100456621004567,349,322
31232002_10_49,31,232,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33420,0.9531143052703628,4,316,1396,8784,8295,0.9443306010928961,355,348,8760,8084,0.9228310502283105,349,335,8760,8561,0.977283105022831,364,359,8760,8480,0.9680365296803652,363,354
31232003_10_49,31,232,3,2020-01-01T02:00:00Z,2024-01-01T00:00:00Z,35064,32275,0.9204597307780059,4,97,1363,8784,7886,0.8977686703096539,364,336,8760,8166,0.9321917808219178,363,350,8760,8167,0.9323059360730593,363,341,8760,8056,0.919634703196347,358,336
32032001_10_49,32,32,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34082,0.9719940679899612,4,215,1419,8784,8597,0.9787112932604736,364,360,8760,8385,0.9571917808219178,357,351,8760,8517,0.9722602739726027,362,353,8760,8583,0.9797945205479452,364,355
32039001_10_49,32,39,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34055,0.9712240474560803,4,79,1425,8784,8480,0.9653916211293261,362,353,8760,8540,0.9748858447488584,364,357,8760,8615,0.9834474885844748,365,360,8760,8420,0.9611872146118722,364,355
32054004_10_49,32,54,4,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33805,0.9640942276979237,4,109,1418,8784,8484,0.9658469945355191,364,356,8760,8382,0.9568493150684931,363,355,8760,8503,0.970662100456621,364,353,8760,8436,0.963013698630137,360,354
33004020_10_49,33,4,20,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34105,0.9726500114077116,4,111,1429,8784,8545,0.9727914389799636,363,359,8760,8524,0.9730593607305936,360,356,8760,8400,0.958904109589041,359,349,8760,8636,0.9858447488584475,365,365
33004021_10_49,33,4,21,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34496,0.9838010495094685,4,76,1438,8784,8742,0.9952185792349727,366,366,8760,8690,0.9920091324200914,365,364,8760,8426,0.9618721461187215,362,347,8760,8638,0.9860730593607306,365,361
33004048_10_49,33,4,48,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33987,0.9692847364818618,4,164,1416,8784,8567,0.9752959927140255,360,358,8760,8449,0.9644977168949772,359,352,8760,8503,0.970662100456621,363,354,8760,8468,0.9666666666666667,362,352
33004049_10_49,33,4,49,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34210,0.9756445357061373,4,76,1425,8784,8551,0.9734744990892532,362,358,8760,8485,0.968607305936073,360,352,8760,8630,0.9851598173515982,365,362,8760,8544,0.9753424657534246,364,353
33004052_10_49,33,4,52,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33416,0.9530002281542322,4,355,1383,8784,8410,0.9574225865209471,359,346,8760,8123,0.9272831050228311,346,338,8760,8289,0.9462328767123288,356,341,8760,8594,0.9810502283105023,365,358
33011001_10_49,33,11,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33621,0.9588466803559206,4,214,1398,8784,8588,0.9776867030965392,362,357,8760,8465,0.966324200913242,359,353,8760,8370,0.9554794520547946,359,346,8760,8198,0.9358447488584475,352,342
33024023_10_49,33,24,23,2020-01-01T01:00:00Z,2020-12-30T01:00:00Z,35064,8455,0.2411305042208533,1,26327,352,8784,8455,0.9625455373406193,359,352,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0
33024024_10_49,33,24,24,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34261,0.9770990189368013,4,161,1437,8784,8623,0.9816712204007286,363,363,8760,8575,0.9788812785388128,362,360,8760,8551,0.9761415525114155,365,357,8760,8512,0.971689497716895,362,357
33024025_10_49,33,24,25,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34132,0.9734200319415925,4,154,1425,8784,8483,0.9657331511839709,361,352,8760,8589,0.9804794520547945,362,358,8760,8656,0.9881278538812786,365,363,8760,8404,0.9593607305936073,360,352
33024027_10_49,33,24,27,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34010,0.9699406798996122,4,196,1418,8784,8508,0.9685792349726776,360,356,8760,8476,0.9675799086757991,360,352,8760,8423,0.9615296803652968,359,351,8760,8603,0.9820776255707763,364,359
33024031_10_49,33,24,31,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34177,0.9747033994980607,4,99,1421,8784,8619,0.9812158469945356,363,360,8760,8671,0.9898401826484018,365,365,8760,8387,0.9574200913242009,361,344,8760,8500,0.9703196347031964,364,352
33024032_10_49,33,24,32,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34420,0.9816335843029889,4,183,1439,8784,8605,0.9796220400728597,362,359,8760,8577,0.9791095890410959,361,359,8760,8619,0.9839041095890411,364,361,8760,8619,0.9839041095890411,365,360
33024099_10_49,33,24,99,2022-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,16219,0.462554186630162,2,17544,672,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,7675,0.8761415525114156,333,316,8760,8544,0.9753424657534246,365,356
33031029_10_49,33,31,29,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33708,0.9613278576317591,4,176,1400,8784,8503,0.9680100182149363,362,352,8760,8238,0.9404109589041096,354,340,8760,8453,0.9649543378995433,358,354,8760,8514,0.9719178082191781,363,354
33031030_10_49,33,31,30,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33927,0.9675735797399042,4,76,1402,8784,8602,0.9792805100182149,366,357,8760,8491,0.9692922374429224,361,354,8760,8316,0.9493150684931507,364,336,8760,8518,0.9723744292237443,364,355
33031032_10_49,33,31,32,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33225,0.9475530458590007,4,420,1375,8784,8225,0.9363615664845173,354,340,8760,8290,0.9463470319634704,355,344,8760,8432,0.9625570776255707,362,350,8760,8278,0.9449771689497717,360,341
33037012_10_49,33,37,12,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33477,0.9547399041752225,4,369,1396,8784,8382,0.9542349726775956,355,350,8760,8542,0.9751141552511415,359,358,8760,8060,0.9200913242009132,346,335,8760,8493,0.9695205479452055,360,353
33044029_10_49,33,44,29,2020-01-02T18:00:00Z,2024-01-01T00:00:00Z,35064,34389,0.9807494866529775,4,45,1431,8784,8551,0.9734744990892532,364,353,8760,8672,0.9899543378995433,365,362,8760,8588,0.9803652968036529,365,358,8760,8578,0.9792237442922375,364,358
33044030_10_49,33,44,30,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33675,0.9603867214236824,4,286,1412,8784,8244,0.9385245901639344,353,345,8760,8533,0.9740867579908675,364,357,8760,8591,0.9807077625570776,364,360,8760,8307,0.9482876712328767,361,350
33044032_10_49,33,44,32,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34449,0.982460643394935,4,68,1440,8784,8681,0.9882741347905283,366,363,8760,8505,0.9708904109589042,362,356,8760,8627,0.9848173515981735,365,359,8760,8636,0.9858447488584475,365,362
33044033_10_49,33,44,33,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34359,0.9798939082819986,4,74,1433,8784,8702,0.9906648451730419,366,366,8760,8655,0.988013698630137,365,360,8760,8575,0.9788812785388128,365,357,8760,8427,0.961986301369863,361,350
33060003_10_49,33,60,3,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33682,0.9605863563769108,4,390,1407,8784,8352,0.9508196721311475,355,349,8760,8158,0.9312785388127854,351,339,8760,8567,0.9779680365296803,364,358,8760,8605,0.9823059360730594,365,361
33066004_10_49,33,66,4,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34235,0.976357517681953,4,85,1431,8784,8685,0.9887295081967213,366,362,8760,8597,0.9813926940639269,362,360,8760,8502,0.9705479452054795,361,357,8760,8451,0.9647260273972603,364,352
34023003_10_49,34,23,3,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34141,0.9736767054528862,4,212,1418,8784,8639,0.9834927140255009,365,360,8760,8680,0.9908675799086758,365,360,8760,8344,0.9525114155251142,354,345,8760,8478,0.9678082191780822,358,353
34023004_10_49,34,23,4,2021-01-01T01:00:00Z,2023-01-01T00:00:00Z,35064,17053,0.48633926534337213,2,8784,708,8784,0,0.0,0,0,8760,8539,0.9747716894977169,361,354,8760,8514,0.9719178082191781,361,354,8760,0,0.0,0,0
34080004_10_49,34,80,4,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34640,0.9879078256901666,4,44,1452,8784,8716,0.9922586520947176,366,366,8760,8662,0.9888127853881279,365,365,8760,8658,0.9883561643835617,365,362,8760,8604,0.9821917808219178,364,359
34120008_10_49,34,120,8,2020-01-01T01:00:00Z,2023-12-31T23:00:00Z,35064,34610,0.9870522473191877,4,72,1451,8784,8513,0.969148451730419,361,356,8760,8709,0.9941780821917808,365,365,8760,8686,0.9915525114155251,365,365,8760,8702,0.9933789954337899,365,365
34214001_10_46,34,214,1,2020-01-01T01:00:00Z,2021-01-01T00:00:00Z,35064,8736,0.24914442162902123,1,26280,364,8784,8736,0.994535519125683,366,364,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0
34225001_10_49,34,225,1,2021-01-01T01:00:00Z,2023-01-01T00:00:00Z,35064,17407,0.49643509012092174,2,8784,729,8784,0,0.0,0,0,8760,8729,0.9964611872146119,365,365,8760,8678,0.9906392694063927,364,364,8760,0,0.0,0,0
35002001_10_A,35,2,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33068,0.9430755190508784,4,744,1381,8784,8594,0.9783697632058288,363,356,8760,7669,0.8754566210045662,322,320,8760,8321,0.9498858447488584,351,349,8760,8484,0.9684931506849315,361,356
35002002_10_A,35,2,2,2020-01-01T01:00:00Z,2020-10-13T12:00:00Z,35064,6816,0.1943874058863792,1,28188,283,8784,6816,0.7759562841530054,287,283,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0
35004001_10_49,35,4,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34257,0.9769849418206707,4,76,1437,8784,8567,0.9752959927140255,364,359,8760,8591,0.9807077625570776,363,360,8760,8499,0.9702054794520548,361,357,8760,8600,0.9817351598173516,363,361
35004002_10_49,35,4,2,2020-01-01T02:00:00Z,2024-01-01T00:00:00Z,35064,24938,0.7112137805156286,4,8979,1042,8784,2039,0.2321265938069217,87,85,8760,5904,0.673972602739726,248,246,8760,8286,0.9458904109589041,351,346,8760,8709,0.9941780821917808,365,365
35006001_10_49,35,6,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32351,0.9226271959844855,4,230,1334,8784,7652,0.8711293260473588,342,309,8760,8219,0.9382420091324201,353,340,8760,8083,0.9227168949771689,350,334,8760,8397,0.9585616438356165,358,351
35016010_10_49,35,16,10,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34424,0.9817476614191193,4,80,1438,8784,8697,0.9900956284153005,366,363,8760,8585,0.9800228310502284,363,358,8760,8563,0.9775114155251141,362,357,8760,8579,0.979337899543379,363,360
35016011_10_49,35,16,11,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,21457,0.6119381702030573,4,7870,889,8784,7966,0.9068761384335154,338,331,8760,5899,0.6734018264840183,249,245,8760,928,0.10593607305936073,41,37,8760,6664,0.7607305936073059,281,276
35016012_10_49,35,16,12,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,31692,0.9038329911019849,4,1177,1317,8784,7841,0.8926457194899818,345,322,8760,7140,0.815068493150685,312,297,8760,8200,0.9360730593607306,358,344,8760,8511,0.9715753424657534,360,354
35016014_10_49,35,16,14,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,25875,0.7379363449691991,4,5958,1059,8784,3721,0.4236111111111111,190,142,8760,6477,0.7393835616438356,276,269,8760,7290,0.8321917808219178,313,301,8760,8387,0.9574200913242009,359,347
35017001_10_47,35,17,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33595,0.9581051791010723,4,268,1404,8784,8204,0.9339708561020036,351,341,8760,8388,0.9575342465753425,361,350,8760,8453,0.9649543378995433,356,354,8760,8550,0.976027397260274,363,359
35017002_10_47,35,17,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34160,0.974218571754506,4,169,1433,8784,8661,0.9859972677595629,366,363,8760,8420,0.9611872146118722,359,352,8760,8512,0.971689497716895,358,358,8760,8567,0.9779680365296803,363,360
35017003_10_49,35,17,3,2020-01-17T12:00:00Z,2024-01-01T00:00:00Z,35064,31500,0.8983572895277208,4,778,1301,8784,6264,0.7131147540983607,282,251,8760,8359,0.9542237442922374,364,344,8760,8308,0.9484018264840183,357,347,8760,8569,0.9781963470319635,363,359
35017004_10_49,35,17,4,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33336,0.9507186858316222,4,385,1386,8784,8013,0.9122267759562842,345,331,8760,8423,0.9615296803652968,362,351,8760,8339,0.9519406392694064,357,347,8760,8561,0.977283105022831,364,357
35017005_10_49,35,17,5,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33076,0.9433036732831394,4,169,1381,8784,8552,0.9735883424408015,364,360,8760,8160,0.9315068493150684,358,342,8760,8215,0.9377853881278538,354,345,8760,8149,0.9302511415525114,361,334
35019001_10_A,35,19,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33777,0.9632956878850103,4,145,1406,8784,8670,0.9870218579234973,366,360,8760,8391,0.9578767123287671,355,348,8760,8228,0.9392694063926941,349,344,8760,8488,0.9689497716894977,363,354
