station_id,provincia,municipio,estacion,first_timestamp_utc,last_timestamp_utc,expected_hourly_observations,observed_valid_pm10_observations,coverage_fraction,number_of_source_years_present,longest_missing_run_hours,days_with_sufficient_hourly_support_75pct,expected_hours_2020,valid_hours_2020,coverage_2020,source_days_2020,usable_days_75pct_2020,expected_hours_2021,valid_hours_2021,coverage_2021,source_days_2021,usable_days_75pct_2021,expected_hours_2022,valid_hours_2022,coverage_2022,source_days_2022,usable_days_75pct_2022,expected_hours_2023,valid_hours_2023,coverage_2023,source_days_2023,usable_days_75pct_2023
15005015_10_A,15,5,15,2022-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,17366,0.4952657996805841,2,17544,730,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,8671,0.9898401826484018,365,365,8760,8695,0.992579908675799,365,365
15023004_10_47,15,23,4,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34768,0.9915582934063427,4,32,1453,8784,8686,0.9888433515482696,366,362,8760,8707,0.9939497716894977,365,364,8760,8698,0.9929223744292237,365,365,8760,8677,0.9905251141552511,365,362
15024001_10_47,15,24,1,2020-01-01T01:00:00Z,2022-01-01T00:00:00Z,35064,17213,0.4909023499885923,2,17520,720,8784,8563,0.9748406193078324,363,357,8760,8650,0.9874429223744292,365,363,8760,0,0.0,0,0,8760,0,0.0,0,0
15026001_10_47,15,26,1,2020-01-01T01:00:00Z,2022-01-01T00:00:00Z,35064,16890,0.4816906228610541,2,17520,704,8784,8314,0.9464936247723132,359,343,8760,8576,0.9789954337899544,365,361,8760,0,0.0,0,0,8760,0,0.0,0,0
15030001_10_49,15,30,1,2022-02-10T14:00:00Z,2024-01-01T00:00:00Z,35064,15776,0.44992014601870867,2,18517,658,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,7429,0.8480593607305936,316,310,8760,8347,0.9528538812785388,354,348
15030021_10_47,15,30,21,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34820,0.9930412959160393,4,52,1451,8784,8760,0.9972677595628415,366,366,8760,8650,0.9874429223744292,364,360,8760,8697,0.9928082191780822,365,362,8760,8713,0.9946347031963471,365,363
15030027_10_49,15,30,27,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34165,0.9743611681496692,4,261,1430,8784,8575,0.9762067395264117,364,358,8760,8635,0.985730593607306,365,363,8760,8540,0.9748858447488584,362,357,8760,8415,0.9606164383561644,355,352
15030028_10_49,15,30,28,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34692,0.9893908281998631,4,30,1448,8784,8692,0.9895264116575592,366,362,8760,8658,0.9883561643835617,365,361,8760,8703,0.9934931506849315,365,365,8760,8639,0.9861872146118722,365,360
15032001_10_46,15,32,1,2020-02-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33818,0.9644649783253479,4,744,1416,8784,7948,0.9048269581056466,335,332,8760,8543,0.9752283105022831,361,358,8760,8663,0.9889269406392694,365,364,8760,8664,0.989041095890411,365,362
15034008_10_47,15,34,8,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34647,0.9881074606433949,4,24,1443,8784,8667,0.9866803278688525,366,359,8760,8656,0.9881278538812786,365,360,8760,8649,0.9873287671232877,365,360,8760,8675,0.990296803652968,365,364
15036003_10_49,15,36,3,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34090,0.9722222222222222,4,138,1426,8784,8358,0.9515027322404371,357,348,8760,8546,0.9755707762557078,363,358,8760,8623,0.9843607305936073,365,362,8760,8563,0.9775114155251141,361,358
15036004_10_47,15,36,4,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34754,0.9911590234998859,4,50,1448,8784,8743,0.995332422586521,366,365,8760,8677,0.9905251141552511,365,362,8760,8665,0.9891552511415526,365,360,8760,8669,0.9896118721461187,364,361
15041001_10_47,15,41,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34571,0.9859399954369154,4,49,1446,8784,8718,0.9924863387978142,366,366,8760,8620,0.9840182648401826,365,359,8760,8599,0.98162100456621,364,359,8760,8634,0.9856164383561644,365,362
15055003_10_49,15,55,3,2020-01-01T01:00:00Z,2022-01-01T00:00:00Z,35064,17220,0.49110198494182067,2,17520,715,8784,8639,0.9834927140255009,364,359,8760,8581,0.9795662100456621,364,356,8760,0,0.0,0,0,8760,0,0.0,0,0
15055003_10_A,15,55,3,2022-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,17331,0.49426762491444215,2,17544,722,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,8614,0.9833333333333333,364,358,8760,8717,0.9950913242009133,365,364
15059002_10_47,15,59,2,2020-01-01T01:00:00Z,2022-01-01T00:00:00Z,35064,16830,0.47997946611909653,2,17520,697,8784,8223,0.9361338797814208,358,337,8760,8607,0.9825342465753425,365,360,8760,0,0.0,0,0,8760,0,0.0,0,0
15070002_10_47,15,70,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33792,0.9637234770704997,4,228,1404,8784,8534,0.9715391621129326,363,353,8760,8339,0.9519406392694064,354,347,8760,8481,0.9681506849315068,362,352,8760,8438,0.9632420091324201,360,352
15070006_10_47,15,70,6,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,31576,0.9005247547342004,4,2420,1305,8784,6085,0.6927367941712204,262,248,8760,8606,0.9824200913242009,365,359,8760,8587,0.9802511415525114,365,355,8760,8298,0.9472602739726027,355,343
15078005_10_49,15,78,5,2020-01-02T16:00:00Z,2024-01-01T00:00:00Z,35064,34108,0.9727355692448095,4,193,1414,8784,8250,0.9392076502732241,350,341,8760,8628,0.9849315068493151,364,359,8760,8710,0.9942922374429224,365,363,8760,8520,0.9726027397260274,361,351
15078007_10_49,15,78,7,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34096,0.972393337896418,4,75,1428,8784,8553,0.9737021857923497,364,360,8760,8430,0.9623287671232876,364,355,8760,8561,0.977283105022831,365,356,8760,8552,0.9762557077625571,365,357
15078008_10_49,15,78,8,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33692,0.960871549167237,4,76,1383,8784,8278,0.9423952641165756,361,334,8760,8317,0.9494292237442923,358,342,8760,8514,0.9719178082191781,363,351,8760,8583,0.9797945205479452,364,356
16078001_10_49,16,78,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33100,0.9439881359799225,4,288,1367,8784,8022,0.9132513661202186,345,329,8760,8543,0.9752283105022831,360,354,8760,8072,0.9214611872146119,346,332,8760,8463,0.9660958904109589,358,352
18021001_10_49,18,21,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,31102,0.8870066164727356,4,238,1273,8784,8355,0.9511612021857924,353,348,8760,7432,0.8484018264840183,344,299,8760,7626,0.8705479452054794,350,313,8760,7689,0.8777397260273972,334,313
18087007_10_49,18,87,7,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34837,0.9935261236595939,4,110,1452,8784,8757,0.9969262295081968,366,365,8760,8710,0.9942922374429224,364,363,8760,8737,0.9973744292237443,365,364,8760,8633,0.9855022831050229,361,360
18087010_10_49,18,87,10,2020-01-01T01:00:00Z,2023-12-30T21:00:00Z,35064,34367,0.9801220625142596,4,169,1431,8784,8469,0.9641393442622951,360,358,8760,8676,0.9904109589041096,363,361,8760,8682,0.9910958904109589,365,361,8760,8540,0.9748858447488584,362,351
18140001_10_49,18,140,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32113,0.9158396075747205,4,362,1343,8784,8037,0.9149590163934426,346,339,8760,8053,0.9192922374429223,348,338,8760,8208,0.936986301369863,356,341,8760,7815,0.8921232876712328,342,325
19130001_10_49,19,130,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33998,0.9695984485512206,4,254,1420,8784,8565,0.975068306010929,364,358,8760,8228,0.9392694063926941,349,345,8760,8589,0.9804794520547945,361,359,8760,8616,0.9835616438356164,363,358
20009001_10_49,20,9,1,2021-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,25806,0.7359685147159479,3,8784,1070,8784,0,0.0,0,0,8760,8724,0.9958904109589041,365,365,8760,8608,0.982648401826484,364,356,8760,8474,0.967351598173516,359,349
20016001_10_47,20,16,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33181,0.9462981975815652,4,441,1362,8784,8405,0.9568533697632058,362,346,8760,8287,0.9460045662100457,361,335,8760,8076,0.9219178082191781,344,334,8760,8413,0.9603881278538813,359,347
20018001_10_47,20,18,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34243,0.976585671914214,4,172,1416,8784,8730,0.9938524590163934,366,364,8760,8565,0.9777397260273972,361,355,8760,8520,0.9726027397260274,363,350,8760,8428,0.9621004566210045,359,347
20019001_10_49,20,19,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34425,0.981776180698152,4,99,1430,8784,8671,0.9871357012750456,365,361,8760,8584,0.9799086757990868,365,355,8760,8686,0.9915525114155251,365,363,8760,8484,0.9684931506849315,361,351
20040001_10_47,20,40,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34393,0.9808635637691079,4,91,1427,8784,8736,0.994535519125683,366,364,8760,8303,0.9478310502283105,355,340,8760,8733,0.9969178082191781,365,365,8760,8621,0.9841324200913242,364,358
20055001_10_47,20,55,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34437,0.9821184120465435,4,122,1431,8784,8683,0.9885018214936248,364,362,8760,8655,0.988013698630137,363,361,8760,8572,0.9785388127853881,361,355,8760,8527,0.9734018264840183,361,353
20069002_10_49,20,69,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34350,0.979637234770705,4,78,1422,8784,8670,0.9870218579234973,364,361,8760,8424,0.9616438356164384,361,344,8760,8725,0.9960045662100456,365,364,8760,8531,0.9738584474885845,361,353
20069004_10_47,20,69,4,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32952,0.9397672826830937,4,634,1358,8784,8016,0.912568306010929,340,331,8760,8293,0.9466894977168949,354,342,8760,8048,0.9187214611872146,347,329,8760,8595,0.9811643835616438,365,356
20069005_10_47,20,69,5,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32820,0.9360027378507871,4,970,1361,8784,8393,0.9554872495446266,356,347,8760,7698,0.8787671232876713,326,320,8760,8345,0.9526255707762558,353,348,8760,8384,0.9570776255707762,358,346
20069006_10_46,20,69,6,2021-01-19T01:00:00Z,2024-01-01T00:00:00Z,35064,25653,0.7316050650239562,3,9216,1070,8784,0,0.0,0,0,8760,8260,0.9429223744292238,347,344,8760,8726,0.9961187214611872,365,365,8760,8667,0.9893835616438356,365,361
20069006_10_47,20,69,6,2020-01-01T01:00:00Z,2021-01-01T00:00:00Z,35064,8515,0.24284166096281087,1,26280,352,8784,8515,0.9693761384335154,361,352,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0
20069007_10_49,20,69,7,2021-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,25991,0.7412445813369838,3,8784,1082,8784,0,0.0,0,0,8760,8663,0.9889269406392694,364,362,8760,8704,0.993607305936073,365,363,8760,8624,0.9844748858447488,365,357
20071001_10_47,20,71,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34297,0.9781257129819758,4,441,1425,8784,8760,0.9972677595628415,366,366,8760,8669,0.9896118721461187,365,360,8760,8185,0.9343607305936074,346,338,8760,8683,0.9912100456621005,365,361
20073001_10_49,20,73,1,2021-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,25978,0.7408738307095597,3,8784,1083,8784,0,0.0,0,0,8760,8706,0.9938356164383562,365,364,8760,8717,0.9950913242009133,365,365,8760,8555,0.9765981735159818,362,354
20080001_10_49,20,80,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34773,0.9917008898015058,4,22,1450,8784,8746,0.9956739526411658,366,366,8760,8666,0.9892694063926941,365,360,8760,8695,0.992579908675799,365,363,8760,8666,0.9892694063926941,365,361
20902001_10_49,20,902,1,2021-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,23969,0.6835785991330139,3,8784,997,8784,0,0.0,0,0,8760,8703,0.9934931506849315,365,364,8760,8665,0.9891552511415526,364,361,8760,6601,0.7535388127853881,282,272
21005002_10_49,21,5,2,2020-01-01T01:00:00Z,2023-12-30T01:00:00Z,35064,30482,0.8693246634725074,4,1446,1262,8784,7873,0.8962887067395264,348,323,8760,7922,0.904337899543379,345,328,8760,6731,0.76837899543379,290,280,8760,7956,0.9082191780821918,343,331
21041008_10_49,21,41,8,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,30230,0.8621378051562857,4,601,1258,8784,7713,0.8780737704918032,347,322,8760,7807,0.8912100456621005,350,328,8760,7240,0.8264840182648402,324,299,8760,7470,0.8527397260273972,338,309
21041010_10_49,21,41,10,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,29782,0.8493611681496692,4,569,1219,8784,7364,0.8383424408014571,333,297,8760,7991,0.9122146118721461,355,330,8760,7106,0.8111872146118722,327,289,8760,7321,0.835730593607306,328,303
21041012_10_49,21,41,12,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,24953,0.7116415697011179,4,7782,1034,8784,8203,0.9338570127504554,357,340,8760,8112,0.9260273972602739,348,338,8760,2423,0.27659817351598176,103,101,8760,6215,0.7094748858447488,265,255
21041015_10_49,21,41,15,2020-01-01T01:00:00Z,2023-12-31T23:00:00Z,35064,30208,0.8615103810175678,4,748,1234,8784,7100,0.808287795992714,331,281,8760,7302,0.8335616438356165,323,298,8760,8051,0.9190639269406393,348,332,8760,7755,0.8852739726027398,333,323
21041016_10_49,21,41,16,2020-01-02T19:00:00Z,2024-01-01T00:00:00Z,35064,31191,0.8895448323066393,4,161,1285,8784,8019,0.9129098360655737,356,331,8760,7797,0.8900684931506849,352,321,8760,7777,0.8877853881278539,351,316,8760,7598,0.867351598173516,335,317
21041017_10_49,21,41,17,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32321,0.9217716176135067,4,1133,1345,8784,8281,0.9427367941712204,357,344,8760,8407,0.9597031963470319,359,353,8760,8162,0.9317351598173516,352,337,8760,7471,0.8528538812785388,319,311
21050001_10_49,21,50,1,2020-01-01T01:00:00Z,2023-12-28T13:00:00Z,35064,29549,0.8427161761350673,4,453,1190,8784,7751,0.8823998178506375,345,316,8760,7676,0.8762557077625571,340,316,8760,7912,0.9031963470319635,349,326,8760,6210,0.708904109589041,303,232
21050003_10_49,21,50,3,2020-01-01T01:00:00Z,2022-01-01T00:00:00Z,35064,10070,0.2871891398585444,2,17520,409,8784,6768,0.7704918032786885,297,277,8760,3302,0.3769406392694064,150,132,8760,0,0.0,0,0,8760,0,0.0,0,0
21053003_10_49,21,53,3,2020-01-01T01:00:00Z,2023-12-23T22:00:00Z,35064,29000,0.8270590919461556,4,647,1196,8784,6073,0.6913706739526412,269,246,8760,8476,0.9675799086757991,360,355,8760,7872,0.8986301369863013,336,330,8760,6579,0.751027397260274,292,265
21055004_10_49,21,55,4,2020-01-08T11:00:00Z,2024-01-01T00:00:00Z,35064,32425,0.9247376226328998,4,189,1350,8784,7801,0.888091985428051,343,319,8760,8208,0.936986301369863,356,343,8760,8156,0.9310502283105023,354,342,8760,8260,0.9429223744292238,354,346
21055005_10_49,21,55,5,2020-01-02T13:00:00Z,2024-01-01T00:00:00Z,35064,28336,0.808122290668492,4,1014,1144,8784,6925,0.7883652094717668,332,273,8760,8125,0.9275114155251142,355,337,8760,6791,0.7752283105022831,309,272,8760,6495,0.7414383561643836,297,262
21055007_10_49,21,55,7,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,32056,0.9142140086698608,4,451,1322,8784,7681,0.8744307832422586,330,313,8760,8488,0.9689497716894977,359,352,8760,7791,0.8893835616438356,332,322,8760,8096,0.9242009132420091,344,335
21060002_10_49,21,60,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,31107,0.8871492128678987,4,339,1277,8784,7595,0.8646402550091075,339,306,8760,7497,0.8558219178082191,326,310,8760,8042,0.9180365296803653,348,331,8760,7973,0.9101598173515981,343,330
21064002_10_49,21,64,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,31587,0.9008384668035592,4,336,1318,8784,7690,0.8754553734061931,332,319,8760,8213,0.9375570776255707,356,344,8760,7292,0.8324200913242009,335,298,8760,8392,0.9579908675799087,365,357
23010002_10_49,23,10,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34369,0.9801791010723249,4,243,1434,8784,8642,0.9838342440801457,364,361,8760,8659,0.9884703196347032,365,361,8760,8428,0.9621004566210045,356,350,8760,8640,0.9863013698630136,363,362
23050003_10_49,23,50,3,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34000,0.9696554871092858,4,182,1414,8784,8246,0.938752276867031,353,341,8760,8560,0.9771689497716894,364,355,8760,8660,0.9885844748858448,364,362,8760,8534,0.9742009132420091,358,356
23097001_10_49,23,97,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34012,0.9699977184576773,4,172,1413,8784,8463,0.9634562841530054,359,351,8760,8418,0.9609589041095891,360,350,8760,8481,0.9681506849315068,362,351,8760,8650,0.9874429223744292,365,361
24025001_10_49,24,25,1,2020-01-22T18:00:00Z,2022-12-27T12:00:00Z,35064,16567,0.47247889573351587,3,8868,691,8784,8055,0.9170081967213115,341,336,8760,551,0.06289954337899543,25,21,8760,7961,0.9087899543378996,336,334,8760,0,0.0,0,0
24038001_10_47,24,38,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33777,0.9632956878850103,4,191,1401,8784,8245,0.9386384335154827,351,341,8760,8121,0.927054794520548,347,334,8760,8666,0.9892694063926941,364,361,8760,8745,0.9982876712328768,365,365
24057003_10_47,24,57,3,2020-01-01T01:00:00Z,2020-07-28T22:00:00Z,35064,4861,0.13863221537759526,1,30026,198,8784,4861,0.5533925318761385,208,198,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0
24061001_10_49,24,61,1,2020-01-01T01:00:00Z,2021-01-01T00:00:00Z,35064,8362,0.23847821127081908,1,26280,348,8784,8362,0.9519581056466302,351,348,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0
24064001_10_49,24,64,1,2021-01-01T01:00:00Z,2023-01-01T00:00:00Z,35064,14932,0.42584987451517226,2,8784,624,8784,0,0.0,0,0,8760,8476,0.9675799086757991,356,353,8760,6456,0.736986301369863,276,271,8760,0,0.0,0,0
24089006_10_49,24,89,6,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34303,0.9782968286561716,4,155,1436,8784,8647,0.9844034608378871,363,361,8760,8700,0.9931506849315068,365,364,8760,8682,0.9910958904109589,365,364,8760,8274,0.9445205479452055,354,347
24089010_10_49,24,89,10,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34328,0.9790098106319872,4,140,1434,8784,8662,0.9861111111111112,366,365,8760,8659,0.9884703196347032,365,363,8760,8411,0.9601598173515982,360,346,8760,8596,0.9812785388127854,365,360
24115015_10_49,24,115,15,2020-01-01T01:00:00Z,2023-01-01T00:00:00Z,35064,25821,0.7363963039014374,3,8760,1082,8784,8638,0.9833788706739527,366,362,8760,8483,0.9683789954337899,360,355,8760,8700,0.9931506849315068,365,365,8760,0,0.0,0,0
24115017_10_49,24,115,17,2023-02-24T16:00:00Z,2024-01-01T00:00:00Z,35064,7375,0.21032968286561715,1,27615,309,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,7375,0.8418949771689498,311,309
24134006_10_49,24,134,6,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34714,0.9900182523385809,4,52,1454,8784,8713,0.9919171220400729,366,366,8760,8656,0.9881278538812786,365,362,8760,8698,0.9929223744292237,365,365,8760,8647,0.9871004566210045,364,361
24134007_10_54,24,134,7,2021-01-01T01:00:00Z,2023-01-01T00:00:00Z,35064,16043,0.4575347935204198,2,8784,659,8784,0,0.0,0,0,8760,8089,0.9234018264840183,346,331,8760,7954,0.9079908675799087,340,328,8760,0,0.0,0,0
24181001_10_49,24,181,1,2020-05-25T11:00:00Z,2024-01-01T00:00:00Z,35064,31268,0.8917408167921514,4,3490,1308,8784,5286,0.601775956284153,221,220,8760,8686,0.9915525114155251,365,364,8760,8668,0.9894977168949771,365,365,8760,8628,0.9849315068493151,364,359
24206001_10_47,24,206,1,2021-01-01T01:00:00Z,2023-01-01T00:00:00Z,35064,17465,0.49808920830481407,2,8784,729,8784,0,0.0,0,0,8760,8737,0.9973744292237443,365,365,8760,8728,0.9963470319634703,365,364,8760,0,0.0,0,0
24206002_10_47,24,206,2,2021-01-01T01:00:00Z,2023-01-01T00:00:00Z,35064,17237,0.4915868126853753,2,8784,718,8784,0,0.0,0,0,8760,8595,0.9811643835616438,360,358,8760,8642,0.9865296803652968,363,360,8760,0,0.0,0,0
25209001_10_47,25,209,1,2023-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,8398,0.2395049053159936,1,26304,350,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,0,0.0,0,0,8760,8398,0.958675799086758,354,350
26011001_10_49,26,11,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33408,0.9527720739219713,4,97,1391,8784,8214,0.9351092896174863,355,341,8760,8379,0.9565068493150685,357,349,8760,8300,0.9474885844748858,356,344,8760,8515,0.9720319634703196,362,357
26019001_10_49,26,19,1,2020-01-01T02:00:00Z,2023-12-31T22:00:00Z,35064,33636,0.95927446954141,4,96,1400,8784,8253,0.9395491803278688,355,342,8760,8522,0.9728310502283105,360,355,8760,8507,0.9711187214611872,362,354,8760,8354,0.9536529680365297,361,349
26066001_10_49,26,66,1,2020-01-01T02:00:00Z,2023-12-31T22:00:00Z,35064,34321,0.9788101756787588,4,73,1439,8784,8634,0.9829234972677595,366,363,8760,8457,0.9654109589041096,359,353,8760,8630,0.9851598173515982,365,362,8760,8600,0.9817351598173516,365,361
26089001_10_49,26,89,1,2020-01-01T02:00:00Z,2024-01-01T00:00:00Z,35064,34294,0.978040155144878,4,96,1424,8784,8623,0.9816712204007286,362,357,8760,8558,0.9769406392694064,362,355,8760,8493,0.9695205479452055,361,353,8760,8620,0.9840182648401826,364,359
26117001_10_49,26,117,1,2020-01-01T02:00:00Z,2023-12-31T22:00:00Z,35064,33801,0.9639801505817933,4,75,1412,8784,8495,0.9670992714025501,363,355,8760,8403,0.9592465753424657,361,353,8760,8357,0.9539954337899543,359,346,8760,8546,0.9755707762557078,362,358
27013002_10_47,27,13,2,2020-01-01T01:00:00Z,2023-10-22T20:00:00Z,35064,32560,0.9285877253023044,4,1684,1359,8784,8752,0.9963570127504554,366,366,8760,8678,0.9906392694063927,364,362,8760,8668,0.9894977168949771,365,362,8760,6462,0.7376712328767123,273,269
27025015_10_47,27,25,15,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34756,0.9912160620579512,4,100,1453,8784,8746,0.9956739526411658,366,366,8760,8708,0.9940639269406393,365,363,8760,8673,0.9900684931506849,365,363,8760,8629,0.9850456621004566,362,361
27028005_10_49,27,28,5,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,33977,0.9689995436915355,4,131,1412,8784,8421,0.9586748633879781,361,349,8760,8582,0.9796803652968037,364,359,8760,8622,0.9842465753424657,365,362,8760,8352,0.9534246575342465,359,342
27033001_10_47,27,33,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34054,0.9711955281770477,4,147,1411,8784,8423,0.9589025500910747,361,345,8760,8279,0.9450913242009132,355,342,8760,8678,0.9906392694063927,365,363,8760,8674,0.9901826484018265,365,361
27038003_10_47,27,38,3,2020-01-10T10:00:00Z,2021-02-10T07:00:00Z,35064,9274,0.26448779374857406,2,25313,382,8784,8310,0.9460382513661202,351,342,8760,964,0.11004566210045662,41,40,8760,0,0.0,0,0,8760,0,0.0,0,0
27038004_10_47,27,38,4,2020-01-01T01:00:00Z,2021-04-14T08:00:00Z,35064,10752,0.3066392881587953,2,23800,445,8784,8505,0.9682377049180327,361,353,8760,2247,0.2565068493150685,98,92,8760,0,0.0,0,0,8760,0,0.0,0,0
27038004_10_A,27,38,4,2022-03-31T01:00:00Z,2024-01-01T00:00:00Z,35064,15050,0.4292151494410221,2,19680,622,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,6486,0.7404109589041096,274,267,8760,8564,0.9776255707762557,363,355
27057001_10_47,27,57,1,2021-02-12T17:00:00Z,2024-01-01T00:00:00Z,35064,21711,0.6191820670773442,3,9808,891,8784,0,0.0,0,0,8760,7303,0.833675799086758,311,301,8760,7062,0.8061643835616439,306,288,8760,7346,0.8385844748858448,314,302
27065004_10_47,27,65,4,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34606,0.9869381702030573,4,77,1439,8784,8729,0.9937386156648452,366,363,8760,8586,0.9801369863013699,363,357,8760,8677,0.9905251141552511,365,361,8760,8614,0.9833333333333333,364,358
27902002_10_A,27,902,2,2022-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,16989,0.48451403148528405,2,17544,704,8784,0,0.0,0,0,8760,0,0.0,0,0,8760,8454,0.9650684931506849,363,349,8760,8535,0.9743150684931506,361,355
28005002_10_49,28,5,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34532,0.984827743554643,4,54,1436,8784,8582,0.9770036429872495,365,354,8760,8613,0.9832191780821918,364,361,8760,8709,0.9941780821917808,365,364,8760,8628,0.9849315068493151,365,357
28006004_10_49,28,6,4,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34705,0.9897615788272872,4,31,1446,8784,8623,0.9816712204007286,365,358,8760,8654,0.9878995433789954,365,361,8760,8737,0.9973744292237443,365,365,8760,8691,0.9921232876712329,365,362
28013002_10_49,28,13,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34301,0.9782397900981064,4,41,1429,8784,8620,0.9813296903460837,366,362,8760,8603,0.9820776255707763,364,360,8760,8569,0.9781963470319635,365,356,8760,8509,0.9713470319634703,365,351
28014002_10_49,28,14,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34745,0.9909023499885923,4,14,1460,8784,8724,0.9931693989071039,366,366,8760,8673,0.9900684931506849,365,364,8760,8684,0.991324200913242,365,365,8760,8664,0.989041095890411,365,365
28016001_10_49,28,16,1,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34760,0.9913301391740816,4,36,1448,8784,8714,0.9920309653916212,366,362,8760,8599,0.98162100456621,364,359,8760,8745,0.9982876712328768,365,365,8760,8702,0.9933789954337899,365,362
28045002_10_49,28,45,2,2020-01-01T01:00:00Z,2024-01-01T00:00:00Z,35064,34891,0.9950661647273557,4,19,1455,8784,8732,0.99408014571949,366,366,8760,8734,0.9970319634703196,365,365,8760,8733,0.9969178082191781,365,364,8760,8692,0.9922374429223745,365,360
28049003_10_49,28,49,3,2020-01-02T15:00:00Z,2024-01-01T00:00:00Z,35064,34548,0.9852840520191649,4,48,1446,8784,8658,0.985655737704918,365,364,8760,8681,0.9909817351598174,365,364,8760,8563,0.9775114155251141,363,357,8760,8646,0.986986301369863,364,361
28058004_10_49,28,58,4,2020-01-02T10:00:00Z,2024-01-01T00:00:00Z,35064,34625,0.9874800365046772,4,33,1455,8784,8650,0.9847449908925319,365,363,8760,8659,0.9884703196347032,365,364,8760,8657,0.9882420091324201,365,364,8760,8659,0.9884703196347032,365,364
