project,condition,station,origin,target_horizon,target_time,nwp_source,product,raw_filename,sha256,init_time,cycle,availability_time,availability_status,forecast_lead,valid_time,station_lat,station_lon,grid_lat,grid_lon,spatial_mapping,temporal_alignment_status,leakage_status
P3,lags_meteo_operational,28079024_10_47,2020-12-31T00:00:00Z,1,2021-01-01T00:00:00Z,NCEI,GFS Grid 004 / 0.5 degree,,,2020-12-30T18:00:00Z,18Z,,UNKNOWN,30,2021-01-01T00:00:00Z,40.419358,-3.747345,,,NOT_ASSESSABLE_FOR_GRID004,FAIL,NOT_ASSESSABLE
P3,lags_meteo_operational,28079024_10_47,2020-12-31T00:00:00Z,2,2021-01-02T00:00:00Z,NCEI,GFS Grid 004 / 0.5 degree,,,2020-12-30T18:00:00Z,18Z,,UNKNOWN,54,2021-01-02T00:00:00Z,40.419358,-3.747345,,,NOT_ASSESSABLE_FOR_GRID004,FAIL,NOT_ASSESSABLE
P3,lags_meteo_operational,28079024_10_47,2020-12-31T00:00:00Z,3,2021-01-03T00:00:00Z,NCEI,GFS Grid 004 / 0.5 degree,,,2020-12-30T18:00:00Z,18Z,,UNKNOWN,78,2021-01-03T00:00:00Z,40.419358,-3.747345,,,NOT_ASSESSABLE_FOR_GRID004,FAIL,NOT_ASSESSABLE
P3,lags_meteo_operational,28079024_10_47,2020-12-31T00:00:00Z,4,2021-01-04T00:00:00Z,NCEI,GFS Grid 004 / 0.5 degree,,,2020-12-30T18:00:00Z,18Z,,UNKNOWN,102,2021-01-04T00:00:00Z,40.419358,-3.747345,,,NOT_ASSESSABLE_FOR_GRID004,FAIL,NOT_ASSESSABLE
P3,lags_meteo_operational,28079024_10_47,2020-12-31T00:00:00Z,5,2021-01-05T00:00:00Z,NCEI,GFS Grid 004 / 0.5 degree,,,2020-12-30T18:00:00Z,18Z,,UNKNOWN,126,2021-01-05T00:00:00Z,40.419358,-3.747345,,,NOT_ASSESSABLE_FOR_GRID004,FAIL,NOT_ASSESSABLE
P3,lags_meteo_operational,28079024_10_47,2020-12-31T00:00:00Z,6,2021-01-06T00:00:00Z,NCEI,GFS Grid 004 / 0.5 degree,,,2020-12-30T18:00:00Z,18Z,,UNKNOWN,150,2021-01-06T00:00:00Z,40.419358,-3.747345,,,NOT_ASSESSABLE_FOR_GRID004,FAIL,NOT_ASSESSABLE
P3,lags_meteo_operational,28079024_10_47,2020-12-31T00:00:00Z,7,2021-01-07T00:00:00Z,NCEI,GFS Grid 004 / 0.5 degree,,,2020-12-30T18:00:00Z,18Z,,UNKNOWN,174,2021-01-07T00:00:00Z,40.419358,-3.747345,,,NOT_ASSESSABLE_FOR_GRID004,FAIL,NOT_ASSESSABLE
