station_id,station_code,station_latitude,station_longitude,p3_origin_utc,target_time_utc,horizon_days,required_gfs_cycle_utc,required_lead_hours,required_valid_time_utc,archive_url,archive_http_status,assigned_origin_safe,reason
28079008_10_47,28079008,40.421553,-3.682316,2021-03-30T00:00:00Z,2021-03-31T00:00:00Z,1,2021-03-29T18:00:00Z,30,2021-03-31T00:00:00Z,https://www.ncei.noaa.gov/thredds/fileServer/model-gfs-004-files/202103/20210329/gfs_3_20210329_1800_030.grb2,404,NO,Required lead absent from audited archive
28079008_10_47,28079008,40.421553,-3.682316,2021-03-30T00:00:00Z,2021-04-01T00:00:00Z,2,2021-03-29T18:00:00Z,54,2021-04-01T00:00:00Z,https://www.ncei.noaa.gov/thredds/fileServer/model-gfs-004-files/202103/20210329/gfs_3_20210329_1800_054.grb2,404,NO,Required lead absent from audited archive
28079008_10_47,28079008,40.421553,-3.682316,2021-03-30T00:00:00Z,2021-04-02T00:00:00Z,3,2021-03-29T18:00:00Z,78,2021-04-02T00:00:00Z,https://www.ncei.noaa.gov/thredds/fileServer/model-gfs-004-files/202103/20210329/gfs_3_20210329_1800_078.grb2,404,NO,Required lead absent from audited archive
28079008_10_47,28079008,40.421553,-3.682316,2021-03-30T00:00:00Z,2021-04-03T00:00:00Z,4,2021-03-29T18:00:00Z,102,2021-04-03T00:00:00Z,https://www.ncei.noaa.gov/thredds/fileServer/model-gfs-004-files/202103/20210329/gfs_3_20210329_1800_102.grb2,404,NO,Required lead absent from audited archive
28079008_10_47,28079008,40.421553,-3.682316,2021-03-30T00:00:00Z,2021-04-04T00:00:00Z,5,2021-03-29T18:00:00Z,126,2021-04-04T00:00:00Z,https://www.ncei.noaa.gov/thredds/fileServer/model-gfs-004-files/202103/20210329/gfs_3_20210329_1800_126.grb2,404,NO,Required lead absent from audited archive
28079008_10_47,28079008,40.421553,-3.682316,2021-03-30T00:00:00Z,2021-04-05T00:00:00Z,6,2021-03-29T18:00:00Z,150,2021-04-05T00:00:00Z,https://www.ncei.noaa.gov/thredds/fileServer/model-gfs-004-files/202103/20210329/gfs_3_20210329_1800_150.grb2,404,NO,Required lead absent from audited archive
28079008_10_47,28079008,40.421553,-3.682316,2021-03-30T00:00:00Z,2021-04-06T00:00:00Z,7,2021-03-29T18:00:00Z,174,2021-04-06T00:00:00Z,https://www.ncei.noaa.gov/thredds/fileServer/model-gfs-004-files/202103/20210329/gfs_3_20210329_1800_174.grb2,404,NO,Required lead absent from audited archive
