site,source_station,origin,target_date,forecast_timestamp,horizon,y_true,yhat_lags,yhat_meteo,error_lags,error_meteo,sq_error_lags,sq_error_meteo,loss_differential
Birr (Co. Offaly),Birr co offlay,2023-03-17,2023-03-18 00:00:00,2023-03-18 00:00:00,24,16.71,16.4676265717,12.7175960541,0.242373428345,3.99240394592,0.0587448787676,15.9392892674,-15.8805443887
Birr (Co. Offaly),Birr co offlay,2023-03-18,2023-03-19 00:00:00,2023-03-19 00:00:00,24,17.47,16.5811195374,13.6631593704,0.888880462646,3.80684062958,0.790108476875,14.492035579,-13.7019271021
Birr (Co. Offaly),Birr co offlay,2023-03-19,2023-03-20 00:00:00,2023-03-20 00:00:00,24,4.57,15.5401115417,18.3191165924,-10.9701115417,-13.7491165924,120.343347238,189.038207072,-68.6948598332
Birr (Co. Offaly),Birr co offlay,2023-03-20,2023-03-21 00:00:00,2023-03-21 00:00:00,24,3.25,18.4648628235,15.6962308884,-15.2148628235,-12.4462308884,231.492050738,154.908663327,76.583387411
Birr (Co. Offaly),Birr co offlay,2023-03-21,2023-03-22 00:00:00,2023-03-22 00:00:00,24,4.75,23.5676403046,15.0149850845,-18.8176403046,-10.2649850845,354.103586632,105.369918786,248.733667846
Birr (Co. Offaly),Birr co offlay,2023-03-22,2023-03-23 00:00:00,2023-03-23 00:00:00,24,7.99,11.0120372772,11.1857671738,-3.02203727722,-3.19576717377,9.13270930492,10.2129278289,-1.08021852401
Birr (Co. Offaly),Birr co offlay,2023-03-23,2023-03-24 00:00:00,2023-03-24 00:00:00,24,7.88,10.0666656494,8.84985733032,-2.18666564941,-0.969857330322,4.78150666233,0.94062324118,3.84088342115
Birr (Co. Offaly),Birr co offlay,2023-03-24,2023-03-25 00:00:00,2023-03-25 00:00:00,24,10.39,14.8229265213,11.7658548355,-4.4329265213,-1.37585483551,19.6508375433,1.8929765284,17.7578610149
Birr (Co. Offaly),Birr co offlay,2023-03-25,2023-03-26 00:00:00,2023-03-26 00:00:00,24,17.09,13.2931518555,10.7766056061,3.79684814453,6.31339439392,14.4160558326,39.8589487732,-25.4428929406
Birr (Co. Offaly),Birr co offlay,2023-03-26,2023-03-27 00:00:00,2023-03-27 00:00:00,24,16.57,10.8138856888,13.1433477402,5.75611431122,3.42665225983,33.1328519638,11.7419457098,21.390906254
Birr (Co. Offaly),Birr co offlay,2023-03-27,2023-03-28 00:00:00,2023-03-28 00:00:00,24,6.85,16.7686042786,21.2978363037,-9.91860427856,-14.4478363037,98.3787108348,208.739973859,-110.361263024
Birr (Co. Offaly),Birr co offlay,2023-03-28,2023-03-29 00:00:00,2023-03-29 00:00:00,24,17.1,16.449848175,15.3556194305,0.650151824951,1.74438056946,0.422697395487,3.0428635711,-2.62016617562
Birr (Co. Offaly),Birr co offlay,2023-03-29,2023-03-30 00:00:00,2023-03-30 00:00:00,24,11.9,16.6507320404,14.2555732727,-4.75073204041,-2.35557327271,22.5694549197,5.54872544308,17.0207294767
Birr (Co. Offaly),Birr co offlay,2023-03-30,2023-03-31 00:00:00,2023-03-31 00:00:00,24,8.44,14.8072128296,12.4222974777,-6.36721282959,-3.98229747772,40.5413992173,15.8586932011,24.6827060162
Birr (Co. Offaly),Birr co offlay,2023-03-31,2023-04-01 00:00:00,2023-04-01 00:00:00,24,8.83,17.3201179504,16.1255493164,-8.49011795044,-7.29554931641,72.0821028124,53.2250398281,18.8570629843
Birr (Co. Offaly),Birr co offlay,2023-04-01,2023-04-02 00:00:00,2023-04-02 00:00:00,24,17.25,12.8057670593,10.4885826111,4.44423294067,6.76141738892,19.751206431,45.7167651071,-25.9655586762
Birr (Co. Offaly),Birr co offlay,2023-04-02,2023-04-03 00:00:00,2023-04-03 00:00:00,24,8.17,9.62933540344,11.5844459534,-1.45933540344,-3.41444595337,2.12965981974,11.6584411685,-9.52878134874
Birr (Co. Offaly),Birr co offlay,2023-04-03,2023-04-04 00:00:00,2023-04-04 00:00:00,24,17.96,14.6613883972,18.0633430481,3.29861160278,-0.103343048096,10.880838506,0.0106797855897,10.8701587204
Birr (Co. Offaly),Birr co offlay,2023-04-04,2023-04-05 00:00:00,2023-04-05 00:00:00,24,3.52,13.7757158279,14.7454299927,-10.2557158279,-11.2254299927,105.179707143,126.01027852,-20.830571377
Birr (Co. Offaly),Birr co offlay,2023-04-05,2023-04-06 00:00:00,2023-04-06 00:00:00,24,16.11,16.7722301483,12.871421814,-0.662230148315,3.23857818604,0.438548769338,10.4883886671,-10.0498398977
Birr (Co. Offaly),Birr co offlay,2023-04-06,2023-04-07 00:00:00,2023-04-07 00:00:00,24,23.24,13.0364313126,11.4775466919,10.2035686874,11.7624533081,104.112813959,138.355307825,-34.2424938661
Birr (Co. Offaly),Birr co offlay,2023-04-07,2023-04-08 00:00:00,2023-04-08 00:00:00,24,13.78,14.0529508591,13.7709522247,-0.27295085907,0.00904777526856,0.074502171467,8.18622373103e-05,0.0744203092296
Birr (Co. Offaly),Birr co offlay,2023-04-08,2023-04-09 00:00:00,2023-04-09 00:00:00,24,11.99,16.9423313141,17.0411071777,-4.95233131409,-5.05110717773,24.5255854445,25.513683721,-0.988098276474
Birr (Co. Offaly),Birr co offlay,2023-04-09,2023-04-10 00:00:00,2023-04-10 00:00:00,24,6.12,13.9109039307,13.9013566971,-7.79090393066,-7.78135669708,60.6981840568,60.5495120472,0.148672009606
Birr (Co. Offaly),Birr co offlay,2023-04-10,2023-04-11 00:00:00,2023-04-11 00:00:00,24,34.05,15.5011987686,12.9936990738,18.5488012314,21.0563009262,344.058027121,443.367808695,-99.3097815736
Birr (Co. Offaly),Birr co offlay,2023-04-11,2023-04-12 00:00:00,2023-04-12 00:00:00,24,9.25,10.4696807861,9.05764865875,-1.21968078613,0.192351341248,1.48762122006,0.0369990384797,1.45062218158
Birr (Co. Offaly),Birr co offlay,2023-04-12,2023-04-13 00:00:00,2023-04-13 00:00:00,24,11.88,13.9779882431,10.8590049744,-2.0979882431,1.02099502563,4.4015546682,1.04243084237,3.35912382583
Birr (Co. Offaly),Birr co offlay,2023-04-13,2023-04-14 00:00:00,2023-04-14 00:00:00,24,39.55,13.8844509125,12.1478204727,25.6655490875,27.4021795273,658.720409964,750.879442845,-92.1590328813
Birr (Co. Offaly),Birr co offlay,2023-04-14,2023-04-15 00:00:00,2023-04-15 00:00:00,24,17.62,12.6437110901,22.3673820496,4.97628890991,-4.74738204956,24.7634513149,22.5376363245,2.22581499042
Birr (Co. Offaly),Birr co offlay,2023-04-15,2023-04-16 00:00:00,2023-04-16 00:00:00,24,4.89,13.0625200272,16.0547924042,-8.17252002716,-11.1647924042,66.7900835943,124.652589428,-57.862505834
Birr (Co. Offaly),Birr co offlay,2023-04-16,2023-04-17 00:00:00,2023-04-17 00:00:00,24,6.62,13.3131151199,11.8014354706,-6.69311511993,-5.18143547058,44.7977900087,26.8472735358,17.9505164729
Birr (Co. Offaly),Birr co offlay,2023-04-17,2023-04-18 00:00:00,2023-04-18 00:00:00,24,17.48,14.8983688354,12.3792409897,2.58163116455,5.10075901031,6.66481946978,26.0177424813,-19.3529230115
Birr (Co. Offaly),Birr co offlay,2023-04-18,2023-04-19 00:00:00,2023-04-19 00:00:00,24,26.98,12.1933307648,17.1737689972,14.7866692352,9.80623100281,218.645587072,96.1621664804,122.483420592
Birr (Co. Offaly),Birr co offlay,2023-04-19,2023-04-20 00:00:00,2023-04-20 00:00:00,24,26.52,19.3254814148,21.9294967651,7.19451858521,4.59050323486,51.7610976729,21.0727199493,30.6883777236
Birr (Co. Offaly),Birr co offlay,2023-04-20,2023-04-21 00:00:00,2023-04-21 00:00:00,24,20.6,24.2735652924,24.2583026886,-3.67356529236,-3.6583026886,13.4950819572,13.3831785614,0.111903395812
Birr (Co. Offaly),Birr co offlay,2023-04-21,2023-04-22 00:00:00,2023-04-22 00:00:00,24,36.98,26.6308517456,23.5206775665,10.3491482544,13.4593224335,107.104869591,181.153360368,-74.0484907767
Birr (Co. Offaly),Birr co offlay,2023-04-22,2023-04-23 00:00:00,2023-04-23 00:00:00,24,11.8,21.22265625,21.2302799225,-9.42265625,-9.43027992249,88.7864508057,88.9301794164,-0.143728610766
Birr (Co. Offaly),Birr co offlay,2023-04-23,2023-04-24 00:00:00,2023-04-24 00:00:00,24,9.75,17.368429184,10.0197143555,-7.61842918396,-0.269714355469,58.040463231,0.0727458335459,57.9677173975
Birr (Co. Offaly),Birr co offlay,2023-04-24,2023-04-25 00:00:00,2023-04-25 00:00:00,24,42.17,17.7456207275,14.1557188034,24.4243792725,28.0142811966,596.550302845,784.799950962,-188.249648117
Birr (Co. Offaly),Birr co offlay,2023-04-25,2023-04-26 00:00:00,2023-04-26 00:00:00,24,22.15,12.9426431656,19.2438297272,9.20735683441,2.90617027283,84.7754198762,8.44582565466,76.3295942215
Birr (Co. Offaly),Birr co offlay,2023-04-26,2023-04-27 00:00:00,2023-04-27 00:00:00,24,20.23,17.8254184723,16.0355548859,2.40458152771,4.19444511414,5.7820123234,17.5933698155,-11.8113574921
Birr (Co. Offaly),Birr co offlay,2023-04-27,2023-04-28 00:00:00,2023-04-28 00:00:00,24,9.11,17.3056964874,16.4651622772,-8.19569648743,-7.35516227722,67.169440914,54.0984121243,13.0710287898
Birr (Co. Offaly),Birr co offlay,2023-04-28,2023-04-29 00:00:00,2023-04-29 00:00:00,24,26.4,19.4143218994,12.5053606033,6.98567810059,13.8946393967,48.799698525,193.061003963,-144.261305438
Birr (Co. Offaly),Birr co offlay,2023-04-29,2023-04-30 00:00:00,2023-04-30 00:00:00,24,2.76,13.0321769714,16.2185058594,-10.2721769714,-13.4585058594,105.517619732,181.131379967,-75.6137602343
Birr (Co. Offaly),Birr co offlay,2023-04-30,2023-05-01 00:00:00,2023-05-01 00:00:00,24,6.74,11.1174173355,9.13858604431,-4.37741733551,-2.39858604431,19.1617825292,5.75321501197,13.4085675173
Birr (Co. Offaly),Birr co offlay,2023-05-01,2023-05-02 00:00:00,2023-05-02 00:00:00,24,16.57,12.8617372513,10.5969810486,3.70826274872,5.97301895142,13.7512126135,35.676955394,-21.9257427804
Birr (Co. Offaly),Birr co offlay,2023-05-02,2023-05-03 00:00:00,2023-05-03 00:00:00,24,8.59,7.44330024719,11.2039756775,1.14669975281,-2.61397567749,1.31492032309,6.83286884251,-5.51794851942
Birr (Co. Offaly),Birr co offlay,2023-05-03,2023-05-04 00:00:00,2023-05-04 00:00:00,24,11.13,13.6411018372,14.6152772903,-2.51110183716,-3.48527729034,6.30563243658,12.1471577906,-5.84152535401
Birr (Co. Offaly),Birr co offlay,2023-05-04,2023-05-05 00:00:00,2023-05-05 00:00:00,24,10.58,11.617606163,12.8935976028,-1.03760616302,-2.31359760284,1.07662654955,5.35273386789,-4.27610731834
Birr (Co. Offaly),Birr co offlay,2023-05-05,2023-05-06 00:00:00,2023-05-06 00:00:00,24,12.14,15.2441911697,12.5656652451,-3.10419116974,-0.425665245056,9.63600281828,0.181190900849,9.45481191744
Birr (Co. Offaly),Birr co offlay,2023-05-06,2023-05-07 00:00:00,2023-05-07 00:00:00,24,9.04,15.1930713654,11.6284275055,-6.15307136536,-2.58842750549,37.8602872272,6.69995695119,31.160330276
Birr (Co. Offaly),Birr co offlay,2023-05-07,2023-05-08 00:00:00,2023-05-08 00:00:00,24,1.55,11.2564983368,9.93229579926,-9.70649833679,-8.38229579926,94.2161099621,70.2628828662,23.9532270959
Birr (Co. Offaly),Birr co offlay,2023-05-08,2023-05-09 00:00:00,2023-05-09 00:00:00,24,27.44,11.0997858047,9.93415546417,16.3402141953,17.5058445358,267.002599947,306.454592913,-39.4519929659
Birr (Co. Offaly),Birr co offlay,2023-05-09,2023-05-10 00:00:00,2023-05-10 00:00:00,24,6.2,8.68665409088,7.65271902084,-2.48665409088,-1.45271902084,6.1834485677,2.11039255352,4.07305601418
Birr (Co. Offaly),Birr co offlay,2023-05-10,2023-05-11 00:00:00,2023-05-11 00:00:00,24,3.34,14.6117324829,11.375705719,-11.2717324829,-8.03570571899,127.051953166,64.5725664023,62.479386764
Birr (Co. Offaly),Birr co offlay,2023-05-11,2023-05-12 00:00:00,2023-05-12 00:00:00,24,7.16,12.232208252,11.7052927017,-5.07220825195,-4.54529270172,25.7272965512,20.6596857443,5.06761080686
Birr (Co. Offaly),Birr co offlay,2023-05-12,2023-05-13 00:00:00,2023-05-13 00:00:00,24,18.29,9.99394035339,9.97385501862,8.29605964661,8.31614498138,68.8246056601,69.1582673514,-0.333661691351
Birr (Co. Offaly),Birr co offlay,2023-05-13,2023-05-14 00:00:00,2023-05-14 00:00:00,24,8.27,11.4476947784,12.6306591034,-3.17769477844,-4.36065910339,10.0977441049,19.015347816,-8.91760371107
Birr (Co. Offaly),Birr co offlay,2023-05-14,2023-05-15 00:00:00,2023-05-15 00:00:00,24,11.4,11.5903434753,10.1471261978,-0.190343475342,1.25287380219,0.0362306386052,1.5696927642,-1.5334621256
Birr (Co. Offaly),Birr co offlay,2023-05-15,2023-05-16 00:00:00,2023-05-16 00:00:00,24,11.34,10.7611055374,12.7280416489,0.578894462585,-1.38804164886,0.335118798812,1.92665961898,-1.59154082017
Birr (Co. Offaly),Birr co offlay,2023-05-16,2023-05-17 00:00:00,2023-05-17 00:00:00,24,14.59,10.4427242279,13.4104566574,4.14727577209,1.17954334259,17.1998963298,1.39132249705,15.8085738328
Birr (Co. Offaly),Birr co offlay,2023-05-17,2023-05-18 00:00:00,2023-05-18 00:00:00,24,14.32,13.3649988174,13.5035734177,0.955001182556,0.816426582336,0.912027258684,0.666552364346,0.245474894338
Birr (Co. Offaly),Birr co offlay,2023-05-18,2023-05-19 00:00:00,2023-05-19 00:00:00,24,21.77,12.9418296814,13.2044487,8.8281703186,8.56555130005,77.9365911743,73.3686690738,4.5679221005
Birr (Co. Offaly),Birr co offlay,2023-05-19,2023-05-20 00:00:00,2023-05-20 00:00:00,24,17.45,13.5542488098,13.8165578842,3.89575119019,3.63344211578,15.1768773358,13.2019016088,1.97497572708
Birr (Co. Offaly),Birr co offlay,2023-05-20,2023-05-21 00:00:00,2023-05-21 00:00:00,24,7.53,12.2692174911,11.1382360458,-4.73921749115,-3.60823604584,22.4601824284,13.0193673625,9.44081506594
Birr (Co. Offaly),Birr co offlay,2023-05-21,2023-05-22 00:00:00,2023-05-22 00:00:00,24,11.03,14.5808000565,12.7228851318,-3.55080005646,-1.69288513184,12.6081810409,2.86586006959,9.74232097135
Birr (Co. Offaly),Birr co offlay,2023-05-22,2023-05-23 00:00:00,2023-05-23 00:00:00,24,14.08,10.6742525101,11.064447403,3.40574748993,3.01555259705,11.5991159652,9.09355746555,2.50555849961
Birr (Co. Offaly),Birr co offlay,2023-05-23,2023-05-24 00:00:00,2023-05-24 00:00:00,24,8.76,10.9595422745,14.4612264633,-2.19954227448,-5.70122646332,4.8379862172,32.503983186,-27.6659969688
Birr (Co. Offaly),Birr co offlay,2023-05-24,2023-05-25 00:00:00,2023-05-25 00:00:00,24,3.51,13.5284614563,13.7820034027,-10.0184614563,-10.2720034027,100.369569951,105.514053905,-5.14448395394
Birr (Co. Offaly),Birr co offlay,2023-05-25,2023-05-26 00:00:00,2023-05-26 00:00:00,24,6.79,11.317814827,13.4190502167,-4.52781482697,-6.62905021667,20.5011071073,43.9443067752,-23.4431996679
Birr (Co. Offaly),Birr co offlay,2023-05-26,2023-05-27 00:00:00,2023-05-27 00:00:00,24,21.58,10.2971887589,12.6807565689,11.2828112411,8.89924343109,127.301829503,79.1965336458,48.1052958576
Birr (Co. Offaly),Birr co offlay,2023-05-27,2023-05-28 00:00:00,2023-05-28 00:00:00,24,7.04,9.18459606171,12.029214859,-2.14459606171,-4.98921485901,4.59929226789,24.8922649094,-20.2929726415
Birr (Co. Offaly),Birr co offlay,2023-05-28,2023-05-29 00:00:00,2023-05-29 00:00:00,24,12.35,10.3990001678,11.6585769653,1.95099983215,0.691423034668,3.80640034506,0.478065812869,3.32833453219
Birr (Co. Offaly),Birr co offlay,2023-05-29,2023-05-30 00:00:00,2023-05-30 00:00:00,24,12.31,11.9909954071,16.1724891663,0.319004592896,-3.86248916626,0.101763930288,14.9188225595,-14.8170586292
Birr (Co. Offaly),Birr co offlay,2023-05-30,2023-05-31 00:00:00,2023-05-31 00:00:00,24,16.64,13.3109951019,16.5210075378,3.32900489807,0.118992462158,11.0822736114,0.0141592060505,11.0681144053
Birr (Co. Offaly),Birr co offlay,2023-05-31,2023-06-01 00:00:00,2023-06-01 00:00:00,24,13.13,14.0728368759,14.7824640274,-0.942836875916,-1.6524640274,0.888941374586,2.73063736187,-1.84169598728
Birr (Co. Offaly),Birr co offlay,2023-06-01,2023-06-02 00:00:00,2023-06-02 00:00:00,24,10.26,13.1425380707,16.1837787628,-2.88253807068,-5.92377876282,8.30902572891,35.0911548308,-26.7821291019
Birr (Co. Offaly),Birr co offlay,2023-06-02,2023-06-03 00:00:00,2023-06-03 00:00:00,24,13.14,14.5344190598,16.338640213,-1.39441905975,-3.19864021301,1.9444045142,10.2312992123,-8.2868946981
Birr (Co. Offaly),Birr co offlay,2023-06-03,2023-06-04 00:00:00,2023-06-04 00:00:00,24,10.01,13.0621900558,15.9537773132,-3.05219005585,-5.94377731323,9.31586413701,35.3284887493,-26.0126246123
Birr (Co. Offaly),Birr co offlay,2023-06-04,2023-06-05 00:00:00,2023-06-05 00:00:00,24,12.72,11.4544878006,13.3196659088,1.2655121994,-0.599665908813,1.60152112683,0.359599202193,1.24192192464
Birr (Co. Offaly),Birr co offlay,2023-06-05,2023-06-06 00:00:00,2023-06-06 00:00:00,24,13.64,11.1403722763,13.4419975281,2.49962772369,0.198002471924,6.24813875706,0.0392049788879,6.20893377817
Birr (Co. Offaly),Birr co offlay,2023-06-06,2023-06-07 00:00:00,2023-06-07 00:00:00,24,13.81,10.9312057495,12.4047574997,2.87879425049,1.40524250031,8.28745633664,1.97470648466,6.31274985198
Birr (Co. Offaly),Birr co offlay,2023-06-07,2023-06-08 00:00:00,2023-06-08 00:00:00,24,19.17,14.6098232269,15.3258342743,4.56017677307,3.84416572571,20.7952122017,14.7776101267,6.01760207495
Birr (Co. Offaly),Birr co offlay,2023-06-08,2023-06-09 00:00:00,2023-06-09 00:00:00,24,22.02,14.6907205582,15.2771120071,7.32927944183,6.74288799286,53.7183371365,45.4665384842,8.25179865224
Birr (Co. Offaly),Birr co offlay,2023-06-09,2023-06-10 00:00:00,2023-06-10 00:00:00,24,24.25,15.0715579987,15.6331605911,9.17844200134,8.61683940887,84.243797572,74.2499213983,9.99387617368
Birr (Co. Offaly),Birr co offlay,2023-06-10,2023-06-11 00:00:00,2023-06-11 00:00:00,24,12.47,16.3360843658,15.7704210281,-3.86608436584,-3.30042102814,14.9466083238,10.892778963,4.05382936086
Birr (Co. Offaly),Birr co offlay,2023-06-11,2023-06-12 00:00:00,2023-06-12 00:00:00,24,2.83,17.4444465637,13.5817565918,-14.6144465637,-10.7517565918,213.582048364,115.600269809,97.9817785546
Birr (Co. Offaly),Birr co offlay,2023-06-12,2023-06-13 00:00:00,2023-06-13 00:00:00,24,12.94,14.5491371155,12.5413827896,-1.60913711548,0.398617210388,2.58932225641,0.158895680418,2.43042657599
Birr (Co. Offaly),Birr co offlay,2023-06-13,2023-06-14 00:00:00,2023-06-14 00:00:00,24,29.18,8.43619155884,7.8537106514,20.7438084412,21.3262893486,430.305588644,454.81061738,-24.5050287367
Birr (Co. Offaly),Birr co offlay,2023-06-14,2023-06-15 00:00:00,2023-06-15 00:00:00,24,27.8,12.9563179016,11.8047847748,14.8436820984,15.9952152252,220.334898238,255.846910101,-35.5120118631
Birr (Co. Offaly),Birr co offlay,2023-06-15,2023-06-16 00:00:00,2023-06-16 00:00:00,24,20.22,22.8878860474,21.6262321472,-2.66788604736,-1.40623214722,7.11761596172,1.97748885187,5.14012710985
Birr (Co. Offaly),Birr co offlay,2023-06-16,2023-06-17 00:00:00,2023-06-17 00:00:00,24,5.03,19.9278392792,21.1073436737,-14.8978392792,-16.0773436737,221.945615188,258.480979602,-36.5353644143
Birr (Co. Offaly),Birr co offlay,2023-06-17,2023-06-18 00:00:00,2023-06-18 00:00:00,24,7.01,20.2919406891,15.7808227539,-13.2819406891,-8.77082275391,176.409948468,76.9273317804,99.482616688
Birr (Co. Offaly),Birr co offlay,2023-06-18,2023-06-19 00:00:00,2023-06-19 00:00:00,24,9.81,9.09869861603,8.5875453949,0.711301383972,1.2224546051,0.505949658841,1.49439526154,-0.988445602696
Birr (Co. Offaly),Birr co offlay,2023-06-19,2023-06-20 00:00:00,2023-06-20 00:00:00,24,13.68,9.37564563751,9.22808265686,4.30435436249,4.45191734314,18.5274664779,19.8195680301,-1.29210155228
Birr (Co. Offaly),Birr co offlay,2023-06-20,2023-06-21 00:00:00,2023-06-21 00:00:00,24,9.93,11.08411026,10.1084594727,-1.15411026001,-0.178459472656,1.33197049226,0.0318477833807,1.30012270888
Birr (Co. Offaly),Birr co offlay,2023-06-21,2023-06-22 00:00:00,2023-06-22 00:00:00,24,9.17,12.8719158173,10.8973169327,-3.70191581726,-1.72731693268,13.7041807181,2.98362378592,10.7205569322
Birr (Co. Offaly),Birr co offlay,2023-06-22,2023-06-23 00:00:00,2023-06-23 00:00:00,24,8.99,9.94806575775,10.8292417526,-0.958065757751,-1.83924175262,0.917889996176,3.3828102246,-2.46492022842
Birr (Co. Offaly),Birr co offlay,2023-06-23,2023-06-24 00:00:00,2023-06-24 00:00:00,24,4.87,9.70259666443,10.2979164124,-4.83259666443,-5.42791641235,23.353990521,29.4622765795,-6.10828605845
Birr (Co. Offaly),Birr co offlay,2023-06-24,2023-06-25 00:00:00,2023-06-25 00:00:00,24,8.57,9.76603221893,9.365858078,-1.19603221893,-0.795858078003,1.43049306873,0.633390080323,0.797102988404
Birr (Co. Offaly),Birr co offlay,2023-06-25,2023-06-26 00:00:00,2023-06-26 00:00:00,24,13.98,8.87076091766,7.85878896713,5.10923908234,6.12121103287,26.1043240005,37.4692245089,-11.3649005084
Birr (Co. Offaly),Birr co offlay,2023-06-26,2023-06-27 00:00:00,2023-06-27 00:00:00,24,10.1,9.73314571381,9.39851760864,0.366854286194,0.701482391357,0.134582067299,0.492077545385,-0.357495478086
Birr (Co. Offaly),Birr co offlay,2023-06-27,2023-06-28 00:00:00,2023-06-28 00:00:00,24,4.34,10.0683383942,10.9582529068,-5.72833839417,-6.6182529068,32.8138607581,43.8012715384,-10.9874107803
Birr (Co. Offaly),Birr co offlay,2023-06-28,2023-06-29 00:00:00,2023-06-29 00:00:00,24,9.56,11.700797081,10.362859726,-2.14079708099,-0.802859725952,4.58301214199,0.644583739556,3.93842840243
Birr (Co. Offaly),Birr co offlay,2023-06-29,2023-06-30 00:00:00,2023-06-30 00:00:00,24,14.1,6.05357885361,6.31906175613,8.04642114639,7.78093824387,64.7448932651,60.5429999549,4.20189331026
Birr (Co. Offaly),Birr co offlay,2023-06-30,2023-07-01 00:00:00,2023-07-01 00:00:00,24,8.2,9.61169815063,8.35165500641,-1.41169815063,-0.151655006409,1.99289166851,0.0229992409688,1.96989242754
Birr (Co. Offaly),Birr co offlay,2023-07-01,2023-07-02 00:00:00,2023-07-02 00:00:00,24,14.91,12.9293994904,10.6826810837,1.98060050964,4.22731891632,3.9227783788,17.8702252203,-13.9474468415
Birr (Co. Offaly),Birr co offlay,2023-07-02,2023-07-03 00:00:00,2023-07-03 00:00:00,24,10.19,12.5257062912,9.17746353149,-2.3357062912,1.01253646851,5.45552387875,1.02523010005,4.43029377869
Birr (Co. Offaly),Birr co offlay,2023-07-03,2023-07-04 00:00:00,2023-07-04 00:00:00,24,7.4,13.4587202072,12.4832324982,-6.05872020721,-5.08323249817,36.7080905493,25.8392526304,10.8688379189
Birr (Co. Offaly),Birr co offlay,2023-07-04,2023-07-05 00:00:00,2023-07-05 00:00:00,24,7.36,10.3382301331,10.2353124619,-2.97823013306,-2.87531246185,8.86985472545,8.26742175329,0.602432972159
Birr (Co. Offaly),Birr co offlay,2023-07-05,2023-07-06 00:00:00,2023-07-06 00:00:00,24,4.52,8.44711780548,8.72130775452,-3.92711780548,-4.20130775452,15.4222542581,17.6509868482,-2.22873259004
Birr (Co. Offaly),Birr co offlay,2023-07-06,2023-07-07 00:00:00,2023-07-07 00:00:00,24,3.58,7.45057868958,7.45714473724,-3.87057868958,-3.87714473724,14.9813793922,15.0322513135,-0.0508719213425
Birr (Co. Offaly),Birr co offlay,2023-07-07,2023-07-08 00:00:00,2023-07-08 00:00:00,24,9.08,9.28349494934,8.97173786163,-0.203494949341,0.108262138367,0.0414101944072,0.0117206906037,0.0296895038035
Birr (Co. Offaly),Birr co offlay,2023-07-08,2023-07-09 00:00:00,2023-07-09 00:00:00,24,15.27,8.13387775421,8.39714622498,7.13612224579,6.87285377502,50.9242407068,47.2361190129,3.68812169397
Birr (Co. Offaly),Birr co offlay,2023-07-09,2023-07-10 00:00:00,2023-07-10 00:00:00,24,10.73,8.57612037659,9.53332805634,2.15387962341,1.19667194366,4.63919743215,1.43202374075,3.2071736914
Birr (Co. Offaly),Birr co offlay,2023-07-10,2023-07-11 00:00:00,2023-07-11 00:00:00,24,10.39,12.1289958954,12.6196470261,-1.73899589539,-2.22964702606,3.02410672417,4.97132586083,-1.94721913666
Birr (Co. Offaly),Birr co offlay,2023-07-11,2023-07-12 00:00:00,2023-07-12 00:00:00,24,5.55,10.8748512268,10.05073452,-5.32485122681,-4.50073451996,28.3540405876,20.2566112191,8.09742936848
Birr (Co. Offaly),Birr co offlay,2023-07-12,2023-07-13 00:00:00,2023-07-13 00:00:00,24,14.24,8.90966510773,8.81787586212,5.33033489227,5.42212413788,28.4124700638,29.3994301666,-0.986960102781
Birr (Co. Offaly),Birr co offlay,2023-07-13,2023-07-14 00:00:00,2023-07-14 00:00:00,24,10.61,8.14694499969,8.19148349762,2.46305500031,2.41851650238,6.06663993453,5.84922207229,0.217417862242
Birr (Co. Offaly),Birr co offlay,2023-07-14,2023-07-15 00:00:00,2023-07-15 00:00:00,24,3.63,10.6992683411,9.98917388916,-7.06926834106,-6.35917388916,49.974554878,40.4390925526,9.5354623254
Birr (Co. Offaly),Birr co offlay,2023-07-15,2023-07-16 00:00:00,2023-07-16 00:00:00,24,6.82,8.17307376862,7.96161699295,-1.35307376862,-1.14161699295,1.83080862332,1.30328935859,0.527519264723
Birr (Co. Offaly),Birr co offlay,2023-07-16,2023-07-17 00:00:00,2023-07-17 00:00:00,24,7.95,7.71864461899,6.55026674271,0.231355381012,1.39973325729,0.0535253123232,1.95925319157,-1.90572787925
Birr (Co. Offaly),Birr co offlay,2023-07-17,2023-07-18 00:00:00,2023-07-18 00:00:00,24,5.52,9.54798126221,8.60885715485,-4.02798126221,-3.08885715485,16.2246330487,9.54103852304,6.68359452565
Birr (Co. Offaly),Birr co offlay,2023-07-18,2023-07-19 00:00:00,2023-07-19 00:00:00,24,5.7,8.60698413849,7.87066793442,-2.90698413849,-2.17066793442,8.45055678143,4.71179928151,3.73875749992
Birr (Co. Offaly),Birr co offlay,2023-07-19,2023-07-20 00:00:00,2023-07-20 00:00:00,24,6.27,10.0271930695,8.72280406952,-3.75719306946,-2.45280406952,14.1164997612,6.01624780345,8.10025195773
Birr (Co. Offaly),Birr co offlay,2023-07-20,2023-07-21 00:00:00,2023-07-21 00:00:00,24,4.86,8.59162330627,7.73317480087,-3.73162330627,-2.87317480087,13.9250124999,8.25513343637,5.66987906356
Birr (Co. Offaly),Birr co offlay,2023-07-21,2023-07-22 00:00:00,2023-07-22 00:00:00,24,5.58,10.2070569992,9.25125789642,-4.62705699921,-3.67125789642,21.4096564739,13.4781345421,7.93152193186
