model,horizon,rmse,rmse_persistence,skill_rmse,variance_retention,temporal_variability,amplitude_ratio,tp,fn,pod,csi
lightgbm,1,5.666783794496143,5.608638739473764,-0.0103670529915134,0.6892200031626162,0.6964978447088316,0.8235012346472366,966,283,0.7734187349879904,0.6575901974132062
lightgbm,6,9.146522853950149,9.865375962136923,0.0728662659127963,0.5508147171812907,0.456224632482845,0.711109894388804,727,515,0.5853462157809984,0.4498762376237624
lightgbm,24,12.801771431345088,12.376950233271735,-0.0343235764923208,0.5987895766280268,0.4947048982360363,0.7909440997514947,571,639,0.471900826446281,0.3277841561423651
lightgbm,48,15.228288664257883,14.109919487198454,-0.0792612018852478,0.8658665439116389,0.3856123596515158,1.159798170732544,372,781,0.3226366001734605,0.2144092219020172
sarima,1,5.432767152981889,5.608638739473764,0.0313572677188291,0.798027556576487,0.7640090444998043,0.8993811239839773,981,268,0.7854283426741393,0.6449704142011834
sarima,6,9.049861365558463,9.865375962136923,0.0826643201139404,0.3565778105675369,0.5031906681151076,0.5976254692308582,663,579,0.533816425120773,0.4247277386290839
sarima,24,11.819380938831,12.376950233271735,0.045049005120977,0.028603601657656,0.1530384027276275,0.1733785488802539,120,1090,0.0991735537190082,0.0954653937947494
sarima,48,12.240889502652264,14.109919487198454,0.1324621296558006,0.0036512079632538,0.0222800754420222,0.0625669865573974,0,1153,0.0,0.0
