model,horizon,fold,N,rmse_skill,variance_retention,temporal_variability,tp,fn,POD,CSI,positive_skill,concordant_degradation
sarima,48,0,809,0.2129374282290083,0.0004964653567175,0.0193811051848932,0,347,0.0,0.0,True,True
sarima,48,1,806,0.2107508396558753,0.0006915225268419,0.0198453424542359,0,407,0.0,0.0,True,True
sarima,48,2,771,-0.0510308256094642,0.0007020577845999,0.0235017050873703,0,173,0.0,0.0,False,False
sarima,48,3,742,-0.3058990343267658,0.0007001734511148,0.0230533844064183,0,43,0.0,0.0,False,False
sarima,48,4,824,0.1124341650490224,0.0011592431425936,0.0300016376343147,0,183,0.0,0.0,True,True
