dataset,model,horizon,n,skill,mae_skill,alpha,alpha_ci_low,alpha_ci_high,skill_vp,collapse_flag,inflation_flag,near_ideal_flag,low_sample_flag
e1_rr_zarra_emep,hgb_direct,1,1463,0.0576745356631105,0.0396183216905552,0.3867637663588691,0.2960169217324584,0.5065192595450757,0.022306420636063536,True,False,False,False
e1_rr_zarra_emep,hgb_direct,2,1459,0.1944010198200222,0.1649672245044421,0.1955083502333943,0.14737341144650487,0.26348895026869024,0.03800702266870193,True,False,False,False
e1_rr_zarra_emep,hgb_direct,3,1456,0.2313148450813498,0.1978577662858186,0.1340004470383874,0.10049146372738314,0.17960930669882405,0.030996292647516202,True,False,False,False
e1_rr_zarra_emep,hgb_direct,4,1456,0.2350524348857933,0.21504104860998,0.10795409831253414,0.08339932178269689,0.14783443473129093,0.025374873664261458,True,False,False,False
e1_rr_zarra_emep,hgb_direct,5,1454,0.2158380294562084,0.2195588212605539,0.09280186943267191,0.06888249945361945,0.1300361573240956,0.020030172628200244,True,False,False,False
e1_rr_zarra_emep,hgb_direct,6,1451,0.2122987011351359,0.2327743778918961,0.07937590826527263,0.05933907414945891,0.10806031134968766,0.016851402226139078,True,False,False,False
e1_rr_zarra_emep,hgb_direct,7,1449,0.2047846046271658,0.2314577884086556,0.07835256314589266,0.059477763511987504,0.11019703021437889,0.01604539866535667,True,False,False,False
e1_rr_zarra_emep,ridge_direct,1,1463,0.0852153086153748,0.040955131635905,0.4755109408749368,0.3604085978865746,0.6327164245264522,0.04052081157664498,True,False,False,False
e1_rr_zarra_emep,ridge_direct,2,1459,0.1800284101493156,0.1345517132038337,0.22892173043494524,0.1648063463714843,0.33598985764933387,0.04121241517883338,True,False,False,False
e1_rr_zarra_emep,ridge_direct,3,1456,0.2189869172535209,0.1727309087735601,0.14197882235331677,0.10232456496002282,0.202482936914306,0.031091504622438124,True,False,False,False
e1_rr_zarra_emep,ridge_direct,4,1456,0.2246462771083498,0.1951830965426945,0.10775962065316495,0.07920471319920933,0.15493628858959865,0.024207797602341548,True,False,False,False
e1_rr_zarra_emep,ridge_direct,5,1454,0.2077774999457512,0.206477386736708,0.08742973644416527,0.06406035218385266,0.1254531655869989,0.01816593205928459,True,False,False,False
