dataset,model,horizon,n,skill,mae_skill,alpha,alpha_ci_low,alpha_ci_high,skill_vp,collapse_flag,inflation_flag,near_ideal_flag,low_sample_flag
e1_rr_43004006_10_M,hgb_direct,1,1591,0.103728580496874,0.0781548145958026,0.376074242659997,0.328623371714954,0.4342159955402204,0.03900964735255843,True,False,False,False
e1_rr_43004006_10_M,hgb_direct,2,1576,0.18795894002857,0.1660326651917788,0.1861569334216844,0.16118884329634245,0.2170001423155395,0.03498985988490888,True,False,False,False
e1_rr_43004006_10_M,hgb_direct,3,1564,0.2046229908886579,0.184776945086996,0.15185570397214473,0.1316067389789749,0.17789878147279986,0.031073168330282903,True,False,False,False
e1_rr_43004006_10_M,hgb_direct,4,1555,0.215590860929647,0.2060218241824551,0.12512086862313423,0.1079415767231142,0.14701634574197492,0.026974915786726766,True,False,False,False
e1_rr_43004006_10_M,hgb_direct,5,1545,0.2186248261975821,0.2075334988237768,0.11214461794211039,0.09562711258248978,0.1314750927001017,0.024517597606588133,True,False,False,False
e1_rr_43004006_10_M,hgb_direct,6,1536,0.2081437289157878,0.1917420460298584,0.11067346351995953,0.09392193051812432,0.13135529088996703,0.023035987389069788,True,False,False,False
e1_rr_43004006_10_M,hgb_direct,7,1531,0.2130963128597638,0.1927298392195728,0.10455486530119201,0.08762890239132981,0.12388294980555421,0.022280256287233274,True,False,False,False
e1_rr_43004006_10_M,ridge_direct,1,1591,0.128625916508676,0.1063152507932326,0.34514399893741615,0.30113949773558024,0.3956912317530375,0.044394463190794646,True,False,False,False
e1_rr_43004006_10_M,ridge_direct,2,1576,0.204680525336187,0.1828678530104481,0.1267397598758236,0.10837767424694261,0.14890428845445502,0.025941160632365765,True,False,False,False
e1_rr_43004006_10_M,ridge_direct,3,1564,0.2213798303652635,0.2005489192302614,0.08788952564673293,0.07447476604467383,0.10251454113190255,0.019456968278557214,True,False,False,False
e1_rr_43004006_10_M,ridge_direct,4,1555,0.23655466684523,0.2240574500901945,0.06086370447088379,0.052075997781343,0.07148618173630461,0.014397593334076449,True,False,False,False
