dataset,model,horizon,n,skill,mae_skill,alpha,alpha_ci_low,alpha_ci_high,skill_vp,collapse_flag,inflation_flag,near_ideal_flag,low_sample_flag
e1_rr_08019028_10_M,hgb_direct,1,1437,0.0583157156074484,0.0413996606752581,0.4868172835872158,0.4051049327613906,0.5801982747507438,0.028389098262462636,True,False,False,False
e1_rr_08019028_10_M,hgb_direct,2,1426,0.1493379889837482,0.1140512059881404,0.27143827817015287,0.22205350889583192,0.329858058949095,0.040536046595141866,True,False,False,False
e1_rr_08019028_10_M,hgb_direct,3,1418,0.1872927696137173,0.1434055189833757,0.2109236472030908,0.171999465950076,0.2604085624802949,0.039504474061693474,True,False,False,False
e1_rr_08019028_10_M,hgb_direct,4,1410,0.2111964495825539,0.171366538441134,0.16521734137952931,0.1327315042173648,0.1990665124113425,0.034893315908825356,True,False,False,False
e1_rr_08019028_10_M,hgb_direct,5,1402,0.2213452387118556,0.1846742996164693,0.14551487257927337,0.11757864554664181,0.1762861274458452,0.032209024207184515,True,False,False,False
e1_rr_08019028_10_M,hgb_direct,6,1400,0.2102879401035242,0.1744056106676998,0.1394818002924061,0.1162385957732613,0.1681079395642427,0.029331340465421216,True,False,False,False
e1_rr_08019028_10_M,hgb_direct,7,1396,0.1934338929203042,0.151954123878943,0.13926109732758535,0.11347698828453262,0.16976119870943052,0.026937816188428203,True,False,False,False
e1_rr_08019028_10_M,ridge_direct,1,1437,0.0957226917093506,0.0748570865033184,0.47827942316777067,0.3919980323124551,0.5715128515531229,0.04578219377481455,True,False,False,False
e1_rr_08019028_10_M,ridge_direct,2,1426,0.173415931794217,0.1415427664717268,0.20508162907994387,0.16429278108671252,0.25630998913346903,0.03556442180077445,True,False,False,False
e1_rr_08019028_10_M,ridge_direct,3,1418,0.2158768626386846,0.1692332927520503,0.11711705619807129,0.09486370988808854,0.14338361216536916,0.025282862653518142,True,False,False,False
e1_rr_08019028_10_M,ridge_direct,4,1410,0.2384420224427619,0.196403169991194,0.07832122206360095,0.06409931833979582,0.0949114579697229,0.018675070589033674,True,False,False,False
e1_rr_08019028_10_M,ridge_direct,5,1402,0.2460380050527101,0.2053600828436949,0.06725921372625163,0.055210583513546414,0.0821649082328192,0.016548322766620806,True,False,False,False
e1_rr_08019028_10_M,ridge_direct,6,1400,0.2312505921946567,0.1906723201418169,0.06315006700986578,0.0520976873216059,0.07681521228913672,0.014603490393163715,True,False,False,False
e1_rr_08019028_10_M,ridge_direct,7,1396,0.2140867506929954,0.1719454092457114,0.058897001248958844,0.0479449537447063,0.07114410524023215,0.01260906762295089,True,False,False,False
e1_rr_08019028_10_M,sarima,1,167,0.0498714823828565,0.047712843071246,0.5285289595264814,0.3817061477829657,0.671648570016676,0.026358522693854393,False,False,False,False
