dataset,model,horizon,n,skill,mae_skill,alpha,alpha_ci_low,alpha_ci_high,skill_vp,collapse_flag,inflation_flag,near_ideal_flag,low_sample_flag
e1_rr_44216001_10_M,hgb_direct,1,1715,0.0890765265794398,0.0479106163991702,0.3297492152033837,0.24646980501805765,0.4360499371023661,0.029372914732613623,True,False,False,False
e1_rr_44216001_10_M,hgb_direct,2,1711,0.1942345432191011,0.1420852997468159,0.1506270846127895,0.11132660823936055,0.20623781557851611,0.029256982976190064,True,False,False,False
e1_rr_44216001_10_M,hgb_direct,3,1709,0.2210488631819168,0.1913037751955921,0.10697563141951294,0.07940525628387966,0.1443258593241215,0.023646841713451074,True,False,False,False
e1_rr_44216001_10_M,hgb_direct,4,1707,0.2323564595252979,0.2267135871795802,0.08778311337277371,0.06475761002406166,0.1177228694364813,0.02039697342940553,True,False,False,False
e1_rr_44216001_10_M,hgb_direct,5,1705,0.2489036207464984,0.2321496456660573,0.07934101165182095,0.0566481653506511,0.11011653517330695,0.019748265073828354,True,False,False,False
e1_rr_44216001_10_M,hgb_direct,6,1703,0.2580962179906262,0.2336322864958073,0.06903792759657469,0.04965414206283497,0.09635324639712477,0.017818428010586612,True,False,False,False
e1_rr_44216001_10_M,hgb_direct,7,1701,0.2645383767963849,0.241931835426053,0.0629724631361665,0.04634823196339306,0.08639761953680067,0.016658633180911674,True,False,False,False
e1_rr_44216001_10_M,ridge_direct,1,1715,0.1104253459187939,0.0650004290584751,0.4082926859463594,0.27530453281036593,0.5661254540109881,0.04508586108174022,True,False,False,False
e1_rr_44216001_10_M,ridge_direct,2,1711,0.1954639461190745,0.1430163130869441,0.1474327422244373,0.10210839285527551,0.2137263889183941,0.028817785582344813,True,False,False,False
e1_rr_44216001_10_M,ridge_direct,3,1709,0.2258278220537054,0.19404135291653,0.08793642595491903,0.06021463509982677,0.12445545126321832,0.0198584915525863,True,False,False,False
e1_rr_44216001_10_M,ridge_direct,4,1707,0.2420492495829339,0.2329021475548077,0.06017877796965013,0.04203468188425813,0.08521364831625886,0.014566228048371807,True,False,False,False
e1_rr_44216001_10_M,ridge_direct,5,1705,0.2584146780694506,0.2407656669367889,0.04682951657613755,0.03202792613259901,0.06777413708532637,0.012101434450170586,True,False,False,False
e1_rr_44216001_10_M,ridge_direct,6,1703,0.2703207399425587,0.2493877543691346,0.035694727954201984,0.025045091390395242,0.05235980251594245,0.009649025272628214,True,False,False,False
e1_rr_44216001_10_M,ridge_direct,7,1701,0.2750255319309996,0.2629962650371363,0.030544073835114358,0.02096631648385667,0.04371427574114685,0.008400400153842053,True,False,False,False
e1_rr_44216001_10_M,sarima,1,176,0.0228935506098526,-0.030311630225837,0.3067914304963427,0.16562321034903768,0.5645348536755662,0.007023545140737099,True,False,False,False
e1_rr_44216001_10_M,sarima,2,173,0.0859779041474871,0.0631058771303085,0.1221562818130573,0.06904122867172618,0.21775277434357337,0.010502741088736462,True,False,False,False
e1_rr_44216001_10_M,sarima,3,174,0.0712915491603985,0.0992167194071655,0.04808683322960091,0.026765751917866926,0.09640325238000237,0.0034281848351559773,True,False,False,False
e1_rr_44216001_10_M,sarima,4,174,0.0635097699465022,0.0242453392843119,0.03001656289962455,0.019385603958452798,0.05238087221814819,0.0019063450043398681,True,False,False,False
e1_rr_44216001_10_M,sarima,5,174,0.0654818122472855,0.0132293912637566,0.02058322161063148,0.010023105714076887,0.05264779445466903,0.0013478266529516401,True,False,False,False
e1_rr_44216001_10_M,sarima,6,174,0.2131811579523137,0.1728304212833513,0.03308354461339138,0.021575123265459312,0.05258500216877835,0.007052788349849805,True,False,False,False
e1_rr_44216001_10_M,sarima,7,172,0.1847786766248785,0.1837905282279673,0.03338542069731768,0.019593229558910484,0.05889591185034285,0.00616891385501519,True,False,False,False
e1_rr_44216001_10_M,seasonal_naive,1,1715,-0.5298804010487466,-0.7621230398069962,1.0166469191397804,0.6627072969894845,1.5203787934857558,-0.5387012772387595,False,False,False,False
e1_rr_44216001_10_M,seasonal_naive,2,1711,-0.1319152568402384,-0.2427647259107932,1.0095557133800994,0.6492042926285608,1.534854800420739,-0.1331758012250659,False,False,False,False
e1_rr_44216001_10_M,seasonal_naive,3,1709,-0.0671576324218659,-0.1085553784255675,1.0045540548596343,0.6760999686872412,1.47272845066334,-0.06746347196415824,False,False,False,False
e1_rr_44216001_10_M,seasonal_naive,4,1707,-0.037878975850824,-0.0421790105804973,0.9974497608941156,0.6640334100893706,1.4958392512924634,-0.037782375405318376,False,False,False,False
e1_rr_44216001_10_M,seasonal_naive,5,1705,-0.0202409383586945,-0.0307604671033894,1.0261259861097831,0.6568895753482655,1.6088419526675024,-0.02076975283310273,False,False,False,False
e1_rr_44216001_10_M,seasonal_naive,6,1703,-0.004678418568369,-0.0181677346665727,1.0309384262584087,0.6857153579069677,1.6575965198467222,-0.0048231614762524536,False,False,False,False
e1_rr_44216001_10_M,seasonal_naive,7,1701,0.0,0.0,1.0293579508285111,0.6764813028119795,1.5253137607752505,0.0,False,False,False,False
e1_rr_44216001_10_M,stl_ridge_direct,1,1715,-1.1401601018448315,-2.2198814965615385,1.61254194976722,1.1154125228196607,2.2426710267385928,-1.8385559936756568,False,True,False,False
e1_rr_44216001_10_M,stl_ridge_direct,2,1711,-0.6260709387183585,-1.3276020615774664,1.4332100951172826,0.9735471707157924,2.0783294443011338,-0.897291189630705,False,False,False,False
e1_rr_44216001_10_M,stl_ridge_direct,3,1709,-0.5306681536142857,-1.083629516861354,1.3664324583480887,0.9685534123214194,1.9545745057879917,-0.7251221897102095,False,False,False,False
e1_rr_44216001_10_M,stl_ridge_direct,4,1707,-0.4867776099678345,-0.9599919386967728,1.3167199649726944,0.901100138221138,1.893815069121219,-0.640949797546339,False,False,False,False
e1_rr_44216001_10_M,stl_ridge_direct,5,1705,-0.4623634645879388,-0.9453700521969024,1.3137782738705877,0.869951284678453,1.9986467194481081,-0.6074430744071668,False,False,False,False
e1_rr_44216001_10_M,stl_ridge_direct,6,1703,-0.4343459222364314,-0.9136210037696428,1.279855364435307,0.8697242455256492,2.0167192384867088,-0.5558999585948975,False,False,False,False
e1_rr_44216001_10_M,stl_ridge_direct,7,1701,-0.422329671789202,-0.8727380409219001,1.254711970858534,0.8311701954597372,1.8433757812361071,-0.5299020948426674,False,False,False,False
