dataset,model,horizon,n,skill,mae_skill,alpha,alpha_ci_low,alpha_ci_high,skill_vp,collapse_flag,inflation_flag,near_ideal_flag,low_sample_flag
e1_rr_valencia_vivers,hgb_direct,1,1479,0.0737028562176991,0.0596212710204185,0.3983085699378004,0.33369828451967154,0.47966942027266407,0.02935647926040305,True,False,False,False
e1_rr_valencia_vivers,hgb_direct,2,1470,0.1774493329506257,0.1357409986943543,0.22765651809984544,0.1870348804001253,0.2758310724343535,0.04039749727867962,True,False,False,False
e1_rr_valencia_vivers,hgb_direct,3,1461,0.1936365310565044,0.177696092445735,0.1743030932925223,0.14250821793996735,0.220822646401223,0.03375144633758228,True,False,False,False
e1_rr_valencia_vivers,hgb_direct,4,1454,0.2098397119173544,0.1919655096351372,0.166030269559121,0.13587182816903884,0.20787310701716688,0.034839743933846645,True,False,False,False
e1_rr_valencia_vivers,hgb_direct,5,1446,0.2272714588000408,0.209520219475904,0.14167063301202507,0.11720811848796431,0.17650528634996124,0.032197691433768154,True,False,False,False
e1_rr_valencia_vivers,hgb_direct,6,1442,0.2271196289010981,0.2056307490350408,0.13763831752544586,0.11166791281032348,0.17265302021550966,0.03126036359895077,True,False,False,False
e1_rr_valencia_vivers,hgb_direct,7,1434,0.2324995866841183,0.2167495224079333,0.13772913482564228,0.10863032372647675,0.17539688796581027,0.03202196692132303,True,False,False,False
e1_rr_valencia_vivers,ridge_direct,1,1479,0.0954615809187324,0.0694247682976496,0.40945592653450336,0.33606099058573413,0.497424373315308,0.039087310063528044,True,False,False,False
e1_rr_valencia_vivers,ridge_direct,2,1470,0.1751919655401376,0.1301544488670417,0.20398096473151137,0.16085097212205288,0.2549765482195767,0.03573582614408696,True,False,False,False
e1_rr_valencia_vivers,ridge_direct,3,1461,0.2036271928039161,0.1872014092189917,0.1390712374635772,0.1083713493761264,0.18008783711255377,0.028318685684475035,True,False,False,False
e1_rr_valencia_vivers,ridge_direct,4,1454,0.224281046700267,0.2090636305819392,0.1065038690738099,0.08354006706240572,0.1364451828955902,0.02388679923350228,True,False,False,False
e1_rr_valencia_vivers,ridge_direct,5,1446,0.2415127594814469,0.2346651607330779,0.0851907029917788,0.06666307100835599,0.10947702276753149,0.020574641761708853,True,False,False,False
e1_rr_valencia_vivers,ridge_direct,6,1442,0.243808200468329,0.2378803497813306,0.08324353463072748,0.06542076315137782,0.10822833820800466,0.02029545637894069,True,False,False,False
e1_rr_valencia_vivers,ridge_direct,7,1434,0.2528761794349226,0.2499011397865528,0.0788981438848862,0.06155317959857259,0.10229128375126656,0.019951461190116822,True,False,False,False
e1_rr_valencia_vivers,sarima,1,164,-0.0003945639331983,0.0389488531183624,0.23799117639363146,0.13457723071490715,0.48540838773542616,-9.390273462436164e-05,True,False,False,False
e1_rr_valencia_vivers,sarima,2,161,0.0834838533052333,0.1056555050318956,0.19594830677954048,0.1384280805886679,0.2856199143175423,0.01635851969859201,True,False,False,False
e1_rr_valencia_vivers,sarima,3,159,0.0721950437874847,0.1316186966716467,0.09999832603571662,0.05977119098980058,0.17238905838485552,0.007219383526823733,True,False,False,False
e1_rr_valencia_vivers,sarima,4,157,0.0819500730133631,0.084494296006786,0.09883926946359042,0.07143093529042499,0.13792498842793313,0.008099885349128704,True,False,False,False
e1_rr_valencia_vivers,sarima,5,155,0.0983651097829665,0.1314166865412233,0.05702128007036976,0.03558122395314295,0.09411350154220732,0.005608904474087201,True,False,False,False
e1_rr_valencia_vivers,sarima,6,152,0.0745176164127247,0.1304776648595678,0.04319058654245443,0.02608245376568265,0.07056322713876123,0.003218459560611209,True,False,False,False
e1_rr_valencia_vivers,sarima,7,150,0.0879552510145857,0.1606694714592874,0.048197675153180526,0.028410975378679922,0.08123205897345923,0.004239238616417454,True,False,False,False
e1_rr_valencia_vivers,seasonal_naive,1,1479,-0.4438639354608544,-0.5523853528936122,0.9538241780581491,0.7446798446534642,1.2292735013586011,-0.4233681534106048,False,False,False,False
e1_rr_valencia_vivers,seasonal_naive,2,1470,-0.1360530432519417,-0.1939597909839694,0.9609014232062976,0.7385968961633729,1.252392967044213,-0.13073356289233873,False,False,False,False
e1_rr_valencia_vivers,seasonal_naive,3,1461,-0.0674372924665198,-0.0796927508401343,0.9590829414038563,0.747235974433032,1.2784729950667384,-0.06467795681910193,False,False,False,False
e1_rr_valencia_vivers,seasonal_naive,4,1454,-0.0274306035024072,-0.0411139554728106,0.9589923607481557,0.7395369339941499,1.2503255677248315,-0.02630573920952011,False,False,False,False
e1_rr_valencia_vivers,seasonal_naive,5,1446,0.0067135953802639,0.0007475517679601,0.9456671811049957,0.7267246708612204,1.2518337622447016,0.006348826818333685,False,False,True,False
e1_rr_valencia_vivers,seasonal_naive,6,1442,0.0036071155015449,-0.0030195515965878,0.9590342318769222,0.7443556766948644,1.2761022599070624,0.0034593472443154518,False,False,True,False
e1_rr_valencia_vivers,seasonal_naive,7,1434,0.0,0.0,1.0185440431591548,0.7763961942076131,1.3383556544770778,0.0,False,False,False,False
e1_rr_valencia_vivers,stl_ridge_direct,1,1479,-1.8736892893431936,-2.959165064126106,1.6856322471913923,1.3596596609104106,2.0894228351574333,-3.1583510873340104,False,True,False,False
e1_rr_valencia_vivers,stl_ridge_direct,2,1470,-1.2860808095729626,-2.0545007911959803,1.6132876121907587,1.2680296218641396,2.025371977086007,-2.0748182383603226,False,True,False,False
e1_rr_valencia_vivers,stl_ridge_direct,3,1461,-1.1474680904284966,-1.7492361311992737,1.568946933786211,1.2413164298318675,2.0321855588694464,-1.8003165420953084,False,True,False,False
e1_rr_valencia_vivers,stl_ridge_direct,4,1454,-1.0642590297717889,-1.6517841368605448,1.5156793289218133,1.178100367047634,1.9690452314541407,-1.6130754120434851,False,True,False,False
e1_rr_valencia_vivers,stl_ridge_direct,5,1446,-0.9795753624667698,-1.5298079344845252,1.4195039500312814,1.109048701932421,1.839312066014422,-1.3905110963749039,False,False,False,False
e1_rr_valencia_vivers,stl_ridge_direct,6,1442,-0.9851565128204168,-1.551005340495243,1.3757719827485042,1.0802504029698332,1.819951630847217,-1.355350728960547,False,False,False,False
e1_rr_valencia_vivers,stl_ridge_direct,7,1434,-0.9766908202120924,-1.5411849970760203,1.3939915818758062,1.0848391028355382,1.8253485361122277,-1.3614987814710333,False,False,False,False
