station_id,model,horizon,condition,n,mae,rmse,bias,mae_persistence,rmse_persistence,skill_mae,skill_rmse
03066003_10_46,sarima,2,lags_only,98,7.8198235605491915,12.514121973709296,-3.755315657344164,8.341035129466807,14.110469058422616,0.06248763622590489,0.11313210624706004
03066003_10_46,xgboost_direct,2,lags_only,98,7.40402199058458,11.051460975293024,-0.21494181832971104,8.341035129466807,14.110469058422616,0.1123377523698458,0.2167899642785903
03066003_10_46,persistence,3,lags_only,97,9.148039675101533,14.824730551239512,,,,,
03066003_10_46,sarima,3,lags_only,97,8.247563908900949,13.14674111883801,-5.109339961029884,9.148039675101533,14.824730551239512,0.09843374079929204,0.11318852822328046
03066003_10_46,xgboost_direct,3,lags_only,97,7.355031448178532,10.880384742972705,-0.14224261428150436,9.148039675101533,14.824730551239512,0.19599917475249695,0.2660652613302989
03066003_10_46,persistence,4,lags_only,96,9.618237401185771,15.397942294623466,,,,,
03066003_10_46,sarima,4,lags_only,96,8.40950089630481,13.683583676041,-6.255529580295502,9.618237401185771,15.397942294623466,0.12567131112109423,0.1113368647433542
03066003_10_46,xgboost_direct,4,lags_only,96,7.49922170510968,11.8061504424959,-0.5926473396693243,9.618237401185771,15.397942294623466,0.2203122680060747,0.23326440529535689
03066003_10_46,persistence,5,lags_only,95,9.726308855141806,16.297025245007678,,,,,
03066003_10_46,sarima,5,lags_only,95,8.846865096097888,14.306248572455225,-7.198634604367835,9.726308855141806,16.297025245007678,0.09041906566425766,0.1221558316700954
03066003_10_46,xgboost_direct,5,lags_only,95,10.07546860980108,16.022568763204212,2.865989656681806,9.726308855141806,16.297025245007678,-0.035898485217718636,0.016840894437930663
03066003_10_46,persistence,6,lags_only,94,9.708345597510721,15.618674180454171,,,,,
03066003_10_46,sarima,6,lags_only,94,9.007605447657918,14.446090759244669,-7.960099587217109,9.708345597510721,15.618674180454171,0.07217915172204806,0.07507573355214232
03066003_10_46,xgboost_direct,6,lags_only,94,11.234713546950335,17.26967258820114,4.817585444686304,9.708345597510721,15.618674180454171,-0.15722225111464755,-0.10570669370983442
03066003_10_46,persistence,7,lags_only,93,9.97819534758525,16.09062396498982,,,,,
03066003_10_46,sarima,7,lags_only,93,9.521415093016609,15.008559608835078,-8.6033892873011,9.97819534758525,16.09062396498982,0.04577784245115866,0.06724812900414
03066003_10_46,xgboost_direct,7,lags_only,93,7.822426298234892,13.145546286190978,1.2630731573062566,9.97819534758525,16.09062396498982,0.21604799006786937,0.18303066961273715
03133002_10_46,persistence,1,lags_only,567,2.2370349927573296,4.1315743335090005,,,,,
03133002_10_46,sarima,1,lags_only,567,2.270926715386325,4.039204260654231,-0.8027007924769802,2.2370349927573296,4.1315743335090005,-0.015150287205485814,0.022357112664197924
03133002_10_46,xgboost_direct,1,lags_only,567,2.9488924638841887,5.158433032652167,-0.5160260858604493,2.2370349927573296,4.1315743335090005,-0.3182147232526909,-0.24853932575165402
03133002_10_46,persistence,2,lags_only,565,3.294193654235978,5.875938646836147,,,,,
03133002_10_46,sarima,2,lags_only,565,3.197182576622835,5.557919628633389,-1.4885013508790395,3.294193654235978,5.875938646836147,0.02944911192103033,0.054122249621172076
03133002_10_46,xgboost_direct,2,lags_only,565,3.3015687099804576,5.508917608069059,-0.6444413570797476,3.294193654235978,5.875938646836147,-0.002238804550848387,0.06246168668978652
03133002_10_46,persistence,3,lags_only,563,3.7523778767118015,6.5670755906657154,,,,,
03133002_10_46,sarima,3,lags_only,563,3.645054811451279,6.117834993680188,-2.085446019352168,3.7523778767118015,6.5670755906657154,0.028601347941686856,0.06840801370157322
