station_id,model,horizon,condition,n,mae,rmse,bias,mae_persistence,rmse_persistence,skill_mae,skill_rmse
20071001_10_47,persistence,3,lags_only,397,6.3474792562044495,10.331020227174616,,,,,
20071001_10_47,sarima,3,lags_only,397,5.894714733261896,9.194172949388259,-1.895640162549318,6.3474792562044495,10.331020227174616,0.07132981529636212,0.11004211131016904
20071001_10_47,xgboost_direct,3,lags_only,397,5.4759791303117025,8.535849512309909,-0.8988136208747851,6.3474792562044495,10.331020227174616,0.13729861740641133,0.1737650953526068
20071001_10_47,persistence,4,lags_only,395,6.814146001291817,10.840622805818196,,,,,
20071001_10_47,sarima,4,lags_only,395,6.052201821739675,9.429947838961406,-2.270846770677601,6.814146001291817,10.840622805818196,0.11181800029052712,0.13012859059164725
20071001_10_47,xgboost_direct,4,lags_only,395,5.5580091631486415,8.528306883765666,-0.5537413247896791,6.814146001291817,10.840622805818196,0.18434251891653614,0.21330102185748065
20071001_10_47,persistence,5,lags_only,394,6.507802702317681,9.522710021602919,,,,,
20071001_10_47,sarima,5,lags_only,394,5.903078740288615,8.226992321731409,-2.5569077468474717,6.507802702317681,9.522710021602919,0.09292290957341107,0.13606606700530477
20071001_10_47,xgboost_direct,5,lags_only,394,5.331490158945451,7.599670205820161,-0.39769448851972405,6.507802702317681,9.522710021602919,0.1807541803554216,0.20194249446010754
20071001_10_47,persistence,6,lags_only,393,6.6048659241512135,10.142807137286916,,,,,
20071001_10_47,sarima,6,lags_only,393,6.310959568404909,9.400623183437533,-3.1696328566108325,6.6048659241512135,10.142807137286916,0.04449845903330337,0.07317342662673443
20071001_10_47,xgboost_direct,6,lags_only,393,5.426567278510944,8.468775859520525,-0.6727910822907793,6.6048659241512135,10.142807137286916,0.17839857147315102,0.16504615094299965
20071001_10_47,persistence,7,lags_only,392,6.633054186041857,10.333254978412377,,,,,
20071001_10_47,sarima,7,lags_only,392,6.580012324106357,9.729983667870101,-3.559364568257378,6.633054186041857,10.333254978412377,0.007996597110139376,0.05838153726029159
20071001_10_47,xgboost_direct,7,lags_only,392,5.513375178810866,8.257332194929484,-0.772056523281682,6.633054186041857,10.333254978412377,0.1688029338863486,0.20089727659094717
20073001_10_49,persistence,1,lags_only,687,5.793791340402314,8.571249445630148,,,,,
20073001_10_49,sarima,1,lags_only,687,5.739201523422783,8.392308677454587,-1.1152090851628198,5.793791340402314,8.571249445630148,0.009422123402832192,0.020876859238624777
20073001_10_49,xgboost_direct,1,lags_only,687,7.396400299050988,10.553142871796993,-0.06440050998214723,5.793791340402314,8.571249445630148,-0.27660798680702764,-0.2312257318770798
20073001_10_49,persistence,2,lags_only,686,7.682988059707226,11.166497400999464,,,,,
20073001_10_49,sarima,2,lags_only,686,7.063374050500634,10.137024973091705,-1.658096193343995,7.682988059707226,11.166497400999464,0.08064752989219183,0.09219295818003016
20073001_10_49,xgboost_direct,2,lags_only,686,7.71943280067148,10.711062104290829,-0.6077565024909461,7.682988059707226,11.166497400999464,-0.004743563400206907,0.040785868688589126
20073001_10_49,persistence,3,lags_only,685,8.289456243534312,12.02848304050049,,,,,
20073001_10_49,sarima,3,lags_only,685,7.54591647811205,10.781709588200783,-2.1723358000993405,8.289456243534312,12.02848304050049,0.08969704930914084,0.10365176124884237
20073001_10_49,xgboost_direct,3,lags_only,685,7.855595686568315,10.981957530092137,-0.3650893600670558,8.289456243534312,12.02848304050049,0.052338843974766576,0.08700394778665359
20073001_10_49,persistence,4,lags_only,684,8.692706183552867,12.483937008967933,,,,,
20073001_10_49,sarima,4,lags_only,684,7.94635825430301,11.195071748788626,-2.6692110699996268,8.692706183552867,12.483937008967933,0.08585909997303173,0.10324189069949972
20073001_10_49,xgboost_direct,4,lags_only,684,7.948940191219553,11.065644694546448,0.05849384793512264,8.692706183552867,12.483937008967933,0.08556207659940974,0.11360937766688858
20073001_10_49,persistence,5,lags_only,684,9.055335851431389,12.909287969423254,,,,,
20073001_10_49,sarima,5,lags_only,684,8.226000491539137,11.561192350400843,-3.105470310628266,9.055335851431389,12.909287969423254,0.09158526790159388,0.10442834819515143
20073001_10_49,xgboost_direct,5,lags_only,684,7.801423727137733,10.861712496402138,0.2866329677725404,9.055335851431389,12.909287969423254,0.13847218312675266,0.15861258017258367
20073001_10_49,persistence,6,lags_only,682,9.243932949833116,13.261230169988991,,,,,
20073001_10_49,sarima,6,lags_only,682,8.373961617021095,11.789394136072206,-3.5031088536351147,9.243932949833116,13.261230169988991,0.09411268315481745,0.11098789592293212
20073001_10_49,xgboost_direct,6,lags_only,682,7.7975420282840044,10.891086180138172,0.02868702718108045,9.243932949833116,13.261230169988991,0.15646921385071536,0.17872730956850486
20073001_10_49,persistence,7,lags_only,681,9.294298361622628,13.342444294477893,,,,,
20073001_10_49,sarima,7,lags_only,681,8.500542533363644,11.843158592576687,-3.946820286371913,9.294298361622628,13.342444294477893,0.08540244754101133,0.11236964298376147
20073001_10_49,xgboost_direct,7,lags_only,681,7.84363992148522,11.248735559827423,-0.4434565256834712,9.294298361622628,13.342444294477893,0.15608046822849653,0.15692092756325043
20080001_10_49,persistence,1,lags_only,1016,4.327749570491331,7.110423185760164,,,,,
20080001_10_49,sarima,1,lags_only,1016,4.3158637498739845,6.9179522859274085,-1.272901761876111,4.327749570491331,7.110423185760164,0.002746420610469262,0.027068838914990453
20080001_10_49,xgboost_direct,1,lags_only,1016,5.404717068553758,8.405670538216059,-0.6872321723652662,4.327749570491331,7.110423185760164,-0.24885162149993767,-0.18216178117919188
20080001_10_49,persistence,2,lags_only,1014,5.877509891990177,9.312922746537346,,,,,
20080001_10_49,sarima,2,lags_only,1014,5.636589977347037,8.714932669960628,-2.210026944714341,5.877509891990177,9.312922746537346,0.04099013341882478,0.06421078461099201
20080001_10_49,xgboost_direct,2,lags_only,1014,5.506916780879285,8.547508213435343,-0.934616674193791,5.877509891990177,9.312922746537346,0.06305274136857393,0.08218843363503615
20080001_10_49,persistence,3,lags_only,1012,6.454941557126607,10.231185905605756,,,,,
20080001_10_49,sarima,3,lags_only,1012,6.200215939338488,9.444365022252574,-3.0831419324406637,6.454941557126607,10.231185905605756,0.03946211062234762,0.0769041722643389
20080001_10_49,xgboost_direct,3,lags_only,1012,5.62390242514154,8.695522492428521,-0.8677894317386389,6.454941557126607,10.231185905605756,0.1287446407733242,0.15009632581652443
20080001_10_49,persistence,4,lags_only,1012,6.792986792952818,10.566946159963729,,,,,
20080001_10_49,sarima,4,lags_only,1012,6.493961941014311,9.75322499991451,-3.790652251405223,6.792986792952818,10.566946159963729,0.044019642765789256,0.0770062748244392
20080001_10_49,xgboost_direct,4,lags_only,1012,5.511072666246319,8.659440224284856,-0.8886685986093592,6.792986792952818,10.566946159963729,0.18871141160415367,0.18051629172731784
20080001_10_49,persistence,5,lags_only,1013,6.897223125888914,10.348686204677065,,,,,
20080001_10_49,sarima,5,lags_only,1013,6.708544231584895,9.630811562249901,-4.395102711391251,6.897223125888914,10.348686204677065,0.027355776500227663,0.06936867426734054
20080001_10_49,xgboost_direct,5,lags_only,1013,5.3761903111508875,8.11922395748307,-1.0644993240813199,6.897223125888914,10.348686204677065,0.22052828899050525,0.21543432693769327
20080001_10_49,persistence,6,lags_only,1011,6.967165540909845,10.584457435580722,,,,,
20080001_10_49,sarima,6,lags_only,1011,7.007320135887102,10.14262104490815,-5.031852395640718,6.967165540909845,10.584457435580722,-0.005763404750680339,0.04174388657724621
20080001_10_49,xgboost_direct,6,lags_only,1011,5.393229725751414,8.317650339835904,-1.1153679491231583,6.967165540909845,10.584457435580722,0.2259076242578973,0.21416374996461485
20080001_10_49,persistence,7,lags_only,1010,7.060743550491041,10.748215986145638,,,,,
20080001_10_49,sarima,7,lags_only,1010,7.27348305336593,10.428126211393126,-5.605392358084988,7.060743550491041,10.748215986145638,-0.03012990081761209,0.029780735255516385
20080001_10_49,xgboost_direct,7,lags_only,1010,5.694239883443582,8.779008505858531,-0.8327450932249745,7.060743550491041,10.748215986145638,0.1935353772978237,0.1832124961784727
21005002_10_49,persistence,1,lags_only,101,4.364290961549571,6.275323960937788,,,,,
21005002_10_49,sarima,1,lags_only,101,4.324777418884587,6.065122083610934,-1.4597846700792532,4.364290961549571,6.275323960937788,0.00905382867758085,0.03349657780782391
21005002_10_49,xgboost_direct,1,lags_only,101,6.039328123385782,7.49782146069302,2.311761710842293,4.364290961549571,6.275323960937788,-0.3838051075406479,-0.19481026116977407
21005002_10_49,persistence,2,lags_only,99,5.902964395032577,8.21403554843689,,,,,
21005002_10_49,sarima,2,lags_only,99,5.795914499102163,7.70317793895989,-2.13045586859455,5.902964395032577,8.21403554843689,0.018134938442200016,0.0621932552476249
21005002_10_49,xgboost_direct,2,lags_only,99,6.274438116111869,7.7733164749936545,1.4204248071611374,5.902964395032577,8.21403554843689,-0.06293002908706213,0.053654390810020644
21005002_10_49,persistence,3,lags_only,98,6.791285167398412,9.233172297915466,,,,,
21005002_10_49,sarima,3,lags_only,98,6.72851597985241,8.60663159897969,-2.689573736217096,6.791285167398412,9.233172297915466,0.009242608136575658,0.06785757686740307
21005002_10_49,xgboost_direct,3,lags_only,98,7.394572515879263,9.131729355274645,1.5206203723481457,6.791285167398412,9.233172297915466,-0.08883257492660361,0.010986791902900299
21005002_10_49,persistence,4,lags_only,97,7.16000751803105,9.479886914063117,,,,,
21005002_10_49,sarima,4,lags_only,97,7.0254988099937306,8.79770367153724,-3.3280098876046784,7.16000751803105,9.479886914063117,0.018786112681947107,0.07196111606709985
21005002_10_49,xgboost_direct,4,lags_only,97,6.3226977220615845,7.783854857549584,1.16120653887151,7.16000751803105,9.479886914063117,0.11694258614406033,0.1789084692558434
21005002_10_49,persistence,5,lags_only,96,6.735933008265891,8.792065389977205,,,,,
21005002_10_49,sarima,5,lags_only,96,6.919938317532366,8.52326567186586,-4.035114162453419,6.735933008265891,8.792065389977205,-0.02731697435836661,0.03057298896090704
21005002_10_49,xgboost_direct,5,lags_only,96,6.763268536654491,8.510328722635576,2.298517320170651,6.735933008265891,8.792065389977205,-0.004058165120563859,0.032044423562045406
21005002_10_49,persistence,6,lags_only,95,6.850542306358785,9.152937574513926,,,,,
21005002_10_49,sarima,6,lags_only,95,7.229325933582459,9.087194339323524,-4.805442141928547,6.850542306358785,9.152937574513926,-0.05529250244496412,0.0071827470312330905
21005002_10_49,xgboost_direct,6,lags_only,95,7.848842129824295,9.36917102653447,3.8950039587277057,6.850542306358785,9.152937574513926,-0.145725663578323,-0.02362448670278708
21005002_10_49,persistence,7,lags_only,94,7.206135109186221,9.68338652185694,,,,,
21005002_10_49,sarima,7,lags_only,94,7.9204249445061325,9.7855959694359,-5.429719748944051,7.206135109186221,9.68338652185694,-0.09912245947336612,-0.010555134543917674
21005002_10_49,xgboost_direct,7,lags_only,94,7.644252329996461,9.202497333737677,3.7012506023118044,7.206135109186221,9.68338652185694,-0.0607978082802997,0.04966126127815103
21041008_10_49,persistence,1,lags_only,191,4.464151031550588,9.125544789656965,,,,,
21041008_10_49,sarima,1,lags_only,191,4.728537234288231,9.248626815105656,-1.8571457212242442,4.464151031550588,9.125544789656965,-0.05922429614703475,-0.013487635893058516
21041008_10_49,xgboost_direct,1,lags_only,191,5.73488722826956,10.444099024415962,-0.8241452457786677,4.464151031550588,9.125544789656965,-0.284653495757197,-0.1444904677092229
21041008_10_49,persistence,2,lags_only,186,6.078200965108629,11.113351949728665,,,,,
21041008_10_49,sarima,2,lags_only,186,6.281321796297337,11.045670479604869,-2.895987093705768,6.078200965108629,11.113351949728665,-0.0334179196039592,0.006090104086503683
21041008_10_49,xgboost_direct,2,lags_only,186,6.19285030180162,10.546604225028474,-0.860919701798781,6.078200965108629,11.113351949728665,-0.01886238006132491,0.05099701037669631
21041008_10_49,persistence,3,lags_only,183,6.905223624917747,10.393351715518495,,,,,
21041008_10_49,sarima,3,lags_only,183,7.029881590723005,10.206480385649293,-3.492816913193341,6.905223624917747,10.393351715518495,-0.018052705107974385,0.017979890894116606
21041008_10_49,xgboost_direct,3,lags_only,183,6.6337515101908275,9.248492237887476,-1.0787715576394352,6.905223624917747,10.393351715518495,0.039314022176965106,0.11015305831723271
21041008_10_49,persistence,4,lags_only,183,8.172206105855148,15.583895308730913,,,,,
21041008_10_49,sarima,4,lags_only,183,8.194981013242467,15.520209630855291,-4.668387008532759,8.172206105855148,15.583895308730913,-0.002786873837041576,0.004086634093334919
21041008_10_49,xgboost_direct,4,lags_only,183,7.072854440918473,13.77272725228047,-1.8180122435571706,8.172206105855148,15.583895308730913,0.13452324264668528,0.1162204969020635
21041008_10_49,persistence,5,lags_only,180,8.370925446622339,15.666773685337754,,,,,
21041008_10_49,sarima,5,lags_only,180,8.891256335270825,15.941944501506203,-5.450729048392914,8.370925446622339,15.666773685337754,-0.062159302691966865,-0.017563974669907736
21041008_10_49,xgboost_direct,5,lags_only,180,7.797186443795891,15.535059405574678,-1.5382499956380937,8.370925446622339,15.666773685337754,0.06853949500385903,0.008407237023302663
21041008_10_49,persistence,6,lags_only,180,8.018150821030398,11.53719820740344,,,,,
21041008_10_49,sarima,6,lags_only,180,8.479943686489714,12.11992595926843,-5.832180198120573,8.018150821030398,11.53719820740344,-0.05759343716110987,-0.050508601949046224
21041008_10_49,xgboost_direct,6,lags_only,180,6.42773344578298,9.072180574817882,-1.932626428475449,8.018150821030398,11.53719820740344,0.1983521401313621,0.21365825465352173
21041008_10_49,persistence,7,lags_only,179,7.631140176112293,11.072816295653995,,,,,
21041008_10_49,sarima,7,lags_only,179,8.495948629830687,11.79073651548014,-6.484756142769096,7.631140176112293,11.072816295653995,-0.11332624401599889,-0.06483628018898165
21041008_10_49,xgboost_direct,7,lags_only,179,6.51388743990108,8.720895687710504,-1.3763914208914527,7.631140176112293,11.072816295653995,0.14640705195123283,0.21240491534810377
21041016_10_49,persistence,1,lags_only,355,6.795352995559282,12.000196694311176,,,,,
21041016_10_49,sarima,1,lags_only,355,6.843378656652598,11.52256642804295,-1.5245077752781433,6.795352995559282,12.000196694311176,-0.007067426979098751,0.03980186978890541
21041016_10_49,xgboost_direct,1,lags_only,355,8.17658254769563,13.861899513419594,-1.0110766595163092,6.795352995559282,12.000196694311176,-0.20326089800470595,-0.1551393586732606
21041016_10_49,persistence,2,lags_only,343,9.688118092023254,15.202626646361031,,,,,
21041016_10_49,sarima,2,lags_only,343,9.43975989446884,14.275266087333609,-3.165093197257579,9.688118092023254,15.202626646361031,0.025635339618630366,0.06100002194353691
21041016_10_49,xgboost_direct,2,lags_only,343,8.76628020074145,12.243143284799844,-1.6611772206712612,9.688118092023254,15.202626646361031,0.09515138879663351,0.1946692127882771
21041016_10_49,persistence,3,lags_only,333,11.237360492787456,19.034990474483656,,,,,
21041016_10_49,sarima,3,lags_only,333,10.926378232984376,17.7641993861524,-4.889592375715542,11.237360492787456,19.034990474483656,0.027673959556844263,0.0667607945501601
21041016_10_49,xgboost_direct,3,lags_only,333,9.475699270902968,15.291268391320012,-3.060505228576736,11.237360492787456,19.034990474483656,0.15676823957148883,0.19667580544272362
21041016_10_49,persistence,4,lags_only,331,11.881651526080244,20.09562129394062,,,,,
21041016_10_49,sarima,4,lags_only,331,11.463288829252262,18.76550909072818,-5.859661516443103,11.881651526080244,20.09562129394062,0.0352108203063922,0.06618915552581127
21041016_10_49,xgboost_direct,4,lags_only,331,9.842298710643453,16.24730031786247,-3.0869075860987123,11.881651526080244,20.09562129394062,0.17163883412675487,0.19150047265463363
21041016_10_49,persistence,5,lags_only,327,13.114763518753652,21.993998925275616,,,,,
21041016_10_49,sarima,5,lags_only,327,12.522693561472249,20.38728296619403,-6.986573890284372,13.114763518753652,21.993998925275616,0.045145301814612494,0.07305247056437475
21041016_10_49,xgboost_direct,5,lags_only,327,10.301100962590262,17.06186766225901,-3.152305099716664,13.114763518753652,21.993998925275616,0.21454161580115044,0.2242489544431401
21041016_10_49,persistence,6,lags_only,327,13.101992266425029,21.723418552816508,,,,,
21041016_10_49,sarima,6,lags_only,327,12.301496730588623,19.80841839042463,-7.1655938744679855,13.101992266425029,21.723418552816508,0.06109723769931876,0.08815372026902235
21041016_10_49,xgboost_direct,6,lags_only,327,9.858062955138132,16.159948752073994,-2.1335523659010813,13.101992266425029,21.723418552816508,0.24759053778406978,0.2561047096347178
21041016_10_49,persistence,7,lags_only,324,12.465951103525436,21.589580603137613,,,,,
21041016_10_49,sarima,7,lags_only,324,12.238374590601836,19.752611196920526,-7.566409267497696,12.465951103525436,21.589580603137613,0.018255848353138475,0.08508592362142134
21041016_10_49,xgboost_direct,7,lags_only,324,10.224348162986843,16.38853743720953,-1.640097156630265,12.465951103525436,21.589580603137613,0.1798180437194765,0.2409052432066335
21041017_10_49,persistence,1,lags_only,503,6.14961564894137,12.949382926932042,,,,,
21041017_10_49,sarima,1,lags_only,503,6.3443780634322415,12.878543998569528,-1.9460529394661314,6.14961564894137,12.949382926932042,-0.031670664576313685,0.0054704481875490615
21041017_10_49,xgboost_direct,1,lags_only,503,8.17617363591603,15.588793135327357,-2.7958391925603276,6.14961564894137,12.949382926932042,-0.32954221900412967,-0.20382517246485057
21041017_10_49,persistence,2,lags_only,496,8.856367994895132,17.748474933613416,,,,,
21041017_10_49,sarima,2,lags_only,496,8.863298388402017,17.22103385844369,-3.7426647534585245,8.856367994895132,17.748474933613416,-0.0007825322424360909,0.029717543458949135
21041017_10_49,xgboost_direct,2,lags_only,496,8.537744237409136,15.930201562012652,-2.9661084690668953,8.856367994895132,17.748474933613416,0.035976797448982814,0.10244673857341845
21041017_10_49,persistence,3,lags_only,490,10.070660049897203,19.354466656062733,,,,,
21041017_10_49,sarima,3,lags_only,490,9.892708141143354,18.37978292965057,-5.403244865531641,10.070660049897203,19.354466656062733,0.017670332219750156,0.0503596272494983
21041017_10_49,xgboost_direct,3,lags_only,490,8.91303108125178,16.192332520847113,-3.153036081486686,10.070660049897203,19.354466656062733,0.11495065496300205,0.16338007093701495
21041017_10_49,persistence,4,lags_only,488,10.955174471584355,20.463908339502247,,,,,
21041017_10_49,sarima,4,lags_only,488,10.743066473753936,18.907040237024066,-6.772746326587404,10.955174471584355,20.463908339502247,0.01936144407198504,0.07607872732076794
21041017_10_49,xgboost_direct,4,lags_only,488,8.876034282561834,16.085107906948927,-3.4720862120667833,10.955174471584355,20.463908339502247,0.18978613206164963,0.2139767418768563
21041017_10_49,persistence,5,lags_only,485,11.531565569299286,21.45882689962938,,,,,
21041017_10_49,sarima,5,lags_only,485,11.330153531313334,19.49019322825467,-7.850065930179052,11.531565569299286,21.45882689962938,0.01746614861404204,0.09174004154946179
21041017_10_49,xgboost_direct,5,lags_only,485,9.53766072083435,16.731624001172943,-2.6617612270512527,11.531565569299286,21.45882689962938,0.17290842570182738,0.2202917671393342
21041017_10_49,persistence,6,lags_only,482,11.62861142478995,21.759163878856704,,,,,
21041017_10_49,sarima,6,lags_only,482,12.014838545537026,19.784921629010956,-8.815858107763143,11.62861142478995,21.759163878856704,-0.03321352022509882,0.0907315309006019
21041017_10_49,xgboost_direct,6,lags_only,482,9.272618335607476,16.600399734887816,-2.6129380561340922,11.62861142478995,21.759163878856704,0.2026031314590109,0.2370846679904663
21041017_10_49,persistence,7,lags_only,481,11.860163895947649,21.96232564042696,,,,,
21041017_10_49,sarima,7,lags_only,481,12.708877528887964,20.2287252054687,-9.871942533896954,11.860163895947649,21.96232564042696,-0.07156002567808542,0.07893519399271416
21041017_10_49,xgboost_direct,7,lags_only,481,8.923343022176892,16.213062457976392,-3.069747547974345,11.860163895947649,21.96232564042696,0.2476205977873714,0.2617784326022224
21050001_10_49,persistence,1,lags_only,240,7.3895812875403255,12.262276889959386,,,,,
21050001_10_49,sarima,1,lags_only,240,7.302542915511361,12.167621629921978,-0.9800121545354662,7.3895812875403255,12.262276889959386,0.011778525554042052,0.007719223834760551
21050001_10_49,xgboost_direct,1,lags_only,240,9.980792286082677,16.194083757026586,1.3109950287111558,7.3895812875403255,12.262276889959386,-0.3506573508990865,-0.320642479561577
21050001_10_49,persistence,2,lags_only,235,9.595690825562771,16.16521122765313,,,,,
21050001_10_49,sarima,2,lags_only,235,9.169295260363773,15.229131281778184,-1.2410142943821658,9.595690825562771,16.16521122765313,0.04443615086712537,0.05790706553055341
21050001_10_49,xgboost_direct,2,lags_only,235,10.189585818192185,18.67702116729954,1.5041194064158632,9.595690825562771,16.16521122765313,-0.061891843268572895,-0.15538367573877185
21050001_10_49,persistence,3,lags_only,230,10.799790083374216,16.108298409375166,,,,,
21050001_10_49,sarima,3,lags_only,230,10.260926617738855,14.745626614814121,-1.5344677299615974,10.799790083374216,16.108298409375166,0.049895735146270694,0.08459439724359456
21050001_10_49,xgboost_direct,3,lags_only,230,9.198560329599122,13.007489259955785,1.1723869568419272,10.799790083374216,16.108298409375166,0.14826489602238788,0.192497622692083
21050001_10_49,persistence,4,lags_only,226,11.726458224273943,18.5666978391398,,,,,
21050001_10_49,sarima,4,lags_only,226,11.206303500182166,17.02269789855487,-2.641986891363931,11.726458224273943,18.5666978391398,0.044357359583224246,0.08315964173931224
21050001_10_49,xgboost_direct,4,lags_only,226,10.196954841578126,14.095969587354313,1.7021636691966366,11.726458224273943,18.5666978391398,0.13043182804589043,0.24079285883356716
21050001_10_49,persistence,5,lags_only,223,12.572926887483899,21.47862483089196,,,,,
21050001_10_49,sarima,5,lags_only,223,11.867352287008226,19.847631119246547,-3.8005164131256746,12.572926887483899,21.47862483089196,0.0561185638626483,0.07593566741291609
21050001_10_49,xgboost_direct,5,lags_only,223,10.659190885207588,17.041345197622523,1.6510008866024217,12.572926887483899,21.47862483089196,0.15221085904678228,0.20659049022949794
21050001_10_49,persistence,6,lags_only,220,12.633680936414727,21.52362872423508,,,,,
21050001_10_49,sarima,6,lags_only,220,11.939623526217225,19.678608072242383,-4.524227310180353,12.633680936414727,21.52362872423508,0.054937069702067846,0.08572070609614492
21050001_10_49,xgboost_direct,6,lags_only,220,10.927695107145542,18.90826063659711,2.1035149302634117,12.633680936414727,21.52362872423508,0.1350347406947671,0.12151148494273789
21050001_10_49,persistence,7,lags_only,216,12.288373906940777,19.476088535369914,,,,,
21050001_10_49,sarima,7,lags_only,216,11.676630632903258,17.574208956347587,-4.653781421455407,12.288373906940777,19.476088535369914,0.049782280281363424,0.09765202985026403
21050001_10_49,xgboost_direct,7,lags_only,216,10.377766055423308,14.101416162715177,1.3291019288485628,12.288373906940777,19.476088535369914,0.1554809339288016,0.2759626175909995
21055004_10_49,persistence,1,lags_only,408,7.021969176384928,12.629245090679062,,,,,
21055004_10_49,sarima,1,lags_only,408,7.059671173622581,12.482984648884091,-1.5276117002892835,7.021969176384928,12.629245090679062,-0.0053691487801520825,0.011581091406874102
21055004_10_49,xgboost_direct,1,lags_only,408,9.707051227347918,18.25258212457228,-0.7934930405925747,7.021969176384928,12.629245090679062,-0.3823830585860435,-0.44526311695728277
21055004_10_49,persistence,2,lags_only,406,9.36569653799089,16.72569582853574,,,,,
21055004_10_49,sarima,2,lags_only,406,8.922495267751994,15.627462777672005,-2.3262441435148364,9.36569653799089,16.72569582853574,0.04732176282256215,0.06566142671266563
21055004_10_49,xgboost_direct,2,lags_only,406,9.858313409102438,17.336427020762667,-1.372718305927885,9.36569653799089,16.72569582853574,-0.05259799622092202,-0.036514546150298616
21055004_10_49,persistence,3,lags_only,404,10.434169692369695,18.200933546985286,,,,,
21055004_10_49,sarima,3,lags_only,404,9.927758965254778,16.66842506943787,-3.231166804049251,10.434169692369695,18.200933546985286,0.048533878789152225,0.08419944359399378
21055004_10_49,xgboost_direct,3,lags_only,404,9.811383955042658,16.839013206611313,-2.0739036474309587,10.434169692369695,18.200933546985286,0.059687139052613664,0.07482694977475789
21055004_10_49,persistence,4,lags_only,404,11.55633377013739,19.061153116632347,,,,,
21055004_10_49,sarima,4,lags_only,404,10.510627078925863,17.188611776802894,-4.0527656054912535,11.55633377013739,19.061153116632347,0.09048775433552537,0.09823861800866153
21055004_10_49,xgboost_direct,4,lags_only,404,9.546577393506274,16.746394108423466,-2.0301153167502455,11.55633377013739,19.061153116632347,0.17390951287894685,0.12143856114292859
21055004_10_49,persistence,5,lags_only,401,12.0039389796705,19.99911919774409,,,,,
21055004_10_49,sarima,5,lags_only,401,10.946068791269225,17.93868481740105,-4.925347514727816,12.0039389796705,19.99911919774409,0.08812692152074837,0.10302625630510055
21055004_10_49,xgboost_direct,5,lags_only,401,9.708264071162276,15.637879294293702,-2.7108070689673696,12.0039389796705,19.99911919774409,0.1912434670316225,0.21807159907033993
21055004_10_49,persistence,6,lags_only,399,11.889928492166652,20.27983992755076,,,,,
21055004_10_49,sarima,6,lags_only,399,11.17472843627161,18.508719760206603,-5.974967406426177,11.889928492166652,20.27983992755076,0.060151754181383896,0.0873340309228989
21055004_10_49,xgboost_direct,6,lags_only,399,10.350976640263555,17.375910400215297,-2.279356787253654,11.889928492166652,20.27983992755076,0.12943323022648892,0.14319292152747173
21055004_10_49,persistence,7,lags_only,398,11.752136687933362,20.45182251619285,,,,,
21055004_10_49,sarima,7,lags_only,398,11.4309623790698,18.753410423761213,-6.7833907762623715,11.752136687933362,20.45182251619285,0.027329014067146683,0.08304453508174675
21055004_10_49,xgboost_direct,7,lags_only,398,10.210383958734129,17.907794455817264,-2.300989801652362,11.752136687933362,20.45182251619285,0.1311891420376556,0.12439126431697398
21055007_10_49,persistence,1,lags_only,242,6.322683212702975,11.446638111451692,,,,,
21055007_10_49,sarima,1,lags_only,242,6.2855073730147515,11.33793130885639,-0.9349124590355449,6.322683212702975,11.446638111451692,0.0058797568117176825,0.009496832304547757
21055007_10_49,xgboost_direct,1,lags_only,242,7.139071400674414,12.58193483400966,-0.8857816448783166,6.322683212702975,11.446638111451692,-0.1291205269198407,-0.09918167338776697
21055007_10_49,persistence,2,lags_only,239,8.548485259964703,15.464434560234398,,,,,
21055007_10_49,sarima,2,lags_only,239,8.013792679790843,14.487940173566034,-1.401361374523997,8.548485259964703,15.464434560234398,0.06254822508474073,0.06314452577395516
21055007_10_49,xgboost_direct,2,lags_only,239,7.395592912650855,12.738305764404167,-0.29339281913127657,8.548485259964703,15.464434560234398,0.13486510326141787,0.17628376810105048
21055007_10_49,persistence,3,lags_only,237,9.422954091786643,16.431669372893033,,,,,
21055007_10_49,sarima,3,lags_only,237,8.573708389483363,15.11008388940622,-1.861105968065748,9.422954091786643,16.431669372893033,0.09012520851009034,0.08042916720725922
21055007_10_49,xgboost_direct,3,lags_only,237,7.795362791202526,12.567872139183844,0.6033384575723011,9.422954091786643,16.431669372893033,0.17272622626940096,0.2351433166056281
21055007_10_49,persistence,4,lags_only,236,9.834849718032519,17.0192631809766,,,,,
21055007_10_49,sarima,4,lags_only,236,8.792019214725142,15.396888815338373,-2.5103385209413753,9.834849718032519,17.0192631809766,0.10603420827013886,0.09532576988712696
21055007_10_49,xgboost_direct,4,lags_only,236,7.760419558922077,12.670020197181213,0.4738999291867238,9.834849718032519,17.0192631809766,0.2109264725526925,0.25554825361986205
21055007_10_49,persistence,5,lags_only,235,9.99324160930035,16.376452595866688,,,,,
21055007_10_49,sarima,5,lags_only,235,9.049953317274369,15.310275264072882,-3.457190515278115,9.99324160930035,16.376452595866688,0.09439262342542551,0.06510429078290757
21055007_10_49,xgboost_direct,5,lags_only,235,7.815661968723358,12.777063462829668,0.3792159967084356,9.99324160930035,16.376452595866688,0.21790523292766154,0.21979052618181075
21055007_10_49,persistence,6,lags_only,234,9.755095361227609,16.387784580472026,,,,,
21055007_10_49,sarima,6,lags_only,234,9.180376004478147,15.58725948325577,-4.194125949012341,9.755095361227609,16.387784580472026,0.058914786116159266,0.04884889066519563
