station_id,model,horizon,condition,bootstrap_n,bootstrap_blocks_per_resample,bootstrap_seed,mae_diff_mean,mae_diff_ci_lower,mae_diff_ci_upper,mae_raw_p_one_sided,rmse_squared_diff_mean,rmse_squared_diff_ci_lower,rmse_squared_diff_ci_upper,rmse_squared_raw_p_one_sided,bootstrap_type,block_length_days,resamples
01022001_10_47,sarima,1,lags_only,996,36,20260816,0.1310735700216648,0.04649852975336415,0.22093879059756721,0.9984,-2.23669942811249,-5.32355061326871,0.12717746452621637,0.0324,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,sarima,2,lags_only,994,36,20260817,-0.09235876580120159,-0.35081093157280274,0.13078234421888268,0.2297,-9.44777769997286,-20.186810390480346,-1.3039147476105615,0.0081,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,sarima,3,lags_only,992,36,20260818,0.031169637869597523,-0.30217052114988735,0.33935083054324294,0.5895,-15.427077776649755,-33.4997960950081,-1.815808839265487,0.0099,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,sarima,4,lags_only,992,36,20260819,0.0027422677594789195,-0.39590377361851553,0.38316905176635135,0.5069,-17.16570895577024,-37.447592417998344,-0.8753848994864641,0.016,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,sarima,5,lags_only,993,36,20260820,0.13793414309072585,-0.3368730254913547,0.5921823395988743,0.7189,-13.607446446131851,-33.727497518666496,2.9231704483720162,0.0655,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,sarima,6,lags_only,991,36,20260821,0.29813130647638597,-0.23108483674592356,0.7913594830705961,0.8714,-8.26936697533879,-30.068876562022595,9.124000661618577,0.2088,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,sarima,7,lags_only,990,36,20260822,0.5123290492710039,-0.045016304562019736,1.0571412728091372,0.9645,-3.6535130361303843,-27.699921952535174,15.863177733257691,0.409,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,xgboost_direct,1,lags_only,996,36,20260823,1.3765481141370735,1.001187327695005,1.7935193530956235,1.0,27.4469109653105,13.290083725796139,44.88375517371326,1.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,xgboost_direct,2,lags_only,994,36,20260824,0.010001707647872386,-0.4509407455546528,0.4841879658537891,0.5141,-5.069160215266777,-25.939621510896668,13.175455835732146,0.3068,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,xgboost_direct,3,lags_only,992,36,20260825,-0.6216106099315492,-1.166917911744105,-0.09357887062552833,0.0115,-32.43679026381309,-59.60872738413133,-10.221950836784139,0.0006,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,xgboost_direct,4,lags_only,992,36,20260826,-1.0682857240637862,-1.7336512125490042,-0.4096251855435134,0.0009,-42.77128071467931,-72.56286276160016,-18.028804327996035,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,xgboost_direct,5,lags_only,993,36,20260827,-1.159666252363586,-1.7933674917748805,-0.559411817797847,0.0002,-45.988283652231296,-76.78980201784316,-21.184305422262103,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,xgboost_direct,6,lags_only,991,36,20260828,-1.443363812699323,-2.1019933161222255,-0.8191185470430465,0.0,-51.763154089198004,-83.194274323154,-26.366893004280776,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01022001_10_47,xgboost_direct,7,lags_only,990,36,20260829,-1.604864890906896,-2.3366291666265697,-0.9245063143802853,0.0,-57.27921097667011,-91.00963137317237,-28.8161181304828,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,sarima,1,lags_only,912,33,20260830,0.15326813056166874,-0.06378557489349593,0.37129145600111163,0.9139,-4.359244905384353,-21.10100631257985,5.600849307205343,0.3542,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,sarima,2,lags_only,909,33,20260831,-0.2699957179340386,-0.5271245907885881,-0.018880124795348723,0.0174,-26.01118729958437,-65.8483137427776,-3.3455352101581597,0.0005,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,sarima,3,lags_only,907,33,20260832,-0.4165085070253343,-0.738760501903602,-0.10574405618304623,0.0037,-31.06464028546607,-72.1797336999634,-5.824772710513507,0.0004,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,sarima,4,lags_only,907,33,20260833,-0.36627998494799197,-0.7519465444687619,-0.0067748822068368466,0.0225,-36.899451368076555,-84.82362478667686,-5.9071941234305045,0.0015,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,sarima,5,lags_only,908,33,20260834,-0.3274702799252146,-0.8099397680198398,0.1300796564021884,0.0815,-41.11920153500947,-97.67033608531652,-4.242634882254562,0.0081,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,sarima,6,lags_only,907,33,20260835,-0.16837415019498095,-0.7608496229543519,0.3965114297999348,0.2899,-39.83443487602063,-100.6926017051816,0.208420565601968,0.0261,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,sarima,7,lags_only,906,33,20260836,-0.024466463861485835,-0.7422207855388704,0.6455952150191011,0.4751,-38.071419293056046,-99.56630364897173,5.319756431091808,0.0533,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,xgboost_direct,1,lags_only,912,33,20260837,1.5576661913113448,0.997356007892994,2.162358822697904,1.0,33.771438131724146,2.120720264150466,62.52472925625409,0.9811,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,xgboost_direct,2,lags_only,909,33,20260838,-0.21372532969722113,-0.8999134559024272,0.4569823983715986,0.2655,-34.09943571343994,-117.35032741399962,16.044770432968516,0.2051,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,xgboost_direct,3,lags_only,907,33,20260839,-0.8477326102327472,-1.57409539856496,-0.13006302839709277,0.0095,-51.48720062873189,-123.91551072845007,-5.967390888553345,0.0056,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,xgboost_direct,4,lags_only,907,33,20260840,-1.0728514991294618,-2.0357183962832672,-0.12786792872283953,0.0112,-68.2200976778982,-154.58478766050098,-12.516567307128236,0.0025,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,xgboost_direct,5,lags_only,908,33,20260841,-1.5073784615218162,-2.565038671608465,-0.5074858790087039,0.0022,-86.26125494355772,-182.57053049226784,-22.011208143820852,0.0006,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,xgboost_direct,6,lags_only,907,33,20260842,-1.697202286030883,-2.749279265062306,-0.7032232046409215,0.0004,-96.41414176236272,-202.8095103127275,-28.086398673023965,0.0001,circular moving block bootstrap over ordered origin-level pairs,28,10000
01036004_10_47,xgboost_direct,7,lags_only,906,33,20260843,-1.7873967699965299,-2.8669606056735595,-0.8187433779120245,0.0003,-101.43548916633156,-205.7365205965679,-33.03208099474024,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,sarima,1,lags_only,913,33,20260844,0.011180132694306648,-0.07527117984321653,0.09358658170599835,0.6055,-3.3386477268798394,-7.179811457424413,-0.45423203573211773,0.0099,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,sarima,2,lags_only,909,33,20260845,-0.1753266784186198,-0.4403426409804299,0.023096888171772124,0.0479,-13.386308605625763,-27.716243947581184,-3.113162942287155,0.0008,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,sarima,3,lags_only,905,33,20260846,-0.13319401587766244,-0.4656713814400666,0.14890411500855388,0.1972,-18.471811461811264,-42.966393185018646,-1.7430720253934522,0.0089,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,sarima,4,lags_only,903,33,20260847,0.07454534593934777,-0.3002436109198556,0.419979007508756,0.6749,-19.018473482886357,-47.55199677768149,1.3258806087080306,0.039,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,sarima,5,lags_only,903,33,20260848,0.20798336555297037,-0.2258819293446293,0.6174897943182168,0.8328,-11.264444312260158,-35.32497490304496,7.7194959529988365,0.1528,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,sarima,6,lags_only,901,33,20260849,0.5645694956533327,0.05191130330305269,1.0585413793840968,0.984,-1.9155448159954838,-22.73454124140219,15.371955793880263,0.4416,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,sarima,7,lags_only,901,33,20260850,0.8523175244063763,0.20541660463780803,1.4393836831265885,0.9956,1.450719247604708,-21.290109753320028,20.321278314877233,0.5772,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,xgboost_direct,1,lags_only,913,33,20260851,1.0331266897016302,0.6524057373623375,1.4514704688479065,1.0,18.36731605966173,7.630162291260942,32.066783493136214,0.9998,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,xgboost_direct,2,lags_only,909,33,20260852,-0.3149993156074341,-0.8890143072724221,0.3461961230618011,0.1566,-21.39301522468032,-43.81876162489205,-1.9389942075257158,0.0158,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,xgboost_direct,3,lags_only,905,33,20260853,-0.7582019421568278,-1.5103447639244925,0.047712076177770124,0.0318,-42.11178174781848,-83.40231038332797,-10.894092177153171,0.0014,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,xgboost_direct,4,lags_only,903,33,20260854,-0.9027255857776746,-1.7227841260698789,-0.06269788455936552,0.0176,-49.89575173669201,-97.27238491996033,-16.244379461696244,0.0001,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,xgboost_direct,5,lags_only,903,33,20260855,-0.9440982584202474,-1.8063496478398011,-0.03949847659584777,0.0208,-45.88895651966892,-86.05826964971985,-14.268372401390042,0.0007,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,xgboost_direct,6,lags_only,901,33,20260856,-1.139341117401973,-2.012652569818186,-0.24345993446870817,0.008,-48.39952819925828,-83.0159932817983,-19.245213431204057,0.0002,circular moving block bootstrap over ordered origin-level pairs,28,10000
01051001_10_49,xgboost_direct,7,lags_only,901,33,20260857,-1.3818006064167656,-2.2726875996652054,-0.5385698571923556,0.0011,-53.211543403144134,-89.7701843031928,-23.66926197641096,0.0002,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,sarima,1,lags_only,917,33,20260858,0.14021861549138528,-0.01368448237664504,0.28328636933648055,0.9637,-3.8632507071339264,-11.990505614387116,1.274513232263147,0.1203,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,sarima,2,lags_only,916,33,20260859,-0.11670239783197175,-0.329845466380682,0.08406344019291039,0.1321,-15.952808761755357,-36.341116628514236,-2.4337011268826596,0.0011,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,sarima,3,lags_only,913,33,20260860,-0.22652386824648615,-0.5244925584071205,0.02936108640218512,0.0455,-20.534608654251297,-42.50755469915492,-4.507710606493955,0.0005,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,sarima,4,lags_only,913,33,20260861,-0.3306302938297928,-0.6583925773510045,-0.04131968075418751,0.0117,-26.37560101339306,-52.12411874110317,-7.417993803292528,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,sarima,5,lags_only,914,33,20260862,-0.5594217672752448,-0.9780048807519726,-0.17976317764326624,0.0018,-31.10922034074831,-61.40434409928448,-8.38061828152515,0.0004,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,sarima,6,lags_only,912,33,20260863,-0.5830776083177125,-1.059050117060245,-0.15397706419258445,0.0029,-34.871925446241974,-69.29484938841014,-9.371598733125468,0.0001,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,sarima,7,lags_only,911,33,20260864,-0.5306088110954076,-1.0474702748993339,-0.05793228312151968,0.0141,-35.226838961928294,-70.84535832490515,-7.960816594762655,0.0011,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,xgboost_direct,1,lags_only,917,33,20260865,1.5193276651859569,1.118188775644375,1.9385639445618394,1.0,21.141875116772763,8.928608116559438,33.25408303288527,0.9993,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,xgboost_direct,2,lags_only,916,33,20260866,0.6009922378572671,-0.07713410246182423,1.3181557290684132,0.9578,0.8324001424594493,-39.868522794584045,33.84281992608058,0.5466,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,xgboost_direct,3,lags_only,913,33,20260867,-0.20433341692776505,-0.8738140320959911,0.4268395192509965,0.2748,-24.8291906931427,-58.69922817856941,1.2701634045445085,0.0347,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,xgboost_direct,4,lags_only,913,33,20260868,-0.47036792183198783,-1.1634048566496167,0.18657988221840136,0.0863,-32.881749110187776,-71.41851392865765,-2.3304624153461058,0.0149,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,xgboost_direct,5,lags_only,914,33,20260869,-1.0962208999861456,-1.876440558324067,-0.41060182518799676,0.0006,-50.151355216283875,-97.42818759063324,-14.483263806017753,0.0001,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,xgboost_direct,6,lags_only,912,33,20260870,-1.1776890042447967,-2.00580279061824,-0.37285944282552375,0.0021,-57.52140787112653,-108.03202584735055,-17.80322901802024,0.0001,circular moving block bootstrap over ordered origin-level pairs,28,10000
01055001_10_47,xgboost_direct,7,lags_only,911,33,20260871,-1.310536132747028,-2.125657307349227,-0.534816802977136,0.0001,-60.86668383475036,-109.67423511809736,-21.146719404301635,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,sarima,1,lags_only,985,36,20260872,0.09826316033662844,-0.03281243027360079,0.2440260079395275,0.9232,1.6388903301724387,-2.269727961079288,7.67079847830992,0.695,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,sarima,2,lags_only,982,36,20260873,-0.19919670609792328,-0.4205587310619036,-0.004761354603467006,0.0229,-13.895223278449656,-28.518295567343245,-3.170976588126006,0.0011,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,sarima,3,lags_only,980,35,20260874,-0.3196302376518051,-0.6845481774231496,-0.0038581521374363406,0.0241,-22.752996965416553,-55.686341528323794,-2.1474571547569847,0.0078,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,sarima,4,lags_only,980,35,20260875,-0.18230030809410644,-0.5885031989005242,0.19542302801329345,0.1802,-20.240641542415677,-53.32684999040053,2.4256415216786396,0.0497,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,sarima,5,lags_only,980,35,20260876,-0.02726402353313658,-0.5274662011193015,0.43621645895870065,0.4603,-12.67431680682271,-38.08558227543977,7.347593131491427,0.1318,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,sarima,6,lags_only,978,35,20260877,0.4071296175272975,-0.1394891058553871,0.9476865600137303,0.9285,0.23375391397977835,-20.183540713918607,18.490395423103177,0.5358,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,sarima,7,lags_only,977,35,20260878,0.6798675935644227,0.05108396053108456,1.3007490546623217,0.9834,3.2021573673189456,-20.6223473701033,23.667796295075455,0.6215,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,xgboost_direct,1,lags_only,985,36,20260879,1.7678188809355246,1.2083046562570658,2.373968685139171,1.0,38.439025991717436,21.2297267736382,57.86049446737256,1.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,xgboost_direct,2,lags_only,982,36,20260880,-0.07199240386933131,-0.6737665047788115,0.5816742951764198,0.4001,-14.911971419433748,-44.86179179752999,10.201849003363355,0.1407,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,xgboost_direct,3,lags_only,980,35,20260881,-0.998997975924995,-1.716427857730573,-0.2810045976861251,0.0035,-46.37316336899407,-92.79904568841768,-12.583802891920177,0.0008,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,xgboost_direct,4,lags_only,980,35,20260882,-1.3254321662632655,-2.097128324922829,-0.5220583734815029,0.0005,-57.30726194594694,-111.01408684172726,-18.818750689897453,0.0002,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,xgboost_direct,5,lags_only,980,35,20260883,-1.7191094664542264,-2.477266394630801,-0.9880064192245565,0.0,-68.49499861184174,-111.16958593015913,-34.16818844818498,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,xgboost_direct,6,lags_only,978,35,20260884,-1.3650311589940345,-2.064235332561128,-0.6920738396162702,0.0,-54.09683167151938,-85.70813159524982,-28.13102799620059,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059008_10_49,xgboost_direct,7,lags_only,977,35,20260885,-1.7634581898172168,-2.411383046097065,-1.137682436356987,0.0,-70.14534923859942,-108.20764535786236,-38.50074821274521,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,sarima,1,lags_only,925,34,20260886,0.0381589765632087,-0.05379791038754812,0.14801145905649563,0.7662,0.14893013783887502,-1.3886133930598128,2.231879363148963,0.5295,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,sarima,2,lags_only,922,33,20260887,-0.16849377385505973,-0.31145690473614757,-0.027942679681256792,0.009,-5.969805944299273,-10.669329053765752,-2.1307662820169475,0.0003,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,sarima,3,lags_only,920,33,20260888,-0.1717601903529842,-0.43593467002470665,0.08899793812527942,0.0995,-9.019925273968827,-18.409381917708913,-1.4284851756311514,0.0058,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,sarima,4,lags_only,917,33,20260889,-0.09123825611489259,-0.43155600801666616,0.24722728913882996,0.2977,-7.983768539269392,-19.826898731472003,1.4510034609048201,0.0566,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,sarima,5,lags_only,919,33,20260890,0.12204582826743904,-0.2559625555440886,0.5107311428292706,0.7254,-3.0135623313664652,-15.098968249391323,7.14980522941193,0.3176,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,sarima,6,lags_only,917,33,20260891,0.404880170441381,-0.06207241918970834,0.8674328514699695,0.9582,2.5924670247353596,-12.003483719653078,14.18342066919542,0.6734,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,sarima,7,lags_only,916,33,20260892,0.7176101120742628,0.16845288399829733,1.2765835947162416,0.9945,5.860233034662338,-9.874693834875186,18.22190424417981,0.8018,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,xgboost_direct,1,lags_only,925,34,20260893,1.4387642685432283,1.0199607740963164,1.9158053888191664,1.0,16.314662252930912,8.814743579287516,24.670509824795687,1.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,xgboost_direct,2,lags_only,922,33,20260894,0.10660740726199465,-0.44341427036675435,0.6493107151257748,0.6453,-9.308165117096658,-23.91975943732671,2.8315446692942654,0.0749,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,xgboost_direct,3,lags_only,920,33,20260895,-0.1849452167722399,-0.7575353265751884,0.4270082664201682,0.2702,-18.13315219275586,-38.34895034131052,-1.833888293441314,0.0122,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,xgboost_direct,4,lags_only,917,33,20260896,-0.3645500228186808,-1.018424870752435,0.312574857331347,0.1385,-20.58487804488538,-41.785382056476905,-2.979239943626261,0.0083,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,xgboost_direct,5,lags_only,919,33,20260897,-0.5351876322113929,-1.1614869786219593,0.14970979134743106,0.0613,-23.27643106556856,-43.742702003496156,-5.684195915841737,0.0033,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,xgboost_direct,6,lags_only,917,33,20260898,-0.5406563401566096,-1.1821745867622295,0.11140450895654583,0.0487,-24.48837006953621,-48.61609861568073,-6.245319060444219,0.0022,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059009_10_47,xgboost_direct,7,lags_only,916,33,20260899,-0.7438537275482197,-1.3394589969369977,-0.14916032235887025,0.0062,-29.090846189287703,-53.40735341231422,-9.822871452884018,0.0003,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,sarima,1,lags_only,1035,37,20260900,0.06690234678480708,-0.046012776570128186,0.18327524499559983,0.8782,0.21353409594008313,-2.1007382707581326,2.618335046712614,0.5787,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,sarima,2,lags_only,1033,37,20260901,-0.23277399738970644,-0.4557819971369308,-0.02597112045956004,0.014,-14.71562880722495,-27.50833879333439,-4.689029881230393,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,sarima,3,lags_only,1031,37,20260902,-0.35295030604319505,-0.6381319293753654,-0.10304871702234962,0.0023,-24.266420917723707,-49.354945722429235,-6.853741785055898,0.0003,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,sarima,4,lags_only,1031,37,20260903,-0.3394872898766125,-0.6835243858922561,-0.026700098769204542,0.0169,-26.383289836167165,-57.13757451685883,-5.756989452709021,0.0012,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,sarima,5,lags_only,1032,37,20260904,-0.24291503540315754,-0.6477166297160538,0.15201206282195123,0.1184,-22.09700083879756,-47.848390148478856,-1.8650132062647544,0.0148,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,sarima,6,lags_only,1030,37,20260905,-0.04841310238775701,-0.538206221027812,0.4180724040760415,0.4273,-15.973824650633555,-39.68531409379989,3.730812974992564,0.0667,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,sarima,7,lags_only,1029,37,20260906,0.15976257844224412,-0.4066004680669897,0.6980555955720936,0.7179,-14.369384005553872,-40.93010734416118,7.860828416187032,0.123,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,xgboost_direct,1,lags_only,1035,37,20260907,1.403553171533064,1.0316297778409251,1.8039470604739432,1.0,29.990006146923335,18.319607957364692,43.51184477551726,1.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,xgboost_direct,2,lags_only,1033,37,20260908,-0.18414594506044274,-0.6663348356747327,0.2714731857510226,0.2191,-18.17348867214292,-42.38800446497618,0.5310708048967898,0.0291,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,xgboost_direct,3,lags_only,1031,37,20260909,-0.8239629051031617,-1.3404420655448923,-0.2949540342935847,0.0011,-42.36860110857896,-79.25704131371509,-14.393918260413633,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,xgboost_direct,4,lags_only,1031,37,20260910,-1.3215907333502495,-1.9862173206056803,-0.6387177444866935,0.0,-55.65558695046617,-99.51928132601405,-22.016447733198564,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,xgboost_direct,5,lags_only,1032,37,20260911,-1.4753690745241392,-2.202712867290148,-0.7682150267260887,0.0,-56.86686801773125,-94.80158105127208,-25.935618921394596,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,xgboost_direct,6,lags_only,1030,37,20260912,-1.6212337713061145,-2.30225243401895,-0.9578322104522422,0.0,-59.831200177347654,-94.94104410903756,-30.421552900827578,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
01059012_10_47,xgboost_direct,7,lags_only,1029,37,20260913,-1.8305642432739273,-2.6000442927140637,-1.1043495242557246,0.0,-71.78147529018283,-112.93976718870724,-36.99357284652653,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,sarima,1,lags_only,164,6,20260914,-0.68640916803686,-1.7190833499288762,0.19358019725979364,0.0741,-140.82537418889584,-387.0906920187503,-0.07980790104632221,0.0246,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,sarima,2,lags_only,163,6,20260915,-1.7551801426237679,-3.3775296980074203,-0.5362928897859994,0.0,-163.22068789797723,-431.0033742326194,-10.28601956241345,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,sarima,3,lags_only,162,6,20260916,-1.9176613214984424,-3.6887934212377744,-0.6003449406642541,0.0,-148.59934551626182,-388.55977340922385,-11.339981026259263,0.0,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,sarima,4,lags_only,161,6,20260917,-1.956745201240611,-4.1993749178481306,-0.46241206391032963,0.0003,-179.90425496559556,-486.86966484285335,-9.69556637649064,0.0003,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,sarima,5,lags_only,160,6,20260918,-2.005276163468652,-4.827900823279348,-0.18989333587687773,0.0054,-188.57046974937379,-508.85997069218274,-6.034107397021484,0.0054,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,sarima,6,lags_only,159,6,20260919,-1.7618229214854277,-4.54435073590417,0.023085255980785868,0.03,-146.4477604825413,-388.34814703741284,-3.9207150366618855,0.0087,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,sarima,7,lags_only,158,6,20260920,-1.8633673333367724,-4.733670389179005,0.10504899592676482,0.0379,-170.38586285482296,-453.9458307771277,-6.5246858736955575,0.0029,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,xgboost_direct,1,lags_only,164,6,20260921,1.4425258596711368,0.19783668408755878,2.671828618554592,0.9897,-86.6289939190022,-316.0805598223046,54.244088242579586,0.2854,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,xgboost_direct,2,lags_only,163,6,20260922,-0.647027562743908,-2.5860543689844793,1.0180702100169767,0.2521,-138.5013452026961,-405.8599478148166,16.982766491996834,0.1058,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,xgboost_direct,3,lags_only,162,6,20260923,-0.5911528090710588,-2.8839579138989224,1.4501189103255117,0.3062,-115.09448220520333,-351.3151352241482,29.55083393868122,0.157,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,xgboost_direct,4,lags_only,161,6,20260924,0.17520939335584923,-1.6119537067040288,1.8413784871055605,0.5875,-70.43610006782386,-240.7693522224949,42.56037810378451,0.2051,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,xgboost_direct,5,lags_only,160,6,20260925,1.0975904609099991,-0.8016383214753325,3.0856350645151998,0.8662,-100.81549672360438,-348.1554945695859,56.69027177086499,0.2553,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,xgboost_direct,6,lags_only,159,6,20260926,0.5957373129491843,-2.3779730824440897,3.4274795659546706,0.6671,-81.91818088944237,-290.0617047274012,59.366055569851106,0.2369,circular moving block bootstrap over ordered origin-level pairs,28,10000
03014009_10_46,xgboost_direct,7,lags_only,158,6,20260927,0.24563287461993458,-2.4586753791329015,2.8059889135344243,0.5744,-115.09947046527164,-375.349719096322,42.5553046038674,0.2113,circular moving block bootstrap over ordered origin-level pairs,28,10000
03066003_10_46,sarima,1,lags_only,99,4,20260928,-0.12629576082416402,-0.47498215351420736,0.21830571040761787,0.2342,-23.13611712996718,-61.99236951624683,1.8019221254789397,0.066,circular moving block bootstrap over ordered origin-level pairs,28,10000
03066003_10_46,sarima,2,lags_only,98,4,20260929,-0.5212115689176162,-1.0741426366324525,-0.0294332783473621,0.0202,-42.50208827582827,-98.67708490229352,-0.13470385539835258,0.0239,circular moving block bootstrap over ordered origin-level pairs,28,10000
