station_id,model,horizon,condition,n,observed_variance,predicted_variance,variance_retention,observed_sd,predicted_sd,std_ratio,correlation,observed_amplitude_q95_q05,predicted_amplitude_q95_q05,amplitude_ratio,variance_fidelity_directional_degradation,alpha_kge,temporal_variability,alpha_kge_status,temporal_variability_status
38006002_10_46,xgboost_direct,1,lags_only,621,2023.7316791719234,1294.1262709063612,0.6394752250139681,44.98590533902728,35.97396657176355,0.7996719483725612,-0.0030326396231229297,62.916666666666664,74.82358264923096,1.1892489957493662,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006002_10_46,xgboost_direct,2,lags_only,616,2034.4072351607383,3208.200870368201,1.576970832054046,45.104403722483,56.64098225108919,1.2557749926057797,-0.033059479957355496,72.00769927536233,79.32408666610718,1.1016056264034557,False,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006002_10_46,xgboost_direct,3,lags_only,612,2061.98506755296,1035.587005562816,0.5022281789808442,45.409085737911084,32.18053768293526,0.7086805902385392,-0.04699902271777199,78.40552536231881,60.51633195877074,0.7718375928114691,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006002_10_46,xgboost_direct,4,lags_only,612,2253.7765012456234,739.3270901883477,0.3280392220700386,47.47395603112957,27.19056987612337,0.5727470838599168,-0.020531112666503516,79.21871376811582,56.14423518180846,0.7087243974466745,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006002_10_46,xgboost_direct,5,lags_only,611,2291.9239338005536,1265.2716373724672,0.5520565576861649,47.874042379984516,35.57065697133618,0.7430050859086799,-0.04203400911993407,78.16041666666666,58.12120008468628,0.7436142559546183,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006002_10_46,xgboost_direct,6,lags_only,609,2183.1703641606596,3220.0065591663683,1.4749222561952147,46.724408655013065,56.74510163147448,1.2144637731094388,-0.017212960233152746,75.59166666666677,112.48705863952641,1.488088086952172,False,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006002_10_46,xgboost_direct,7,lags_only,606,1674.8639623606975,1341.6197317909389,0.8010320610755421,40.925101861335634,36.62812760421885,0.8950039447262466,0.0278473636234926,69.134375,55.902435302734375,0.8086054918806219,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,sarima,1,lags_only,959,1782.7756298623503,801.936025396786,0.44982442656494254,42.222927774638634,28.318474983600122,0.6706895157708539,0.6171527059263527,66.76833333333319,43.48637108590333,0.6513023302349431,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,sarima,2,lags_only,955,1826.4733963623983,238.06434379161715,0.1303409862228192,42.73726004743868,15.429333873878585,0.3610276806878098,0.2979413928729843,68.97436429512513,26.702940232583117,0.38714296978987,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,sarima,3,lags_only,952,1993.3437649377452,80.99077197367501,0.04063060943038315,44.64687855760742,8.999487317268413,0.20157035851132266,0.1196937092899781,71.73602108036859,16.62327132003918,0.23172837118210804,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,sarima,4,lags_only,950,2012.5963112365864,31.812312723746118,0.01580660391064708,44.86196954254891,5.640240484566781,0.12572431710153403,0.04502059265138285,72.22015151515129,11.977639916079337,0.16584900010306003,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,sarima,5,lags_only,948,2035.9405744988355,16.912060806771397,0.008306755618805057,45.12139818865142,4.112427605049285,0.09114140452508429,0.009846838540691396,76.67242424242423,9.075821833002685,0.11837139522687572,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,sarima,6,lags_only,946,2040.2890650515303,11.214732576498562,0.005496639063845259,45.169559053100464,3.348840482390668,0.07413932198128911,-0.0036923919646443554,76.67159090909091,6.901505807277397,0.09001385944189517,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,sarima,7,lags_only,945,2036.7243644470177,9.53820777173038,0.004683111734817421,45.130082699315075,3.0883989010052413,0.06843326482652586,-0.012038870008728988,75.82416666666657,5.905073007740424,0.07787850849320817,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,xgboost_direct,1,lags_only,959,1782.7756298623503,575.249564061248,0.3226707581288081,42.222927774638634,23.98436082244528,0.5680411588334141,0.174755919230019,66.76833333333319,65.69041118621826,0.9838557877170075,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,xgboost_direct,2,lags_only,955,1826.4733963623983,949.0901972948103,0.519629904922249,42.73726004743868,30.807307530759815,0.7208535946516803,-0.02300465284304796,68.97436429512513,66.78004188537598,0.9681864061789659,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,xgboost_direct,3,lags_only,952,1993.3437649377452,1326.9361887517568,0.665683567527149,44.64687855760742,36.42713533551269,0.8158943360062926,-0.006475145576795744,71.73602108036859,67.58454575538622,0.9421284417164522,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,xgboost_direct,4,lags_only,950,2012.5963112365864,1132.2655850673675,0.5625895162113643,44.86196954254891,33.64915429943771,0.7500596751001645,0.015796231077221605,72.22015151515129,58.71262717247008,0.8129673773967724,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,xgboost_direct,5,lags_only,948,2035.9405744988355,1464.274094596686,0.7192125904544782,45.12139818865142,38.2658345603057,0.8480640249736326,-0.0005274247706222214,76.67242424242423,54.64374885559083,0.7126910280391977,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,xgboost_direct,6,lags_only,946,2040.2890650515303,1005.0901330267111,0.4926214379340048,45.169559053100464,31.703156515191214,0.7018699579936477,0.030050443240914167,76.67159090909091,69.38807225227356,0.9050036842791827,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38006003_10_46,xgboost_direct,7,lags_only,945,2036.7243644470177,710.4893332165228,0.3488392173328887,45.130082699315075,26.65500578158862,0.5906261231378854,-0.012980268097478239,75.82416666666657,68.66684646606438,0.9056063453744668,True,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
38008001_10_49,sarima,1,lags_only,882,1653.018105474581,1665.5916882317206,1.0076064398299676,40.65732536056179,40.811661179517316,1.0037960150498546,0.5285324373171251,73.03958333333316,55.5945258558251,0.7611561199919026,False,,,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION,NOT_FROZEN_IN_PHASE_3_PREREGISTRATION
