station_id,horizon,condition,error_mae_sarima,error_mae_xgboost_direct,error_rmse_sarima,error_rmse_xgboost_direct,error_bias_sarima,error_bias_xgboost_direct,error_skill_mae_sarima,error_skill_mae_xgboost_direct,error_skill_rmse_sarima,error_skill_rmse_xgboost_direct,fidelity_variance_retention_sarima,fidelity_variance_retention_xgboost_direct,fidelity_std_ratio_sarima,fidelity_std_ratio_xgboost_direct,fidelity_correlation_sarima,fidelity_correlation_xgboost_direct,fidelity_amplitude_ratio_sarima,fidelity_amplitude_ratio_xgboost_direct,event_precision_persistence,event_precision_sarima,event_precision_xgboost_direct,event_recall_pod_persistence,event_recall_pod_sarima,event_recall_pod_xgboost_direct,event_far_persistence,event_far_sarima,event_far_xgboost_direct,event_csi_persistence,event_csi_sarima,event_csi_xgboost_direct,event_event_bias_persistence,event_event_bias_sarima,event_event_bias_xgboost_direct,event_exceedance_intensity_error_persistence,event_exceedance_intensity_error_sarima,event_exceedance_intensity_error_xgboost_direct,persistence_mae,persistence_rmse
01036004_10_47,4,lags_only,8.191065398318777,7.484493884137308,13.251634839300554,12.011876606273583,-4.360080544434693,-0.9961489602747334,0.04280299187926018,0.1253719992682941,0.09095663733769925,0.17600229447403748,0.45780833700562845,0.2598060667010084,0.6766153538057117,0.509711748639374,0.12875152743733828,0.08364246623482767,0.7292888638158541,0.7331348192316012,0.3481781376518219,0.4270833333333333,0.2987012987012987,0.3467741935483871,0.16532258064516128,0.18548387096774194,0.6518218623481782,0.5729166666666666,0.7012987012987013,0.21026894865525672,0.1353135313531353,0.12921348314606743,0.9959677419354839,0.3870967741935484,0.6209677419354839,-8.75953365779296,-14.25096340115764,-11.989051883219576,8.55734538326677,14.577560745276994
01036004_10_47,5,lags_only,8.492692973950449,7.31278479235385,13.4196359981961,11.61656476397099,-5.058066298924585,-0.9536282238678313,0.03712746244025832,0.17090142417255805,0.09771767556354174,0.21894892986580708,0.4246080484712241,0.24642090775498984,0.6516195580791172,0.4964080053292753,0.07483604549087569,0.09583271755099278,0.7066725025000015,0.6859501686870114,0.33877551020408164,0.379746835443038,0.2727272727272727,0.34156378600823045,0.12345679012345678,0.1728395061728395,0.6612244897959184,0.620253164556962,0.7272727272727273,0.20493827160493827,0.10273972602739725,0.11830985915492957,1.008230452674897,0.32510288065843623,0.6337448559670782,-9.419755119634345,-15.55554811545572,-12.23447683633956,8.820163253875664,14.872990010723806
01036004_10_47,6,lags_only,8.720927486076889,7.192099350240987,13.849052284548257,11.628264801500231,-5.824072515418457,-1.0696262247566004,0.018941212379153454,0.1909263916870169,0.09004061189439132,0.23595864134985553,0.3778552468430355,0.23839118899843792,0.6146993141716001,0.48825320172881403,0.0409998414273788,0.113761457628412,0.6714760894430012,0.6798816705402712,0.3481781376518219,0.3225806451612903,0.3270440251572327,0.35684647302904565,0.08298755186721991,0.2157676348547718,0.6518218623481782,0.6774193548387096,0.6729559748427673,0.21393034825870647,0.0706713780918728,0.14942528735632185,1.0248962655601659,0.2572614107883817,0.6597510373443983,-10.158297232264399,-16.883785700858176,-12.222109958576825,8.88930163627187,15.219417993345605
01036004_10_47,7,lags_only,9.036736076666907,7.273805770531863,14.236038999289471,11.802573300599123,-6.611268030683478,-0.7683662818501443,0.0027001343091112165,0.19725822946810553,0.08247386119176418,0.23931302035345794,0.33652770539809773,0.24530549704907942,0.580110080414138,0.49528324931202694,0.02245682374514625,0.10271133925598236,0.6280526262677985,0.7048788275813213,0.3132530120481928,0.34615384615384615,0.31547619047619047,0.32098765432098764,0.07407407407407407,0.21810699588477367,0.6867469879518072,0.6538461538461539,0.6845238095238095,0.18840579710144928,0.06498194945848375,0.14804469273743018,1.0246913580246915,0.2139917695473251,0.691358024691358,-10.904595395187819,-18.01655757813268,-11.763932580848358,9.061202540528393,15.515676771650886
01051001_10_49,1,lags_only,4.282734083664345,5.304680640671668,7.335112146892862,8.689639462833702,-1.4375875948463268,-0.8470824610867493,-0.002617345542777868,-0.24186202528637474,0.029652990961405907,-0.1495346619828002,0.7400414805705248,0.21285015498706755,0.8602566364582866,0.46135686294566763,0.6299302449363657,0.28630763818809785,0.8596185360620103,0.591303063492749,0.6259541984732825,0.6684491978609626,0.44086021505376344,0.6259541984732825,0.4770992366412214,0.31297709923664124,0.37404580152671757,0.3315508021390374,0.5591397849462365,0.45555555555555555,0.38580246913580246,0.22404371584699453,1.0,0.7137404580152672,0.7099236641221374,-2.925403538131301,-5.409127930380329,-8.804321736459228,4.271553950970039,7.559267023619093
01051001_10_49,2,lags_only,5.71097321289411,5.571300575705296,9.490313669464097,9.058661431235995,-2.6242206051047026,-0.9795345368963816,0.0297855497776072,0.05351397676362432,0.06693830426324957,0.1093771722919835,0.5880513961946913,0.21845552644028435,0.766845092697796,0.46739226185323646,0.35345841499160746,0.2125098264389997,0.8302827846977672,0.5891398942664788,0.4790874524714829,0.5488721804511278,0.37790697674418605,0.48091603053435117,0.2786259541984733,0.2480916030534351,0.5209125475285171,0.45112781954887216,0.622093023255814,0.3157894736842105,0.2267080745341615,0.17615176151761516,1.0038167938931297,0.5076335877862596,0.6564885496183206,-5.493335218203082,-9.050577191497515,-9.182171105507749,5.88629989131273,10.171153432646804
01051001_10_49,3,lags_only,6.26583595848793,5.640828032208766,10.26890281978315,9.044909885462824,-3.6537546565195873,-1.0728915597499116,0.020814719795224895,0.11848701212436459,0.07753578530160786,0.18748810452883607,0.4684696015242604,0.21555585014619966,0.6844483921555083,0.4642799264949969,0.23260439028629665,0.2243939431219522,0.7727774082485803,0.6159168992332693,0.42366412213740456,0.5050505050505051,0.4069767441860465,0.42857142857142855,0.19305019305019305,0.2702702702702703,0.5763358778625954,0.494949494949495,0.5930232558139535,0.2707317073170732,0.16233766233766234,0.19390581717451524,1.0115830115830116,0.38223938223938225,0.6640926640926641,-6.458220339198601,-11.08369249483658,-9.475257891087896,6.399029974365595,11.13203380267782
01051001_10_49,4,lags_only,6.69841734781214,5.721146416095118,10.715045049425596,9.161599868877397,-4.5317211961207144,-0.9210967004179178,-0.01125404384599694,0.13628366996259025,0.07377566940356008,0.2080577667568188,0.38662669666279337,0.2066593803977096,0.6217931301186861,0.4545980426681461,0.17449189253331662,0.19340950993175973,0.6801738363612371,0.5570614983804253,0.38783269961977185,0.4155844155844156,0.3905325443786982,0.3984375,0.125,0.2578125,0.6121673003802282,0.5844155844155844,0.6094674556213018,0.2446043165467626,0.10631229235880399,0.18384401114206128,1.02734375,0.30078125,0.66015625,-7.298944163711063,-12.697997715406883,-9.472217576466102,6.623872001872792,11.568520384824774
01051001_10_49,5,lags_only,7.136518422524323,5.984436798551105,11.133706267248716,9.451714290961432,-5.408966356344377,-0.7926007118460292,-0.030018375290416108,0.13626231961838955,0.04255663089720216,0.18719957601581128,0.318607254578386,0.2040271229728923,0.5644530579050716,0.4516936162631616,0.16396439116538677,0.15750160129233387,0.5810444863164941,0.5789678975705644,0.35271317829457366,0.3018867924528302,0.29508196721311475,0.35826771653543305,0.06299212598425197,0.2125984251968504,0.6472868217054264,0.6981132075471698,0.7049180327868853,0.2161520190023753,0.054982817869415807,0.1409921671018277,1.015748031496063,0.20866141732283464,0.7204724409448819,-8.134406517181892,-14.193436224010448,-10.000219330777462,6.928535056971352,11.628579429906024
01051001_10_49,6,lags_only,7.585488716162305,5.881578103106999,11.564803427858743,9.341343315698794,-6.165901851085416,-0.8871411623974468,-0.08041247562059337,0.16227805528282072,0.007085182706667098,0.19798393034176404,0.28684131070589636,0.19248444462911649,0.5355756815856153,0.4387304920211456,0.14634367699919767,0.19559893518721264,0.5343638652612367,0.5716247627826004,0.36964980544747084,0.358974358974359,0.3719512195121951,0.37401574803149606,0.05511811023622047,0.24015748031496062,0.6303501945525292,0.6410256410256411,0.6280487804878049,0.2283653846153846,0.05017921146953405,0.17086834733893558,1.0118110236220472,0.15354330708661418,0.6456692913385826,-8.390079049530865,-15.218766395896251,-9.858953497590198,7.020919220508972,11.647326866753968
