station_id,model,horizon,condition,raw_p_value,bh_q_value,bh_reject_q_0_05,family,family_size,alpha,primary_inferential_metric
08096014_10_47,sarima,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08096014_10_47,sarima,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08096014_10_47,xgboost_direct,1,lags_only,0.8613,0.9453295316670711,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08096014_10_47,xgboost_direct,2,lags_only,0.0332,0.07373791748526523,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08096014_10_47,xgboost_direct,3,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08096014_10_47,xgboost_direct,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08096014_10_47,xgboost_direct,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08096014_10_47,xgboost_direct,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08096014_10_47,xgboost_direct,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,sarima,1,lags_only,0.016,0.04092307692307692,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,sarima,2,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,sarima,3,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,sarima,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,sarima,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,sarima,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,sarima,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,xgboost_direct,1,lags_only,0.8281,0.9160147260273972,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,xgboost_direct,2,lags_only,0.0027,0.00931304347826087,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,xgboost_direct,3,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,xgboost_direct,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,xgboost_direct,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,xgboost_direct,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08101001_10_47,xgboost_direct,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,sarima,1,lags_only,0.1853,0.2817507061197041,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,sarima,2,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,sarima,3,lags_only,0.0001,0.0005270396270396271,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,sarima,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,sarima,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,sarima,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,sarima,7,lags_only,0.0108,0.02979719341061623,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,xgboost_direct,1,lags_only,0.639,0.7310928914748293,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,xgboost_direct,2,lags_only,0.0744,0.13788393442622948,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,xgboost_direct,3,lags_only,0.0009,0.003585726872246696,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,xgboost_direct,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,xgboost_direct,5,lags_only,0.0005,0.0021887705711519847,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,xgboost_direct,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08184006_10_47,xgboost_direct,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,sarima,1,lags_only,0.0032,0.010734718100890208,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,sarima,2,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,sarima,3,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,sarima,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,sarima,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,sarima,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,sarima,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,xgboost_direct,1,lags_only,0.7497,0.8397679960366609,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,xgboost_direct,2,lags_only,0.0076,0.022229754204398447,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,xgboost_direct,3,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,xgboost_direct,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,xgboost_direct,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,xgboost_direct,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08194008_10_47,xgboost_direct,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,sarima,1,lags_only,0.2575,0.36038842463633547,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,sarima,2,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,sarima,3,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,sarima,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,sarima,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,sarima,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,sarima,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,xgboost_direct,1,lags_only,0.9348,1.0,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,xgboost_direct,2,lags_only,0.2232,0.3234969230769231,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,xgboost_direct,3,lags_only,0.0278,0.06378061897513952,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,xgboost_direct,4,lags_only,0.0043,0.01380028388928318,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,xgboost_direct,5,lags_only,0.0004,0.0018106106106106107,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,xgboost_direct,6,lags_only,0.0003,0.0014087227414330216,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08202001_10_47,xgboost_direct,7,lags_only,0.0008,0.003244484304932736,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,sarima,1,lags_only,0.1836,0.2795418181818182,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,sarima,2,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,sarima,3,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,sarima,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,sarima,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,sarima,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,sarima,7,lags_only,0.0029,0.009882290881688018,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,xgboost_direct,1,lags_only,0.8987,0.9797303278688525,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,xgboost_direct,2,lags_only,0.0052,0.01619449035812672,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,xgboost_direct,3,lags_only,0.0001,0.0005270396270396271,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,xgboost_direct,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,xgboost_direct,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,xgboost_direct,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08260010_10_47,xgboost_direct,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,sarima,1,lags_only,0.0121,0.03268590203106332,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,sarima,2,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,sarima,3,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,sarima,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,sarima,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,sarima,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,sarima,7,lags_only,0.0001,0.0005270396270396271,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,xgboost_direct,1,lags_only,0.7043,0.7960121469632593,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,xgboost_direct,2,lags_only,0.0374,0.08000132450331127,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,xgboost_direct,3,lags_only,0.0198,0.04860781758957655,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,xgboost_direct,4,lags_only,0.0021,0.007554653937947494,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,xgboost_direct,5,lags_only,0.0001,0.0005270396270396271,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,xgboost_direct,6,lags_only,0.0005,0.0021887705711519847,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
08263001_10_47,xgboost_direct,7,lags_only,0.0069,0.020487065003282994,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,sarima,1,lags_only,0.2932,0.3955400954653938,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,sarima,2,lags_only,0.0246,0.05772765957446809,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,sarima,3,lags_only,0.0178,0.044470497237569066,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,sarima,4,lags_only,0.04,0.08448388603456329,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,sarima,5,lags_only,0.137,0.22220731707317073,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,sarima,6,lags_only,0.2592,0.3616483801295896,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,sarima,7,lags_only,0.3255,0.42651724137931035,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,xgboost_direct,1,lags_only,0.9291,1.0,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,xgboost_direct,2,lags_only,0.1219,0.20273328429569695,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,xgboost_direct,3,lags_only,0.0033,0.011012988929889299,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,xgboost_direct,4,lags_only,0.0003,0.0014087227414330216,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,xgboost_direct,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,xgboost_direct,6,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09018002_10_49,xgboost_direct,7,lags_only,0.0001,0.0005270396270396271,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,sarima,1,lags_only,0.1569,0.24773107541899442,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,sarima,2,lags_only,0.0008,0.003244484304932736,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,sarima,3,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,sarima,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,sarima,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,sarima,6,lags_only,0.0001,0.0005270396270396271,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,sarima,7,lags_only,0.0002,0.0009819761129207384,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,xgboost_direct,1,lags_only,0.4418,0.5327518933333334,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,xgboost_direct,2,lags_only,0.1718,0.26487541766109785,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,xgboost_direct,3,lags_only,0.0003,0.0014087227414330216,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,xgboost_direct,4,lags_only,0.0102,0.028384246153846156,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,xgboost_direct,5,lags_only,0.0483,0.09728846325167038,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,xgboost_direct,6,lags_only,0.0026,0.009044,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059003_10_49,xgboost_direct,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,sarima,1,lags_only,0.3677,0.45767668593448946,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,sarima,2,lags_only,0.0856,0.1540936305732484,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,sarima,3,lags_only,0.0004,0.0018106106106106107,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,sarima,4,lags_only,0.0004,0.0018106106106106107,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,sarima,5,lags_only,0.0007,0.0029120515179392823,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,sarima,6,lags_only,0.0018,0.006617560975609756,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,sarima,7,lags_only,0.0034,0.011271847507331378,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,xgboost_direct,1,lags_only,0.36,0.45219999999999994,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,xgboost_direct,2,lags_only,0.3435,0.4435485436893204,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,xgboost_direct,3,lags_only,0.0484,0.09744648263579697,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,xgboost_direct,4,lags_only,0.0027,0.00931304347826087,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,xgboost_direct,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,xgboost_direct,6,lags_only,0.0006,0.002552398871119473,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09059006_10_49,xgboost_direct,7,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,sarima,1,lags_only,0.0412,0.08653339526242453,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,sarima,2,lags_only,0.0002,0.0009819761129207384,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,sarima,3,lags_only,0.0007,0.0029120515179392823,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,sarima,4,lags_only,0.0005,0.0021887705711519847,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,sarima,5,lags_only,0.0044,0.014091218130311617,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,sarima,6,lags_only,0.0218,0.05232462845010616,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,sarima,7,lags_only,0.0423,0.08802604693971468,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,xgboost_direct,1,lags_only,1.0,1.0,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,xgboost_direct,2,lags_only,0.2527,0.35576257783312576,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,xgboost_direct,3,lags_only,0.0369,0.07919401993355482,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,xgboost_direct,4,lags_only,0.0035,0.011586383601756954,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,xgboost_direct,5,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,xgboost_direct,6,lags_only,0.0001,0.0005270396270396271,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
09219002_10_49,xgboost_direct,7,lags_only,0.0008,0.003244484304932736,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,sarima,1,lags_only,0.0613,0.11800706683695189,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,sarima,2,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,sarima,3,lags_only,0.0001,0.0005270396270396271,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,sarima,4,lags_only,0.0,0.0,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,sarima,5,lags_only,0.0012,0.004618212765957446,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,sarima,6,lags_only,0.0081,0.023479615384615383,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,sarima,7,lags_only,0.0337,0.07426481481481481,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,xgboost_direct,1,lags_only,0.9994,1.0,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,xgboost_direct,2,lags_only,0.2722,0.37481376370280145,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,xgboost_direct,3,lags_only,0.2342,0.3355679340937896,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,xgboost_direct,4,lags_only,0.0689,0.12938779069767442,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,xgboost_direct,5,lags_only,0.0121,0.03268590203106332,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,xgboost_direct,6,lags_only,0.1348,0.21911056793673617,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11004007_10_49,xgboost_direct,7,lags_only,0.1941,0.2920865890183028,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,sarima,1,lags_only,0.5942,0.6865029126213591,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,sarima,2,lags_only,0.0039,0.012678504672897196,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,sarima,3,lags_only,0.0024,0.008439191290824261,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,sarima,4,lags_only,0.0008,0.003244484304932736,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,sarima,5,lags_only,0.0049,0.01540876216968011,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,sarima,6,lags_only,0.0402,0.08486666666666667,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,sarima,7,lags_only,0.5119,0.6056545787545787,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,xgboost_direct,1,lags_only,0.9997,1.0,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,xgboost_direct,2,lags_only,0.6453,0.736136881937437,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,xgboost_direct,3,lags_only,0.0871,0.15623411344704483,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,xgboost_direct,4,lags_only,0.0337,0.07426481481481481,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,xgboost_direct,5,lags_only,0.0491,0.09854869063470927,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,xgboost_direct,6,lags_only,0.0896,0.1594534435261708,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008001_10_49,xgboost_direct,7,lags_only,0.237,0.3380801261829653,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008009_10_49,sarima,1,lags_only,0.7337,0.8249108403779214,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008009_10_49,sarima,2,lags_only,0.0045,0.01435049365303244,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008009_10_49,sarima,3,lags_only,0.0015,0.005629045643153527,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008009_10_49,sarima,4,lags_only,0.0007,0.0029120515179392823,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008009_10_49,sarima,5,lags_only,0.0012,0.004618212765957446,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008009_10_49,sarima,6,lags_only,0.0041,0.013252466047176557,True,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
11008009_10_49,sarima,7,lags_only,0.05,0.1,False,GLOBAL_ALL_CELLS,4522,0.05,Skill_RMSE / squared-error loss difference
